[975, 571]
[chapter-title, [117.0, 19.0, 312.0, 30.0], shoonya_0sL5Q2UG2ECSMZ, 5776413]
[paragraph, [6.0, 68.0, 538.0, 18.0], kPzAWHyZc1, 5776413]
[paragraph, [6.0, 86.0, 538.0, 18.0], kPzAWHyZc1, 5776413]
[paragraph, [6.0, 104.0, 538.0, 18.0], kPzAWHyZc1, 5776413]
[paragraph, [6.0, 122.0, 538.0, 18.0], kPzAWHyZc1, 5776413]
[paragraph, [6.0, 140.0, 538.0, 18.0], kPzAWHyZc1, 5776413]
[paragraph, [6.0, 158.0, 538.0, 18.0], kPzAWHyZc1, 5776413]
[paragraph, [6.0, 176.0, 538.0, 18.0], kPzAWHyZc1, 5776413]
[paragraph, [6.0, 194.0, 538.0, 18.0], kPzAWHyZc1, 5776413]
[paragraph, [6.0, 212.0, 538.0, 18.0], kPzAWHyZc1, 5776413]
[paragraph, [6.0, 230.0, 538.0, 18.0], kPzAWHyZc1, 5776413]
[paragraph, [6.0, 248.0, 538.0, 18.0], kPzAWHyZc1, 5776413]
[paragraph, [6.0, 266.0, 538.0, 18.0], kPzAWHyZc1, 5776413]
[paragraph, [6.0, 284.0, 538.0, 18.0], kPzAWHyZc1, 5776413]
[paragraph, [6.0, 302.0, 538.0, 18.0], kPzAWHyZc1, 5776413]
[paragraph, [6.0, 320.0, 538.0, 18.0], kPzAWHyZc1, 5776413]
[paragraph, [6.0, 338.0, 538.0, 18.0], kPzAWHyZc1, 5776413]
[paragraph, [6.0, 356.0, 538.0, 18.0], kPzAWHyZc1, 5776413]
[paragraph, [6.0, 374.0, 538.0, 18.0], kPzAWHyZc1, 5776413]
[paragraph, [6.0, 392.0, 538.0, 18.0], kPzAWHyZc1, 5776413]
[paragraph, [6.0, 410.0, 538.0, 18.0], kPzAWHyZc1, 5776413]
[paragraph, [6.0, 428.0, 538.0, 18.0], kPzAWHyZc1, 5776413]
[paragraph, [6.0, 446.0, 538.0, 18.0], kPzAWHyZc1, 5776413]
[paragraph, [6.0, 464.0, 538.0, 18.0], kPzAWHyZc1, 5776413]
[paragraph, [6.0, 482.0, 538.0, 18.0], kPzAWHyZc1, 5776413]
[paragraph, [6.0, 500.0, 538.0, 18.0], kPzAWHyZc1, 5776413]
[paragraph, [6.0, 518.0, 538.0, 18.0], kPzAWHyZc1, 5776413]
[paragraph, [6.0, 536.0, 538.0, 18.0], kPzAWHyZc1, 5776413]
[paragraph, [9.0, 557.0, 536.0, 18.0], eK4OuBW_SL, 5776413]
[paragraph, [9.0, 575.0, 536.0, 18.0], eK4OuBW_SL, 5776413]
[paragraph, [9.0, 593.0, 536.0, 18.0], eK4OuBW_SL, 5776413]
[paragraph, [9.0, 611.0, 536.0, 18.0], eK4OuBW_SL, 5776413]
[paragraph, [9.0, 629.0, 536.0, 18.0], eK4OuBW_SL, 5776413]
[paragraph, [9.0, 647.0, 536.0, 18.0], eK4OuBW_SL, 5776413]
[paragraph, [9.0, 665.0, 536.0, 18.0], eK4OuBW_SL, 5776413]
[paragraph, [9.0, 683.0, 536.0, 18.0], eK4OuBW_SL, 5776413]
[paragraph, [4.0, 711.0, 543.0, 18.0], 1IZPVMqcxX, 5776413]
[paragraph, [4.0, 729.0, 543.0, 18.0], 1IZPVMqcxX, 5776413]
[paragraph, [4.0, 747.0, 543.0, 18.0], 1IZPVMqcxX, 5776413]
[paragraph, [4.0, 765.0, 543.0, 18.0], 1IZPVMqcxX, 5776413]
[paragraph, [4.0, 783.0, 543.0, 18.0], 1IZPVMqcxX, 5776413]
[paragraph, [4.0, 801.0, 543.0, 18.0], 1IZPVMqcxX, 5776413]
[paragraph, [4.0, 819.0, 543.0, 18.0], 1IZPVMqcxX, 5776413]
[paragraph, [4.0, 837.0, 543.0, 18.0], 1IZPVMqcxX, 5776413]
[paragraph, [4.0, 855.0, 543.0, 18.0], 1IZPVMqcxX, 5776413]
[paragraph, [4.0, 873.0, 543.0, 18.0], 1IZPVMqcxX, 5776413]
[paragraph, [4.0, 891.0, 543.0, 18.0], 1IZPVMqcxX, 5776413]
