[2484, 1767]
[paragraph, [308.0, 379.0, 1234.0, 36.0], shoonya_1s7IMWR974GXQL, 5754046]
[paragraph, [308.0, 415.0, 1234.0, 36.0], shoonya_1s7IMWR974GXQL, 5754046]
[paragraph, [308.0, 451.0, 1234.0, 36.0], shoonya_1s7IMWR974GXQL, 5754046]
[paragraph, [308.0, 487.0, 1234.0, 36.0], shoonya_1s7IMWR974GXQL, 5754046]
[paragraph, [308.0, 523.0, 1234.0, 36.0], shoonya_1s7IMWR974GXQL, 5754046]
[paragraph, [308.0, 559.0, 1234.0, 36.0], shoonya_1s7IMWR974GXQL, 5754046]
[paragraph, [308.0, 595.0, 1234.0, 36.0], shoonya_1s7IMWR974GXQL, 5754046]
[paragraph, [308.0, 631.0, 1234.0, 36.0], shoonya_1s7IMWR974GXQL, 5754046]
[paragraph, [308.0, 667.0, 1234.0, 36.0], shoonya_1s7IMWR974GXQL, 5754046]
[paragraph, [308.0, 703.0, 1234.0, 36.0], shoonya_1s7IMWR974GXQL, 5754046]
[paragraph, [308.0, 739.0, 1234.0, 36.0], shoonya_1s7IMWR974GXQL, 5754046]
[paragraph, [308.0, 775.0, 1234.0, 36.0], shoonya_1s7IMWR974GXQL, 5754046]
[paragraph, [308.0, 811.0, 1234.0, 36.0], shoonya_1s7IMWR974GXQL, 5754046]
[paragraph, [308.0, 847.0, 1234.0, 36.0], shoonya_1s7IMWR974GXQL, 5754046]
[paragraph, [308.0, 883.0, 1234.0, 36.0], shoonya_1s7IMWR974GXQL, 5754046]
[paragraph, [308.0, 919.0, 1234.0, 36.0], shoonya_1s7IMWR974GXQL, 5754046]
[paragraph, [308.0, 955.0, 1234.0, 36.0], shoonya_1s7IMWR974GXQL, 5754046]
[paragraph, [308.0, 991.0, 1234.0, 36.0], shoonya_1s7IMWR974GXQL, 5754046]
[paragraph, [308.0, 1027.0, 1234.0, 36.0], shoonya_1s7IMWR974GXQL, 5754046]
[paragraph, [308.0, 1063.0, 1234.0, 36.0], shoonya_1s7IMWR974GXQL, 5754046]
[paragraph, [308.0, 1099.0, 1234.0, 36.0], shoonya_1s7IMWR974GXQL, 5754046]
[paragraph, [308.0, 1135.0, 1234.0, 36.0], shoonya_1s7IMWR974GXQL, 5754046]
[paragraph, [308.0, 1171.0, 1234.0, 36.0], shoonya_1s7IMWR974GXQL, 5754046]
[paragraph, [308.0, 1207.0, 1234.0, 36.0], shoonya_1s7IMWR974GXQL, 5754046]
[paragraph, [308.0, 1243.0, 1234.0, 36.0], shoonya_1s7IMWR974GXQL, 5754046]
[paragraph, [308.0, 1279.0, 1234.0, 36.0], shoonya_1s7IMWR974GXQL, 5754046]
[paragraph, [310.0, 1337.0, 1216.0, 36.0], shoonya_0sTNVPT1PERW66, 5754046]
[paragraph, [310.0, 1373.0, 1216.0, 36.0], shoonya_0sTNVPT1PERW66, 5754046]
[paragraph, [310.0, 1409.0, 1216.0, 36.0], shoonya_0sTNVPT1PERW66, 5754046]
[paragraph, [310.0, 1445.0, 1216.0, 36.0], shoonya_0sTNVPT1PERW66, 5754046]
[paragraph, [310.0, 1481.0, 1216.0, 36.0], shoonya_0sTNVPT1PERW66, 5754046]
[paragraph, [310.0, 1517.0, 1216.0, 36.0], shoonya_0sTNVPT1PERW66, 5754046]
[paragraph, [310.0, 1553.0, 1216.0, 36.0], shoonya_0sTNVPT1PERW66, 5754046]
[paragraph, [310.0, 1589.0, 1216.0, 36.0], shoonya_0sTNVPT1PERW66, 5754046]
[paragraph, [310.0, 1625.0, 1216.0, 36.0], shoonya_0sTNVPT1PERW66, 5754046]
[paragraph, [310.0, 1661.0, 1216.0, 36.0], shoonya_0sTNVPT1PERW66, 5754046]
[paragraph, [310.0, 1697.0, 1216.0, 36.0], shoonya_0sTNVPT1PERW66, 5754046]
[paragraph, [310.0, 1733.0, 1216.0, 36.0], shoonya_0sTNVPT1PERW66, 5754046]
[paragraph, [310.0, 1769.0, 1216.0, 36.0], shoonya_0sTNVPT1PERW66, 5754046]
[paragraph, [310.0, 1805.0, 1216.0, 36.0], shoonya_0sTNVPT1PERW66, 5754046]
[paragraph, [310.0, 1841.0, 1216.0, 36.0], shoonya_0sTNVPT1PERW66, 5754046]
[paragraph, [310.0, 1877.0, 1216.0, 36.0], shoonya_0sTNVPT1PERW66, 5754046]
[paragraph, [310.0, 1913.0, 1216.0, 36.0], shoonya_0sTNVPT1PERW66, 5754046]
[paragraph, [310.0, 1949.0, 1216.0, 36.0], shoonya_0sTNVPT1PERW66, 5754046]
[paragraph, [310.0, 1985.0, 1216.0, 36.0], shoonya_0sTNVPT1PERW66, 5754046]
[paragraph, [310.0, 2021.0, 1216.0, 36.0], shoonya_0sTNVPT1PERW66, 5754046]
[paragraph, [310.0, 2057.0, 1216.0, 36.0], shoonya_0sTNVPT1PERW66, 5754046]
[paragraph, [310.0, 2093.0, 1216.0, 36.0], shoonya_0sTNVPT1PERW66, 5754046]
[paragraph, [310.0, 2129.0, 1216.0, 36.0], shoonya_0sTNVPT1PERW66, 5754046]
[paragraph, [310.0, 2165.0, 1216.0, 36.0], shoonya_0sTNVPT1PERW66, 5754046]
[paragraph, [310.0, 2201.0, 1216.0, 36.0], shoonya_0sTNVPT1PERW66, 5754046]
[paragraph, [310.0, 2237.0, 1216.0, 36.0], shoonya_0sTNVPT1PERW66, 5754046]
