[1987, 1270]
[folio, [572.0, 118.0, 125.0, 36.0], shoonya_3sVU44K31RQFH1, 5682421]
[paragraph, [125.0, 190.0, 1017.0, 36.0], shoonya_1sGR8O15G95Y03, 5682421]
[paragraph, [125.0, 226.0, 1017.0, 36.0], shoonya_1sGR8O15G95Y03, 5682421]
[paragraph, [125.0, 262.0, 1017.0, 36.0], shoonya_1sGR8O15G95Y03, 5682421]
[paragraph, [125.0, 298.0, 1017.0, 36.0], shoonya_1sGR8O15G95Y03, 5682421]
[paragraph, [125.0, 334.0, 1017.0, 36.0], shoonya_1sGR8O15G95Y03, 5682421]
[paragraph, [125.0, 370.0, 1017.0, 36.0], shoonya_1sGR8O15G95Y03, 5682421]
[paragraph, [125.0, 406.0, 1017.0, 36.0], shoonya_1sGR8O15G95Y03, 5682421]
[paragraph, [125.0, 442.0, 1017.0, 36.0], shoonya_1sGR8O15G95Y03, 5682421]
[paragraph, [125.0, 478.0, 1017.0, 36.0], shoonya_1sGR8O15G95Y03, 5682421]
[paragraph, [125.0, 514.0, 1017.0, 36.0], shoonya_1sGR8O15G95Y03, 5682421]
[paragraph, [125.0, 550.0, 1017.0, 36.0], shoonya_1sGR8O15G95Y03, 5682421]
[paragraph, [125.0, 586.0, 1017.0, 36.0], shoonya_1sGR8O15G95Y03, 5682421]
[paragraph, [125.0, 622.0, 1017.0, 36.0], shoonya_1sGR8O15G95Y03, 5682421]
[paragraph, [125.0, 658.0, 1017.0, 36.0], shoonya_1sGR8O15G95Y03, 5682421]
[paragraph, [125.0, 721.0, 1017.0, 36.0], shoonya_0sCM7FMIDN34AY, 5682421]
[paragraph, [125.0, 757.0, 1017.0, 36.0], shoonya_0sCM7FMIDN34AY, 5682421]
[paragraph, [125.0, 793.0, 1017.0, 36.0], shoonya_0sCM7FMIDN34AY, 5682421]
[paragraph, [125.0, 829.0, 1017.0, 36.0], shoonya_0sCM7FMIDN34AY, 5682421]
[paragraph, [125.0, 865.0, 1017.0, 36.0], shoonya_0sCM7FMIDN34AY, 5682421]
[paragraph, [166.0, 932.0, 427.0, 36.0], b6XMu0HvVw, 5682421]
[paragraph, [126.0, 983.0, 1022.0, 36.0], Gqc6KDps8L, 5682421]
[paragraph, [126.0, 1019.0, 1022.0, 36.0], Gqc6KDps8L, 5682421]
[paragraph, [126.0, 1055.0, 1022.0, 36.0], Gqc6KDps8L, 5682421]
[paragraph, [126.0, 1091.0, 1022.0, 36.0], Gqc6KDps8L, 5682421]
[paragraph, [128.0, 1140.0, 1020.0, 36.0], bIkVj787kb, 5682421]
[paragraph, [128.0, 1176.0, 1020.0, 36.0], bIkVj787kb, 5682421]
[paragraph, [125.0, 1245.0, 1023.0, 36.0], 821DHUBYV9, 5682421]
[paragraph, [125.0, 1281.0, 1023.0, 36.0], 821DHUBYV9, 5682421]
[paragraph, [125.0, 1317.0, 1023.0, 36.0], 821DHUBYV9, 5682421]
[paragraph, [125.0, 1353.0, 1023.0, 36.0], 821DHUBYV9, 5682421]
[paragraph, [125.0, 1389.0, 1023.0, 36.0], 821DHUBYV9, 5682421]
[paragraph, [125.0, 1425.0, 1023.0, 36.0], 821DHUBYV9, 5682421]
[paragraph, [125.0, 1461.0, 1023.0, 36.0], 821DHUBYV9, 5682421]
[paragraph, [123.0, 1504.0, 1025.0, 36.0], bpCNH2IrJn, 5682421]
[paragraph, [123.0, 1540.0, 1025.0, 36.0], bpCNH2IrJn, 5682421]
[paragraph, [123.0, 1576.0, 1025.0, 36.0], bpCNH2IrJn, 5682421]
[paragraph, [123.0, 1612.0, 1025.0, 36.0], bpCNH2IrJn, 5682421]
[paragraph, [122.0, 1661.0, 1027.0, 36.0], yIKTM3_YaG, 5682421]
[paragraph, [122.0, 1697.0, 1027.0, 36.0], yIKTM3_YaG, 5682421]
[paragraph, [122.0, 1733.0, 1027.0, 36.0], yIKTM3_YaG, 5682421]
[paragraph, [122.0, 1769.0, 1027.0, 36.0], yIKTM3_YaG, 5682421]
[paragraph, [122.0, 1805.0, 1027.0, 36.0], yIKTM3_YaG, 5682421]
