[2806, 1983]
[paragraph, [216.0, 215.0, 1562.0, 46.5], shoonya_1sTCEMJ7TOIM3K, 5682449]
[paragraph, [216.0, 261.5, 1562.0, 46.5], shoonya_1sTCEMJ7TOIM3K, 5682449]
[paragraph, [216.0, 308.0, 1562.0, 46.5], shoonya_1sTCEMJ7TOIM3K, 5682449]
[paragraph, [216.0, 354.5, 1562.0, 46.5], shoonya_1sTCEMJ7TOIM3K, 5682449]
[paragraph, [216.0, 401.0, 1562.0, 46.5], shoonya_1sTCEMJ7TOIM3K, 5682449]
[paragraph, [216.0, 447.5, 1562.0, 46.5], shoonya_1sTCEMJ7TOIM3K, 5682449]
[paragraph, [216.0, 494.0, 1562.0, 46.5], shoonya_1sTCEMJ7TOIM3K, 5682449]
[paragraph, [216.0, 540.5, 1562.0, 46.5], shoonya_1sTCEMJ7TOIM3K, 5682449]
[paragraph, [216.0, 587.0, 1562.0, 46.5], shoonya_1sTCEMJ7TOIM3K, 5682449]
[paragraph, [220.0, 767.0, 1544.0, 46.5], shoonya_0sQGK7BUN15Q6F, 5682449]
[paragraph, [220.0, 813.5, 1544.0, 46.5], shoonya_0sQGK7BUN15Q6F, 5682449]
[paragraph, [220.0, 860.0, 1544.0, 46.5], shoonya_0sQGK7BUN15Q6F, 5682449]
[paragraph, [220.0, 1053.0, 1530.0, 46.5], shoonya_4sZCXGDTZULSKJ, 5682449]
[paragraph, [220.0, 1099.5, 1530.0, 46.5], shoonya_4sZCXGDTZULSKJ, 5682449]
[paragraph, [220.0, 1146.0, 1530.0, 46.5], shoonya_4sZCXGDTZULSKJ, 5682449]
[paragraph, [223.0, 1326.0, 1535.0, 46.5], shoonya_3sJTR7OBYJTPSD, 5682449]
[paragraph, [223.0, 1372.5, 1535.0, 46.5], shoonya_3sJTR7OBYJTPSD, 5682449]
[paragraph, [223.0, 1419.0, 1535.0, 46.5], shoonya_3sJTR7OBYJTPSD, 5682449]
[paragraph, [220.0, 1606.0, 1554.0, 46.5], shoonya_2sYZUU7A66WKWU, 5682449]
[paragraph, [220.0, 1652.5, 1554.0, 46.5], shoonya_2sYZUU7A66WKWU, 5682449]
[paragraph, [220.0, 1699.0, 1554.0, 46.5], shoonya_2sYZUU7A66WKWU, 5682449]
[paragraph, [220.0, 1745.5, 1554.0, 46.5], shoonya_2sYZUU7A66WKWU, 5682449]
[paragraph, [220.0, 1792.0, 1554.0, 46.5], shoonya_2sYZUU7A66WKWU, 5682449]
[paragraph, [220.0, 1838.5, 1554.0, 46.5], shoonya_2sYZUU7A66WKWU, 5682449]
[paragraph, [220.0, 1885.0, 1554.0, 46.5], shoonya_2sYZUU7A66WKWU, 5682449]
[paragraph, [220.0, 1931.5, 1554.0, 46.5], shoonya_2sYZUU7A66WKWU, 5682449]
[paragraph, [220.0, 1978.0, 1554.0, 46.5], shoonya_2sYZUU7A66WKWU, 5682449]
[paragraph, [220.0, 2024.5, 1554.0, 46.5], shoonya_2sYZUU7A66WKWU, 5682449]
[paragraph, [220.0, 2071.0, 1554.0, 46.5], shoonya_2sYZUU7A66WKWU, 5682449]
[paragraph, [220.0, 2117.5, 1554.0, 46.5], shoonya_2sYZUU7A66WKWU, 5682449]
[paragraph, [220.0, 2164.0, 1554.0, 46.5], shoonya_2sYZUU7A66WKWU, 5682449]
[paragraph, [220.0, 2210.5, 1554.0, 46.5], shoonya_2sYZUU7A66WKWU, 5682449]
[paragraph, [220.0, 2257.0, 1554.0, 46.5], shoonya_2sYZUU7A66WKWU, 5682449]
[paragraph, [220.0, 2303.5, 1554.0, 46.5], shoonya_2sYZUU7A66WKWU, 5682449]
[paragraph, [220.0, 2350.0, 1554.0, 46.5], shoonya_2sYZUU7A66WKWU, 5682449]
[paragraph, [220.0, 2396.5, 1554.0, 46.5], shoonya_2sYZUU7A66WKWU, 5682449]
[paragraph, [220.0, 2443.0, 1554.0, 46.5], shoonya_2sYZUU7A66WKWU, 5682449]
[paragraph, [220.0, 2489.5, 1554.0, 46.5], shoonya_2sYZUU7A66WKWU, 5682449]
