[3509, 2480]
[paragraph, [361.0, 388.0, 1765.0, 52.5], shoonya_2sGWT2WWH1IM2E, 5723979]
[paragraph, [361.0, 440.5, 1765.0, 52.5], shoonya_2sGWT2WWH1IM2E, 5723979]
[paragraph, [361.0, 493.0, 1765.0, 52.5], shoonya_2sGWT2WWH1IM2E, 5723979]
[paragraph, [361.0, 545.5, 1765.0, 52.5], shoonya_2sGWT2WWH1IM2E, 5723979]
[paragraph, [361.0, 598.0, 1765.0, 52.5], shoonya_2sGWT2WWH1IM2E, 5723979]
[paragraph, [361.0, 650.5, 1765.0, 52.5], shoonya_2sGWT2WWH1IM2E, 5723979]
[paragraph, [361.0, 703.0, 1765.0, 52.5], shoonya_2sGWT2WWH1IM2E, 5723979]
[paragraph, [361.0, 755.5, 1765.0, 52.5], shoonya_2sGWT2WWH1IM2E, 5723979]
[paragraph, [361.0, 808.0, 1765.0, 52.5], shoonya_2sGWT2WWH1IM2E, 5723979]
[paragraph, [361.0, 860.5, 1765.0, 52.5], shoonya_2sGWT2WWH1IM2E, 5723979]
[paragraph, [361.0, 913.0, 1765.0, 52.5], shoonya_2sGWT2WWH1IM2E, 5723979]
[paragraph, [361.0, 965.5, 1765.0, 52.5], shoonya_2sGWT2WWH1IM2E, 5723979]
[paragraph, [361.0, 1018.0, 1765.0, 52.5], shoonya_2sGWT2WWH1IM2E, 5723979]
[paragraph, [361.0, 1070.5, 1765.0, 52.5], shoonya_2sGWT2WWH1IM2E, 5723979]
[paragraph, [361.0, 1123.0, 1765.0, 52.5], shoonya_2sGWT2WWH1IM2E, 5723979]
[paragraph, [361.0, 1175.5, 1765.0, 52.5], shoonya_2sGWT2WWH1IM2E, 5723979]
[paragraph, [361.0, 1228.0, 1765.0, 52.5], shoonya_2sGWT2WWH1IM2E, 5723979]
[paragraph, [361.0, 1280.5, 1765.0, 52.5], shoonya_2sGWT2WWH1IM2E, 5723979]
[paragraph, [361.0, 1333.0, 1765.0, 52.5], shoonya_2sGWT2WWH1IM2E, 5723979]
[paragraph, [361.0, 1385.5, 1765.0, 52.5], shoonya_2sGWT2WWH1IM2E, 5723979]
[paragraph, [363.0, 1655.0, 1774.0, 52.5], shoonya_0sWWQZ37HFMX0T, 5723979]
[paragraph, [363.0, 1707.5, 1774.0, 52.5], shoonya_0sWWQZ37HFMX0T, 5723979]
[paragraph, [363.0, 1760.0, 1774.0, 52.5], shoonya_0sWWQZ37HFMX0T, 5723979]
[paragraph, [363.0, 1812.5, 1774.0, 52.5], shoonya_0sWWQZ37HFMX0T, 5723979]
[paragraph, [363.0, 1865.0, 1774.0, 52.5], shoonya_0sWWQZ37HFMX0T, 5723979]
[paragraph, [363.0, 1917.5, 1774.0, 52.5], shoonya_0sWWQZ37HFMX0T, 5723979]
[paragraph, [363.0, 1970.0, 1774.0, 52.5], shoonya_0sWWQZ37HFMX0T, 5723979]
[paragraph, [363.0, 2022.5, 1774.0, 52.5], shoonya_0sWWQZ37HFMX0T, 5723979]
[paragraph, [363.0, 2075.0, 1774.0, 52.5], shoonya_0sWWQZ37HFMX0T, 5723979]
[paragraph, [363.0, 2127.5, 1774.0, 52.5], shoonya_0sWWQZ37HFMX0T, 5723979]
[paragraph, [363.0, 2180.0, 1774.0, 52.5], shoonya_0sWWQZ37HFMX0T, 5723979]
[paragraph, [363.0, 2232.5, 1774.0, 52.5], shoonya_0sWWQZ37HFMX0T, 5723979]
[paragraph, [363.0, 2285.0, 1774.0, 52.5], shoonya_0sWWQZ37HFMX0T, 5723979]
[paragraph, [363.0, 2337.5, 1774.0, 52.5], shoonya_0sWWQZ37HFMX0T, 5723979]
[paragraph, [363.0, 2390.0, 1774.0, 52.5], shoonya_0sWWQZ37HFMX0T, 5723979]
[paragraph, [363.0, 2442.5, 1774.0, 52.5], shoonya_0sWWQZ37HFMX0T, 5723979]
[paragraph, [363.0, 2495.0, 1774.0, 52.5], shoonya_0sWWQZ37HFMX0T, 5723979]
[paragraph, [363.0, 2547.5, 1774.0, 52.5], shoonya_0sWWQZ37HFMX0T, 5723979]
[paragraph, [363.0, 2600.0, 1774.0, 52.5], shoonya_0sWWQZ37HFMX0T, 5723979]
[paragraph, [363.0, 2652.5, 1774.0, 52.5], shoonya_0sWWQZ37HFMX0T, 5723979]
[paragraph, [363.0, 2705.0, 1774.0, 52.5], shoonya_0sWWQZ37HFMX0T, 5723979]
[paragraph, [363.0, 2757.5, 1774.0, 52.5], shoonya_0sWWQZ37HFMX0T, 5723979]
[paragraph, [363.0, 2810.0, 1774.0, 52.5], shoonya_0sWWQZ37HFMX0T, 5723979]
[paragraph, [363.0, 2862.5, 1774.0, 52.5], shoonya_0sWWQZ37HFMX0T, 5723979]
