[2200, 1700]
[folio, [188.0, 307.0, 146.0, 36.0], Azv_fyAkc-, 5689344]
[folio, [186.0, 396.0, 103.0, 36.0], c8plL_Znut, 5689344]
[section-title, [483.0, 477.0, 732.0, 52.5], POUU79vHNG, 5689344]
[paragraph, [287.0, 561.0, 1223.0, 36.0], shoonya_2sS1WHUBAVW8X5, 5689344]
[paragraph, [287.0, 597.0, 1223.0, 36.0], shoonya_2sS1WHUBAVW8X5, 5689344]
[paragraph, [287.0, 633.0, 1223.0, 36.0], shoonya_2sS1WHUBAVW8X5, 5689344]
[unordered-list, [272.0, 676.0, 1251.0, 36.0], vnL2jIlKbE, 5689344]
[unordered-list, [272.0, 712.0, 1251.0, 36.0], vnL2jIlKbE, 5689344]
[unordered-list, [272.0, 748.0, 1251.0, 36.0], vnL2jIlKbE, 5689344]
[unordered-list, [272.0, 784.0, 1251.0, 36.0], vnL2jIlKbE, 5689344]
[unordered-list, [272.0, 820.0, 1251.0, 36.0], vnL2jIlKbE, 5689344]
[unordered-list, [272.0, 856.0, 1251.0, 36.0], vnL2jIlKbE, 5689344]
[unordered-list, [272.0, 892.0, 1251.0, 36.0], vnL2jIlKbE, 5689344]
[unordered-list, [272.0, 928.0, 1251.0, 36.0], vnL2jIlKbE, 5689344]
[unordered-list, [272.0, 964.0, 1251.0, 36.0], vnL2jIlKbE, 5689344]
[unordered-list, [272.0, 1000.0, 1251.0, 36.0], vnL2jIlKbE, 5689344]
[unordered-list, [272.0, 1036.0, 1251.0, 36.0], vnL2jIlKbE, 5689344]
[unordered-list, [272.0, 1072.0, 1251.0, 36.0], vnL2jIlKbE, 5689344]
[unordered-list, [272.0, 1108.0, 1251.0, 36.0], vnL2jIlKbE, 5689344]
[unordered-list, [272.0, 1144.0, 1251.0, 36.0], vnL2jIlKbE, 5689344]
[unordered-list, [272.0, 1180.0, 1251.0, 36.0], vnL2jIlKbE, 5689344]
[unordered-list, [272.0, 1216.0, 1251.0, 36.0], vnL2jIlKbE, 5689344]
[unordered-list, [272.0, 1252.0, 1251.0, 36.0], vnL2jIlKbE, 5689344]
[unordered-list, [272.0, 1288.0, 1251.0, 36.0], vnL2jIlKbE, 5689344]
[unordered-list, [272.0, 1324.0, 1251.0, 36.0], vnL2jIlKbE, 5689344]
[unordered-list, [272.0, 1360.0, 1251.0, 36.0], vnL2jIlKbE, 5689344]
[reference, [281.0, 1423.0, 1242.0, 36.0], shoonya_1sR01VH0ZM7BPR, 5689344]
[reference, [281.0, 1459.0, 1242.0, 36.0], shoonya_1sR01VH0ZM7BPR, 5689344]
[reference, [281.0, 1495.0, 1242.0, 36.0], shoonya_1sR01VH0ZM7BPR, 5689344]
[reference, [281.0, 1531.0, 1242.0, 36.0], shoonya_1sR01VH0ZM7BPR, 5689344]
[reference, [281.0, 1567.0, 1242.0, 36.0], shoonya_1sR01VH0ZM7BPR, 5689344]
[reference, [281.0, 1603.0, 1242.0, 36.0], shoonya_1sR01VH0ZM7BPR, 5689344]
[reference, [281.0, 1639.0, 1242.0, 36.0], shoonya_1sR01VH0ZM7BPR, 5689344]
[reference, [281.0, 1675.0, 1242.0, 36.0], shoonya_1sR01VH0ZM7BPR, 5689344]
[reference, [281.0, 1711.0, 1242.0, 36.0], shoonya_1sR01VH0ZM7BPR, 5689344]
[reference, [281.0, 1747.0, 1242.0, 36.0], shoonya_1sR01VH0ZM7BPR, 5689344]
[reference, [281.0, 1783.0, 1242.0, 36.0], shoonya_1sR01VH0ZM7BPR, 5689344]
[reference, [281.0, 1819.0, 1242.0, 36.0], shoonya_1sR01VH0ZM7BPR, 5689344]
[reference, [281.0, 1855.0, 1242.0, 36.0], shoonya_1sR01VH0ZM7BPR, 5689344]
[reference, [281.0, 1891.0, 1242.0, 36.0], shoonya_1sR01VH0ZM7BPR, 5689344]
[reference, [281.0, 1927.0, 1242.0, 36.0], shoonya_1sR01VH0ZM7BPR, 5689344]
