[2339, 1654]
[folio, [175.0, 70.0, 330.0, 36.0], vvtkCE5xOT, 5750529]
[paragraph, [159.0, 122.0, 1443.0, 36.0], h5hUXeNCV4, 5750529]
[paragraph, [159.0, 158.0, 1443.0, 36.0], h5hUXeNCV4, 5750529]
[paragraph, [159.0, 194.0, 1443.0, 36.0], h5hUXeNCV4, 5750529]
[paragraph, [324.0, 258.0, 1011.0, 36.0], 1TUVQlHXED, 5750529]
[reference, [1096.0, 330.0, 350.0, 36.0], shoonya_2sT5G2KELMUN9E, 5750529]
[paragraph, [165.0, 392.0, 1438.0, 36.0], shoonya_1sMEE7J8AA40OD, 5750529]
[paragraph, [165.0, 428.0, 1438.0, 36.0], shoonya_1sMEE7J8AA40OD, 5750529]
[paragraph, [165.0, 464.0, 1438.0, 36.0], shoonya_1sMEE7J8AA40OD, 5750529]
[paragraph, [165.0, 500.0, 1438.0, 36.0], shoonya_1sMEE7J8AA40OD, 5750529]
[paragraph, [165.0, 536.0, 1438.0, 36.0], shoonya_1sMEE7J8AA40OD, 5750529]
[paragraph, [165.0, 572.0, 1438.0, 36.0], shoonya_1sMEE7J8AA40OD, 5750529]
[paragraph, [165.0, 608.0, 1438.0, 36.0], shoonya_1sMEE7J8AA40OD, 5750529]
[paragraph, [165.0, 644.0, 1438.0, 36.0], shoonya_1sMEE7J8AA40OD, 5750529]
[paragraph, [165.0, 680.0, 1438.0, 36.0], shoonya_1sMEE7J8AA40OD, 5750529]
[paragraph, [165.0, 716.0, 1438.0, 36.0], shoonya_1sMEE7J8AA40OD, 5750529]
[paragraph, [310.0, 771.0, 1195.0, 36.0], shoonya_3sA2VF7XL2N8YR, 5750529]
[paragraph, [310.0, 807.0, 1195.0, 36.0], shoonya_3sA2VF7XL2N8YR, 5750529]
[paragraph, [310.0, 843.0, 1195.0, 36.0], shoonya_3sA2VF7XL2N8YR, 5750529]
[paragraph, [310.0, 879.0, 1195.0, 36.0], shoonya_3sA2VF7XL2N8YR, 5750529]
[paragraph, [310.0, 915.0, 1195.0, 36.0], shoonya_3sA2VF7XL2N8YR, 5750529]
[paragraph, [310.0, 951.0, 1195.0, 36.0], shoonya_3sA2VF7XL2N8YR, 5750529]
[paragraph, [310.0, 987.0, 1195.0, 36.0], shoonya_3sA2VF7XL2N8YR, 5750529]
[paragraph, [310.0, 1023.0, 1195.0, 36.0], shoonya_3sA2VF7XL2N8YR, 5750529]
[paragraph, [310.0, 1059.0, 1195.0, 36.0], shoonya_3sA2VF7XL2N8YR, 5750529]
[paragraph, [310.0, 1095.0, 1195.0, 36.0], shoonya_3sA2VF7XL2N8YR, 5750529]
[paragraph, [310.0, 1131.0, 1195.0, 36.0], shoonya_3sA2VF7XL2N8YR, 5750529]
[paragraph, [310.0, 1167.0, 1195.0, 36.0], shoonya_3sA2VF7XL2N8YR, 5750529]
[paragraph, [310.0, 1203.0, 1195.0, 36.0], shoonya_3sA2VF7XL2N8YR, 5750529]
[paragraph, [310.0, 1239.0, 1195.0, 36.0], shoonya_3sA2VF7XL2N8YR, 5750529]
[paragraph, [310.0, 1275.0, 1195.0, 36.0], shoonya_3sA2VF7XL2N8YR, 5750529]
[paragraph, [310.0, 1311.0, 1195.0, 36.0], shoonya_3sA2VF7XL2N8YR, 5750529]
[paragraph, [310.0, 1347.0, 1195.0, 36.0], shoonya_3sA2VF7XL2N8YR, 5750529]
[paragraph, [166.0, 1455.0, 1433.0, 36.0], shoonya_0sFA8RC3D52PC6, 5750529]
[paragraph, [166.0, 1491.0, 1433.0, 36.0], shoonya_0sFA8RC3D52PC6, 5750529]
[paragraph, [166.0, 1527.0, 1433.0, 36.0], shoonya_0sFA8RC3D52PC6, 5750529]
[paragraph, [166.0, 1563.0, 1433.0, 36.0], shoonya_0sFA8RC3D52PC6, 5750529]
[paragraph, [166.0, 1599.0, 1433.0, 36.0], shoonya_0sFA8RC3D52PC6, 5750529]
[paragraph, [166.0, 1635.0, 1433.0, 36.0], shoonya_0sFA8RC3D52PC6, 5750529]
[paragraph, [166.0, 1671.0, 1433.0, 36.0], shoonya_0sFA8RC3D52PC6, 5750529]
[paragraph, [166.0, 1707.0, 1433.0, 36.0], shoonya_0sFA8RC3D52PC6, 5750529]
[paragraph, [166.0, 1743.0, 1433.0, 36.0], shoonya_0sFA8RC3D52PC6, 5750529]
[paragraph, [166.0, 1779.0, 1433.0, 36.0], shoonya_0sFA8RC3D52PC6, 5750529]
[paragraph, [166.0, 1815.0, 1433.0, 36.0], shoonya_0sFA8RC3D52PC6, 5750529]
[paragraph, [166.0, 1851.0, 1433.0, 36.0], shoonya_0sFA8RC3D52PC6, 5750529]
[paragraph, [166.0, 1887.0, 1433.0, 36.0], shoonya_0sFA8RC3D52PC6, 5750529]
[paragraph, [166.0, 1923.0, 1433.0, 36.0], shoonya_0sFA8RC3D52PC6, 5750529]
[paragraph, [166.0, 1959.0, 1433.0, 36.0], shoonya_0sFA8RC3D52PC6, 5750529]
[paragraph, [166.0, 1995.0, 1433.0, 36.0], shoonya_0sFA8RC3D52PC6, 5750529]
[paragraph, [166.0, 2031.0, 1433.0, 36.0], shoonya_0sFA8RC3D52PC6, 5750529]
[paragraph, [166.0, 2067.0, 1433.0, 36.0], shoonya_0sFA8RC3D52PC6, 5750529]
[reference, [168.0, 2206.0, 397.0, 36.0], shoonya_6s39RUMAAZTCVH, 5750529]
