[1320, 1176]
[folio, [83.0, 51.0, 174.0, 18.0], cydcMTB0TQ, 5694341]
[folio, [83.0, 69.0, 174.0, 18.0], cydcMTB0TQ, 5694341]
[folio, [83.0, 87.0, 174.0, 18.0], cydcMTB0TQ, 5694341]
[folio, [83.0, 105.0, 174.0, 18.0], cydcMTB0TQ, 5694341]
[folio, [83.0, 123.0, 174.0, 18.0], cydcMTB0TQ, 5694341]
[folio, [83.0, 141.0, 174.0, 18.0], cydcMTB0TQ, 5694341]
[section-title, [66.0, 179.0, 661.0, 30.0], 5o1kVfevHQ, 5694341]
[section-title, [66.0, 209.0, 661.0, 30.0], 5o1kVfevHQ, 5694341]
[section-title, [66.0, 239.0, 661.0, 30.0], 5o1kVfevHQ, 5694341]
[section-title, [66.0, 269.0, 661.0, 30.0], 5o1kVfevHQ, 5694341]
[section-title, [66.0, 299.0, 661.0, 30.0], 5o1kVfevHQ, 5694341]
[section-title, [66.0, 329.0, 661.0, 30.0], 5o1kVfevHQ, 5694341]
[author, [343.0, 393.0, 128.0, 18.0], shoonya_5s0VX8C5J2BME5, 5694341]
[paragraph, [77.0, 427.0, 335.0, 18.0], shoonya_4s5OTU9202HNW0, 5694341]
[paragraph, [77.0, 445.0, 335.0, 18.0], shoonya_4s5OTU9202HNW0, 5694341]
[paragraph, [77.0, 463.0, 335.0, 18.0], shoonya_4s5OTU9202HNW0, 5694341]
[paragraph, [77.0, 481.0, 335.0, 18.0], shoonya_4s5OTU9202HNW0, 5694341]
[paragraph, [77.0, 499.0, 335.0, 18.0], shoonya_4s5OTU9202HNW0, 5694341]
[paragraph, [77.0, 517.0, 335.0, 18.0], shoonya_4s5OTU9202HNW0, 5694341]
[paragraph, [77.0, 535.0, 335.0, 18.0], shoonya_4s5OTU9202HNW0, 5694341]
[paragraph, [77.0, 553.0, 335.0, 18.0], shoonya_4s5OTU9202HNW0, 5694341]
[paragraph, [77.0, 571.0, 335.0, 18.0], shoonya_4s5OTU9202HNW0, 5694341]
[paragraph, [77.0, 589.0, 335.0, 18.0], shoonya_4s5OTU9202HNW0, 5694341]
[paragraph, [77.0, 607.0, 335.0, 18.0], shoonya_4s5OTU9202HNW0, 5694341]
[paragraph, [77.0, 625.0, 335.0, 18.0], shoonya_4s5OTU9202HNW0, 5694341]
[paragraph, [77.0, 643.0, 335.0, 18.0], shoonya_4s5OTU9202HNW0, 5694341]
[paragraph, [77.0, 661.0, 335.0, 18.0], shoonya_4s5OTU9202HNW0, 5694341]
[paragraph, [77.0, 679.0, 335.0, 18.0], shoonya_4s5OTU9202HNW0, 5694341]
[paragraph, [77.0, 697.0, 335.0, 18.0], shoonya_4s5OTU9202HNW0, 5694341]
[paragraph, [77.0, 715.0, 335.0, 18.0], shoonya_4s5OTU9202HNW0, 5694341]
[paragraph, [77.0, 733.0, 335.0, 18.0], shoonya_4s5OTU9202HNW0, 5694341]
[paragraph, [77.0, 751.0, 335.0, 18.0], shoonya_4s5OTU9202HNW0, 5694341]
[paragraph, [414.0, 427.0, 338.0, 18.0], shoonya_1sK0T2047VHE0G, 5694341]
[paragraph, [414.0, 445.0, 338.0, 18.0], shoonya_1sK0T2047VHE0G, 5694341]
[paragraph, [414.0, 463.0, 338.0, 18.0], shoonya_1sK0T2047VHE0G, 5694341]
[paragraph, [414.0, 481.0, 338.0, 18.0], shoonya_1sK0T2047VHE0G, 5694341]
[paragraph, [414.0, 499.0, 338.0, 18.0], shoonya_1sK0T2047VHE0G, 5694341]
[paragraph, [414.0, 517.0, 338.0, 18.0], shoonya_1sK0T2047VHE0G, 5694341]
[paragraph, [414.0, 535.0, 338.0, 18.0], shoonya_1sK0T2047VHE0G, 5694341]
[paragraph, [414.0, 553.0, 338.0, 18.0], shoonya_1sK0T2047VHE0G, 5694341]
[paragraph, [414.0, 571.0, 338.0, 18.0], shoonya_1sK0T2047VHE0G, 5694341]
[paragraph, [414.0, 589.0, 338.0, 18.0], shoonya_1sK0T2047VHE0G, 5694341]
[paragraph, [414.0, 607.0, 338.0, 18.0], shoonya_1sK0T2047VHE0G, 5694341]
[paragraph, [414.0, 625.0, 338.0, 18.0], shoonya_1sK0T2047VHE0G, 5694341]
[paragraph, [414.0, 643.0, 338.0, 18.0], shoonya_1sK0T2047VHE0G, 5694341]
[paragraph, [414.0, 661.0, 338.0, 18.0], shoonya_1sK0T2047VHE0G, 5694341]
[paragraph, [414.0, 679.0, 338.0, 18.0], shoonya_1sK0T2047VHE0G, 5694341]
[paragraph, [414.0, 697.0, 338.0, 18.0], shoonya_1sK0T2047VHE0G, 5694341]
[paragraph, [414.0, 715.0, 338.0, 18.0], shoonya_1sK0T2047VHE0G, 5694341]
[paragraph, [414.0, 733.0, 338.0, 18.0], shoonya_1sK0T2047VHE0G, 5694341]
[paragraph, [414.0, 751.0, 338.0, 18.0], shoonya_1sK0T2047VHE0G, 5694341]
[paragraph, [414.0, 769.0, 338.0, 18.0], shoonya_1sK0T2047VHE0G, 5694341]
[paragraph, [414.0, 787.0, 338.0, 18.0], shoonya_1sK0T2047VHE0G, 5694341]
[paragraph, [414.0, 805.0, 338.0, 18.0], shoonya_1sK0T2047VHE0G, 5694341]
[paragraph, [414.0, 823.0, 338.0, 18.0], shoonya_1sK0T2047VHE0G, 5694341]
[paragraph, [414.0, 841.0, 338.0, 18.0], shoonya_1sK0T2047VHE0G, 5694341]
[paragraph, [414.0, 859.0, 338.0, 18.0], shoonya_1sK0T2047VHE0G, 5694341]
[paragraph, [414.0, 877.0, 338.0, 18.0], shoonya_1sK0T2047VHE0G, 5694341]
[paragraph, [414.0, 895.0, 338.0, 18.0], shoonya_1sK0T2047VHE0G, 5694341]
[paragraph, [414.0, 913.0, 338.0, 18.0], shoonya_1sK0T2047VHE0G, 5694341]
[paragraph, [414.0, 931.0, 338.0, 18.0], shoonya_1sK0T2047VHE0G, 5694341]
[paragraph, [414.0, 949.0, 338.0, 18.0], shoonya_1sK0T2047VHE0G, 5694341]
[paragraph, [414.0, 967.0, 338.0, 18.0], shoonya_1sK0T2047VHE0G, 5694341]
[paragraph, [414.0, 985.0, 338.0, 18.0], shoonya_1sK0T2047VHE0G, 5694341]
[paragraph, [414.0, 1003.0, 338.0, 18.0], shoonya_1sK0T2047VHE0G, 5694341]
[paragraph, [414.0, 1021.0, 338.0, 18.0], shoonya_1sK0T2047VHE0G, 5694341]
[paragraph, [65.0, 774.0, 342.0, 18.0], 79emRhlD6y, 5694341]
[paragraph, [65.0, 792.0, 342.0, 18.0], 79emRhlD6y, 5694341]
[paragraph, [65.0, 810.0, 342.0, 18.0], 79emRhlD6y, 5694341]
[paragraph, [65.0, 828.0, 342.0, 18.0], 79emRhlD6y, 5694341]
[paragraph, [65.0, 846.0, 342.0, 18.0], 79emRhlD6y, 5694341]
[paragraph, [65.0, 864.0, 342.0, 18.0], 79emRhlD6y, 5694341]
[paragraph, [65.0, 882.0, 342.0, 18.0], 79emRhlD6y, 5694341]
[paragraph, [65.0, 900.0, 342.0, 18.0], 79emRhlD6y, 5694341]
[paragraph, [65.0, 918.0, 342.0, 18.0], 79emRhlD6y, 5694341]
[paragraph, [65.0, 936.0, 342.0, 18.0], 79emRhlD6y, 5694341]
[paragraph, [65.0, 954.0, 342.0, 18.0], 79emRhlD6y, 5694341]
[paragraph, [65.0, 972.0, 342.0, 18.0], 79emRhlD6y, 5694341]
[paragraph, [65.0, 990.0, 342.0, 18.0], 79emRhlD6y, 5694341]
[paragraph, [65.0, 1008.0, 342.0, 18.0], 79emRhlD6y, 5694341]
[paragraph, [65.0, 1026.0, 342.0, 18.0], 79emRhlD6y, 5694341]
[paragraph, [65.0, 1044.0, 342.0, 18.0], 79emRhlD6y, 5694341]
[paragraph, [65.0, 1062.0, 342.0, 18.0], 79emRhlD6y, 5694341]
[paragraph, [65.0, 1080.0, 342.0, 18.0], 79emRhlD6y, 5694341]
[paragraph, [65.0, 1098.0, 342.0, 18.0], 79emRhlD6y, 5694341]
[paragraph, [65.0, 1116.0, 342.0, 18.0], 79emRhlD6y, 5694341]
[paragraph, [65.0, 1134.0, 342.0, 18.0], 79emRhlD6y, 5694341]
[paragraph, [65.0, 1152.0, 342.0, 18.0], 79emRhlD6y, 5694341]
[paragraph, [65.0, 1170.0, 342.0, 18.0], 79emRhlD6y, 5694341]
[paragraph, [65.0, 1188.0, 342.0, 18.0], 79emRhlD6y, 5694341]
[paragraph, [65.0, 1206.0, 342.0, 18.0], 79emRhlD6y, 5694341]
[paragraph, [65.0, 1224.0, 342.0, 18.0], 79emRhlD6y, 5694341]
[paragraph, [65.0, 1242.0, 342.0, 18.0], 79emRhlD6y, 5694341]
[paragraph, [409.0, 1061.0, 336.0, 18.0], DikvSVRWZb, 5694341]
[paragraph, [409.0, 1079.0, 336.0, 18.0], DikvSVRWZb, 5694341]
[paragraph, [409.0, 1097.0, 336.0, 18.0], DikvSVRWZb, 5694341]
[paragraph, [409.0, 1115.0, 336.0, 18.0], DikvSVRWZb, 5694341]
[paragraph, [409.0, 1133.0, 336.0, 18.0], DikvSVRWZb, 5694341]
[paragraph, [409.0, 1151.0, 336.0, 18.0], DikvSVRWZb, 5694341]
[paragraph, [409.0, 1169.0, 336.0, 18.0], DikvSVRWZb, 5694341]
[paragraph, [409.0, 1187.0, 336.0, 18.0], DikvSVRWZb, 5694341]
[paragraph, [409.0, 1205.0, 336.0, 18.0], DikvSVRWZb, 5694341]
[paragraph, [409.0, 1223.0, 336.0, 18.0], DikvSVRWZb, 5694341]
[paragraph, [409.0, 1241.0, 336.0, 18.0], DikvSVRWZb, 5694341]
