[1372, 849]
[section-title, [323.0, 60.0, 168.0, 30.0], shoonya_1sZTDC9QMGCZ2I, 5709694]
[paragraph, [70.0, 130.0, 706.0, 18.0], shoonya_0s9H8DD644UW5T, 5709694]
[paragraph, [70.0, 148.0, 706.0, 18.0], shoonya_0s9H8DD644UW5T, 5709694]
[paragraph, [70.0, 166.0, 706.0, 18.0], shoonya_0s9H8DD644UW5T, 5709694]
[paragraph, [70.0, 184.0, 706.0, 18.0], shoonya_0s9H8DD644UW5T, 5709694]
[paragraph, [70.0, 202.0, 706.0, 18.0], shoonya_0s9H8DD644UW5T, 5709694]
[paragraph, [70.0, 220.0, 706.0, 18.0], shoonya_0s9H8DD644UW5T, 5709694]
[paragraph, [70.0, 238.0, 706.0, 18.0], shoonya_0s9H8DD644UW5T, 5709694]
[paragraph, [70.0, 256.0, 706.0, 18.0], shoonya_0s9H8DD644UW5T, 5709694]
[paragraph, [70.0, 274.0, 706.0, 18.0], shoonya_0s9H8DD644UW5T, 5709694]
[paragraph, [60.0, 301.0, 723.0, 18.0], shoonya_2sND3CR4ULN7AP, 5709694]
[paragraph, [60.0, 319.0, 723.0, 18.0], shoonya_2sND3CR4ULN7AP, 5709694]
[paragraph, [60.0, 337.0, 723.0, 18.0], shoonya_2sND3CR4ULN7AP, 5709694]
[paragraph, [60.0, 355.0, 723.0, 18.0], shoonya_2sND3CR4ULN7AP, 5709694]
[paragraph, [60.0, 373.0, 723.0, 18.0], shoonya_2sND3CR4ULN7AP, 5709694]
[paragraph, [60.0, 391.0, 723.0, 18.0], shoonya_2sND3CR4ULN7AP, 5709694]
[paragraph, [60.0, 409.0, 723.0, 18.0], shoonya_2sND3CR4ULN7AP, 5709694]
[paragraph, [60.0, 427.0, 723.0, 18.0], shoonya_2sND3CR4ULN7AP, 5709694]
[paragraph, [60.0, 445.0, 723.0, 18.0], shoonya_2sND3CR4ULN7AP, 5709694]
[paragraph, [60.0, 463.0, 723.0, 18.0], shoonya_2sND3CR4ULN7AP, 5709694]
[paragraph, [60.0, 481.0, 723.0, 18.0], shoonya_2sND3CR4ULN7AP, 5709694]
[paragraph, [60.0, 499.0, 723.0, 18.0], shoonya_2sND3CR4ULN7AP, 5709694]
[paragraph, [60.0, 517.0, 723.0, 18.0], shoonya_2sND3CR4ULN7AP, 5709694]
[paragraph, [60.0, 535.0, 723.0, 18.0], shoonya_2sND3CR4ULN7AP, 5709694]
[paragraph, [60.0, 553.0, 723.0, 18.0], shoonya_2sND3CR4ULN7AP, 5709694]
[paragraph, [60.0, 571.0, 723.0, 18.0], shoonya_2sND3CR4ULN7AP, 5709694]
[paragraph, [60.0, 589.0, 723.0, 18.0], shoonya_2sND3CR4ULN7AP, 5709694]
[paragraph, [60.0, 607.0, 723.0, 18.0], shoonya_2sND3CR4ULN7AP, 5709694]
[paragraph, [60.0, 625.0, 723.0, 18.0], shoonya_2sND3CR4ULN7AP, 5709694]
[paragraph, [60.0, 643.0, 723.0, 18.0], shoonya_2sND3CR4ULN7AP, 5709694]
[paragraph, [60.0, 661.0, 723.0, 18.0], shoonya_2sND3CR4ULN7AP, 5709694]
[paragraph, [60.0, 679.0, 723.0, 18.0], shoonya_2sND3CR4ULN7AP, 5709694]
[paragraph, [60.0, 697.0, 723.0, 18.0], shoonya_2sND3CR4ULN7AP, 5709694]
[paragraph, [60.0, 715.0, 723.0, 18.0], shoonya_2sND3CR4ULN7AP, 5709694]
[paragraph, [60.0, 733.0, 723.0, 18.0], shoonya_2sND3CR4ULN7AP, 5709694]
[paragraph, [60.0, 751.0, 723.0, 18.0], shoonya_2sND3CR4ULN7AP, 5709694]
[paragraph, [60.0, 769.0, 723.0, 18.0], shoonya_2sND3CR4ULN7AP, 5709694]
[paragraph, [60.0, 787.0, 723.0, 18.0], shoonya_2sND3CR4ULN7AP, 5709694]
[paragraph, [60.0, 805.0, 723.0, 18.0], shoonya_2sND3CR4ULN7AP, 5709694]
[paragraph, [60.0, 823.0, 723.0, 18.0], shoonya_2sND3CR4ULN7AP, 5709694]
[paragraph, [60.0, 841.0, 723.0, 18.0], shoonya_2sND3CR4ULN7AP, 5709694]
[paragraph, [60.0, 859.0, 723.0, 18.0], shoonya_2sND3CR4ULN7AP, 5709694]
[paragraph, [60.0, 877.0, 723.0, 18.0], shoonya_2sND3CR4ULN7AP, 5709694]
[paragraph, [60.0, 895.0, 723.0, 18.0], shoonya_2sND3CR4ULN7AP, 5709694]
[paragraph, [60.0, 913.0, 723.0, 18.0], shoonya_2sND3CR4ULN7AP, 5709694]
[paragraph, [60.0, 931.0, 723.0, 18.0], shoonya_2sND3CR4ULN7AP, 5709694]
[paragraph, [60.0, 949.0, 723.0, 18.0], shoonya_2sND3CR4ULN7AP, 5709694]
[paragraph, [60.0, 967.0, 723.0, 18.0], shoonya_2sND3CR4ULN7AP, 5709694]
[paragraph, [60.0, 985.0, 723.0, 18.0], shoonya_2sND3CR4ULN7AP, 5709694]
[paragraph, [60.0, 1003.0, 723.0, 18.0], shoonya_2sND3CR4ULN7AP, 5709694]
[paragraph, [60.0, 1021.0, 723.0, 18.0], shoonya_2sND3CR4ULN7AP, 5709694]
[paragraph, [60.0, 1039.0, 723.0, 18.0], shoonya_2sND3CR4ULN7AP, 5709694]
[paragraph, [60.0, 1057.0, 723.0, 18.0], shoonya_2sND3CR4ULN7AP, 5709694]
[paragraph, [60.0, 1075.0, 723.0, 18.0], shoonya_2sND3CR4ULN7AP, 5709694]
[paragraph, [60.0, 1093.0, 723.0, 18.0], shoonya_2sND3CR4ULN7AP, 5709694]
[paragraph, [60.0, 1111.0, 723.0, 18.0], shoonya_2sND3CR4ULN7AP, 5709694]
[paragraph, [60.0, 1129.0, 723.0, 18.0], shoonya_2sND3CR4ULN7AP, 5709694]
[paragraph, [60.0, 1147.0, 723.0, 18.0], shoonya_2sND3CR4ULN7AP, 5709694]
[paragraph, [60.0, 1165.0, 723.0, 18.0], shoonya_2sND3CR4ULN7AP, 5709694]
[paragraph, [60.0, 1183.0, 723.0, 18.0], shoonya_2sND3CR4ULN7AP, 5709694]
[paragraph, [60.0, 1201.0, 723.0, 18.0], shoonya_2sND3CR4ULN7AP, 5709694]
[paragraph, [60.0, 1219.0, 723.0, 18.0], shoonya_2sND3CR4ULN7AP, 5709694]
[paragraph, [136.0, 1252.0, 637.0, 18.0], shoonya_3s40VTE76UVWG4, 5709694]
[paragraph, [136.0, 1270.0, 637.0, 18.0], shoonya_3s40VTE76UVWG4, 5709694]
