[2339, 1653]
[folio, [200.0, 355.0, 142.0, 36.0], xi1BAStfh0, 5735986]
[folio, [1221.0, 359.0, 233.0, 36.0], QETdYeoyHu, 5735986]
[paragraph, [200.0, 422.0, 616.0, 36.0], shoonya_0sB4M7FGZGRCJN, 5735986]
[paragraph, [200.0, 458.0, 616.0, 36.0], shoonya_0sB4M7FGZGRCJN, 5735986]
[paragraph, [200.0, 494.0, 616.0, 36.0], shoonya_0sB4M7FGZGRCJN, 5735986]
[paragraph, [200.0, 530.0, 616.0, 36.0], shoonya_0sB4M7FGZGRCJN, 5735986]
[paragraph, [200.0, 566.0, 616.0, 36.0], shoonya_0sB4M7FGZGRCJN, 5735986]
[paragraph, [825.0, 424.0, 628.0, 36.0], AL3UnGKzrs, 5735986]
[paragraph, [825.0, 460.0, 628.0, 36.0], AL3UnGKzrs, 5735986]
[sidebar, [1481.0, 480.0, 159.0, 36.0], bOBGNrtVoy, 5735986]
[paragraph, [833.0, 515.0, 620.0, 36.0], cw0AdoOvtW, 5735986]
[paragraph, [833.0, 551.0, 620.0, 36.0], cw0AdoOvtW, 5735986]
[paragraph, [833.0, 587.0, 620.0, 36.0], cw0AdoOvtW, 5735986]
[paragraph, [833.0, 623.0, 620.0, 36.0], cw0AdoOvtW, 5735986]
[paragraph, [833.0, 659.0, 620.0, 36.0], cw0AdoOvtW, 5735986]
[paragraph, [833.0, 695.0, 620.0, 36.0], cw0AdoOvtW, 5735986]
[paragraph, [833.0, 731.0, 620.0, 36.0], cw0AdoOvtW, 5735986]
[paragraph, [833.0, 767.0, 620.0, 36.0], cw0AdoOvtW, 5735986]
[paragraph, [833.0, 803.0, 620.0, 36.0], cw0AdoOvtW, 5735986]
[paragraph, [833.0, 839.0, 620.0, 36.0], cw0AdoOvtW, 5735986]
[paragraph, [833.0, 875.0, 620.0, 36.0], cw0AdoOvtW, 5735986]
[paragraph, [833.0, 911.0, 620.0, 36.0], cw0AdoOvtW, 5735986]
[paragraph, [833.0, 947.0, 620.0, 36.0], cw0AdoOvtW, 5735986]
[paragraph, [833.0, 983.0, 620.0, 36.0], cw0AdoOvtW, 5735986]
[paragraph, [833.0, 1019.0, 620.0, 36.0], cw0AdoOvtW, 5735986]
[paragraph, [833.0, 1055.0, 620.0, 36.0], cw0AdoOvtW, 5735986]
[paragraph, [207.0, 606.0, 609.0, 36.0], shoonya_6sPU1AFPTZXKQS, 5735986]
[paragraph, [207.0, 642.0, 609.0, 36.0], shoonya_6sPU1AFPTZXKQS, 5735986]
[paragraph, [207.0, 678.0, 609.0, 36.0], shoonya_6sPU1AFPTZXKQS, 5735986]
[paragraph, [207.0, 714.0, 609.0, 36.0], shoonya_6sPU1AFPTZXKQS, 5735986]
[paragraph, [207.0, 750.0, 609.0, 36.0], shoonya_6sPU1AFPTZXKQS, 5735986]
[paragraph, [207.0, 786.0, 609.0, 36.0], shoonya_6sPU1AFPTZXKQS, 5735986]
[paragraph, [207.0, 822.0, 609.0, 36.0], shoonya_6sPU1AFPTZXKQS, 5735986]
[paragraph, [207.0, 858.0, 609.0, 36.0], shoonya_6sPU1AFPTZXKQS, 5735986]
[paragraph, [207.0, 894.0, 609.0, 36.0], shoonya_6sPU1AFPTZXKQS, 5735986]
[paragraph, [207.0, 930.0, 609.0, 36.0], shoonya_6sPU1AFPTZXKQS, 5735986]
[paragraph, [207.0, 966.0, 609.0, 36.0], shoonya_6sPU1AFPTZXKQS, 5735986]
[paragraph, [200.0, 1034.0, 612.0, 36.0], tjF7eSsuWQ, 5735986]
[paragraph, [200.0, 1070.0, 612.0, 36.0], tjF7eSsuWQ, 5735986]
[paragraph, [200.0, 1106.0, 612.0, 36.0], tjF7eSsuWQ, 5735986]
[paragraph, [200.0, 1142.0, 612.0, 36.0], tjF7eSsuWQ, 5735986]
[paragraph, [200.0, 1178.0, 612.0, 36.0], tjF7eSsuWQ, 5735986]
[paragraph, [200.0, 1214.0, 612.0, 36.0], tjF7eSsuWQ, 5735986]
[paragraph, [200.0, 1250.0, 612.0, 36.0], tjF7eSsuWQ, 5735986]
[paragraph, [200.0, 1286.0, 612.0, 36.0], tjF7eSsuWQ, 5735986]
[paragraph, [200.0, 1322.0, 612.0, 36.0], tjF7eSsuWQ, 5735986]
[paragraph, [200.0, 1358.0, 612.0, 36.0], tjF7eSsuWQ, 5735986]
[paragraph, [200.0, 1394.0, 612.0, 36.0], tjF7eSsuWQ, 5735986]
[paragraph, [200.0, 1430.0, 612.0, 36.0], tjF7eSsuWQ, 5735986]
[paragraph, [200.0, 1466.0, 612.0, 36.0], tjF7eSsuWQ, 5735986]
[paragraph, [200.0, 1502.0, 612.0, 36.0], tjF7eSsuWQ, 5735986]
[paragraph, [200.0, 1538.0, 612.0, 36.0], tjF7eSsuWQ, 5735986]
[paragraph, [200.0, 1574.0, 612.0, 36.0], tjF7eSsuWQ, 5735986]
[paragraph, [200.0, 1610.0, 612.0, 36.0], tjF7eSsuWQ, 5735986]
[paragraph, [200.0, 1646.0, 612.0, 36.0], tjF7eSsuWQ, 5735986]
[paragraph, [200.0, 1682.0, 612.0, 36.0], tjF7eSsuWQ, 5735986]
[paragraph, [200.0, 1718.0, 612.0, 36.0], tjF7eSsuWQ, 5735986]
[paragraph, [200.0, 1754.0, 612.0, 36.0], tjF7eSsuWQ, 5735986]
[paragraph, [200.0, 1790.0, 612.0, 36.0], tjF7eSsuWQ, 5735986]
[paragraph, [200.0, 1826.0, 612.0, 36.0], tjF7eSsuWQ, 5735986]
[paragraph, [200.0, 1862.0, 612.0, 36.0], tjF7eSsuWQ, 5735986]
[paragraph, [200.0, 1898.0, 612.0, 36.0], tjF7eSsuWQ, 5735986]
[paragraph, [200.0, 1934.0, 612.0, 36.0], tjF7eSsuWQ, 5735986]
[paragraph, [200.0, 1970.0, 612.0, 36.0], tjF7eSsuWQ, 5735986]
[paragraph, [200.0, 2006.0, 612.0, 36.0], tjF7eSsuWQ, 5735986]
[paragraph, [833.0, 1121.0, 622.0, 36.0], Ycs37lE0Ts, 5735986]
[paragraph, [833.0, 1157.0, 622.0, 36.0], Ycs37lE0Ts, 5735986]
[paragraph, [833.0, 1193.0, 622.0, 36.0], Ycs37lE0Ts, 5735986]
[paragraph, [833.0, 1229.0, 622.0, 36.0], Ycs37lE0Ts, 5735986]
[paragraph, [833.0, 1265.0, 622.0, 36.0], Ycs37lE0Ts, 5735986]
[paragraph, [833.0, 1301.0, 622.0, 36.0], Ycs37lE0Ts, 5735986]
[paragraph, [833.0, 1337.0, 622.0, 36.0], Ycs37lE0Ts, 5735986]
[paragraph, [833.0, 1373.0, 622.0, 36.0], Ycs37lE0Ts, 5735986]
[paragraph, [833.0, 1409.0, 622.0, 36.0], Ycs37lE0Ts, 5735986]
[paragraph, [833.0, 1445.0, 622.0, 36.0], Ycs37lE0Ts, 5735986]
[paragraph, [833.0, 1481.0, 622.0, 36.0], Ycs37lE0Ts, 5735986]
[paragraph, [833.0, 1517.0, 622.0, 36.0], Ycs37lE0Ts, 5735986]
[paragraph, [833.0, 1553.0, 622.0, 36.0], Ycs37lE0Ts, 5735986]
[paragraph, [833.0, 1589.0, 622.0, 36.0], Ycs37lE0Ts, 5735986]
[paragraph, [833.0, 1625.0, 622.0, 36.0], Ycs37lE0Ts, 5735986]
[paragraph, [833.0, 1661.0, 622.0, 36.0], Ycs37lE0Ts, 5735986]
[paragraph, [835.0, 1732.0, 622.0, 36.0], -UAOX5Lql4, 5735986]
[paragraph, [835.0, 1768.0, 622.0, 36.0], -UAOX5Lql4, 5735986]
[paragraph, [835.0, 1804.0, 622.0, 36.0], -UAOX5Lql4, 5735986]
[paragraph, [835.0, 1840.0, 622.0, 36.0], -UAOX5Lql4, 5735986]
[paragraph, [835.0, 1876.0, 622.0, 36.0], -UAOX5Lql4, 5735986]
[paragraph, [835.0, 1912.0, 622.0, 36.0], -UAOX5Lql4, 5735986]
[paragraph, [835.0, 1948.0, 622.0, 36.0], -UAOX5Lql4, 5735986]
[author, [1230.0, 2016.0, 218.0, 36.0], shoonya_7sIY7VQKELJJ6K, 5735986]
[folio, [204.0, 2080.0, 242.0, 36.0], shoonya_8sO7LL35RKB9JH, 5735986]
