[2338, 1654]
[paragraph, [187.0, 216.0, 1190.0, 36.0], shoonya_0sNDDIOS59SSUW, 5753363]
[paragraph, [187.0, 252.0, 1190.0, 36.0], shoonya_0sNDDIOS59SSUW, 5753363]
[paragraph, [187.0, 288.0, 1190.0, 36.0], shoonya_0sNDDIOS59SSUW, 5753363]
[paragraph, [187.0, 324.0, 1190.0, 36.0], shoonya_0sNDDIOS59SSUW, 5753363]
[paragraph, [187.0, 360.0, 1190.0, 36.0], shoonya_0sNDDIOS59SSUW, 5753363]
[paragraph, [187.0, 396.0, 1190.0, 36.0], shoonya_0sNDDIOS59SSUW, 5753363]
[paragraph, [187.0, 432.0, 1190.0, 36.0], shoonya_0sNDDIOS59SSUW, 5753363]
[paragraph, [187.0, 468.0, 1190.0, 36.0], shoonya_0sNDDIOS59SSUW, 5753363]
[paragraph, [188.0, 535.0, 1202.0, 36.0], shoonya_1sK7VCFF3HD8OM, 5753363]
[paragraph, [188.0, 571.0, 1202.0, 36.0], shoonya_1sK7VCFF3HD8OM, 5753363]
[paragraph, [188.0, 607.0, 1202.0, 36.0], shoonya_1sK7VCFF3HD8OM, 5753363]
[paragraph, [188.0, 643.0, 1202.0, 36.0], shoonya_1sK7VCFF3HD8OM, 5753363]
[paragraph, [188.0, 679.0, 1202.0, 36.0], shoonya_1sK7VCFF3HD8OM, 5753363]
[paragraph, [188.0, 715.0, 1202.0, 36.0], shoonya_1sK7VCFF3HD8OM, 5753363]
[paragraph, [188.0, 751.0, 1202.0, 36.0], shoonya_1sK7VCFF3HD8OM, 5753363]
[paragraph, [188.0, 787.0, 1202.0, 36.0], shoonya_1sK7VCFF3HD8OM, 5753363]
[paragraph, [188.0, 823.0, 1202.0, 36.0], shoonya_1sK7VCFF3HD8OM, 5753363]
[paragraph, [188.0, 859.0, 1202.0, 36.0], shoonya_1sK7VCFF3HD8OM, 5753363]
[paragraph, [188.0, 895.0, 1202.0, 36.0], shoonya_1sK7VCFF3HD8OM, 5753363]
[paragraph, [188.0, 931.0, 1202.0, 36.0], shoonya_1sK7VCFF3HD8OM, 5753363]
[paragraph, [188.0, 967.0, 1202.0, 36.0], shoonya_1sK7VCFF3HD8OM, 5753363]
[paragraph, [188.0, 1003.0, 1202.0, 36.0], shoonya_1sK7VCFF3HD8OM, 5753363]
[paragraph, [188.0, 1039.0, 1202.0, 36.0], shoonya_1sK7VCFF3HD8OM, 5753363]
[paragraph, [188.0, 1075.0, 1202.0, 36.0], shoonya_1sK7VCFF3HD8OM, 5753363]
[paragraph, [188.0, 1111.0, 1202.0, 36.0], shoonya_1sK7VCFF3HD8OM, 5753363]
[paragraph, [188.0, 1147.0, 1202.0, 36.0], shoonya_1sK7VCFF3HD8OM, 5753363]
[paragraph, [188.0, 1183.0, 1202.0, 36.0], shoonya_1sK7VCFF3HD8OM, 5753363]
[paragraph, [188.0, 1219.0, 1202.0, 36.0], shoonya_1sK7VCFF3HD8OM, 5753363]
[paragraph, [188.0, 1255.0, 1202.0, 36.0], shoonya_1sK7VCFF3HD8OM, 5753363]
[paragraph, [188.0, 1291.0, 1202.0, 36.0], shoonya_1sK7VCFF3HD8OM, 5753363]
[paragraph, [188.0, 1327.0, 1202.0, 36.0], shoonya_1sK7VCFF3HD8OM, 5753363]
[paragraph, [188.0, 1363.0, 1202.0, 36.0], shoonya_1sK7VCFF3HD8OM, 5753363]
[paragraph, [188.0, 1399.0, 1202.0, 36.0], shoonya_1sK7VCFF3HD8OM, 5753363]
[paragraph, [188.0, 1435.0, 1202.0, 36.0], shoonya_1sK7VCFF3HD8OM, 5753363]
[paragraph, [188.0, 1471.0, 1202.0, 36.0], shoonya_1sK7VCFF3HD8OM, 5753363]
[paragraph, [188.0, 1507.0, 1202.0, 36.0], shoonya_1sK7VCFF3HD8OM, 5753363]
[paragraph, [188.0, 1543.0, 1202.0, 36.0], shoonya_1sK7VCFF3HD8OM, 5753363]
[paragraph, [188.0, 1579.0, 1202.0, 36.0], shoonya_1sK7VCFF3HD8OM, 5753363]
[paragraph, [188.0, 1615.0, 1202.0, 36.0], shoonya_1sK7VCFF3HD8OM, 5753363]
[paragraph, [188.0, 1651.0, 1202.0, 36.0], shoonya_1sK7VCFF3HD8OM, 5753363]
[paragraph, [188.0, 1687.0, 1202.0, 36.0], shoonya_1sK7VCFF3HD8OM, 5753363]
[paragraph, [188.0, 1723.0, 1202.0, 36.0], shoonya_1sK7VCFF3HD8OM, 5753363]
[paragraph, [188.0, 1759.0, 1202.0, 36.0], shoonya_1sK7VCFF3HD8OM, 5753363]
[paragraph, [188.0, 1795.0, 1202.0, 36.0], shoonya_1sK7VCFF3HD8OM, 5753363]
[paragraph, [188.0, 1831.0, 1202.0, 36.0], shoonya_1sK7VCFF3HD8OM, 5753363]
[paragraph, [188.0, 1867.0, 1202.0, 36.0], shoonya_1sK7VCFF3HD8OM, 5753363]
[paragraph, [192.0, 1927.0, 1188.0, 36.0], shoonya_2sUJHEWFD4F0QW, 5753363]
[paragraph, [192.0, 1963.0, 1188.0, 36.0], shoonya_2sUJHEWFD4F0QW, 5753363]
[paragraph, [192.0, 1999.0, 1188.0, 36.0], shoonya_2sUJHEWFD4F0QW, 5753363]
[paragraph, [192.0, 2035.0, 1188.0, 36.0], shoonya_2sUJHEWFD4F0QW, 5753363]
