[1755, 1240]
[paragraph, [215.0, 137.0, 886.0, 36.0], shoonya_1s6903AWXPD644, 5693427]
[paragraph, [215.0, 173.0, 886.0, 36.0], shoonya_1s6903AWXPD644, 5693427]
[paragraph, [215.0, 209.0, 886.0, 36.0], shoonya_1s6903AWXPD644, 5693427]
[paragraph, [215.0, 245.0, 886.0, 36.0], shoonya_1s6903AWXPD644, 5693427]
[paragraph, [215.0, 281.0, 886.0, 36.0], shoonya_1s6903AWXPD644, 5693427]
[paragraph, [215.0, 317.0, 886.0, 36.0], shoonya_1s6903AWXPD644, 5693427]
[paragraph, [215.0, 353.0, 886.0, 36.0], shoonya_1s6903AWXPD644, 5693427]
[paragraph, [215.0, 389.0, 886.0, 36.0], shoonya_1s6903AWXPD644, 5693427]
[paragraph, [215.0, 425.0, 886.0, 36.0], shoonya_1s6903AWXPD644, 5693427]
[paragraph, [215.0, 461.0, 886.0, 36.0], shoonya_1s6903AWXPD644, 5693427]
[paragraph, [215.0, 497.0, 886.0, 36.0], shoonya_1s6903AWXPD644, 5693427]
[paragraph, [215.0, 533.0, 886.0, 36.0], shoonya_1s6903AWXPD644, 5693427]
[paragraph, [215.0, 569.0, 886.0, 36.0], shoonya_1s6903AWXPD644, 5693427]
[paragraph, [215.0, 605.0, 886.0, 36.0], shoonya_1s6903AWXPD644, 5693427]
[paragraph, [215.0, 641.0, 886.0, 36.0], shoonya_1s6903AWXPD644, 5693427]
[paragraph, [215.0, 677.0, 886.0, 36.0], shoonya_1s6903AWXPD644, 5693427]
[paragraph, [215.0, 713.0, 886.0, 36.0], shoonya_1s6903AWXPD644, 5693427]
[paragraph, [215.0, 749.0, 886.0, 36.0], shoonya_1s6903AWXPD644, 5693427]
[paragraph, [215.0, 785.0, 886.0, 36.0], shoonya_1s6903AWXPD644, 5693427]
[paragraph, [215.0, 821.0, 886.0, 36.0], shoonya_1s6903AWXPD644, 5693427]
[paragraph, [215.0, 857.0, 886.0, 36.0], shoonya_1s6903AWXPD644, 5693427]
[paragraph, [215.0, 893.0, 886.0, 36.0], shoonya_1s6903AWXPD644, 5693427]
[paragraph, [215.0, 929.0, 886.0, 36.0], shoonya_1s6903AWXPD644, 5693427]
[paragraph, [215.0, 965.0, 886.0, 36.0], shoonya_1s6903AWXPD644, 5693427]
[paragraph, [215.0, 1001.0, 886.0, 36.0], shoonya_1s6903AWXPD644, 5693427]
[paragraph, [213.0, 1079.0, 885.0, 36.0], shoonya_0sHZUP7BHFEJ6O, 5693427]
[paragraph, [213.0, 1115.0, 885.0, 36.0], shoonya_0sHZUP7BHFEJ6O, 5693427]
[paragraph, [213.0, 1151.0, 885.0, 36.0], shoonya_0sHZUP7BHFEJ6O, 5693427]
[paragraph, [213.0, 1187.0, 885.0, 36.0], shoonya_0sHZUP7BHFEJ6O, 5693427]
[paragraph, [213.0, 1223.0, 885.0, 36.0], shoonya_0sHZUP7BHFEJ6O, 5693427]
[paragraph, [213.0, 1259.0, 885.0, 36.0], shoonya_0sHZUP7BHFEJ6O, 5693427]
[paragraph, [213.0, 1295.0, 885.0, 36.0], shoonya_0sHZUP7BHFEJ6O, 5693427]
[paragraph, [213.0, 1331.0, 885.0, 36.0], shoonya_0sHZUP7BHFEJ6O, 5693427]
[paragraph, [213.0, 1367.0, 885.0, 36.0], shoonya_0sHZUP7BHFEJ6O, 5693427]
[paragraph, [213.0, 1403.0, 885.0, 36.0], shoonya_0sHZUP7BHFEJ6O, 5693427]
[paragraph, [213.0, 1439.0, 885.0, 36.0], shoonya_0sHZUP7BHFEJ6O, 5693427]
[paragraph, [213.0, 1475.0, 885.0, 36.0], shoonya_0sHZUP7BHFEJ6O, 5693427]
[paragraph, [213.0, 1511.0, 885.0, 36.0], shoonya_0sHZUP7BHFEJ6O, 5693427]
[paragraph, [213.0, 1547.0, 885.0, 36.0], shoonya_0sHZUP7BHFEJ6O, 5693427]
