[1818, 1374]
[folio, [481.0, 102.0, 425.0, 36.0], shoonya_1sF01EXD9W6VOX, 5682780]
[paragraph, [701.0, 173.0, 531.0, 36.0], pnHr7ckJWT, 5682780]
[paragraph, [112.0, 175.0, 563.0, 36.0], shoonya_2s5Z4S3KOO7POG, 5682780]
[paragraph, [112.0, 211.0, 563.0, 36.0], shoonya_2s5Z4S3KOO7POG, 5682780]
[paragraph, [112.0, 247.0, 563.0, 36.0], shoonya_2s5Z4S3KOO7POG, 5682780]
[paragraph, [700.0, 224.0, 571.0, 36.0], Hd2cJEirCt, 5682780]
[paragraph, [700.0, 260.0, 571.0, 36.0], Hd2cJEirCt, 5682780]
[paragraph, [700.0, 296.0, 571.0, 36.0], Hd2cJEirCt, 5682780]
[paragraph, [700.0, 332.0, 571.0, 36.0], Hd2cJEirCt, 5682780]
[paragraph, [700.0, 368.0, 571.0, 36.0], Hd2cJEirCt, 5682780]
[paragraph, [700.0, 404.0, 571.0, 36.0], Hd2cJEirCt, 5682780]
[paragraph, [700.0, 440.0, 571.0, 36.0], Hd2cJEirCt, 5682780]
[paragraph, [700.0, 476.0, 571.0, 36.0], Hd2cJEirCt, 5682780]
[paragraph, [700.0, 512.0, 571.0, 36.0], Hd2cJEirCt, 5682780]
[paragraph, [700.0, 548.0, 571.0, 36.0], Hd2cJEirCt, 5682780]
[paragraph, [700.0, 584.0, 571.0, 36.0], Hd2cJEirCt, 5682780]
[paragraph, [700.0, 620.0, 571.0, 36.0], Hd2cJEirCt, 5682780]
[paragraph, [700.0, 656.0, 571.0, 36.0], Hd2cJEirCt, 5682780]
[paragraph, [700.0, 692.0, 571.0, 36.0], Hd2cJEirCt, 5682780]
[paragraph, [700.0, 728.0, 571.0, 36.0], Hd2cJEirCt, 5682780]
[paragraph, [700.0, 764.0, 571.0, 36.0], Hd2cJEirCt, 5682780]
[paragraph, [700.0, 800.0, 571.0, 36.0], Hd2cJEirCt, 5682780]
[paragraph, [700.0, 836.0, 571.0, 36.0], Hd2cJEirCt, 5682780]
[paragraph, [700.0, 872.0, 571.0, 36.0], Hd2cJEirCt, 5682780]
[paragraph, [700.0, 908.0, 571.0, 36.0], Hd2cJEirCt, 5682780]
[paragraph, [700.0, 944.0, 571.0, 36.0], Hd2cJEirCt, 5682780]
[paragraph, [142.0, 309.0, 458.0, 36.0], shoonya_3sN10MPZ4T0Z2D, 5682780]
[paragraph, [111.0, 352.0, 570.0, 36.0], Cz5boyi27V, 5682780]
[paragraph, [111.0, 388.0, 570.0, 36.0], Cz5boyi27V, 5682780]
[paragraph, [109.0, 436.0, 568.0, 36.0], hQ-gNZYitg, 5682780]
[paragraph, [109.0, 472.0, 568.0, 36.0], hQ-gNZYitg, 5682780]
[paragraph, [109.0, 508.0, 568.0, 36.0], hQ-gNZYitg, 5682780]
[paragraph, [109.0, 544.0, 568.0, 36.0], hQ-gNZYitg, 5682780]
[paragraph, [109.0, 580.0, 568.0, 36.0], hQ-gNZYitg, 5682780]
[paragraph, [109.0, 616.0, 568.0, 36.0], hQ-gNZYitg, 5682780]
[paragraph, [109.0, 652.0, 568.0, 36.0], hQ-gNZYitg, 5682780]
[paragraph, [109.0, 688.0, 568.0, 36.0], hQ-gNZYitg, 5682780]
[paragraph, [109.0, 724.0, 568.0, 36.0], hQ-gNZYitg, 5682780]
[paragraph, [109.0, 760.0, 568.0, 36.0], hQ-gNZYitg, 5682780]
[paragraph, [109.0, 796.0, 568.0, 36.0], hQ-gNZYitg, 5682780]
[paragraph, [109.0, 832.0, 568.0, 36.0], hQ-gNZYitg, 5682780]
[paragraph, [109.0, 908.0, 568.0, 36.0], kCTFlmMRiB, 5682780]
[paragraph, [109.0, 944.0, 568.0, 36.0], kCTFlmMRiB, 5682780]
[paragraph, [109.0, 980.0, 568.0, 36.0], kCTFlmMRiB, 5682780]
[paragraph, [109.0, 1016.0, 568.0, 36.0], kCTFlmMRiB, 5682780]
[paragraph, [699.0, 991.0, 571.0, 36.0], X1zwl91iGc, 5682780]
[paragraph, [699.0, 1027.0, 571.0, 36.0], X1zwl91iGc, 5682780]
[paragraph, [699.0, 1063.0, 571.0, 36.0], X1zwl91iGc, 5682780]
[paragraph, [109.0, 1077.0, 566.0, 36.0], x3n4BKR-jD, 5682780]
[paragraph, [109.0, 1113.0, 566.0, 36.0], x3n4BKR-jD, 5682780]
[paragraph, [109.0, 1149.0, 566.0, 36.0], x3n4BKR-jD, 5682780]
[paragraph, [109.0, 1185.0, 566.0, 36.0], x3n4BKR-jD, 5682780]
[paragraph, [699.0, 1120.0, 570.0, 36.0], oOpxuqeeLZ, 5682780]
[paragraph, [699.0, 1156.0, 570.0, 36.0], oOpxuqeeLZ, 5682780]
[paragraph, [699.0, 1192.0, 570.0, 36.0], oOpxuqeeLZ, 5682780]
[paragraph, [699.0, 1228.0, 570.0, 36.0], oOpxuqeeLZ, 5682780]
[paragraph, [699.0, 1264.0, 570.0, 36.0], oOpxuqeeLZ, 5682780]
[paragraph, [699.0, 1300.0, 570.0, 36.0], oOpxuqeeLZ, 5682780]
[paragraph, [699.0, 1336.0, 570.0, 36.0], oOpxuqeeLZ, 5682780]
[paragraph, [699.0, 1372.0, 570.0, 36.0], oOpxuqeeLZ, 5682780]
[paragraph, [109.0, 1246.0, 570.0, 36.0], q0YcRCqxaA, 5682780]
[paragraph, [109.0, 1282.0, 570.0, 36.0], q0YcRCqxaA, 5682780]
[paragraph, [109.0, 1318.0, 570.0, 36.0], q0YcRCqxaA, 5682780]
[paragraph, [109.0, 1354.0, 570.0, 36.0], q0YcRCqxaA, 5682780]
[paragraph, [109.0, 1390.0, 570.0, 36.0], q0YcRCqxaA, 5682780]
[paragraph, [109.0, 1426.0, 570.0, 36.0], q0YcRCqxaA, 5682780]
