[1447, 1093]
[section-title, [208.0, 229.0, 676.0, 30.0], shoonya_1s7ACYUKAKIA7Z, 5715342]
[section-title, [208.0, 259.0, 676.0, 30.0], shoonya_1s7ACYUKAKIA7Z, 5715342]
[section-title, [208.0, 289.0, 676.0, 30.0], shoonya_1s7ACYUKAKIA7Z, 5715342]
[section-title, [208.0, 319.0, 676.0, 30.0], shoonya_1s7ACYUKAKIA7Z, 5715342]
[section-title, [208.0, 349.0, 676.0, 30.0], shoonya_1s7ACYUKAKIA7Z, 5715342]
[section-title, [208.0, 379.0, 676.0, 30.0], shoonya_1s7ACYUKAKIA7Z, 5715342]
[section-title, [208.0, 409.0, 676.0, 30.0], shoonya_1s7ACYUKAKIA7Z, 5715342]
[paragraph, [204.0, 476.0, 414.0, 18.0], shoonya_5sC0UJMBVF7GAU, 5715342]
[paragraph, [204.0, 494.0, 414.0, 18.0], shoonya_5sC0UJMBVF7GAU, 5715342]
[paragraph, [204.0, 512.0, 414.0, 18.0], shoonya_5sC0UJMBVF7GAU, 5715342]
[paragraph, [204.0, 530.0, 414.0, 18.0], shoonya_5sC0UJMBVF7GAU, 5715342]
[paragraph, [204.0, 548.0, 414.0, 18.0], shoonya_5sC0UJMBVF7GAU, 5715342]
[paragraph, [204.0, 566.0, 414.0, 18.0], shoonya_5sC0UJMBVF7GAU, 5715342]
[paragraph, [204.0, 584.0, 414.0, 18.0], shoonya_5sC0UJMBVF7GAU, 5715342]
[paragraph, [204.0, 602.0, 414.0, 18.0], shoonya_5sC0UJMBVF7GAU, 5715342]
[paragraph, [204.0, 620.0, 414.0, 18.0], shoonya_5sC0UJMBVF7GAU, 5715342]
[paragraph, [204.0, 638.0, 414.0, 18.0], shoonya_5sC0UJMBVF7GAU, 5715342]
[paragraph, [204.0, 656.0, 414.0, 18.0], shoonya_5sC0UJMBVF7GAU, 5715342]
[paragraph, [204.0, 674.0, 414.0, 18.0], shoonya_5sC0UJMBVF7GAU, 5715342]
[unordered-list, [221.0, 720.0, 376.0, 18.0], shoonya_3s84F88JH31AD2, 5715342]
[unordered-list, [221.0, 738.0, 376.0, 18.0], shoonya_3s84F88JH31AD2, 5715342]
[unordered-list, [221.0, 756.0, 376.0, 18.0], shoonya_3s84F88JH31AD2, 5715342]
[unordered-list, [221.0, 774.0, 376.0, 18.0], shoonya_3s84F88JH31AD2, 5715342]
[unordered-list, [221.0, 792.0, 376.0, 18.0], shoonya_3s84F88JH31AD2, 5715342]
[unordered-list, [221.0, 810.0, 376.0, 18.0], shoonya_3s84F88JH31AD2, 5715342]
[unordered-list, [221.0, 828.0, 376.0, 18.0], shoonya_3s84F88JH31AD2, 5715342]
[unordered-list, [221.0, 846.0, 376.0, 18.0], shoonya_3s84F88JH31AD2, 5715342]
[unordered-list, [221.0, 864.0, 376.0, 18.0], shoonya_3s84F88JH31AD2, 5715342]
[unordered-list, [221.0, 882.0, 376.0, 18.0], shoonya_3s84F88JH31AD2, 5715342]
[unordered-list, [221.0, 900.0, 376.0, 18.0], shoonya_3s84F88JH31AD2, 5715342]
[unordered-list, [221.0, 918.0, 376.0, 18.0], shoonya_3s84F88JH31AD2, 5715342]
[unordered-list, [221.0, 936.0, 376.0, 18.0], shoonya_3s84F88JH31AD2, 5715342]
[unordered-list, [221.0, 954.0, 376.0, 18.0], shoonya_3s84F88JH31AD2, 5715342]
[unordered-list, [221.0, 972.0, 376.0, 18.0], shoonya_3s84F88JH31AD2, 5715342]
[unordered-list, [221.0, 990.0, 376.0, 18.0], shoonya_3s84F88JH31AD2, 5715342]
[unordered-list, [221.0, 1008.0, 376.0, 18.0], shoonya_3s84F88JH31AD2, 5715342]
[unordered-list, [221.0, 1026.0, 376.0, 18.0], shoonya_3s84F88JH31AD2, 5715342]
[unordered-list, [221.0, 1044.0, 376.0, 18.0], shoonya_3s84F88JH31AD2, 5715342]
[unordered-list, [221.0, 1062.0, 376.0, 18.0], shoonya_3s84F88JH31AD2, 5715342]
[unordered-list, [221.0, 1080.0, 376.0, 18.0], shoonya_3s84F88JH31AD2, 5715342]
[unordered-list, [221.0, 1098.0, 376.0, 18.0], shoonya_3s84F88JH31AD2, 5715342]
[sub-unordered-list, [244.0, 768.0, 352.0, 18.0], uzge5eE4kE, 5715342]
[sub-unordered-list, [244.0, 786.0, 352.0, 18.0], uzge5eE4kE, 5715342]
[sub-unordered-list, [244.0, 804.0, 352.0, 18.0], uzge5eE4kE, 5715342]
[sub-unordered-list, [244.0, 822.0, 352.0, 18.0], uzge5eE4kE, 5715342]
[sub-unordered-list, [244.0, 840.0, 352.0, 18.0], uzge5eE4kE, 5715342]
[sub-unordered-list, [244.0, 858.0, 352.0, 18.0], uzge5eE4kE, 5715342]
[sub-unordered-list, [244.0, 876.0, 352.0, 18.0], uzge5eE4kE, 5715342]
[sub-unordered-list, [244.0, 894.0, 352.0, 18.0], uzge5eE4kE, 5715342]
[sub-unordered-list, [244.0, 912.0, 352.0, 18.0], uzge5eE4kE, 5715342]
[sub-unordered-list, [244.0, 930.0, 352.0, 18.0], uzge5eE4kE, 5715342]
[sub-unordered-list, [244.0, 948.0, 352.0, 18.0], uzge5eE4kE, 5715342]
[sub-unordered-list, [244.0, 966.0, 352.0, 18.0], uzge5eE4kE, 5715342]
[sub-unordered-list, [244.0, 984.0, 352.0, 18.0], uzge5eE4kE, 5715342]
[paragraph, [220.0, 1128.0, 373.0, 18.0], shoonya_4sR12AVEQ4OONK, 5715342]
[paragraph, [220.0, 1146.0, 373.0, 18.0], shoonya_4sR12AVEQ4OONK, 5715342]
[paragraph, [220.0, 1164.0, 373.0, 18.0], shoonya_4sR12AVEQ4OONK, 5715342]
