[792, 612]
[chapter-title, [248.0, 82.0, 153.0, 30.0], lrnA4R-GPu, 6491757]
[paragraph, [119.0, 150.0, 419.0, 18.0], shoonya_0sJA73C4NPJC2A, 6491757]
[paragraph, [119.0, 168.0, 419.0, 18.0], shoonya_0sJA73C4NPJC2A, 6491757]
[paragraph, [119.0, 186.0, 419.0, 18.0], shoonya_0sJA73C4NPJC2A, 6491757]
[paragraph, [119.0, 204.0, 419.0, 18.0], shoonya_0sJA73C4NPJC2A, 6491757]
[paragraph, [119.0, 222.0, 419.0, 18.0], shoonya_0sJA73C4NPJC2A, 6491757]
[paragraph, [119.0, 240.0, 419.0, 18.0], shoonya_0sJA73C4NPJC2A, 6491757]
[paragraph, [119.0, 258.0, 419.0, 18.0], shoonya_0sJA73C4NPJC2A, 6491757]
[paragraph, [119.0, 276.0, 419.0, 18.0], shoonya_0sJA73C4NPJC2A, 6491757]
[paragraph, [119.0, 294.0, 419.0, 18.0], shoonya_0sJA73C4NPJC2A, 6491757]
[paragraph, [116.0, 323.0, 420.0, 18.0], WBBGuSCkYa, 6491757]
[paragraph, [116.0, 341.0, 420.0, 18.0], WBBGuSCkYa, 6491757]
[paragraph, [116.0, 359.0, 420.0, 18.0], WBBGuSCkYa, 6491757]
[paragraph, [116.0, 377.0, 420.0, 18.0], WBBGuSCkYa, 6491757]
[paragraph, [116.0, 395.0, 420.0, 18.0], WBBGuSCkYa, 6491757]
[paragraph, [121.0, 420.0, 423.0, 18.0], Zu7rVv6-Ht, 6491757]
[paragraph, [121.0, 438.0, 423.0, 18.0], Zu7rVv6-Ht, 6491757]
[paragraph, [121.0, 456.0, 423.0, 18.0], Zu7rVv6-Ht, 6491757]
[paragraph, [121.0, 474.0, 423.0, 18.0], Zu7rVv6-Ht, 6491757]
[paragraph, [121.0, 492.0, 423.0, 18.0], Zu7rVv6-Ht, 6491757]
[paragraph, [121.0, 510.0, 423.0, 18.0], Zu7rVv6-Ht, 6491757]
[paragraph, [121.0, 528.0, 423.0, 18.0], Zu7rVv6-Ht, 6491757]
[paragraph, [121.0, 546.0, 423.0, 18.0], Zu7rVv6-Ht, 6491757]
[paragraph, [121.0, 564.0, 423.0, 18.0], Zu7rVv6-Ht, 6491757]
[paragraph, [121.0, 582.0, 423.0, 18.0], Zu7rVv6-Ht, 6491757]
[paragraph, [121.0, 600.0, 423.0, 18.0], Zu7rVv6-Ht, 6491757]
[paragraph, [121.0, 618.0, 423.0, 18.0], Zu7rVv6-Ht, 6491757]
[paragraph, [121.0, 636.0, 423.0, 18.0], Zu7rVv6-Ht, 6491757]
[paragraph, [121.0, 654.0, 423.0, 18.0], Zu7rVv6-Ht, 6491757]
[paragraph, [121.0, 672.0, 423.0, 18.0], Zu7rVv6-Ht, 6491757]
[paragraph, [121.0, 690.0, 423.0, 18.0], Zu7rVv6-Ht, 6491757]
