[792, 612]
[flag, [25.0, 59.0, 167.0, 18.0], KAGtgZ5cku, 6516885]
[flag, [25.0, 77.0, 167.0, 18.0], KAGtgZ5cku, 6516885]
[headline, [223.0, 72.0, 268.0, 25.5], Qc-T3aNiPf, 6516885]
[headline, [223.0, 97.5, 268.0, 25.5], Qc-T3aNiPf, 6516885]
[headline, [223.0, 123.0, 268.0, 25.5], Qc-T3aNiPf, 6516885]
[index, [53.0, 128.0, 97.0, 18.0], b96cqAjo4E, 6516885]
[index, [53.0, 146.0, 97.0, 18.0], b96cqAjo4E, 6516885]
[index, [53.0, 164.0, 97.0, 18.0], b96cqAjo4E, 6516885]
[index, [53.0, 182.0, 97.0, 18.0], b96cqAjo4E, 6516885]
[index, [53.0, 200.0, 97.0, 18.0], b96cqAjo4E, 6516885]
[index, [53.0, 218.0, 97.0, 18.0], b96cqAjo4E, 6516885]
[index, [53.0, 236.0, 97.0, 18.0], b96cqAjo4E, 6516885]
[index, [53.0, 254.0, 97.0, 18.0], b96cqAjo4E, 6516885]
[index, [53.0, 272.0, 97.0, 18.0], b96cqAjo4E, 6516885]
[index, [53.0, 290.0, 97.0, 18.0], b96cqAjo4E, 6516885]
[index, [53.0, 308.0, 97.0, 18.0], b96cqAjo4E, 6516885]
[index, [53.0, 326.0, 97.0, 18.0], b96cqAjo4E, 6516885]
[index, [53.0, 344.0, 97.0, 18.0], b96cqAjo4E, 6516885]
[index, [53.0, 362.0, 97.0, 18.0], b96cqAjo4E, 6516885]
[index, [53.0, 380.0, 97.0, 18.0], b96cqAjo4E, 6516885]
[paragraph, [222.0, 206.0, 168.0, 18.0], shoonya_0sSMAJUGHTIM98, 6516885]
[paragraph, [222.0, 224.0, 168.0, 18.0], shoonya_0sSMAJUGHTIM98, 6516885]
[paragraph, [222.0, 242.0, 168.0, 18.0], shoonya_0sSMAJUGHTIM98, 6516885]
[paragraph, [222.0, 260.0, 168.0, 18.0], shoonya_0sSMAJUGHTIM98, 6516885]
[paragraph, [222.0, 278.0, 168.0, 18.0], shoonya_0sSMAJUGHTIM98, 6516885]
[paragraph, [222.0, 296.0, 168.0, 18.0], shoonya_0sSMAJUGHTIM98, 6516885]
[paragraph, [222.0, 314.0, 168.0, 18.0], shoonya_0sSMAJUGHTIM98, 6516885]
[paragraph, [222.0, 332.0, 168.0, 18.0], shoonya_0sSMAJUGHTIM98, 6516885]
[paragraph, [222.0, 350.0, 168.0, 18.0], shoonya_0sSMAJUGHTIM98, 6516885]
[paragraph, [222.0, 368.0, 168.0, 18.0], shoonya_0sSMAJUGHTIM98, 6516885]
[paragraph, [222.0, 386.0, 168.0, 18.0], shoonya_0sSMAJUGHTIM98, 6516885]
[paragraph, [222.0, 404.0, 168.0, 18.0], shoonya_0sSMAJUGHTIM98, 6516885]
[paragraph, [222.0, 422.0, 168.0, 18.0], shoonya_0sSMAJUGHTIM98, 6516885]
[paragraph, [222.0, 440.0, 168.0, 18.0], shoonya_0sSMAJUGHTIM98, 6516885]
[paragraph, [222.0, 458.0, 168.0, 18.0], shoonya_0sSMAJUGHTIM98, 6516885]
[paragraph, [222.0, 476.0, 168.0, 18.0], shoonya_0sSMAJUGHTIM98, 6516885]
[paragraph, [222.0, 494.0, 168.0, 18.0], shoonya_0sSMAJUGHTIM98, 6516885]
[paragraph, [222.0, 512.0, 168.0, 18.0], shoonya_0sSMAJUGHTIM98, 6516885]
[paragraph, [222.0, 530.0, 168.0, 18.0], shoonya_0sSMAJUGHTIM98, 6516885]
[paragraph, [392.0, 278.0, 160.0, 18.0], Mz8GWRoqJm, 6516885]
[paragraph, [392.0, 296.0, 160.0, 18.0], Mz8GWRoqJm, 6516885]
[paragraph, [393.0, 315.0, 153.0, 18.0], 09pxPU0aQL, 6516885]
[paragraph, [393.0, 333.0, 153.0, 18.0], 09pxPU0aQL, 6516885]
[paragraph, [393.0, 351.0, 153.0, 18.0], 09pxPU0aQL, 6516885]
[paragraph, [393.0, 375.0, 159.0, 18.0], yAG0QOACAc, 6516885]
[paragraph, [393.0, 393.0, 159.0, 18.0], yAG0QOACAc, 6516885]
[paragraph, [393.0, 411.0, 159.0, 18.0], yAG0QOACAc, 6516885]
[paragraph, [393.0, 429.0, 159.0, 18.0], yAG0QOACAc, 6516885]
[paragraph, [393.0, 447.0, 159.0, 18.0], yAG0QOACAc, 6516885]
[paragraph, [393.0, 465.0, 159.0, 18.0], yAG0QOACAc, 6516885]
[paragraph, [393.0, 483.0, 159.0, 18.0], yAG0QOACAc, 6516885]
[paragraph, [393.0, 501.0, 159.0, 18.0], yAG0QOACAc, 6516885]
[paragraph, [393.0, 519.0, 159.0, 18.0], yAG0QOACAc, 6516885]
[paragraph, [393.0, 537.0, 159.0, 18.0], yAG0QOACAc, 6516885]
[paragraph, [393.0, 555.0, 159.0, 18.0], yAG0QOACAc, 6516885]
[contact-info, [20.0, 422.0, 174.0, 18.0], qVWAeKBYoP, 6516885]
[contact-info, [20.0, 440.0, 174.0, 18.0], qVWAeKBYoP, 6516885]
[contact-info, [20.0, 458.0, 174.0, 18.0], qVWAeKBYoP, 6516885]
[contact-info, [20.0, 476.0, 174.0, 18.0], qVWAeKBYoP, 6516885]
[contact-info, [20.0, 494.0, 174.0, 18.0], qVWAeKBYoP, 6516885]
[contact-info, [20.0, 512.0, 174.0, 18.0], qVWAeKBYoP, 6516885]
[contact-info, [20.0, 530.0, 174.0, 18.0], qVWAeKBYoP, 6516885]
[contact-info, [20.0, 548.0, 174.0, 18.0], qVWAeKBYoP, 6516885]
[contact-info, [20.0, 566.0, 174.0, 18.0], qVWAeKBYoP, 6516885]
[contact-info, [20.0, 584.0, 174.0, 18.0], qVWAeKBYoP, 6516885]
[paragraph, [224.0, 554.0, 163.0, 18.0], PFmTSwuhyU, 6516885]
[paragraph, [224.0, 572.0, 163.0, 18.0], PFmTSwuhyU, 6516885]
[paragraph, [224.0, 590.0, 163.0, 18.0], PFmTSwuhyU, 6516885]
[paragraph, [224.0, 608.0, 163.0, 18.0], PFmTSwuhyU, 6516885]
[paragraph, [224.0, 626.0, 163.0, 18.0], PFmTSwuhyU, 6516885]
[paragraph, [224.0, 644.0, 163.0, 18.0], PFmTSwuhyU, 6516885]
[paragraph, [224.0, 662.0, 163.0, 18.0], PFmTSwuhyU, 6516885]
[paragraph, [224.0, 680.0, 163.0, 18.0], PFmTSwuhyU, 6516885]
[paragraph, [224.0, 698.0, 163.0, 18.0], PFmTSwuhyU, 6516885]
[paragraph, [224.0, 716.0, 163.0, 18.0], PFmTSwuhyU, 6516885]
[paragraph, [393.0, 591.0, 157.0, 18.0], ToUmJYyCdY, 6516885]
[paragraph, [393.0, 609.0, 157.0, 18.0], ToUmJYyCdY, 6516885]
[paragraph, [393.0, 627.0, 157.0, 18.0], ToUmJYyCdY, 6516885]
[paragraph, [393.0, 645.0, 157.0, 18.0], ToUmJYyCdY, 6516885]
[paragraph, [393.0, 663.0, 157.0, 18.0], ToUmJYyCdY, 6516885]
[sidebar, [24.0, 618.0, 164.0, 18.0], wg51-z84Br, 6516885]
[sidebar, [24.0, 636.0, 164.0, 18.0], wg51-z84Br, 6516885]
[sidebar, [24.0, 654.0, 164.0, 18.0], wg51-z84Br, 6516885]
[sidebar, [24.0, 672.0, 164.0, 18.0], wg51-z84Br, 6516885]
[sidebar, [24.0, 690.0, 164.0, 18.0], wg51-z84Br, 6516885]
