[872, 605]
[section-title, [262.0, 34.0, 85.0, 30.0], tWEeGP9gGr, 6456661]
[folio, [454.0, 34.0, 94.0, 18.0], 6QUFa54G-k, 6456661]
[folio, [454.0, 52.0, 94.0, 18.0], 6QUFa54G-k, 6456661]
[paragraph, [301.0, 76.0, 246.0, 18.0], N4p9qECh-1, 6456661]
[paragraph, [301.0, 94.0, 246.0, 18.0], N4p9qECh-1, 6456661]
[paragraph, [301.0, 112.0, 246.0, 18.0], N4p9qECh-1, 6456661]
[paragraph, [301.0, 130.0, 246.0, 18.0], N4p9qECh-1, 6456661]
[paragraph, [301.0, 148.0, 246.0, 18.0], N4p9qECh-1, 6456661]
[paragraph, [301.0, 166.0, 246.0, 18.0], N4p9qECh-1, 6456661]
[paragraph, [301.0, 184.0, 246.0, 18.0], N4p9qECh-1, 6456661]
[paragraph, [301.0, 202.0, 246.0, 18.0], N4p9qECh-1, 6456661]
[paragraph, [301.0, 220.0, 246.0, 18.0], N4p9qECh-1, 6456661]
[paragraph, [301.0, 238.0, 246.0, 18.0], N4p9qECh-1, 6456661]
[paragraph, [301.0, 256.0, 246.0, 18.0], N4p9qECh-1, 6456661]
[paragraph, [301.0, 274.0, 246.0, 18.0], N4p9qECh-1, 6456661]
[paragraph, [301.0, 292.0, 246.0, 18.0], N4p9qECh-1, 6456661]
[paragraph, [301.0, 310.0, 246.0, 18.0], N4p9qECh-1, 6456661]
[paragraph, [301.0, 328.0, 246.0, 18.0], N4p9qECh-1, 6456661]
[paragraph, [301.0, 346.0, 246.0, 18.0], N4p9qECh-1, 6456661]
[paragraph, [301.0, 364.0, 246.0, 18.0], N4p9qECh-1, 6456661]
[paragraph, [301.0, 382.0, 246.0, 18.0], N4p9qECh-1, 6456661]
[paragraph, [301.0, 400.0, 246.0, 18.0], N4p9qECh-1, 6456661]
[paragraph, [301.0, 418.0, 246.0, 18.0], N4p9qECh-1, 6456661]
[paragraph, [301.0, 436.0, 246.0, 18.0], N4p9qECh-1, 6456661]
[paragraph, [301.0, 454.0, 246.0, 18.0], N4p9qECh-1, 6456661]
[paragraph, [301.0, 472.0, 246.0, 18.0], N4p9qECh-1, 6456661]
[paragraph, [301.0, 490.0, 246.0, 18.0], N4p9qECh-1, 6456661]
[paragraph, [301.0, 508.0, 246.0, 18.0], N4p9qECh-1, 6456661]
[paragraph, [301.0, 526.0, 246.0, 18.0], N4p9qECh-1, 6456661]
[paragraph, [301.0, 544.0, 246.0, 18.0], N4p9qECh-1, 6456661]
[paragraph, [301.0, 562.0, 246.0, 18.0], N4p9qECh-1, 6456661]
[paragraph, [301.0, 580.0, 246.0, 18.0], N4p9qECh-1, 6456661]
[paragraph, [301.0, 598.0, 246.0, 18.0], N4p9qECh-1, 6456661]
[paragraph, [301.0, 616.0, 246.0, 18.0], N4p9qECh-1, 6456661]
[paragraph, [301.0, 634.0, 246.0, 18.0], N4p9qECh-1, 6456661]
[paragraph, [301.0, 652.0, 246.0, 18.0], N4p9qECh-1, 6456661]
[paragraph, [53.0, 78.0, 236.0, 18.0], g6OaBsgTd0, 6456661]
[paragraph, [55.0, 93.0, 204.0, 18.0], YDxOl3dFLz, 6456661]
[paragraph, [67.0, 117.0, 200.0, 18.0], IS-tqu_I7P, 6456661]
[paragraph, [55.0, 137.0, 243.0, 18.0], dmbe4kortS, 6456661]
[paragraph, [50.0, 174.0, 241.0, 18.0], ddbXsgGbZz, 6456661]
[paragraph, [54.0, 190.0, 218.0, 18.0], vD5Okrv8wy, 6456661]
[paragraph, [62.0, 212.0, 237.0, 18.0], CPjlgvcTH5, 6456661]
[paragraph, [56.0, 239.0, 247.0, 18.0], xLe_qGQ0qx, 6456661]
[paragraph, [56.0, 257.0, 247.0, 18.0], xLe_qGQ0qx, 6456661]
[paragraph, [56.0, 275.0, 247.0, 18.0], xLe_qGQ0qx, 6456661]
[paragraph, [56.0, 293.0, 247.0, 18.0], xLe_qGQ0qx, 6456661]
[paragraph, [56.0, 311.0, 247.0, 18.0], xLe_qGQ0qx, 6456661]
[paragraph, [56.0, 329.0, 247.0, 18.0], xLe_qGQ0qx, 6456661]
