[1447, 1063]
[folio, [433.0, 43.0, 219.0, 18.0], bdi9OWDkNK, 5762530]
[folio, [433.0, 61.0, 219.0, 18.0], bdi9OWDkNK, 5762530]
[section-title, [92.0, 95.0, 880.0, 30.0], shoonya_1sF9A0T9O0TI8E, 5762530]
[section-title, [92.0, 125.0, 880.0, 30.0], shoonya_1sF9A0T9O0TI8E, 5762530]
[sub-section-title, [87.0, 167.0, 563.0, 25.5], FatCwUW0xr, 5762530]
[sub-section-title, [87.0, 192.5, 563.0, 25.5], FatCwUW0xr, 5762530]
[sub-section-title, [87.0, 218.0, 563.0, 25.5], FatCwUW0xr, 5762530]
[paragraph, [90.0, 776.0, 436.0, 18.0], shoonya_3s7I810IYWZ3AI, 5762530]
[paragraph, [90.0, 794.0, 436.0, 18.0], shoonya_3s7I810IYWZ3AI, 5762530]
[paragraph, [90.0, 812.0, 436.0, 18.0], shoonya_3s7I810IYWZ3AI, 5762530]
[paragraph, [90.0, 830.0, 436.0, 18.0], shoonya_3s7I810IYWZ3AI, 5762530]
[paragraph, [90.0, 848.0, 436.0, 18.0], shoonya_3s7I810IYWZ3AI, 5762530]
[paragraph, [90.0, 866.0, 436.0, 18.0], shoonya_3s7I810IYWZ3AI, 5762530]
[paragraph, [90.0, 884.0, 436.0, 18.0], shoonya_3s7I810IYWZ3AI, 5762530]
[paragraph, [90.0, 902.0, 436.0, 18.0], shoonya_3s7I810IYWZ3AI, 5762530]
[paragraph, [90.0, 920.0, 436.0, 18.0], shoonya_3s7I810IYWZ3AI, 5762530]
[paragraph, [90.0, 938.0, 436.0, 18.0], shoonya_3s7I810IYWZ3AI, 5762530]
[paragraph, [90.0, 956.0, 436.0, 18.0], shoonya_3s7I810IYWZ3AI, 5762530]
[paragraph, [90.0, 974.0, 436.0, 18.0], shoonya_3s7I810IYWZ3AI, 5762530]
[paragraph, [90.0, 992.0, 436.0, 18.0], shoonya_3s7I810IYWZ3AI, 5762530]
[paragraph, [90.0, 1010.0, 436.0, 18.0], shoonya_3s7I810IYWZ3AI, 5762530]
[paragraph, [90.0, 1028.0, 436.0, 18.0], shoonya_3s7I810IYWZ3AI, 5762530]
[paragraph, [90.0, 1046.0, 436.0, 18.0], shoonya_3s7I810IYWZ3AI, 5762530]
[paragraph, [90.0, 1064.0, 436.0, 18.0], shoonya_3s7I810IYWZ3AI, 5762530]
[paragraph, [90.0, 1082.0, 436.0, 18.0], shoonya_3s7I810IYWZ3AI, 5762530]
[paragraph, [90.0, 1100.0, 436.0, 18.0], shoonya_3s7I810IYWZ3AI, 5762530]
[paragraph, [90.0, 1118.0, 436.0, 18.0], shoonya_3s7I810IYWZ3AI, 5762530]
[paragraph, [532.0, 778.0, 437.0, 18.0], shoonya_5sRU89B1NHRHZ8, 5762530]
[paragraph, [532.0, 796.0, 437.0, 18.0], shoonya_5sRU89B1NHRHZ8, 5762530]
[paragraph, [532.0, 814.0, 437.0, 18.0], shoonya_5sRU89B1NHRHZ8, 5762530]
[paragraph, [532.0, 832.0, 437.0, 18.0], shoonya_5sRU89B1NHRHZ8, 5762530]
[paragraph, [532.0, 850.0, 437.0, 18.0], shoonya_5sRU89B1NHRHZ8, 5762530]
[paragraph, [532.0, 868.0, 437.0, 18.0], shoonya_5sRU89B1NHRHZ8, 5762530]
[paragraph, [532.0, 886.0, 437.0, 18.0], shoonya_5sRU89B1NHRHZ8, 5762530]
[paragraph, [532.0, 904.0, 437.0, 18.0], shoonya_5sRU89B1NHRHZ8, 5762530]
[paragraph, [532.0, 922.0, 437.0, 18.0], shoonya_5sRU89B1NHRHZ8, 5762530]
[paragraph, [532.0, 940.0, 437.0, 18.0], shoonya_5sRU89B1NHRHZ8, 5762530]
[paragraph, [532.0, 958.0, 437.0, 18.0], shoonya_5sRU89B1NHRHZ8, 5762530]
[paragraph, [532.0, 976.0, 437.0, 18.0], shoonya_5sRU89B1NHRHZ8, 5762530]
[paragraph, [532.0, 994.0, 437.0, 18.0], shoonya_5sRU89B1NHRHZ8, 5762530]
[paragraph, [532.0, 1012.0, 437.0, 18.0], shoonya_5sRU89B1NHRHZ8, 5762530]
[paragraph, [532.0, 1030.0, 437.0, 18.0], shoonya_5sRU89B1NHRHZ8, 5762530]
[paragraph, [532.0, 1048.0, 437.0, 18.0], shoonya_5sRU89B1NHRHZ8, 5762530]
[paragraph, [530.0, 1077.0, 437.0, 18.0], tlmbJV6TJr, 5762530]
[paragraph, [530.0, 1095.0, 437.0, 18.0], tlmbJV6TJr, 5762530]
[paragraph, [530.0, 1113.0, 437.0, 18.0], tlmbJV6TJr, 5762530]
[paragraph, [530.0, 1131.0, 437.0, 18.0], tlmbJV6TJr, 5762530]
[paragraph, [530.0, 1149.0, 437.0, 18.0], tlmbJV6TJr, 5762530]
[paragraph, [530.0, 1167.0, 437.0, 18.0], tlmbJV6TJr, 5762530]
[paragraph, [530.0, 1185.0, 437.0, 18.0], tlmbJV6TJr, 5762530]
[paragraph, [530.0, 1203.0, 437.0, 18.0], tlmbJV6TJr, 5762530]
[paragraph, [530.0, 1221.0, 437.0, 18.0], tlmbJV6TJr, 5762530]
[paragraph, [530.0, 1239.0, 437.0, 18.0], tlmbJV6TJr, 5762530]
[paragraph, [530.0, 1257.0, 437.0, 18.0], tlmbJV6TJr, 5762530]
[paragraph, [530.0, 1275.0, 437.0, 18.0], tlmbJV6TJr, 5762530]
[paragraph, [530.0, 1293.0, 437.0, 18.0], tlmbJV6TJr, 5762530]
[paragraph, [530.0, 1311.0, 437.0, 18.0], tlmbJV6TJr, 5762530]
[paragraph, [92.0, 1156.0, 432.0, 18.0], shoonya_4sNECTQ9KL97OJ, 5762530]
[paragraph, [92.0, 1174.0, 432.0, 18.0], shoonya_4sNECTQ9KL97OJ, 5762530]
[paragraph, [92.0, 1192.0, 432.0, 18.0], shoonya_4sNECTQ9KL97OJ, 5762530]
[paragraph, [92.0, 1210.0, 432.0, 18.0], shoonya_4sNECTQ9KL97OJ, 5762530]
[paragraph, [92.0, 1228.0, 432.0, 18.0], shoonya_4sNECTQ9KL97OJ, 5762530]
[paragraph, [92.0, 1246.0, 432.0, 18.0], shoonya_4sNECTQ9KL97OJ, 5762530]
[paragraph, [92.0, 1264.0, 432.0, 18.0], shoonya_4sNECTQ9KL97OJ, 5762530]
[paragraph, [92.0, 1282.0, 432.0, 18.0], shoonya_4sNECTQ9KL97OJ, 5762530]
[paragraph, [92.0, 1300.0, 432.0, 18.0], shoonya_4sNECTQ9KL97OJ, 5762530]
