[3300, 2550]
[paragraph, [246.0, 248.0, 2057.0, 52.5], shoonya_1sBH4JGBYFC29I, 5719957]
[paragraph, [246.0, 300.5, 2057.0, 52.5], shoonya_1sBH4JGBYFC29I, 5719957]
[paragraph, [246.0, 353.0, 2057.0, 52.5], shoonya_1sBH4JGBYFC29I, 5719957]
[paragraph, [246.0, 405.5, 2057.0, 52.5], shoonya_1sBH4JGBYFC29I, 5719957]
[paragraph, [246.0, 458.0, 2057.0, 52.5], shoonya_1sBH4JGBYFC29I, 5719957]
[paragraph, [246.0, 510.5, 2057.0, 52.5], shoonya_1sBH4JGBYFC29I, 5719957]
[paragraph, [246.0, 563.0, 2057.0, 52.5], shoonya_1sBH4JGBYFC29I, 5719957]
[paragraph, [246.0, 615.5, 2057.0, 52.5], shoonya_1sBH4JGBYFC29I, 5719957]
[paragraph, [246.0, 668.0, 2057.0, 52.5], shoonya_1sBH4JGBYFC29I, 5719957]
[paragraph, [246.0, 720.5, 2057.0, 52.5], shoonya_1sBH4JGBYFC29I, 5719957]
[paragraph, [246.0, 773.0, 2057.0, 52.5], shoonya_1sBH4JGBYFC29I, 5719957]
[paragraph, [246.0, 825.5, 2057.0, 52.5], shoonya_1sBH4JGBYFC29I, 5719957]
[paragraph, [246.0, 878.0, 2057.0, 52.5], shoonya_1sBH4JGBYFC29I, 5719957]
[paragraph, [246.0, 930.5, 2057.0, 52.5], shoonya_1sBH4JGBYFC29I, 5719957]
[paragraph, [246.0, 983.0, 2057.0, 52.5], shoonya_1sBH4JGBYFC29I, 5719957]
[paragraph, [246.0, 1035.5, 2057.0, 52.5], shoonya_1sBH4JGBYFC29I, 5719957]
[paragraph, [246.0, 1088.0, 2057.0, 52.5], shoonya_1sBH4JGBYFC29I, 5719957]
[paragraph, [246.0, 1140.5, 2057.0, 52.5], shoonya_1sBH4JGBYFC29I, 5719957]
[paragraph, [246.0, 1193.0, 2057.0, 52.5], shoonya_1sBH4JGBYFC29I, 5719957]
[paragraph, [246.0, 1245.5, 2057.0, 52.5], shoonya_1sBH4JGBYFC29I, 5719957]
[paragraph, [246.0, 1298.0, 2057.0, 52.5], shoonya_1sBH4JGBYFC29I, 5719957]
[paragraph, [246.0, 1350.5, 2057.0, 52.5], shoonya_1sBH4JGBYFC29I, 5719957]
[paragraph, [246.0, 1403.0, 2057.0, 52.5], shoonya_1sBH4JGBYFC29I, 5719957]
[paragraph, [246.0, 1455.5, 2057.0, 52.5], shoonya_1sBH4JGBYFC29I, 5719957]
[paragraph, [246.0, 1508.0, 2057.0, 52.5], shoonya_1sBH4JGBYFC29I, 5719957]
[paragraph, [246.0, 1560.5, 2057.0, 52.5], shoonya_1sBH4JGBYFC29I, 5719957]
[paragraph, [246.0, 1613.0, 2057.0, 52.5], shoonya_1sBH4JGBYFC29I, 5719957]
[paragraph, [246.0, 1665.5, 2057.0, 52.5], shoonya_1sBH4JGBYFC29I, 5719957]
[paragraph, [246.0, 1718.0, 2057.0, 52.5], shoonya_1sBH4JGBYFC29I, 5719957]
[paragraph, [246.0, 1770.5, 2057.0, 52.5], shoonya_1sBH4JGBYFC29I, 5719957]
[paragraph, [246.0, 1823.0, 2057.0, 52.5], shoonya_1sBH4JGBYFC29I, 5719957]
[paragraph, [246.0, 1875.5, 2057.0, 52.5], shoonya_1sBH4JGBYFC29I, 5719957]
[paragraph, [246.0, 1928.0, 2057.0, 52.5], shoonya_1sBH4JGBYFC29I, 5719957]
[paragraph, [246.0, 1980.5, 2057.0, 52.5], shoonya_1sBH4JGBYFC29I, 5719957]
[paragraph, [246.0, 2033.0, 2057.0, 52.5], shoonya_1sBH4JGBYFC29I, 5719957]
[paragraph, [246.0, 2085.5, 2057.0, 52.5], shoonya_1sBH4JGBYFC29I, 5719957]
[paragraph, [246.0, 2138.0, 2057.0, 52.5], shoonya_1sBH4JGBYFC29I, 5719957]
[paragraph, [246.0, 2190.5, 2057.0, 52.5], shoonya_1sBH4JGBYFC29I, 5719957]
[paragraph, [246.0, 2243.0, 2057.0, 52.5], shoonya_1sBH4JGBYFC29I, 5719957]
[paragraph, [246.0, 2295.5, 2057.0, 52.5], shoonya_1sBH4JGBYFC29I, 5719957]
[paragraph, [246.0, 2348.0, 2057.0, 52.5], shoonya_1sBH4JGBYFC29I, 5719957]
[paragraph, [246.0, 2400.5, 2057.0, 52.5], shoonya_1sBH4JGBYFC29I, 5719957]
[paragraph, [246.0, 2453.0, 2057.0, 52.5], shoonya_1sBH4JGBYFC29I, 5719957]
[paragraph, [246.0, 2505.5, 2057.0, 52.5], shoonya_1sBH4JGBYFC29I, 5719957]
[paragraph, [246.0, 2558.0, 2057.0, 52.5], shoonya_1sBH4JGBYFC29I, 5719957]
[paragraph, [246.0, 2610.5, 2057.0, 52.5], shoonya_1sBH4JGBYFC29I, 5719957]
[paragraph, [246.0, 2663.0, 2057.0, 52.5], shoonya_1sBH4JGBYFC29I, 5719957]
[paragraph, [246.0, 2715.5, 2057.0, 52.5], shoonya_1sBH4JGBYFC29I, 5719957]
[paragraph, [246.0, 2768.0, 2057.0, 52.5], shoonya_1sBH4JGBYFC29I, 5719957]
[paragraph, [246.0, 2820.5, 2057.0, 52.5], shoonya_1sBH4JGBYFC29I, 5719957]
[paragraph, [246.0, 2873.0, 2057.0, 52.5], shoonya_1sBH4JGBYFC29I, 5719957]
