[1248, 900]
[chapter-title, [265.0, 36.0, 285.0, 30.0], shoonya_0sNB58S5LA942Q, 5775931]
[paragraph, [85.0, 89.0, 642.0, 18.0], HbC6WUHxp5, 5775931]
[paragraph, [85.0, 107.0, 642.0, 18.0], HbC6WUHxp5, 5775931]
[paragraph, [85.0, 125.0, 642.0, 18.0], HbC6WUHxp5, 5775931]
[paragraph, [85.0, 143.0, 642.0, 18.0], HbC6WUHxp5, 5775931]
[paragraph, [85.0, 161.0, 642.0, 18.0], HbC6WUHxp5, 5775931]
[paragraph, [85.0, 179.0, 642.0, 18.0], HbC6WUHxp5, 5775931]
[paragraph, [85.0, 197.0, 642.0, 18.0], HbC6WUHxp5, 5775931]
[paragraph, [85.0, 215.0, 642.0, 18.0], HbC6WUHxp5, 5775931]
[paragraph, [85.0, 233.0, 642.0, 18.0], HbC6WUHxp5, 5775931]
[paragraph, [85.0, 251.0, 642.0, 18.0], HbC6WUHxp5, 5775931]
[paragraph, [85.0, 269.0, 642.0, 18.0], HbC6WUHxp5, 5775931]
[paragraph, [85.0, 287.0, 642.0, 18.0], HbC6WUHxp5, 5775931]
[paragraph, [85.0, 305.0, 642.0, 18.0], HbC6WUHxp5, 5775931]
[paragraph, [85.0, 323.0, 642.0, 18.0], HbC6WUHxp5, 5775931]
[paragraph, [85.0, 341.0, 642.0, 18.0], HbC6WUHxp5, 5775931]
[paragraph, [85.0, 359.0, 642.0, 18.0], HbC6WUHxp5, 5775931]
[paragraph, [85.0, 377.0, 642.0, 18.0], HbC6WUHxp5, 5775931]
[paragraph, [85.0, 395.0, 642.0, 18.0], HbC6WUHxp5, 5775931]
[paragraph, [85.0, 413.0, 642.0, 18.0], HbC6WUHxp5, 5775931]
[paragraph, [85.0, 431.0, 642.0, 18.0], HbC6WUHxp5, 5775931]
[paragraph, [85.0, 449.0, 642.0, 18.0], HbC6WUHxp5, 5775931]
[paragraph, [85.0, 467.0, 642.0, 18.0], HbC6WUHxp5, 5775931]
[paragraph, [85.0, 485.0, 642.0, 18.0], HbC6WUHxp5, 5775931]
[paragraph, [85.0, 503.0, 642.0, 18.0], HbC6WUHxp5, 5775931]
[paragraph, [85.0, 521.0, 642.0, 18.0], HbC6WUHxp5, 5775931]
[paragraph, [85.0, 539.0, 642.0, 18.0], HbC6WUHxp5, 5775931]
[paragraph, [85.0, 557.0, 642.0, 18.0], HbC6WUHxp5, 5775931]
[paragraph, [85.0, 575.0, 642.0, 18.0], HbC6WUHxp5, 5775931]
[paragraph, [85.0, 593.0, 642.0, 18.0], HbC6WUHxp5, 5775931]
[paragraph, [85.0, 611.0, 642.0, 18.0], HbC6WUHxp5, 5775931]
[paragraph, [79.0, 638.0, 650.0, 18.0], ezy1CmKcli, 5775931]
[paragraph, [79.0, 656.0, 650.0, 18.0], ezy1CmKcli, 5775931]
[paragraph, [79.0, 691.0, 648.0, 18.0], Vu5tlV6svu, 5775931]
[paragraph, [79.0, 709.0, 648.0, 18.0], Vu5tlV6svu, 5775931]
[paragraph, [82.0, 740.0, 649.0, 18.0], JO5auYq5-d, 5775931]
[paragraph, [82.0, 765.0, 652.0, 18.0], 4M7oD7DO6T, 5775931]
[paragraph, [82.0, 783.0, 652.0, 18.0], 4M7oD7DO6T, 5775931]
[paragraph, [81.0, 815.0, 334.0, 18.0], hCqdj1ChzH, 5775931]
[paragraph, [83.0, 839.0, 362.0, 18.0], lxj2cPtz7w, 5775931]
[paragraph, [112.0, 862.0, 272.0, 18.0], INjl-KIKO8, 5775931]
[paragraph, [92.0, 885.0, 643.0, 18.0], QmtmwTIcMj, 5775931]
[paragraph, [92.0, 903.0, 643.0, 18.0], QmtmwTIcMj, 5775931]
[paragraph, [92.0, 921.0, 643.0, 18.0], QmtmwTIcMj, 5775931]
[paragraph, [94.0, 939.0, 640.0, 18.0], Hf-I1cjlZd, 5775931]
[paragraph, [94.0, 957.0, 640.0, 18.0], Hf-I1cjlZd, 5775931]
[paragraph, [92.0, 992.0, 641.0, 18.0], 5at14JBkYH, 5775931]
[paragraph, [92.0, 1010.0, 641.0, 18.0], 5at14JBkYH, 5775931]
[paragraph, [122.0, 1038.0, 345.0, 18.0], 0AHW2hEgNQ, 5775931]
[paragraph, [120.0, 1062.0, 452.0, 18.0], CgnETgx3ym, 5775931]
[paragraph, [120.0, 1080.0, 452.0, 18.0], CgnETgx3ym, 5775931]
