[2339, 1653]
[folio, [1138.0, 326.0, 275.0, 36.0], PDQ6lp25lr, 5735927]
[folio, [234.0, 328.0, 144.0, 36.0], 7GVvgigePY, 5735927]
[section-title, [236.0, 392.0, 309.0, 52.5], wX_VxCAHp3, 5735927]
[paragraph, [837.0, 394.0, 577.0, 36.0], shoonya_2sZ103S73J1N19, 5735927]
[paragraph, [837.0, 430.0, 577.0, 36.0], shoonya_2sZ103S73J1N19, 5735927]
[paragraph, [837.0, 466.0, 577.0, 36.0], shoonya_2sZ103S73J1N19, 5735927]
[paragraph, [837.0, 502.0, 577.0, 36.0], shoonya_2sZ103S73J1N19, 5735927]
[paragraph, [837.0, 538.0, 577.0, 36.0], shoonya_2sZ103S73J1N19, 5735927]
[paragraph, [837.0, 574.0, 577.0, 36.0], shoonya_2sZ103S73J1N19, 5735927]
[paragraph, [837.0, 610.0, 577.0, 36.0], shoonya_2sZ103S73J1N19, 5735927]
[paragraph, [837.0, 646.0, 577.0, 36.0], shoonya_2sZ103S73J1N19, 5735927]
[paragraph, [240.0, 488.0, 321.0, 36.0], tPwLqnDMbJ, 5735927]
[paragraph, [486.0, 577.0, 331.0, 36.0], shoonya_6sJZV9GJV8RC50, 5735927]
[paragraph, [486.0, 613.0, 331.0, 36.0], shoonya_6sJZV9GJV8RC50, 5735927]
[paragraph, [486.0, 649.0, 331.0, 36.0], shoonya_6sJZV9GJV8RC50, 5735927]
[paragraph, [486.0, 685.0, 331.0, 36.0], shoonya_6sJZV9GJV8RC50, 5735927]
[paragraph, [486.0, 721.0, 331.0, 36.0], shoonya_6sJZV9GJV8RC50, 5735927]
[paragraph, [486.0, 757.0, 331.0, 36.0], shoonya_6sJZV9GJV8RC50, 5735927]
[paragraph, [486.0, 793.0, 331.0, 36.0], shoonya_6sJZV9GJV8RC50, 5735927]
[paragraph, [486.0, 829.0, 331.0, 36.0], shoonya_6sJZV9GJV8RC50, 5735927]
[paragraph, [486.0, 865.0, 331.0, 36.0], shoonya_6sJZV9GJV8RC50, 5735927]
[paragraph, [837.0, 708.0, 577.0, 36.0], shoonya_0s8B9J9EJ9FARL, 5735927]
[paragraph, [837.0, 744.0, 577.0, 36.0], shoonya_0s8B9J9EJ9FARL, 5735927]
[paragraph, [837.0, 780.0, 577.0, 36.0], shoonya_0s8B9J9EJ9FARL, 5735927]
[paragraph, [837.0, 816.0, 577.0, 36.0], shoonya_0s8B9J9EJ9FARL, 5735927]
[paragraph, [837.0, 852.0, 577.0, 36.0], shoonya_0s8B9J9EJ9FARL, 5735927]
[paragraph, [837.0, 888.0, 577.0, 36.0], shoonya_0s8B9J9EJ9FARL, 5735927]
[paragraph, [837.0, 924.0, 577.0, 36.0], shoonya_0s8B9J9EJ9FARL, 5735927]
[paragraph, [837.0, 960.0, 577.0, 36.0], shoonya_0s8B9J9EJ9FARL, 5735927]
[paragraph, [837.0, 996.0, 577.0, 36.0], shoonya_0s8B9J9EJ9FARL, 5735927]
[paragraph, [837.0, 1032.0, 577.0, 36.0], shoonya_0s8B9J9EJ9FARL, 5735927]
[paragraph, [837.0, 1068.0, 577.0, 36.0], shoonya_0s8B9J9EJ9FARL, 5735927]
[paragraph, [837.0, 1104.0, 577.0, 36.0], shoonya_0s8B9J9EJ9FARL, 5735927]
[sidebar, [1448.0, 876.0, 144.0, 36.0], W8oLAbX_jc, 5735927]
[sidebar, [1448.0, 912.0, 144.0, 36.0], W8oLAbX_jc, 5735927]
[paragraph, [235.0, 933.0, 581.0, 36.0], shoonya_8sXBZYGSXS51WB, 5735927]
[paragraph, [235.0, 969.0, 581.0, 36.0], shoonya_8sXBZYGSXS51WB, 5735927]
[paragraph, [235.0, 1005.0, 581.0, 36.0], shoonya_8sXBZYGSXS51WB, 5735927]
[paragraph, [235.0, 1041.0, 581.0, 36.0], shoonya_8sXBZYGSXS51WB, 5735927]
[paragraph, [229.0, 1118.0, 586.0, 36.0], _eoHX67Jeu, 5735927]
[paragraph, [229.0, 1154.0, 586.0, 36.0], _eoHX67Jeu, 5735927]
[paragraph, [229.0, 1190.0, 586.0, 36.0], _eoHX67Jeu, 5735927]
[paragraph, [229.0, 1226.0, 586.0, 36.0], _eoHX67Jeu, 5735927]
[paragraph, [229.0, 1262.0, 586.0, 36.0], _eoHX67Jeu, 5735927]
[paragraph, [229.0, 1298.0, 586.0, 36.0], _eoHX67Jeu, 5735927]
[paragraph, [229.0, 1334.0, 586.0, 36.0], _eoHX67Jeu, 5735927]
[paragraph, [229.0, 1370.0, 586.0, 36.0], _eoHX67Jeu, 5735927]
[paragraph, [229.0, 1406.0, 586.0, 36.0], _eoHX67Jeu, 5735927]
[paragraph, [836.0, 1149.0, 582.0, 36.0], Qu7xMhivmP, 5735927]
[paragraph, [836.0, 1185.0, 582.0, 36.0], Qu7xMhivmP, 5735927]
[paragraph, [836.0, 1221.0, 582.0, 36.0], Qu7xMhivmP, 5735927]
[paragraph, [836.0, 1257.0, 582.0, 36.0], Qu7xMhivmP, 5735927]
[paragraph, [836.0, 1293.0, 582.0, 36.0], Qu7xMhivmP, 5735927]
[paragraph, [836.0, 1329.0, 582.0, 36.0], Qu7xMhivmP, 5735927]
[paragraph, [840.0, 1377.0, 566.0, 36.0], j9DwfMmuND, 5735927]
[paragraph, [840.0, 1413.0, 566.0, 36.0], j9DwfMmuND, 5735927]
[paragraph, [840.0, 1449.0, 566.0, 36.0], j9DwfMmuND, 5735927]
[paragraph, [840.0, 1485.0, 566.0, 36.0], j9DwfMmuND, 5735927]
[paragraph, [840.0, 1521.0, 566.0, 36.0], j9DwfMmuND, 5735927]
[paragraph, [840.0, 1557.0, 566.0, 36.0], j9DwfMmuND, 5735927]
[paragraph, [237.0, 1464.0, 587.0, 36.0], YJl-9FhKjT, 5735927]
[paragraph, [237.0, 1500.0, 587.0, 36.0], YJl-9FhKjT, 5735927]
[paragraph, [237.0, 1536.0, 587.0, 36.0], YJl-9FhKjT, 5735927]
[paragraph, [237.0, 1572.0, 587.0, 36.0], YJl-9FhKjT, 5735927]
[paragraph, [237.0, 1608.0, 587.0, 36.0], YJl-9FhKjT, 5735927]
[paragraph, [237.0, 1644.0, 587.0, 36.0], YJl-9FhKjT, 5735927]
[paragraph, [237.0, 1680.0, 587.0, 36.0], YJl-9FhKjT, 5735927]
[paragraph, [237.0, 1716.0, 587.0, 36.0], YJl-9FhKjT, 5735927]
[paragraph, [237.0, 1752.0, 587.0, 36.0], YJl-9FhKjT, 5735927]
[paragraph, [237.0, 1788.0, 587.0, 36.0], YJl-9FhKjT, 5735927]
[paragraph, [237.0, 1824.0, 587.0, 36.0], YJl-9FhKjT, 5735927]
[paragraph, [237.0, 1860.0, 587.0, 36.0], YJl-9FhKjT, 5735927]
[paragraph, [237.0, 1896.0, 587.0, 36.0], YJl-9FhKjT, 5735927]
[paragraph, [838.0, 1592.0, 568.0, 36.0], 5MKXaIvO--, 5735927]
[paragraph, [838.0, 1628.0, 568.0, 36.0], 5MKXaIvO--, 5735927]
[paragraph, [838.0, 1664.0, 568.0, 36.0], 5MKXaIvO--, 5735927]
[paragraph, [838.0, 1700.0, 568.0, 36.0], 5MKXaIvO--, 5735927]
[paragraph, [838.0, 1736.0, 568.0, 36.0], 5MKXaIvO--, 5735927]
[paragraph, [838.0, 1772.0, 568.0, 36.0], 5MKXaIvO--, 5735927]
[paragraph, [838.0, 1808.0, 568.0, 36.0], 5MKXaIvO--, 5735927]
[author, [1218.0, 1869.0, 194.0, 36.0], shoonya_14sO475HRD3F99, 5735927]
[folio, [227.0, 1966.0, 249.0, 36.0], VYOA1loowK, 5735927]
