[2339, 1654]
[paragraph, [182.0, 250.0, 1278.0, 36.0], shoonya_2sQW9S0RXYR8BZ, 5686453]
[paragraph, [182.0, 286.0, 1278.0, 36.0], shoonya_2sQW9S0RXYR8BZ, 5686453]
[paragraph, [182.0, 322.0, 1278.0, 36.0], shoonya_2sQW9S0RXYR8BZ, 5686453]
[paragraph, [182.0, 358.0, 1278.0, 36.0], shoonya_2sQW9S0RXYR8BZ, 5686453]
[paragraph, [187.0, 464.0, 1284.0, 36.0], shoonya_0sLQE6DNUJM0XL, 5686453]
[paragraph, [187.0, 500.0, 1284.0, 36.0], shoonya_0sLQE6DNUJM0XL, 5686453]
[paragraph, [187.0, 536.0, 1284.0, 36.0], shoonya_0sLQE6DNUJM0XL, 5686453]
[paragraph, [187.0, 572.0, 1284.0, 36.0], shoonya_0sLQE6DNUJM0XL, 5686453]
[paragraph, [187.0, 608.0, 1284.0, 36.0], shoonya_0sLQE6DNUJM0XL, 5686453]
[paragraph, [187.0, 644.0, 1284.0, 36.0], shoonya_0sLQE6DNUJM0XL, 5686453]
[paragraph, [187.0, 680.0, 1284.0, 36.0], shoonya_0sLQE6DNUJM0XL, 5686453]
[paragraph, [187.0, 716.0, 1284.0, 36.0], shoonya_0sLQE6DNUJM0XL, 5686453]
[paragraph, [187.0, 752.0, 1284.0, 36.0], shoonya_0sLQE6DNUJM0XL, 5686453]
[paragraph, [187.0, 788.0, 1284.0, 36.0], shoonya_0sLQE6DNUJM0XL, 5686453]
[paragraph, [187.0, 824.0, 1284.0, 36.0], shoonya_0sLQE6DNUJM0XL, 5686453]
[paragraph, [187.0, 860.0, 1284.0, 36.0], shoonya_0sLQE6DNUJM0XL, 5686453]
[paragraph, [187.0, 896.0, 1284.0, 36.0], shoonya_0sLQE6DNUJM0XL, 5686453]
[paragraph, [187.0, 932.0, 1284.0, 36.0], shoonya_0sLQE6DNUJM0XL, 5686453]
[paragraph, [187.0, 968.0, 1284.0, 36.0], shoonya_0sLQE6DNUJM0XL, 5686453]
[paragraph, [187.0, 1004.0, 1284.0, 36.0], shoonya_0sLQE6DNUJM0XL, 5686453]
[paragraph, [187.0, 1040.0, 1284.0, 36.0], shoonya_0sLQE6DNUJM0XL, 5686453]
[paragraph, [187.0, 1076.0, 1284.0, 36.0], shoonya_0sLQE6DNUJM0XL, 5686453]
[paragraph, [187.0, 1112.0, 1284.0, 36.0], shoonya_0sLQE6DNUJM0XL, 5686453]
[paragraph, [187.0, 1148.0, 1284.0, 36.0], shoonya_0sLQE6DNUJM0XL, 5686453]
[paragraph, [187.0, 1184.0, 1284.0, 36.0], shoonya_0sLQE6DNUJM0XL, 5686453]
[paragraph, [187.0, 1220.0, 1284.0, 36.0], shoonya_0sLQE6DNUJM0XL, 5686453]
[paragraph, [187.0, 1256.0, 1284.0, 36.0], shoonya_0sLQE6DNUJM0XL, 5686453]
[paragraph, [187.0, 1292.0, 1284.0, 36.0], shoonya_0sLQE6DNUJM0XL, 5686453]
[paragraph, [187.0, 1328.0, 1284.0, 36.0], shoonya_0sLQE6DNUJM0XL, 5686453]
[paragraph, [187.0, 1364.0, 1284.0, 36.0], shoonya_0sLQE6DNUJM0XL, 5686453]
[paragraph, [187.0, 1400.0, 1284.0, 36.0], shoonya_0sLQE6DNUJM0XL, 5686453]
[paragraph, [187.0, 1436.0, 1284.0, 36.0], shoonya_0sLQE6DNUJM0XL, 5686453]
[paragraph, [187.0, 1472.0, 1284.0, 36.0], shoonya_0sLQE6DNUJM0XL, 5686453]
[paragraph, [187.0, 1508.0, 1284.0, 36.0], shoonya_0sLQE6DNUJM0XL, 5686453]
[paragraph, [187.0, 1544.0, 1284.0, 36.0], shoonya_0sLQE6DNUJM0XL, 5686453]
[paragraph, [187.0, 1580.0, 1284.0, 36.0], shoonya_0sLQE6DNUJM0XL, 5686453]
[paragraph, [187.0, 1616.0, 1284.0, 36.0], shoonya_0sLQE6DNUJM0XL, 5686453]
[paragraph, [187.0, 1652.0, 1284.0, 36.0], shoonya_0sLQE6DNUJM0XL, 5686453]
[paragraph, [187.0, 1688.0, 1284.0, 36.0], shoonya_0sLQE6DNUJM0XL, 5686453]
[paragraph, [187.0, 1724.0, 1284.0, 36.0], shoonya_0sLQE6DNUJM0XL, 5686453]
[paragraph, [187.0, 1760.0, 1284.0, 36.0], shoonya_0sLQE6DNUJM0XL, 5686453]
[paragraph, [187.0, 1796.0, 1284.0, 36.0], shoonya_0sLQE6DNUJM0XL, 5686453]
[paragraph, [187.0, 1832.0, 1284.0, 36.0], shoonya_0sLQE6DNUJM0XL, 5686453]
[paragraph, [187.0, 1868.0, 1284.0, 36.0], shoonya_0sLQE6DNUJM0XL, 5686453]
[paragraph, [187.0, 1904.0, 1284.0, 36.0], shoonya_0sLQE6DNUJM0XL, 5686453]
[paragraph, [187.0, 1940.0, 1284.0, 36.0], shoonya_0sLQE6DNUJM0XL, 5686453]
[paragraph, [187.0, 1976.0, 1284.0, 36.0], shoonya_0sLQE6DNUJM0XL, 5686453]
[paragraph, [187.0, 2012.0, 1284.0, 36.0], shoonya_0sLQE6DNUJM0XL, 5686453]
[paragraph, [187.0, 2048.0, 1284.0, 36.0], shoonya_0sLQE6DNUJM0XL, 5686453]
