[2067, 1567]
[folio, [1246.0, 197.0, 129.0, 36.0], reuutfXHee, 5735580]
[paragraph, [790.0, 251.0, 581.0, 36.0], shoonya_2sRAKR47S99EY5, 5735580]
[paragraph, [790.0, 287.0, 581.0, 36.0], shoonya_2sRAKR47S99EY5, 5735580]
[paragraph, [790.0, 323.0, 581.0, 36.0], shoonya_2sRAKR47S99EY5, 5735580]
[paragraph, [790.0, 359.0, 581.0, 36.0], shoonya_2sRAKR47S99EY5, 5735580]
[paragraph, [790.0, 395.0, 581.0, 36.0], shoonya_2sRAKR47S99EY5, 5735580]
[paragraph, [790.0, 431.0, 581.0, 36.0], shoonya_2sRAKR47S99EY5, 5735580]
[paragraph, [790.0, 467.0, 581.0, 36.0], shoonya_2sRAKR47S99EY5, 5735580]
[paragraph, [790.0, 503.0, 581.0, 36.0], shoonya_2sRAKR47S99EY5, 5735580]
[paragraph, [790.0, 539.0, 581.0, 36.0], shoonya_2sRAKR47S99EY5, 5735580]
[paragraph, [790.0, 575.0, 581.0, 36.0], shoonya_2sRAKR47S99EY5, 5735580]
[paragraph, [790.0, 611.0, 581.0, 36.0], shoonya_2sRAKR47S99EY5, 5735580]
[paragraph, [790.0, 647.0, 581.0, 36.0], shoonya_2sRAKR47S99EY5, 5735580]
[paragraph, [790.0, 683.0, 581.0, 36.0], shoonya_2sRAKR47S99EY5, 5735580]
[paragraph, [194.0, 253.0, 578.0, 36.0], shoonya_6s5BWCDEB11C9U, 5735580]
[paragraph, [194.0, 289.0, 578.0, 36.0], shoonya_6s5BWCDEB11C9U, 5735580]
[paragraph, [193.0, 338.0, 581.0, 36.0], shoonya_1s0XJCE5XZEF9M, 5735580]
[paragraph, [193.0, 374.0, 581.0, 36.0], shoonya_1s0XJCE5XZEF9M, 5735580]
[paragraph, [193.0, 410.0, 581.0, 36.0], shoonya_1s0XJCE5XZEF9M, 5735580]
[paragraph, [193.0, 446.0, 581.0, 36.0], shoonya_1s0XJCE5XZEF9M, 5735580]
[paragraph, [193.0, 482.0, 581.0, 36.0], shoonya_1s0XJCE5XZEF9M, 5735580]
[paragraph, [193.0, 518.0, 581.0, 36.0], shoonya_1s0XJCE5XZEF9M, 5735580]
[paragraph, [193.0, 554.0, 581.0, 36.0], shoonya_1s0XJCE5XZEF9M, 5735580]
[paragraph, [193.0, 590.0, 581.0, 36.0], shoonya_1s0XJCE5XZEF9M, 5735580]
[paragraph, [193.0, 626.0, 581.0, 36.0], shoonya_1s0XJCE5XZEF9M, 5735580]
[paragraph, [193.0, 662.0, 581.0, 36.0], shoonya_1s0XJCE5XZEF9M, 5735580]
[paragraph, [193.0, 698.0, 581.0, 36.0], shoonya_1s0XJCE5XZEF9M, 5735580]
[paragraph, [193.0, 734.0, 581.0, 36.0], shoonya_1s0XJCE5XZEF9M, 5735580]
[paragraph, [193.0, 770.0, 581.0, 36.0], shoonya_1s0XJCE5XZEF9M, 5735580]
[paragraph, [792.0, 741.0, 578.0, 36.0], shoonya_3sPZWLAPDE7N20, 5735580]
[paragraph, [792.0, 777.0, 578.0, 36.0], shoonya_3sPZWLAPDE7N20, 5735580]
[paragraph, [792.0, 813.0, 578.0, 36.0], shoonya_3sPZWLAPDE7N20, 5735580]
[paragraph, [792.0, 849.0, 578.0, 36.0], shoonya_3sPZWLAPDE7N20, 5735580]
[paragraph, [792.0, 885.0, 578.0, 36.0], shoonya_3sPZWLAPDE7N20, 5735580]
[paragraph, [792.0, 921.0, 578.0, 36.0], shoonya_3sPZWLAPDE7N20, 5735580]
[paragraph, [792.0, 957.0, 578.0, 36.0], shoonya_3sPZWLAPDE7N20, 5735580]
[paragraph, [792.0, 993.0, 578.0, 36.0], shoonya_3sPZWLAPDE7N20, 5735580]
[paragraph, [192.0, 828.0, 583.0, 36.0], shoonya_0s3TC6RTSKAUV3, 5735580]
[paragraph, [192.0, 864.0, 583.0, 36.0], shoonya_0s3TC6RTSKAUV3, 5735580]
[paragraph, [192.0, 900.0, 583.0, 36.0], shoonya_0s3TC6RTSKAUV3, 5735580]
[paragraph, [192.0, 936.0, 583.0, 36.0], shoonya_0s3TC6RTSKAUV3, 5735580]
[paragraph, [192.0, 972.0, 583.0, 36.0], shoonya_0s3TC6RTSKAUV3, 5735580]
[paragraph, [192.0, 1008.0, 583.0, 36.0], shoonya_0s3TC6RTSKAUV3, 5735580]
[paragraph, [192.0, 1044.0, 583.0, 36.0], shoonya_0s3TC6RTSKAUV3, 5735580]
[paragraph, [192.0, 1080.0, 583.0, 36.0], shoonya_0s3TC6RTSKAUV3, 5735580]
[paragraph, [192.0, 1116.0, 583.0, 36.0], shoonya_0s3TC6RTSKAUV3, 5735580]
[paragraph, [192.0, 1152.0, 583.0, 36.0], shoonya_0s3TC6RTSKAUV3, 5735580]
[paragraph, [192.0, 1188.0, 583.0, 36.0], shoonya_0s3TC6RTSKAUV3, 5735580]
[paragraph, [192.0, 1224.0, 583.0, 36.0], shoonya_0s3TC6RTSKAUV3, 5735580]
[paragraph, [192.0, 1260.0, 583.0, 36.0], shoonya_0s3TC6RTSKAUV3, 5735580]
[paragraph, [792.0, 1051.0, 577.0, 36.0], shoonya_4sDX5C2HRVEOG8, 5735580]
[paragraph, [792.0, 1087.0, 577.0, 36.0], shoonya_4sDX5C2HRVEOG8, 5735580]
[paragraph, [792.0, 1123.0, 577.0, 36.0], shoonya_4sDX5C2HRVEOG8, 5735580]
[paragraph, [792.0, 1159.0, 577.0, 36.0], shoonya_4sDX5C2HRVEOG8, 5735580]
[paragraph, [792.0, 1195.0, 577.0, 36.0], shoonya_4sDX5C2HRVEOG8, 5735580]
[paragraph, [792.0, 1231.0, 577.0, 36.0], shoonya_4sDX5C2HRVEOG8, 5735580]
[paragraph, [792.0, 1267.0, 577.0, 36.0], shoonya_4sDX5C2HRVEOG8, 5735580]
[author, [1175.0, 1311.0, 196.0, 36.0], shoonya_10sP6PUHQV2TWZ, 5735580]
[paragraph, [192.0, 1315.0, 582.0, 36.0], shoonya_5sVJVOQSPIN0TF, 5735580]
[paragraph, [192.0, 1351.0, 582.0, 36.0], shoonya_5sVJVOQSPIN0TF, 5735580]
[paragraph, [192.0, 1387.0, 582.0, 36.0], shoonya_5sVJVOQSPIN0TF, 5735580]
[paragraph, [192.0, 1423.0, 582.0, 36.0], shoonya_5sVJVOQSPIN0TF, 5735580]
[paragraph, [192.0, 1459.0, 582.0, 36.0], shoonya_5sVJVOQSPIN0TF, 5735580]
[paragraph, [192.0, 1495.0, 582.0, 36.0], shoonya_5sVJVOQSPIN0TF, 5735580]
[paragraph, [192.0, 1531.0, 582.0, 36.0], shoonya_5sVJVOQSPIN0TF, 5735580]
[paragraph, [192.0, 1567.0, 582.0, 36.0], shoonya_5sVJVOQSPIN0TF, 5735580]
[paragraph, [192.0, 1603.0, 582.0, 36.0], shoonya_5sVJVOQSPIN0TF, 5735580]
[paragraph, [192.0, 1639.0, 582.0, 36.0], shoonya_5sVJVOQSPIN0TF, 5735580]
[paragraph, [192.0, 1675.0, 582.0, 36.0], shoonya_5sVJVOQSPIN0TF, 5735580]
[ordered-list, [796.0, 1408.0, 545.0, 36.0], shoonya_13sSZVAQX4FV3G, 5735580]
[paragraph, [790.0, 1540.0, 348.0, 36.0], _wAtMpjGN1, 5735580]
[sidebar, [17.0, 1573.0, 142.0, 36.0], -XVjf8q_Gn, 5735580]
[paragraph, [792.0, 1631.0, 579.0, 36.0], shoonya_9sYDS4UJAQUR36, 5735580]
[paragraph, [792.0, 1667.0, 579.0, 36.0], shoonya_9sYDS4UJAQUR36, 5735580]
[paragraph, [792.0, 1703.0, 579.0, 36.0], shoonya_9sYDS4UJAQUR36, 5735580]
[paragraph, [792.0, 1739.0, 579.0, 36.0], shoonya_9sYDS4UJAQUR36, 5735580]
[paragraph, [197.0, 1713.0, 582.0, 36.0], JU3ougacap, 5735580]
[paragraph, [197.0, 1749.0, 582.0, 36.0], JU3ougacap, 5735580]
[folio, [1141.0, 1822.0, 229.0, 36.0], shoonya_11sK05W51C62L1, 5735580]
