[1359, 917]
[section-title, [75.0, 183.0, 144.0, 30.0], 4Svf8ip2sJ, 5660402]
[paragraph, [76.0, 233.0, 748.0, 18.0], shoonya_3sCEAZXIM4AS55, 5660402]
[paragraph, [76.0, 251.0, 748.0, 18.0], shoonya_3sCEAZXIM4AS55, 5660402]
[paragraph, [76.0, 269.0, 748.0, 18.0], shoonya_3sCEAZXIM4AS55, 5660402]
[paragraph, [76.0, 287.0, 748.0, 18.0], shoonya_3sCEAZXIM4AS55, 5660402]
[paragraph, [76.0, 305.0, 748.0, 18.0], shoonya_3sCEAZXIM4AS55, 5660402]
[paragraph, [76.0, 323.0, 748.0, 18.0], shoonya_3sCEAZXIM4AS55, 5660402]
[paragraph, [75.0, 349.0, 749.0, 18.0], shoonya_0s6OSE3W39EQUK, 5660402]
[paragraph, [75.0, 367.0, 749.0, 18.0], shoonya_0s6OSE3W39EQUK, 5660402]
[paragraph, [75.0, 385.0, 749.0, 18.0], shoonya_0s6OSE3W39EQUK, 5660402]
[paragraph, [75.0, 403.0, 749.0, 18.0], shoonya_0s6OSE3W39EQUK, 5660402]
[paragraph, [75.0, 421.0, 749.0, 18.0], shoonya_0s6OSE3W39EQUK, 5660402]
[paragraph, [75.0, 439.0, 749.0, 18.0], shoonya_0s6OSE3W39EQUK, 5660402]
[paragraph, [75.0, 457.0, 749.0, 18.0], shoonya_0s6OSE3W39EQUK, 5660402]
[paragraph, [75.0, 475.0, 749.0, 18.0], shoonya_0s6OSE3W39EQUK, 5660402]
[paragraph, [75.0, 493.0, 749.0, 18.0], shoonya_0s6OSE3W39EQUK, 5660402]
[paragraph, [75.0, 511.0, 749.0, 18.0], shoonya_0s6OSE3W39EQUK, 5660402]
[paragraph, [75.0, 529.0, 749.0, 18.0], shoonya_0s6OSE3W39EQUK, 5660402]
[paragraph, [75.0, 547.0, 749.0, 18.0], shoonya_0s6OSE3W39EQUK, 5660402]
[paragraph, [75.0, 565.0, 749.0, 18.0], shoonya_0s6OSE3W39EQUK, 5660402]
[paragraph, [75.0, 602.0, 747.0, 18.0], shoonya_1sUR5AJ63VXN50, 5660402]
[paragraph, [75.0, 620.0, 747.0, 18.0], shoonya_1sUR5AJ63VXN50, 5660402]
[paragraph, [75.0, 638.0, 747.0, 18.0], shoonya_1sUR5AJ63VXN50, 5660402]
[paragraph, [75.0, 656.0, 747.0, 18.0], shoonya_1sUR5AJ63VXN50, 5660402]
[paragraph, [75.0, 674.0, 747.0, 18.0], shoonya_1sUR5AJ63VXN50, 5660402]
[paragraph, [75.0, 692.0, 747.0, 18.0], shoonya_1sUR5AJ63VXN50, 5660402]
[paragraph, [75.0, 710.0, 747.0, 18.0], shoonya_1sUR5AJ63VXN50, 5660402]
[paragraph, [75.0, 728.0, 747.0, 18.0], shoonya_1sUR5AJ63VXN50, 5660402]
[paragraph, [75.0, 746.0, 747.0, 18.0], shoonya_1sUR5AJ63VXN50, 5660402]
[paragraph, [75.0, 764.0, 747.0, 18.0], shoonya_1sUR5AJ63VXN50, 5660402]
[paragraph, [75.0, 782.0, 747.0, 18.0], shoonya_1sUR5AJ63VXN50, 5660402]
[paragraph, [75.0, 800.0, 747.0, 18.0], shoonya_1sUR5AJ63VXN50, 5660402]
[paragraph, [75.0, 818.0, 747.0, 18.0], shoonya_1sUR5AJ63VXN50, 5660402]
[paragraph, [75.0, 836.0, 747.0, 18.0], shoonya_1sUR5AJ63VXN50, 5660402]
[paragraph, [75.0, 854.0, 747.0, 18.0], shoonya_1sUR5AJ63VXN50, 5660402]
[paragraph, [75.0, 872.0, 747.0, 18.0], shoonya_1sUR5AJ63VXN50, 5660402]
[paragraph, [75.0, 890.0, 747.0, 18.0], shoonya_1sUR5AJ63VXN50, 5660402]
[paragraph, [75.0, 908.0, 747.0, 18.0], shoonya_1sUR5AJ63VXN50, 5660402]
[paragraph, [75.0, 926.0, 747.0, 18.0], shoonya_1sUR5AJ63VXN50, 5660402]
[paragraph, [75.0, 944.0, 747.0, 18.0], shoonya_1sUR5AJ63VXN50, 5660402]
[paragraph, [75.0, 962.0, 747.0, 18.0], shoonya_1sUR5AJ63VXN50, 5660402]
[paragraph, [75.0, 980.0, 747.0, 18.0], shoonya_1sUR5AJ63VXN50, 5660402]
[paragraph, [75.0, 998.0, 747.0, 18.0], shoonya_1sUR5AJ63VXN50, 5660402]
[paragraph, [75.0, 1016.0, 747.0, 18.0], shoonya_1sUR5AJ63VXN50, 5660402]
[paragraph, [75.0, 1034.0, 747.0, 18.0], shoonya_1sUR5AJ63VXN50, 5660402]
[paragraph, [75.0, 1052.0, 747.0, 18.0], shoonya_1sUR5AJ63VXN50, 5660402]
[paragraph, [75.0, 1070.0, 747.0, 18.0], shoonya_1sUR5AJ63VXN50, 5660402]
[paragraph, [75.0, 1088.0, 747.0, 18.0], shoonya_1sUR5AJ63VXN50, 5660402]
[paragraph, [75.0, 1106.0, 747.0, 18.0], shoonya_1sUR5AJ63VXN50, 5660402]
[paragraph, [75.0, 1124.0, 747.0, 18.0], shoonya_1sUR5AJ63VXN50, 5660402]
[paragraph, [75.0, 1142.0, 747.0, 18.0], shoonya_1sUR5AJ63VXN50, 5660402]
[paragraph, [75.0, 1160.0, 747.0, 18.0], shoonya_1sUR5AJ63VXN50, 5660402]
[paragraph, [75.0, 1178.0, 747.0, 18.0], shoonya_1sUR5AJ63VXN50, 5660402]
[paragraph, [75.0, 1196.0, 747.0, 18.0], shoonya_1sUR5AJ63VXN50, 5660402]
