[1468, 909]
[headline, [381.0, 79.0, 173.0, 25.5], w3M8NLZ2Eq, 5770584]
[paragraph, [454.0, 143.0, 308.0, 18.0], 00J0vm7XIz, 5770584]
[paragraph, [454.0, 161.0, 308.0, 18.0], 00J0vm7XIz, 5770584]
[paragraph, [454.0, 179.0, 308.0, 18.0], 00J0vm7XIz, 5770584]
[paragraph, [454.0, 197.0, 308.0, 18.0], 00J0vm7XIz, 5770584]
[paragraph, [454.0, 215.0, 308.0, 18.0], 00J0vm7XIz, 5770584]
[paragraph, [83.0, 144.0, 267.0, 18.0], Z-9s7PA3B2, 5770584]
[paragraph, [83.0, 162.0, 267.0, 18.0], Z-9s7PA3B2, 5770584]
[paragraph, [83.0, 180.0, 267.0, 18.0], Z-9s7PA3B2, 5770584]
[paragraph, [83.0, 198.0, 267.0, 18.0], Z-9s7PA3B2, 5770584]
[paragraph, [91.0, 207.0, 271.0, 18.0], ZV8LYeHFMt, 5770584]
[paragraph, [91.0, 225.0, 271.0, 18.0], ZV8LYeHFMt, 5770584]
[paragraph, [91.0, 243.0, 271.0, 18.0], ZV8LYeHFMt, 5770584]
[paragraph, [91.0, 261.0, 271.0, 18.0], ZV8LYeHFMt, 5770584]
[paragraph, [91.0, 279.0, 271.0, 18.0], ZV8LYeHFMt, 5770584]
[paragraph, [91.0, 297.0, 271.0, 18.0], ZV8LYeHFMt, 5770584]
[paragraph, [447.0, 232.0, 324.0, 18.0], HFxOue_A-0, 5770584]
[paragraph, [447.0, 250.0, 324.0, 18.0], HFxOue_A-0, 5770584]
[paragraph, [447.0, 268.0, 324.0, 18.0], HFxOue_A-0, 5770584]
[paragraph, [447.0, 286.0, 324.0, 18.0], HFxOue_A-0, 5770584]
[paragraph, [447.0, 304.0, 324.0, 18.0], HFxOue_A-0, 5770584]
[paragraph, [85.0, 318.0, 282.0, 18.0], LSwQ-2kRuX, 5770584]
[paragraph, [85.0, 336.0, 282.0, 18.0], LSwQ-2kRuX, 5770584]
[paragraph, [85.0, 354.0, 282.0, 18.0], LSwQ-2kRuX, 5770584]
[section-title, [453.0, 330.0, 235.0, 30.0], yC9pcL9iz2, 5770584]
[paragraph, [463.0, 376.0, 279.0, 18.0], zUmE3LJ1D0, 5770584]
[paragraph, [463.0, 394.0, 279.0, 18.0], zUmE3LJ1D0, 5770584]
[paragraph, [463.0, 412.0, 279.0, 18.0], zUmE3LJ1D0, 5770584]
[paragraph, [78.0, 380.0, 325.0, 18.0], XZHpS2JrCD, 5770584]
[paragraph, [78.0, 398.0, 325.0, 18.0], XZHpS2JrCD, 5770584]
[paragraph, [78.0, 416.0, 325.0, 18.0], XZHpS2JrCD, 5770584]
[paragraph, [78.0, 434.0, 325.0, 18.0], XZHpS2JrCD, 5770584]
[paragraph, [78.0, 452.0, 325.0, 18.0], XZHpS2JrCD, 5770584]
[paragraph, [78.0, 470.0, 325.0, 18.0], XZHpS2JrCD, 5770584]
[paragraph, [78.0, 488.0, 325.0, 18.0], XZHpS2JrCD, 5770584]
[paragraph, [78.0, 506.0, 325.0, 18.0], XZHpS2JrCD, 5770584]
[paragraph, [78.0, 524.0, 325.0, 18.0], XZHpS2JrCD, 5770584]
[paragraph, [78.0, 542.0, 325.0, 18.0], XZHpS2JrCD, 5770584]
[paragraph, [78.0, 560.0, 325.0, 18.0], XZHpS2JrCD, 5770584]
[paragraph, [78.0, 578.0, 325.0, 18.0], XZHpS2JrCD, 5770584]
[paragraph, [78.0, 596.0, 325.0, 18.0], XZHpS2JrCD, 5770584]
[paragraph, [78.0, 614.0, 325.0, 18.0], XZHpS2JrCD, 5770584]
[paragraph, [78.0, 632.0, 325.0, 18.0], XZHpS2JrCD, 5770584]
[paragraph, [78.0, 650.0, 325.0, 18.0], XZHpS2JrCD, 5770584]
[paragraph, [78.0, 668.0, 325.0, 18.0], XZHpS2JrCD, 5770584]
[paragraph, [462.0, 438.0, 296.0, 18.0], g_t8RE-cBs, 5770584]
[paragraph, [462.0, 456.0, 296.0, 18.0], g_t8RE-cBs, 5770584]
[paragraph, [462.0, 474.0, 296.0, 18.0], g_t8RE-cBs, 5770584]
[paragraph, [462.0, 492.0, 296.0, 18.0], g_t8RE-cBs, 5770584]
[paragraph, [462.0, 510.0, 296.0, 18.0], g_t8RE-cBs, 5770584]
[paragraph, [462.0, 528.0, 296.0, 18.0], g_t8RE-cBs, 5770584]
[paragraph, [462.0, 546.0, 296.0, 18.0], g_t8RE-cBs, 5770584]
[paragraph, [462.0, 564.0, 296.0, 18.0], g_t8RE-cBs, 5770584]
[paragraph, [467.0, 578.0, 298.0, 18.0], CoQxRB4q8h, 5770584]
[paragraph, [467.0, 596.0, 298.0, 18.0], CoQxRB4q8h, 5770584]
[paragraph, [467.0, 614.0, 298.0, 18.0], CoQxRB4q8h, 5770584]
[paragraph, [467.0, 632.0, 298.0, 18.0], CoQxRB4q8h, 5770584]
[paragraph, [467.0, 650.0, 298.0, 18.0], CoQxRB4q8h, 5770584]
[paragraph, [467.0, 668.0, 298.0, 18.0], CoQxRB4q8h, 5770584]
[paragraph, [467.0, 686.0, 298.0, 18.0], CoQxRB4q8h, 5770584]
[paragraph, [467.0, 704.0, 298.0, 18.0], CoQxRB4q8h, 5770584]
[paragraph, [467.0, 722.0, 298.0, 18.0], CoQxRB4q8h, 5770584]
[paragraph, [467.0, 740.0, 298.0, 18.0], CoQxRB4q8h, 5770584]
[paragraph, [467.0, 758.0, 298.0, 18.0], CoQxRB4q8h, 5770584]
[paragraph, [92.0, 693.0, 266.0, 18.0], j6iUAP73fp, 5770584]
[paragraph, [92.0, 711.0, 266.0, 18.0], j6iUAP73fp, 5770584]
[paragraph, [92.0, 729.0, 266.0, 18.0], j6iUAP73fp, 5770584]
[paragraph, [92.0, 747.0, 266.0, 18.0], j6iUAP73fp, 5770584]
[paragraph, [92.0, 765.0, 266.0, 18.0], j6iUAP73fp, 5770584]
[paragraph, [92.0, 783.0, 266.0, 18.0], j6iUAP73fp, 5770584]
[paragraph, [92.0, 801.0, 266.0, 18.0], j6iUAP73fp, 5770584]
[paragraph, [92.0, 819.0, 266.0, 18.0], j6iUAP73fp, 5770584]
[paragraph, [92.0, 837.0, 266.0, 18.0], j6iUAP73fp, 5770584]
[paragraph, [92.0, 855.0, 266.0, 18.0], j6iUAP73fp, 5770584]
[paragraph, [469.0, 776.0, 268.0, 18.0], 3N9rERnTfa, 5770584]
[paragraph, [469.0, 794.0, 268.0, 18.0], 3N9rERnTfa, 5770584]
[paragraph, [469.0, 812.0, 268.0, 18.0], 3N9rERnTfa, 5770584]
[paragraph, [468.0, 837.0, 300.0, 18.0], reEVudrQnl, 5770584]
[paragraph, [468.0, 855.0, 300.0, 18.0], reEVudrQnl, 5770584]
[paragraph, [468.0, 873.0, 300.0, 18.0], reEVudrQnl, 5770584]
[paragraph, [86.0, 890.0, 265.0, 18.0], TH_4i5RujA, 5770584]
[paragraph, [86.0, 908.0, 265.0, 18.0], TH_4i5RujA, 5770584]
[paragraph, [86.0, 926.0, 265.0, 18.0], TH_4i5RujA, 5770584]
[paragraph, [460.0, 890.0, 281.0, 18.0], WfdkcBML4X, 5770584]
[paragraph, [460.0, 908.0, 281.0, 18.0], WfdkcBML4X, 5770584]
[paragraph, [460.0, 926.0, 281.0, 18.0], WfdkcBML4X, 5770584]
[paragraph, [471.0, 945.0, 296.0, 18.0], 4fx43ldCRR, 5770584]
[paragraph, [471.0, 963.0, 296.0, 18.0], 4fx43ldCRR, 5770584]
[paragraph, [471.0, 981.0, 296.0, 18.0], 4fx43ldCRR, 5770584]
[paragraph, [471.0, 999.0, 296.0, 18.0], 4fx43ldCRR, 5770584]
[paragraph, [471.0, 1017.0, 296.0, 18.0], 4fx43ldCRR, 5770584]
[paragraph, [471.0, 1035.0, 296.0, 18.0], 4fx43ldCRR, 5770584]
[paragraph, [82.0, 947.0, 296.0, 18.0], bXgAMxkgAb, 5770584]
[paragraph, [82.0, 965.0, 296.0, 18.0], bXgAMxkgAb, 5770584]
[paragraph, [82.0, 983.0, 296.0, 18.0], bXgAMxkgAb, 5770584]
[paragraph, [82.0, 1001.0, 296.0, 18.0], bXgAMxkgAb, 5770584]
[paragraph, [80.0, 1031.0, 250.0, 18.0], -6Mawfjbbz, 5770584]
[paragraph, [91.0, 1060.0, 281.0, 18.0], EQ12JfQdso, 5770584]
[paragraph, [465.0, 1063.0, 264.0, 18.0], WprbCCWJrS, 5770584]
[paragraph, [465.0, 1081.0, 264.0, 18.0], WprbCCWJrS, 5770584]
[paragraph, [88.0, 1091.0, 320.0, 18.0], oMIbDnoojK, 5770584]
[paragraph, [88.0, 1109.0, 320.0, 18.0], oMIbDnoojK, 5770584]
[paragraph, [88.0, 1127.0, 320.0, 18.0], oMIbDnoojK, 5770584]
[paragraph, [468.0, 1094.0, 279.0, 18.0], SYSEy7v5EC, 5770584]
[paragraph, [468.0, 1112.0, 279.0, 18.0], SYSEy7v5EC, 5770584]
[paragraph, [468.0, 1130.0, 279.0, 18.0], SYSEy7v5EC, 5770584]
[paragraph, [468.0, 1148.0, 279.0, 18.0], SYSEy7v5EC, 5770584]
[paragraph, [468.0, 1166.0, 279.0, 18.0], SYSEy7v5EC, 5770584]
[paragraph, [78.0, 1144.0, 326.0, 18.0], BJ2nhyi9m4, 5770584]
[paragraph, [78.0, 1162.0, 326.0, 18.0], BJ2nhyi9m4, 5770584]
[paragraph, [78.0, 1180.0, 326.0, 18.0], BJ2nhyi9m4, 5770584]
[paragraph, [78.0, 1198.0, 326.0, 18.0], BJ2nhyi9m4, 5770584]
[paragraph, [78.0, 1216.0, 326.0, 18.0], BJ2nhyi9m4, 5770584]
[paragraph, [78.0, 1234.0, 326.0, 18.0], BJ2nhyi9m4, 5770584]
[paragraph, [78.0, 1252.0, 326.0, 18.0], BJ2nhyi9m4, 5770584]
[paragraph, [78.0, 1270.0, 326.0, 18.0], BJ2nhyi9m4, 5770584]
[paragraph, [78.0, 1288.0, 326.0, 18.0], BJ2nhyi9m4, 5770584]
