[872, 605]
[section-title, [266.0, 30.0, 80.0, 30.0], zPNj4MF_h3, 6457493]
[folio, [31.0, 34.0, 90.0, 18.0], _rmxah8IFF, 6457493]
[paragraph, [37.0, 73.0, 256.0, 18.0], c30q9Rtq39, 6457493]
[paragraph, [37.0, 91.0, 256.0, 18.0], c30q9Rtq39, 6457493]
[paragraph, [300.0, 74.0, 261.0, 18.0], p0kRMGxGXh, 6457493]
[paragraph, [300.0, 92.0, 261.0, 18.0], p0kRMGxGXh, 6457493]
[paragraph, [300.0, 110.0, 261.0, 18.0], p0kRMGxGXh, 6457493]
[paragraph, [300.0, 128.0, 261.0, 18.0], p0kRMGxGXh, 6457493]
[paragraph, [300.0, 146.0, 261.0, 18.0], p0kRMGxGXh, 6457493]
[paragraph, [300.0, 164.0, 261.0, 18.0], p0kRMGxGXh, 6457493]
[paragraph, [300.0, 182.0, 261.0, 18.0], p0kRMGxGXh, 6457493]
[paragraph, [300.0, 200.0, 261.0, 18.0], p0kRMGxGXh, 6457493]
[paragraph, [300.0, 218.0, 261.0, 18.0], p0kRMGxGXh, 6457493]
[paragraph, [300.0, 236.0, 261.0, 18.0], p0kRMGxGXh, 6457493]
[paragraph, [300.0, 254.0, 261.0, 18.0], p0kRMGxGXh, 6457493]
[paragraph, [300.0, 272.0, 261.0, 18.0], p0kRMGxGXh, 6457493]
[paragraph, [300.0, 290.0, 261.0, 18.0], p0kRMGxGXh, 6457493]
[paragraph, [300.0, 308.0, 261.0, 18.0], p0kRMGxGXh, 6457493]
[paragraph, [300.0, 326.0, 261.0, 18.0], p0kRMGxGXh, 6457493]
[paragraph, [37.0, 107.0, 260.0, 18.0], jbcKZ7rDt0, 6457493]
[paragraph, [37.0, 125.0, 260.0, 18.0], jbcKZ7rDt0, 6457493]
[paragraph, [42.0, 144.0, 254.0, 18.0], iulA2_mPGw, 6457493]
[paragraph, [42.0, 162.0, 254.0, 18.0], iulA2_mPGw, 6457493]
[paragraph, [37.0, 182.0, 262.0, 18.0], 2VvyHA7MLQ, 6457493]
[paragraph, [37.0, 200.0, 262.0, 18.0], 2VvyHA7MLQ, 6457493]
[paragraph, [37.0, 218.0, 262.0, 18.0], 2VvyHA7MLQ, 6457493]
[paragraph, [37.0, 236.0, 262.0, 18.0], 2VvyHA7MLQ, 6457493]
[paragraph, [40.0, 249.0, 258.0, 18.0], Qcxr5-O-j7, 6457493]
[paragraph, [40.0, 267.0, 258.0, 18.0], Qcxr5-O-j7, 6457493]
[paragraph, [40.0, 285.0, 258.0, 18.0], Qcxr5-O-j7, 6457493]
[paragraph, [38.0, 303.0, 240.0, 18.0], 5l2d1rraGQ, 6457493]
[paragraph, [40.0, 323.0, 262.0, 18.0], 85awLqxph0, 6457493]
[paragraph, [40.0, 341.0, 262.0, 18.0], 85awLqxph0, 6457493]
[paragraph, [301.0, 353.0, 258.0, 18.0], QD5n8pJFO0, 6457493]
[paragraph, [301.0, 371.0, 258.0, 18.0], QD5n8pJFO0, 6457493]
[paragraph, [301.0, 389.0, 258.0, 18.0], QD5n8pJFO0, 6457493]
[paragraph, [35.0, 357.0, 266.0, 18.0], 1c4ZI6k492, 6457493]
[paragraph, [35.0, 375.0, 266.0, 18.0], 1c4ZI6k492, 6457493]
[paragraph, [38.0, 391.0, 261.0, 18.0], wDVetuYBxG, 6457493]
[paragraph, [40.0, 408.0, 262.0, 18.0], eI3Evtx8J9, 6457493]
[paragraph, [40.0, 426.0, 262.0, 18.0], eI3Evtx8J9, 6457493]
[paragraph, [302.0, 409.0, 262.0, 18.0], 3L0TIN2UlX, 6457493]
[paragraph, [302.0, 427.0, 262.0, 18.0], 3L0TIN2UlX, 6457493]
[paragraph, [302.0, 445.0, 262.0, 18.0], 3L0TIN2UlX, 6457493]
[paragraph, [302.0, 463.0, 262.0, 18.0], 3L0TIN2UlX, 6457493]
[paragraph, [302.0, 481.0, 262.0, 18.0], 3L0TIN2UlX, 6457493]
[paragraph, [302.0, 499.0, 262.0, 18.0], 3L0TIN2UlX, 6457493]
[paragraph, [302.0, 517.0, 262.0, 18.0], 3L0TIN2UlX, 6457493]
[paragraph, [302.0, 535.0, 262.0, 18.0], 3L0TIN2UlX, 6457493]
