[2230, 1630]
[section-title, [223.0, 85.0, 627.0, 52.5], shoonya_0s8YJD444C9WAD, 5757839]
[section-title, [223.0, 137.5, 627.0, 52.5], shoonya_0s8YJD444C9WAD, 5757839]
[section-title, [223.0, 190.0, 627.0, 52.5], shoonya_0s8YJD444C9WAD, 5757839]
[section-title, [223.0, 242.5, 627.0, 52.5], shoonya_0s8YJD444C9WAD, 5757839]
[section-title, [223.0, 295.0, 627.0, 52.5], shoonya_0s8YJD444C9WAD, 5757839]
[paragraph, [98.0, 1047.0, 1448.0, 36.0], pqROA3UUSu, 5757839]
[paragraph, [98.0, 1083.0, 1448.0, 36.0], pqROA3UUSu, 5757839]
[paragraph, [98.0, 1119.0, 1448.0, 36.0], pqROA3UUSu, 5757839]
[paragraph, [98.0, 1155.0, 1448.0, 36.0], pqROA3UUSu, 5757839]
[paragraph, [106.0, 1198.0, 1374.0, 36.0], NQWArGAhXv, 5757839]
[paragraph, [106.0, 1234.0, 1374.0, 36.0], NQWArGAhXv, 5757839]
[paragraph, [108.0, 1270.0, 428.0, 36.0], w7XlDJ8_5_, 5757839]
[paragraph, [108.0, 1306.0, 428.0, 36.0], w7XlDJ8_5_, 5757839]
[paragraph, [93.0, 1341.0, 888.0, 36.0], rpx6IsQ310, 5757839]
[paragraph, [73.0, 1404.0, 1454.0, 36.0], rQ6JAjSTRP, 5757839]
[paragraph, [73.0, 1440.0, 1454.0, 36.0], rQ6JAjSTRP, 5757839]
[paragraph, [73.0, 1476.0, 1454.0, 36.0], rQ6JAjSTRP, 5757839]
[paragraph, [87.0, 1543.0, 1446.0, 36.0], 1XI2C9_CLz, 5757839]
[paragraph, [87.0, 1579.0, 1446.0, 36.0], 1XI2C9_CLz, 5757839]
[paragraph, [87.0, 1615.0, 1446.0, 36.0], 1XI2C9_CLz, 5757839]
[paragraph, [87.0, 1651.0, 1446.0, 36.0], 1XI2C9_CLz, 5757839]
[paragraph, [100.0, 1684.0, 1440.0, 36.0], qWZDUa9Ulp, 5757839]
[paragraph, [100.0, 1720.0, 1440.0, 36.0], qWZDUa9Ulp, 5757839]
[paragraph, [100.0, 1756.0, 1440.0, 36.0], qWZDUa9Ulp, 5757839]
[paragraph, [100.0, 1792.0, 1440.0, 36.0], qWZDUa9Ulp, 5757839]
[paragraph, [83.0, 1819.0, 1452.0, 36.0], 5teh5oYPpm, 5757839]
[paragraph, [83.0, 1855.0, 1452.0, 36.0], 5teh5oYPpm, 5757839]
[paragraph, [83.0, 1891.0, 1452.0, 36.0], 5teh5oYPpm, 5757839]
[paragraph, [83.0, 1927.0, 1452.0, 36.0], 5teh5oYPpm, 5757839]
[paragraph, [83.0, 1963.0, 1452.0, 36.0], 5teh5oYPpm, 5757839]
[paragraph, [83.0, 1999.0, 1452.0, 36.0], 5teh5oYPpm, 5757839]
[paragraph, [100.0, 2025.0, 796.0, 36.0], 7m5F2B9Po3, 5757839]
[paragraph, [100.0, 2061.0, 796.0, 36.0], 7m5F2B9Po3, 5757839]
