[1823, 1375]
[folio, [623.0, 104.0, 116.0, 36.0], shoonya_5s7SA1ZHUHW5DL, 5684047]
[folio, [994.0, 109.0, 276.0, 36.0], shoonya_8s8FTBYFJG0G4S, 5684047]
[paragraph, [105.0, 169.0, 569.0, 36.0], shoonya_3sIDIAZTJZCPHN, 5684047]
[paragraph, [105.0, 205.0, 569.0, 36.0], shoonya_3sIDIAZTJZCPHN, 5684047]
[paragraph, [105.0, 241.0, 569.0, 36.0], shoonya_3sIDIAZTJZCPHN, 5684047]
[paragraph, [105.0, 277.0, 569.0, 36.0], shoonya_3sIDIAZTJZCPHN, 5684047]
[paragraph, [105.0, 313.0, 569.0, 36.0], shoonya_3sIDIAZTJZCPHN, 5684047]
[paragraph, [105.0, 349.0, 569.0, 36.0], shoonya_3sIDIAZTJZCPHN, 5684047]
[paragraph, [105.0, 385.0, 569.0, 36.0], shoonya_3sIDIAZTJZCPHN, 5684047]
[paragraph, [105.0, 421.0, 569.0, 36.0], shoonya_3sIDIAZTJZCPHN, 5684047]
[paragraph, [105.0, 457.0, 569.0, 36.0], shoonya_3sIDIAZTJZCPHN, 5684047]
[paragraph, [697.0, 170.0, 562.0, 36.0], shoonya_2sZZC2CY7PCOTY, 5684047]
[paragraph, [697.0, 206.0, 562.0, 36.0], shoonya_2sZZC2CY7PCOTY, 5684047]
[paragraph, [697.0, 242.0, 562.0, 36.0], shoonya_2sZZC2CY7PCOTY, 5684047]
[paragraph, [697.0, 278.0, 562.0, 36.0], shoonya_2sZZC2CY7PCOTY, 5684047]
[paragraph, [697.0, 314.0, 562.0, 36.0], shoonya_2sZZC2CY7PCOTY, 5684047]
[paragraph, [697.0, 350.0, 562.0, 36.0], shoonya_2sZZC2CY7PCOTY, 5684047]
[paragraph, [697.0, 386.0, 562.0, 36.0], shoonya_2sZZC2CY7PCOTY, 5684047]
[paragraph, [697.0, 422.0, 562.0, 36.0], shoonya_2sZZC2CY7PCOTY, 5684047]
[paragraph, [697.0, 458.0, 562.0, 36.0], shoonya_2sZZC2CY7PCOTY, 5684047]
[paragraph, [697.0, 494.0, 562.0, 36.0], shoonya_2sZZC2CY7PCOTY, 5684047]
[paragraph, [697.0, 530.0, 562.0, 36.0], shoonya_2sZZC2CY7PCOTY, 5684047]
[paragraph, [697.0, 566.0, 562.0, 36.0], shoonya_2sZZC2CY7PCOTY, 5684047]
[paragraph, [697.0, 602.0, 562.0, 36.0], shoonya_2sZZC2CY7PCOTY, 5684047]
[paragraph, [697.0, 638.0, 562.0, 36.0], shoonya_2sZZC2CY7PCOTY, 5684047]
[paragraph, [108.0, 525.0, 567.0, 36.0], shoonya_0sOIHAT011CL6F, 5684047]
[paragraph, [108.0, 561.0, 567.0, 36.0], shoonya_0sOIHAT011CL6F, 5684047]
[paragraph, [108.0, 597.0, 567.0, 36.0], shoonya_0sOIHAT011CL6F, 5684047]
[paragraph, [108.0, 633.0, 567.0, 36.0], shoonya_0sOIHAT011CL6F, 5684047]
[paragraph, [108.0, 669.0, 567.0, 36.0], shoonya_0sOIHAT011CL6F, 5684047]
[paragraph, [108.0, 705.0, 567.0, 36.0], shoonya_0sOIHAT011CL6F, 5684047]
[paragraph, [108.0, 741.0, 567.0, 36.0], shoonya_0sOIHAT011CL6F, 5684047]
[paragraph, [108.0, 777.0, 567.0, 36.0], shoonya_0sOIHAT011CL6F, 5684047]
[paragraph, [108.0, 813.0, 567.0, 36.0], shoonya_0sOIHAT011CL6F, 5684047]
[paragraph, [108.0, 849.0, 567.0, 36.0], shoonya_0sOIHAT011CL6F, 5684047]
[paragraph, [108.0, 885.0, 567.0, 36.0], shoonya_0sOIHAT011CL6F, 5684047]
