[1625, 1211]
[section-title, [72.0, 155.0, 1063.0, 49.5], shoonya_5sCFEQBW1O4SS1, 5742645]
[author, [475.0, 213.0, 177.0, 36.0], 4XNTxePSZX, 5742645]
[paragraph, [77.0, 283.0, 344.0, 36.0], m_oMYF4ksC, 5742645]
[paragraph, [77.0, 319.0, 344.0, 36.0], m_oMYF4ksC, 5742645]
[paragraph, [77.0, 355.0, 344.0, 36.0], m_oMYF4ksC, 5742645]
[paragraph, [77.0, 391.0, 344.0, 36.0], m_oMYF4ksC, 5742645]
[paragraph, [77.0, 427.0, 344.0, 36.0], m_oMYF4ksC, 5742645]
[paragraph, [77.0, 463.0, 344.0, 36.0], m_oMYF4ksC, 5742645]
[paragraph, [77.0, 499.0, 344.0, 36.0], m_oMYF4ksC, 5742645]
[paragraph, [77.0, 535.0, 344.0, 36.0], m_oMYF4ksC, 5742645]
[paragraph, [801.0, 283.0, 342.0, 36.0], ZktyEfaxKP, 5742645]
[paragraph, [801.0, 319.0, 342.0, 36.0], ZktyEfaxKP, 5742645]
[paragraph, [801.0, 355.0, 342.0, 36.0], ZktyEfaxKP, 5742645]
[paragraph, [801.0, 391.0, 342.0, 36.0], ZktyEfaxKP, 5742645]
[paragraph, [801.0, 427.0, 342.0, 36.0], ZktyEfaxKP, 5742645]
[paragraph, [801.0, 463.0, 342.0, 36.0], ZktyEfaxKP, 5742645]
[paragraph, [801.0, 499.0, 342.0, 36.0], ZktyEfaxKP, 5742645]
[paragraph, [436.0, 285.0, 346.0, 36.0], shoonya_0sO7L6Y9XOGDZJ, 5742645]
[paragraph, [436.0, 321.0, 346.0, 36.0], shoonya_0sO7L6Y9XOGDZJ, 5742645]
[paragraph, [436.0, 357.0, 346.0, 36.0], shoonya_0sO7L6Y9XOGDZJ, 5742645]
[paragraph, [434.0, 410.0, 350.0, 36.0], q4rXsurEXc, 5742645]
[paragraph, [434.0, 446.0, 350.0, 36.0], q4rXsurEXc, 5742645]
[paragraph, [434.0, 482.0, 350.0, 36.0], q4rXsurEXc, 5742645]
[paragraph, [434.0, 518.0, 350.0, 36.0], q4rXsurEXc, 5742645]
[paragraph, [434.0, 554.0, 350.0, 36.0], q4rXsurEXc, 5742645]
[paragraph, [434.0, 590.0, 350.0, 36.0], q4rXsurEXc, 5742645]
[paragraph, [797.0, 568.0, 345.0, 36.0], ed3iCeq8W1, 5742645]
[paragraph, [797.0, 604.0, 345.0, 36.0], ed3iCeq8W1, 5742645]
[paragraph, [74.0, 604.0, 341.0, 36.0], FB8oHSWawU, 5742645]
[paragraph, [74.0, 640.0, 341.0, 36.0], FB8oHSWawU, 5742645]
[paragraph, [74.0, 676.0, 341.0, 36.0], FB8oHSWawU, 5742645]
[paragraph, [74.0, 712.0, 341.0, 36.0], FB8oHSWawU, 5742645]
[paragraph, [74.0, 748.0, 341.0, 36.0], FB8oHSWawU, 5742645]
[paragraph, [74.0, 784.0, 341.0, 36.0], FB8oHSWawU, 5742645]
[paragraph, [74.0, 820.0, 341.0, 36.0], FB8oHSWawU, 5742645]
[paragraph, [74.0, 856.0, 341.0, 36.0], FB8oHSWawU, 5742645]
[paragraph, [74.0, 892.0, 341.0, 36.0], FB8oHSWawU, 5742645]
[paragraph, [74.0, 928.0, 341.0, 36.0], FB8oHSWawU, 5742645]
[paragraph, [430.0, 633.0, 348.0, 36.0], A-qIbTlPR6, 5742645]
[paragraph, [430.0, 669.0, 348.0, 36.0], A-qIbTlPR6, 5742645]
[paragraph, [430.0, 705.0, 348.0, 36.0], A-qIbTlPR6, 5742645]
[paragraph, [430.0, 741.0, 348.0, 36.0], A-qIbTlPR6, 5742645]
[paragraph, [430.0, 777.0, 348.0, 36.0], A-qIbTlPR6, 5742645]
[paragraph, [430.0, 813.0, 348.0, 36.0], A-qIbTlPR6, 5742645]
[paragraph, [430.0, 849.0, 348.0, 36.0], A-qIbTlPR6, 5742645]
[paragraph, [430.0, 885.0, 348.0, 36.0], A-qIbTlPR6, 5742645]
[paragraph, [794.0, 662.0, 351.0, 36.0], UGBZJ7Tg-R, 5742645]
[paragraph, [794.0, 698.0, 351.0, 36.0], UGBZJ7Tg-R, 5742645]
[paragraph, [794.0, 734.0, 351.0, 36.0], UGBZJ7Tg-R, 5742645]
[paragraph, [792.0, 794.0, 344.0, 36.0], QCJcGWv5rd, 5742645]
[paragraph, [792.0, 830.0, 344.0, 36.0], QCJcGWv5rd, 5742645]
[paragraph, [792.0, 866.0, 344.0, 36.0], QCJcGWv5rd, 5742645]
[paragraph, [792.0, 902.0, 344.0, 36.0], QCJcGWv5rd, 5742645]
[paragraph, [792.0, 938.0, 344.0, 36.0], QCJcGWv5rd, 5742645]
