[1372, 849]
[section-title, [327.0, 68.0, 201.0, 30.0], shoonya_2sT1E5SVPAYTHI, 5709910]
[paragraph, [56.0, 123.0, 729.0, 18.0], shoonya_1sDM10L6ZA72GK, 5709910]
[paragraph, [56.0, 141.0, 729.0, 18.0], shoonya_1sDM10L6ZA72GK, 5709910]
[paragraph, [56.0, 159.0, 729.0, 18.0], shoonya_1sDM10L6ZA72GK, 5709910]
[paragraph, [56.0, 177.0, 729.0, 18.0], shoonya_1sDM10L6ZA72GK, 5709910]
[paragraph, [56.0, 195.0, 729.0, 18.0], shoonya_1sDM10L6ZA72GK, 5709910]
[paragraph, [56.0, 213.0, 729.0, 18.0], shoonya_1sDM10L6ZA72GK, 5709910]
[paragraph, [56.0, 231.0, 729.0, 18.0], shoonya_1sDM10L6ZA72GK, 5709910]
[paragraph, [56.0, 249.0, 729.0, 18.0], shoonya_1sDM10L6ZA72GK, 5709910]
[paragraph, [56.0, 267.0, 729.0, 18.0], shoonya_1sDM10L6ZA72GK, 5709910]
[paragraph, [56.0, 285.0, 729.0, 18.0], shoonya_1sDM10L6ZA72GK, 5709910]
[paragraph, [58.0, 305.0, 729.0, 18.0], wULqYQGmfk, 5709910]
[paragraph, [58.0, 323.0, 729.0, 18.0], wULqYQGmfk, 5709910]
[paragraph, [58.0, 341.0, 729.0, 18.0], wULqYQGmfk, 5709910]
[paragraph, [58.0, 359.0, 729.0, 18.0], wULqYQGmfk, 5709910]
[paragraph, [58.0, 377.0, 729.0, 18.0], wULqYQGmfk, 5709910]
[paragraph, [58.0, 395.0, 729.0, 18.0], wULqYQGmfk, 5709910]
[paragraph, [58.0, 413.0, 729.0, 18.0], wULqYQGmfk, 5709910]
[paragraph, [58.0, 431.0, 729.0, 18.0], wULqYQGmfk, 5709910]
[paragraph, [58.0, 449.0, 729.0, 18.0], wULqYQGmfk, 5709910]
[paragraph, [58.0, 467.0, 729.0, 18.0], wULqYQGmfk, 5709910]
[paragraph, [58.0, 485.0, 729.0, 18.0], wULqYQGmfk, 5709910]
[paragraph, [58.0, 503.0, 729.0, 18.0], wULqYQGmfk, 5709910]
[paragraph, [58.0, 521.0, 729.0, 18.0], wULqYQGmfk, 5709910]
[paragraph, [58.0, 539.0, 729.0, 18.0], wULqYQGmfk, 5709910]
[paragraph, [58.0, 557.0, 729.0, 18.0], wULqYQGmfk, 5709910]
[paragraph, [58.0, 575.0, 729.0, 18.0], wULqYQGmfk, 5709910]
[paragraph, [58.0, 593.0, 729.0, 18.0], wULqYQGmfk, 5709910]
[paragraph, [58.0, 611.0, 729.0, 18.0], wULqYQGmfk, 5709910]
[paragraph, [58.0, 629.0, 729.0, 18.0], wULqYQGmfk, 5709910]
[paragraph, [58.0, 647.0, 729.0, 18.0], wULqYQGmfk, 5709910]
[paragraph, [58.0, 665.0, 729.0, 18.0], wULqYQGmfk, 5709910]
[paragraph, [58.0, 683.0, 729.0, 18.0], wULqYQGmfk, 5709910]
[paragraph, [58.0, 721.0, 735.0, 18.0], shoonya_0s5VQVUUTCB2P0, 5709910]
[paragraph, [58.0, 739.0, 735.0, 18.0], shoonya_0s5VQVUUTCB2P0, 5709910]
[paragraph, [58.0, 757.0, 735.0, 18.0], shoonya_0s5VQVUUTCB2P0, 5709910]
[paragraph, [58.0, 775.0, 735.0, 18.0], shoonya_0s5VQVUUTCB2P0, 5709910]
[paragraph, [58.0, 793.0, 735.0, 18.0], shoonya_0s5VQVUUTCB2P0, 5709910]
[paragraph, [58.0, 811.0, 735.0, 18.0], shoonya_0s5VQVUUTCB2P0, 5709910]
[paragraph, [58.0, 829.0, 735.0, 18.0], shoonya_0s5VQVUUTCB2P0, 5709910]
[paragraph, [58.0, 847.0, 735.0, 18.0], shoonya_0s5VQVUUTCB2P0, 5709910]
[paragraph, [58.0, 865.0, 735.0, 18.0], shoonya_0s5VQVUUTCB2P0, 5709910]
[paragraph, [58.0, 883.0, 735.0, 18.0], shoonya_0s5VQVUUTCB2P0, 5709910]
[paragraph, [58.0, 901.0, 735.0, 18.0], shoonya_0s5VQVUUTCB2P0, 5709910]
[paragraph, [58.0, 919.0, 735.0, 18.0], shoonya_0s5VQVUUTCB2P0, 5709910]
[paragraph, [58.0, 937.0, 735.0, 18.0], shoonya_0s5VQVUUTCB2P0, 5709910]
[paragraph, [58.0, 955.0, 735.0, 18.0], shoonya_0s5VQVUUTCB2P0, 5709910]
[paragraph, [58.0, 973.0, 735.0, 18.0], shoonya_0s5VQVUUTCB2P0, 5709910]
[paragraph, [58.0, 991.0, 735.0, 18.0], shoonya_0s5VQVUUTCB2P0, 5709910]
[paragraph, [58.0, 1009.0, 735.0, 18.0], shoonya_0s5VQVUUTCB2P0, 5709910]
[paragraph, [58.0, 1027.0, 735.0, 18.0], shoonya_0s5VQVUUTCB2P0, 5709910]
[paragraph, [58.0, 1045.0, 735.0, 18.0], shoonya_0s5VQVUUTCB2P0, 5709910]
[paragraph, [58.0, 1063.0, 735.0, 18.0], shoonya_0s5VQVUUTCB2P0, 5709910]
[paragraph, [58.0, 1081.0, 735.0, 18.0], shoonya_0s5VQVUUTCB2P0, 5709910]
[paragraph, [58.0, 1099.0, 735.0, 18.0], shoonya_0s5VQVUUTCB2P0, 5709910]
[paragraph, [58.0, 1117.0, 735.0, 18.0], shoonya_0s5VQVUUTCB2P0, 5709910]
[paragraph, [58.0, 1135.0, 735.0, 18.0], shoonya_0s5VQVUUTCB2P0, 5709910]
[paragraph, [58.0, 1153.0, 735.0, 18.0], shoonya_0s5VQVUUTCB2P0, 5709910]
[paragraph, [58.0, 1171.0, 735.0, 18.0], shoonya_0s5VQVUUTCB2P0, 5709910]
[paragraph, [58.0, 1189.0, 735.0, 18.0], shoonya_0s5VQVUUTCB2P0, 5709910]
[paragraph, [58.0, 1207.0, 735.0, 18.0], shoonya_0s5VQVUUTCB2P0, 5709910]
[paragraph, [58.0, 1225.0, 735.0, 18.0], shoonya_0s5VQVUUTCB2P0, 5709910]
[paragraph, [58.0, 1243.0, 735.0, 18.0], shoonya_0s5VQVUUTCB2P0, 5709910]
[paragraph, [58.0, 1261.0, 735.0, 18.0], shoonya_0s5VQVUUTCB2P0, 5709910]
[paragraph, [58.0, 1279.0, 735.0, 18.0], shoonya_0s5VQVUUTCB2P0, 5709910]
[paragraph, [58.0, 1297.0, 735.0, 18.0], shoonya_0s5VQVUUTCB2P0, 5709910]
