[1320, 1176]
[folio, [948.0, 53.0, 161.0, 18.0], shoonya_4s912FFFG9UNCH, 5694238]
[folio, [948.0, 71.0, 161.0, 18.0], shoonya_4s912FFFG9UNCH, 5694238]
[folio, [948.0, 89.0, 161.0, 18.0], shoonya_4s912FFFG9UNCH, 5694238]
[folio, [948.0, 107.0, 161.0, 18.0], shoonya_4s912FFFG9UNCH, 5694238]
[folio, [948.0, 125.0, 161.0, 18.0], shoonya_4s912FFFG9UNCH, 5694238]
[folio, [948.0, 143.0, 161.0, 18.0], shoonya_4s912FFFG9UNCH, 5694238]
[sub-section-title, [78.0, 182.0, 255.0, 25.5], MYY_syAJLo, 5694238]
[section-title, [441.0, 190.0, 661.0, 30.0], shoonya_5sDKHILRSSORIN, 5694238]
[section-title, [441.0, 220.0, 661.0, 30.0], shoonya_5sDKHILRSSORIN, 5694238]
[section-title, [441.0, 250.0, 661.0, 30.0], shoonya_5sDKHILRSSORIN, 5694238]
[section-title, [441.0, 280.0, 661.0, 30.0], shoonya_5sDKHILRSSORIN, 5694238]
[section-title, [441.0, 310.0, 661.0, 30.0], shoonya_5sDKHILRSSORIN, 5694238]
[paragraph, [75.0, 218.0, 337.0, 18.0], shoonya_0sPH36CUXNQJD5, 5694238]
[paragraph, [75.0, 236.0, 337.0, 18.0], shoonya_0sPH36CUXNQJD5, 5694238]
[paragraph, [75.0, 254.0, 337.0, 18.0], shoonya_0sPH36CUXNQJD5, 5694238]
[paragraph, [75.0, 272.0, 337.0, 18.0], shoonya_0sPH36CUXNQJD5, 5694238]
[paragraph, [75.0, 290.0, 337.0, 18.0], shoonya_0sPH36CUXNQJD5, 5694238]
[paragraph, [75.0, 308.0, 337.0, 18.0], shoonya_0sPH36CUXNQJD5, 5694238]
[paragraph, [75.0, 326.0, 337.0, 18.0], shoonya_0sPH36CUXNQJD5, 5694238]
[paragraph, [75.0, 344.0, 337.0, 18.0], shoonya_0sPH36CUXNQJD5, 5694238]
[paragraph, [75.0, 362.0, 337.0, 18.0], shoonya_0sPH36CUXNQJD5, 5694238]
[paragraph, [75.0, 380.0, 337.0, 18.0], shoonya_0sPH36CUXNQJD5, 5694238]
[paragraph, [75.0, 398.0, 337.0, 18.0], shoonya_0sPH36CUXNQJD5, 5694238]
[paragraph, [75.0, 416.0, 337.0, 18.0], shoonya_0sPH36CUXNQJD5, 5694238]
[paragraph, [75.0, 434.0, 337.0, 18.0], shoonya_0sPH36CUXNQJD5, 5694238]
[paragraph, [75.0, 452.0, 337.0, 18.0], shoonya_0sPH36CUXNQJD5, 5694238]
[paragraph, [75.0, 470.0, 337.0, 18.0], shoonya_0sPH36CUXNQJD5, 5694238]
[paragraph, [75.0, 488.0, 337.0, 18.0], shoonya_0sPH36CUXNQJD5, 5694238]
[paragraph, [75.0, 506.0, 337.0, 18.0], shoonya_0sPH36CUXNQJD5, 5694238]
[paragraph, [75.0, 524.0, 337.0, 18.0], shoonya_0sPH36CUXNQJD5, 5694238]
[paragraph, [75.0, 542.0, 337.0, 18.0], shoonya_0sPH36CUXNQJD5, 5694238]
[sub-section-title, [699.0, 367.0, 106.0, 25.5], ZZ1bdcZnej, 5694238]
[paragraph, [420.0, 397.0, 340.0, 18.0], shoonya_10s6GZC2RVP74U, 5694238]
[paragraph, [420.0, 415.0, 340.0, 18.0], shoonya_10s6GZC2RVP74U, 5694238]
[paragraph, [420.0, 433.0, 340.0, 18.0], shoonya_10s6GZC2RVP74U, 5694238]
[paragraph, [420.0, 451.0, 340.0, 18.0], shoonya_10s6GZC2RVP74U, 5694238]
[paragraph, [420.0, 469.0, 340.0, 18.0], shoonya_10s6GZC2RVP74U, 5694238]
[paragraph, [420.0, 487.0, 340.0, 18.0], shoonya_10s6GZC2RVP74U, 5694238]
[paragraph, [420.0, 505.0, 340.0, 18.0], shoonya_10s6GZC2RVP74U, 5694238]
[paragraph, [420.0, 523.0, 340.0, 18.0], shoonya_10s6GZC2RVP74U, 5694238]
[paragraph, [420.0, 541.0, 340.0, 18.0], shoonya_10s6GZC2RVP74U, 5694238]
[paragraph, [420.0, 559.0, 340.0, 18.0], shoonya_10s6GZC2RVP74U, 5694238]
[paragraph, [420.0, 577.0, 340.0, 18.0], shoonya_10s6GZC2RVP74U, 5694238]
[paragraph, [768.0, 398.0, 333.0, 18.0], uaIzcXNixU, 5694238]
[paragraph, [768.0, 416.0, 333.0, 18.0], uaIzcXNixU, 5694238]
[paragraph, [768.0, 434.0, 333.0, 18.0], uaIzcXNixU, 5694238]
[paragraph, [768.0, 452.0, 333.0, 18.0], uaIzcXNixU, 5694238]
[paragraph, [768.0, 470.0, 333.0, 18.0], uaIzcXNixU, 5694238]
[paragraph, [768.0, 488.0, 333.0, 18.0], uaIzcXNixU, 5694238]
[paragraph, [768.0, 506.0, 333.0, 18.0], uaIzcXNixU, 5694238]
[paragraph, [768.0, 524.0, 333.0, 18.0], uaIzcXNixU, 5694238]
[paragraph, [768.0, 542.0, 333.0, 18.0], uaIzcXNixU, 5694238]
[paragraph, [834.0, 576.0, 247.0, 18.0], iO4PP-iqK_, 5694238]
[paragraph, [834.0, 594.0, 247.0, 18.0], iO4PP-iqK_, 5694238]
[paragraph, [834.0, 612.0, 247.0, 18.0], iO4PP-iqK_, 5694238]
[paragraph, [834.0, 630.0, 247.0, 18.0], iO4PP-iqK_, 5694238]
[paragraph, [834.0, 648.0, 247.0, 18.0], iO4PP-iqK_, 5694238]
[paragraph, [834.0, 666.0, 247.0, 18.0], iO4PP-iqK_, 5694238]
[paragraph, [77.0, 578.0, 329.0, 18.0], shoonya_2sN4TV34Z3LTL7, 5694238]
[paragraph, [77.0, 596.0, 329.0, 18.0], shoonya_2sN4TV34Z3LTL7, 5694238]
[paragraph, [77.0, 614.0, 329.0, 18.0], shoonya_2sN4TV34Z3LTL7, 5694238]
[paragraph, [77.0, 632.0, 329.0, 18.0], shoonya_2sN4TV34Z3LTL7, 5694238]
[paragraph, [77.0, 650.0, 329.0, 18.0], shoonya_2sN4TV34Z3LTL7, 5694238]
[paragraph, [77.0, 668.0, 329.0, 18.0], shoonya_2sN4TV34Z3LTL7, 5694238]
[paragraph, [77.0, 686.0, 329.0, 18.0], shoonya_2sN4TV34Z3LTL7, 5694238]
[paragraph, [77.0, 704.0, 329.0, 18.0], shoonya_2sN4TV34Z3LTL7, 5694238]
[paragraph, [77.0, 722.0, 329.0, 18.0], shoonya_2sN4TV34Z3LTL7, 5694238]
[paragraph, [77.0, 740.0, 329.0, 18.0], shoonya_2sN4TV34Z3LTL7, 5694238]
[paragraph, [77.0, 758.0, 329.0, 18.0], shoonya_2sN4TV34Z3LTL7, 5694238]
[paragraph, [77.0, 776.0, 329.0, 18.0], shoonya_2sN4TV34Z3LTL7, 5694238]
[paragraph, [77.0, 794.0, 329.0, 18.0], shoonya_2sN4TV34Z3LTL7, 5694238]
[paragraph, [77.0, 812.0, 329.0, 18.0], shoonya_2sN4TV34Z3LTL7, 5694238]
[paragraph, [424.0, 594.0, 326.0, 18.0], ZJ9lI6YRXT, 5694238]
[paragraph, [424.0, 612.0, 326.0, 18.0], ZJ9lI6YRXT, 5694238]
[paragraph, [424.0, 630.0, 326.0, 18.0], ZJ9lI6YRXT, 5694238]
[paragraph, [415.0, 649.0, 341.0, 18.0], hhkieQ4eOs, 5694238]
[paragraph, [415.0, 667.0, 341.0, 18.0], hhkieQ4eOs, 5694238]
[paragraph, [415.0, 685.0, 341.0, 18.0], hhkieQ4eOs, 5694238]
[paragraph, [415.0, 703.0, 341.0, 18.0], hhkieQ4eOs, 5694238]
[paragraph, [415.0, 721.0, 341.0, 18.0], hhkieQ4eOs, 5694238]
[paragraph, [415.0, 739.0, 341.0, 18.0], hhkieQ4eOs, 5694238]
[paragraph, [415.0, 757.0, 341.0, 18.0], hhkieQ4eOs, 5694238]
[paragraph, [415.0, 775.0, 341.0, 18.0], hhkieQ4eOs, 5694238]
[paragraph, [415.0, 793.0, 341.0, 18.0], hhkieQ4eOs, 5694238]
[paragraph, [415.0, 811.0, 341.0, 18.0], hhkieQ4eOs, 5694238]
[paragraph, [415.0, 829.0, 341.0, 18.0], hhkieQ4eOs, 5694238]
[paragraph, [765.0, 682.0, 335.0, 18.0], cziVnYCvD8, 5694238]
[paragraph, [765.0, 700.0, 335.0, 18.0], cziVnYCvD8, 5694238]
[paragraph, [765.0, 718.0, 335.0, 18.0], cziVnYCvD8, 5694238]
[paragraph, [765.0, 736.0, 335.0, 18.0], cziVnYCvD8, 5694238]
[paragraph, [763.0, 771.0, 332.0, 18.0], orw032v-kX, 5694238]
[paragraph, [763.0, 789.0, 332.0, 18.0], orw032v-kX, 5694238]
[paragraph, [763.0, 807.0, 332.0, 18.0], orw032v-kX, 5694238]
[paragraph, [763.0, 825.0, 332.0, 18.0], orw032v-kX, 5694238]
[sub-section-title, [78.0, 840.0, 194.0, 25.5], j4Z_DfnWOu, 5694238]
[paragraph, [419.0, 851.0, 332.0, 18.0], jI507XcP6q, 5694238]
[paragraph, [419.0, 869.0, 332.0, 18.0], jI507XcP6q, 5694238]
[paragraph, [419.0, 887.0, 332.0, 18.0], jI507XcP6q, 5694238]
[paragraph, [419.0, 905.0, 332.0, 18.0], jI507XcP6q, 5694238]
[paragraph, [419.0, 923.0, 332.0, 18.0], jI507XcP6q, 5694238]
[paragraph, [419.0, 941.0, 332.0, 18.0], jI507XcP6q, 5694238]
[paragraph, [760.0, 854.0, 339.0, 18.0], shoonya_9sF9V1RCRXB2VI, 5694238]
[paragraph, [760.0, 872.0, 339.0, 18.0], shoonya_9sF9V1RCRXB2VI, 5694238]
[paragraph, [760.0, 890.0, 339.0, 18.0], shoonya_9sF9V1RCRXB2VI, 5694238]
[paragraph, [760.0, 908.0, 339.0, 18.0], shoonya_9sF9V1RCRXB2VI, 5694238]
[paragraph, [760.0, 926.0, 339.0, 18.0], shoonya_9sF9V1RCRXB2VI, 5694238]
[paragraph, [760.0, 944.0, 339.0, 18.0], shoonya_9sF9V1RCRXB2VI, 5694238]
[paragraph, [760.0, 962.0, 339.0, 18.0], shoonya_9sF9V1RCRXB2VI, 5694238]
[paragraph, [760.0, 980.0, 339.0, 18.0], shoonya_9sF9V1RCRXB2VI, 5694238]
[paragraph, [760.0, 998.0, 339.0, 18.0], shoonya_9sF9V1RCRXB2VI, 5694238]
[paragraph, [760.0, 1016.0, 339.0, 18.0], shoonya_9sF9V1RCRXB2VI, 5694238]
[paragraph, [760.0, 1034.0, 339.0, 18.0], shoonya_9sF9V1RCRXB2VI, 5694238]
[paragraph, [76.0, 886.0, 328.0, 18.0], shoonya_1sXVWHGA2DSA6E, 5694238]
[paragraph, [76.0, 904.0, 328.0, 18.0], shoonya_1sXVWHGA2DSA6E, 5694238]
[paragraph, [76.0, 922.0, 328.0, 18.0], shoonya_1sXVWHGA2DSA6E, 5694238]
[paragraph, [76.0, 940.0, 328.0, 18.0], shoonya_1sXVWHGA2DSA6E, 5694238]
[paragraph, [76.0, 958.0, 328.0, 18.0], shoonya_1sXVWHGA2DSA6E, 5694238]
[paragraph, [76.0, 976.0, 328.0, 18.0], shoonya_1sXVWHGA2DSA6E, 5694238]
[paragraph, [76.0, 994.0, 328.0, 18.0], shoonya_1sXVWHGA2DSA6E, 5694238]
[paragraph, [76.0, 1012.0, 328.0, 18.0], shoonya_1sXVWHGA2DSA6E, 5694238]
[paragraph, [76.0, 1030.0, 328.0, 18.0], shoonya_1sXVWHGA2DSA6E, 5694238]
[paragraph, [76.0, 1048.0, 328.0, 18.0], shoonya_1sXVWHGA2DSA6E, 5694238]
[paragraph, [76.0, 1066.0, 328.0, 18.0], shoonya_1sXVWHGA2DSA6E, 5694238]
[paragraph, [76.0, 1084.0, 328.0, 18.0], shoonya_1sXVWHGA2DSA6E, 5694238]
[paragraph, [76.0, 1102.0, 328.0, 18.0], shoonya_1sXVWHGA2DSA6E, 5694238]
[paragraph, [76.0, 1120.0, 328.0, 18.0], shoonya_1sXVWHGA2DSA6E, 5694238]
[paragraph, [76.0, 1138.0, 328.0, 18.0], shoonya_1sXVWHGA2DSA6E, 5694238]
[sub-section-title, [418.0, 967.0, 220.0, 25.5], e8pDOCnMHa, 5694238]
[paragraph, [416.0, 1002.0, 336.0, 18.0], zjLm_8tVJ4, 5694238]
[paragraph, [416.0, 1020.0, 336.0, 18.0], zjLm_8tVJ4, 5694238]
[paragraph, [416.0, 1038.0, 336.0, 18.0], zjLm_8tVJ4, 5694238]
[paragraph, [416.0, 1056.0, 336.0, 18.0], zjLm_8tVJ4, 5694238]
[paragraph, [416.0, 1074.0, 336.0, 18.0], zjLm_8tVJ4, 5694238]
[paragraph, [416.0, 1092.0, 336.0, 18.0], zjLm_8tVJ4, 5694238]
[paragraph, [416.0, 1110.0, 336.0, 18.0], zjLm_8tVJ4, 5694238]
[paragraph, [416.0, 1128.0, 336.0, 18.0], zjLm_8tVJ4, 5694238]
[paragraph, [416.0, 1146.0, 336.0, 18.0], zjLm_8tVJ4, 5694238]
[paragraph, [416.0, 1164.0, 336.0, 18.0], zjLm_8tVJ4, 5694238]
[paragraph, [416.0, 1182.0, 336.0, 18.0], zjLm_8tVJ4, 5694238]
[paragraph, [416.0, 1200.0, 336.0, 18.0], zjLm_8tVJ4, 5694238]
[paragraph, [758.0, 1055.0, 340.0, 18.0], shoonya_8sYCUDYWFX4GW2, 5694238]
[paragraph, [758.0, 1073.0, 340.0, 18.0], shoonya_8sYCUDYWFX4GW2, 5694238]
[paragraph, [758.0, 1091.0, 340.0, 18.0], shoonya_8sYCUDYWFX4GW2, 5694238]
[paragraph, [758.0, 1109.0, 340.0, 18.0], shoonya_8sYCUDYWFX4GW2, 5694238]
[paragraph, [758.0, 1127.0, 340.0, 18.0], shoonya_8sYCUDYWFX4GW2, 5694238]
[paragraph, [759.0, 1150.0, 330.0, 18.0], shoonya_6sKQ3HTNQYC7WN, 5694238]
[paragraph, [759.0, 1168.0, 330.0, 18.0], shoonya_6sKQ3HTNQYC7WN, 5694238]
[paragraph, [759.0, 1186.0, 330.0, 18.0], shoonya_6sKQ3HTNQYC7WN, 5694238]
[paragraph, [76.0, 1176.0, 329.0, 18.0], shoonya_3sFY3OXJDR7HX4, 5694238]
[paragraph, [76.0, 1194.0, 329.0, 18.0], shoonya_3sFY3OXJDR7HX4, 5694238]
[paragraph, [76.0, 1212.0, 329.0, 18.0], shoonya_3sFY3OXJDR7HX4, 5694238]
[paragraph, [76.0, 1230.0, 329.0, 18.0], shoonya_3sFY3OXJDR7HX4, 5694238]
[paragraph, [763.0, 1207.0, 333.0, 18.0], ZQhy-71Cr_, 5694238]
[paragraph, [763.0, 1225.0, 333.0, 18.0], ZQhy-71Cr_, 5694238]
[paragraph, [763.0, 1243.0, 333.0, 18.0], ZQhy-71Cr_, 5694238]
