[1492, 1000]
[folio, [404.0, 156.0, 211.0, 18.0], shoonya_1sIN75ZGK2DSN5, 5720022]
[paragraph, [146.0, 207.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 225.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 243.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 261.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 279.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 297.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 315.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 333.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 351.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 369.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 387.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 405.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 423.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 441.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 459.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 477.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 495.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 513.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 531.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 549.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 567.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 585.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 603.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 621.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 639.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 657.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 675.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 693.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 711.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 729.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 747.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 765.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 783.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 801.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 819.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 837.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 855.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 873.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 891.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 909.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 927.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 945.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 963.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 981.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 999.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 1017.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 1035.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 1053.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 1071.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 1089.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 1107.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 1125.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 1143.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 1161.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 1179.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 1197.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 1215.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 1233.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 1251.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 1269.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
[paragraph, [146.0, 1287.0, 735.0, 18.0], shoonya_0s11S2U8J0IWPD, 5720022]
