[1278, 863]
[chapter-title, [417.0, 82.0, 175.0, 30.0], shoonya_10s36ACJPM57FO, 5776352]
[paragraph, [186.0, 120.0, 642.0, 18.0], shoonya_4sN3QH30BNPMWY, 5776352]
[paragraph, [186.0, 138.0, 642.0, 18.0], shoonya_4sN3QH30BNPMWY, 5776352]
[paragraph, [186.0, 156.0, 642.0, 18.0], shoonya_4sN3QH30BNPMWY, 5776352]
[paragraph, [186.0, 174.0, 642.0, 18.0], shoonya_4sN3QH30BNPMWY, 5776352]
[paragraph, [187.0, 196.0, 642.0, 18.0], iqw8QVjlfE, 5776352]
[paragraph, [187.0, 214.0, 642.0, 18.0], iqw8QVjlfE, 5776352]
[paragraph, [187.0, 232.0, 642.0, 18.0], iqw8QVjlfE, 5776352]
[paragraph, [193.0, 245.0, 634.0, 18.0], shoonya_3sT6DDTN3YFFC6, 5776352]
[paragraph, [193.0, 263.0, 634.0, 18.0], shoonya_3sT6DDTN3YFFC6, 5776352]
[paragraph, [193.0, 281.0, 634.0, 18.0], shoonya_3sT6DDTN3YFFC6, 5776352]
[paragraph, [192.0, 297.0, 636.0, 18.0], csblZEoM-P, 5776352]
[paragraph, [192.0, 315.0, 636.0, 18.0], csblZEoM-P, 5776352]
[paragraph, [192.0, 346.0, 633.0, 18.0], shoonya_2sNC4TGOJJSM6B, 5776352]
[paragraph, [192.0, 364.0, 633.0, 18.0], shoonya_2sNC4TGOJJSM6B, 5776352]
[paragraph, [192.0, 382.0, 633.0, 18.0], shoonya_2sNC4TGOJJSM6B, 5776352]
[paragraph, [192.0, 400.0, 633.0, 18.0], shoonya_2sNC4TGOJJSM6B, 5776352]
[paragraph, [192.0, 418.0, 633.0, 18.0], shoonya_2sNC4TGOJJSM6B, 5776352]
[paragraph, [192.0, 436.0, 633.0, 18.0], shoonya_2sNC4TGOJJSM6B, 5776352]
[paragraph, [192.0, 454.0, 633.0, 18.0], shoonya_2sNC4TGOJJSM6B, 5776352]
[paragraph, [192.0, 472.0, 633.0, 18.0], shoonya_2sNC4TGOJJSM6B, 5776352]
[paragraph, [192.0, 490.0, 633.0, 18.0], shoonya_2sNC4TGOJJSM6B, 5776352]
[paragraph, [194.0, 521.0, 634.0, 18.0], shoonya_0s0Z71WZCEQEEH, 5776352]
[paragraph, [194.0, 539.0, 634.0, 18.0], shoonya_0s0Z71WZCEQEEH, 5776352]
[paragraph, [194.0, 557.0, 634.0, 18.0], shoonya_0s0Z71WZCEQEEH, 5776352]
[paragraph, [194.0, 575.0, 634.0, 18.0], shoonya_0s0Z71WZCEQEEH, 5776352]
[paragraph, [194.0, 593.0, 634.0, 18.0], shoonya_0s0Z71WZCEQEEH, 5776352]
[paragraph, [194.0, 611.0, 634.0, 18.0], shoonya_0s0Z71WZCEQEEH, 5776352]
[paragraph, [194.0, 629.0, 634.0, 18.0], shoonya_0s0Z71WZCEQEEH, 5776352]
[paragraph, [194.0, 647.0, 634.0, 18.0], shoonya_0s0Z71WZCEQEEH, 5776352]
[paragraph, [194.0, 665.0, 634.0, 18.0], shoonya_0s0Z71WZCEQEEH, 5776352]
[paragraph, [194.0, 683.0, 634.0, 18.0], shoonya_0s0Z71WZCEQEEH, 5776352]
[paragraph, [194.0, 701.0, 634.0, 18.0], shoonya_0s0Z71WZCEQEEH, 5776352]
[paragraph, [194.0, 719.0, 634.0, 18.0], shoonya_0s0Z71WZCEQEEH, 5776352]
[paragraph, [194.0, 737.0, 634.0, 18.0], shoonya_0s0Z71WZCEQEEH, 5776352]
[paragraph, [194.0, 755.0, 634.0, 18.0], shoonya_0s0Z71WZCEQEEH, 5776352]
[paragraph, [196.0, 773.0, 631.0, 18.0], shoonya_5sFGNZCQTUDFKB, 5776352]
[paragraph, [196.0, 791.0, 631.0, 18.0], shoonya_5sFGNZCQTUDFKB, 5776352]
[paragraph, [196.0, 809.0, 631.0, 18.0], shoonya_5sFGNZCQTUDFKB, 5776352]
[paragraph, [196.0, 827.0, 631.0, 18.0], shoonya_5sFGNZCQTUDFKB, 5776352]
[paragraph, [197.0, 849.0, 628.0, 18.0], shoonya_6sNP92PX7AONG2, 5776352]
[paragraph, [197.0, 867.0, 628.0, 18.0], shoonya_6sNP92PX7AONG2, 5776352]
[paragraph, [197.0, 899.0, 628.0, 18.0], shoonya_1sAYZRKZCHLHCU, 5776352]
[paragraph, [197.0, 917.0, 628.0, 18.0], shoonya_1sAYZRKZCHLHCU, 5776352]
[paragraph, [197.0, 935.0, 628.0, 18.0], shoonya_1sAYZRKZCHLHCU, 5776352]
[paragraph, [197.0, 953.0, 628.0, 18.0], shoonya_1sAYZRKZCHLHCU, 5776352]
[paragraph, [197.0, 971.0, 628.0, 18.0], shoonya_1sAYZRKZCHLHCU, 5776352]
[paragraph, [197.0, 989.0, 628.0, 18.0], shoonya_1sAYZRKZCHLHCU, 5776352]
[paragraph, [200.0, 1024.0, 631.0, 18.0], shoonya_8sZN08PHPFWU8B, 5776352]
[paragraph, [200.0, 1042.0, 631.0, 18.0], shoonya_8sZN08PHPFWU8B, 5776352]
[paragraph, [200.0, 1060.0, 631.0, 18.0], shoonya_8sZN08PHPFWU8B, 5776352]
[paragraph, [200.0, 1078.0, 631.0, 18.0], shoonya_8sZN08PHPFWU8B, 5776352]
[paragraph, [222.0, 1099.0, 468.0, 18.0], shoonya_9sGAZ3HOQ65C8E, 5776352]
