[2339, 1656]
[paragraph, [191.0, 206.0, 1266.0, 36.0], shoonya_2sTHUZRHV2CA4L, 5731241]
[paragraph, [191.0, 242.0, 1266.0, 36.0], shoonya_2sTHUZRHV2CA4L, 5731241]
[paragraph, [191.0, 278.0, 1266.0, 36.0], shoonya_2sTHUZRHV2CA4L, 5731241]
[paragraph, [187.0, 366.0, 1275.0, 36.0], shoonya_1sDAQP0WD9CMLR, 5731241]
[paragraph, [187.0, 402.0, 1275.0, 36.0], shoonya_1sDAQP0WD9CMLR, 5731241]
[paragraph, [187.0, 438.0, 1275.0, 36.0], shoonya_1sDAQP0WD9CMLR, 5731241]
[paragraph, [187.0, 474.0, 1275.0, 36.0], shoonya_1sDAQP0WD9CMLR, 5731241]
[paragraph, [187.0, 510.0, 1275.0, 36.0], shoonya_1sDAQP0WD9CMLR, 5731241]
[paragraph, [187.0, 546.0, 1275.0, 36.0], shoonya_1sDAQP0WD9CMLR, 5731241]
[paragraph, [187.0, 582.0, 1275.0, 36.0], shoonya_1sDAQP0WD9CMLR, 5731241]
[paragraph, [187.0, 618.0, 1275.0, 36.0], shoonya_1sDAQP0WD9CMLR, 5731241]
[paragraph, [187.0, 654.0, 1275.0, 36.0], shoonya_1sDAQP0WD9CMLR, 5731241]
[paragraph, [187.0, 690.0, 1275.0, 36.0], shoonya_1sDAQP0WD9CMLR, 5731241]
[paragraph, [187.0, 726.0, 1275.0, 36.0], shoonya_1sDAQP0WD9CMLR, 5731241]
[paragraph, [187.0, 762.0, 1275.0, 36.0], shoonya_1sDAQP0WD9CMLR, 5731241]
[paragraph, [187.0, 798.0, 1275.0, 36.0], shoonya_1sDAQP0WD9CMLR, 5731241]
[paragraph, [187.0, 834.0, 1275.0, 36.0], shoonya_1sDAQP0WD9CMLR, 5731241]
[paragraph, [187.0, 870.0, 1275.0, 36.0], shoonya_1sDAQP0WD9CMLR, 5731241]
[paragraph, [187.0, 906.0, 1275.0, 36.0], shoonya_1sDAQP0WD9CMLR, 5731241]
[paragraph, [187.0, 942.0, 1275.0, 36.0], shoonya_1sDAQP0WD9CMLR, 5731241]
[paragraph, [187.0, 978.0, 1275.0, 36.0], shoonya_1sDAQP0WD9CMLR, 5731241]
[paragraph, [187.0, 1014.0, 1275.0, 36.0], shoonya_1sDAQP0WD9CMLR, 5731241]
[paragraph, [187.0, 1050.0, 1275.0, 36.0], shoonya_1sDAQP0WD9CMLR, 5731241]
[paragraph, [187.0, 1086.0, 1275.0, 36.0], shoonya_1sDAQP0WD9CMLR, 5731241]
[paragraph, [187.0, 1122.0, 1275.0, 36.0], shoonya_1sDAQP0WD9CMLR, 5731241]
[paragraph, [187.0, 1158.0, 1275.0, 36.0], shoonya_1sDAQP0WD9CMLR, 5731241]
[paragraph, [187.0, 1194.0, 1275.0, 36.0], shoonya_1sDAQP0WD9CMLR, 5731241]
[paragraph, [187.0, 1230.0, 1275.0, 36.0], shoonya_1sDAQP0WD9CMLR, 5731241]
[paragraph, [187.0, 1266.0, 1275.0, 36.0], shoonya_1sDAQP0WD9CMLR, 5731241]
[paragraph, [186.0, 1343.0, 1278.0, 36.0], shoonya_0s2KVT6NCISOQT, 5731241]
[paragraph, [186.0, 1379.0, 1278.0, 36.0], shoonya_0s2KVT6NCISOQT, 5731241]
[paragraph, [186.0, 1415.0, 1278.0, 36.0], shoonya_0s2KVT6NCISOQT, 5731241]
[paragraph, [186.0, 1451.0, 1278.0, 36.0], shoonya_0s2KVT6NCISOQT, 5731241]
[paragraph, [186.0, 1487.0, 1278.0, 36.0], shoonya_0s2KVT6NCISOQT, 5731241]
[paragraph, [186.0, 1523.0, 1278.0, 36.0], shoonya_0s2KVT6NCISOQT, 5731241]
[paragraph, [186.0, 1559.0, 1278.0, 36.0], shoonya_0s2KVT6NCISOQT, 5731241]
[paragraph, [186.0, 1595.0, 1278.0, 36.0], shoonya_0s2KVT6NCISOQT, 5731241]
[paragraph, [186.0, 1631.0, 1278.0, 36.0], shoonya_0s2KVT6NCISOQT, 5731241]
[paragraph, [186.0, 1667.0, 1278.0, 36.0], shoonya_0s2KVT6NCISOQT, 5731241]
[paragraph, [186.0, 1703.0, 1278.0, 36.0], shoonya_0s2KVT6NCISOQT, 5731241]
[paragraph, [186.0, 1739.0, 1278.0, 36.0], shoonya_0s2KVT6NCISOQT, 5731241]
[paragraph, [186.0, 1775.0, 1278.0, 36.0], shoonya_0s2KVT6NCISOQT, 5731241]
[paragraph, [186.0, 1811.0, 1278.0, 36.0], shoonya_0s2KVT6NCISOQT, 5731241]
[paragraph, [186.0, 1847.0, 1278.0, 36.0], shoonya_0s2KVT6NCISOQT, 5731241]
[paragraph, [186.0, 1883.0, 1278.0, 36.0], shoonya_0s2KVT6NCISOQT, 5731241]
[paragraph, [186.0, 1919.0, 1278.0, 36.0], shoonya_0s2KVT6NCISOQT, 5731241]
[paragraph, [186.0, 1955.0, 1278.0, 36.0], shoonya_0s2KVT6NCISOQT, 5731241]
[paragraph, [186.0, 1991.0, 1278.0, 36.0], shoonya_0s2KVT6NCISOQT, 5731241]
[paragraph, [186.0, 2027.0, 1278.0, 36.0], shoonya_0s2KVT6NCISOQT, 5731241]
[paragraph, [186.0, 2063.0, 1278.0, 36.0], shoonya_0s2KVT6NCISOQT, 5731241]
