[842, 595]
[section-title, [310.0, 44.0, 154.0, 30.0], shoonya_2sKK3F6HXCIH1K, 5742486]
[section-title, [310.0, 74.0, 154.0, 30.0], shoonya_2sKK3F6HXCIH1K, 5742486]
[sub-section-title, [324.0, 127.0, 249.0, 25.5], coS3yq3-XO, 5742486]
[sub-section-title, [324.0, 152.5, 249.0, 25.5], coS3yq3-XO, 5742486]
[sub-section-title, [324.0, 178.0, 249.0, 25.5], coS3yq3-XO, 5742486]
[sub-section-title, [324.0, 203.5, 249.0, 25.5], coS3yq3-XO, 5742486]
[paragraph, [35.0, 243.0, 262.0, 18.0], ALZZufY8SI, 5742486]
[paragraph, [35.0, 261.0, 262.0, 18.0], ALZZufY8SI, 5742486]
[paragraph, [35.0, 279.0, 262.0, 18.0], ALZZufY8SI, 5742486]
[paragraph, [35.0, 297.0, 262.0, 18.0], ALZZufY8SI, 5742486]
[paragraph, [35.0, 315.0, 262.0, 18.0], ALZZufY8SI, 5742486]
[paragraph, [35.0, 333.0, 262.0, 18.0], ALZZufY8SI, 5742486]
[paragraph, [35.0, 351.0, 262.0, 18.0], ALZZufY8SI, 5742486]
[paragraph, [35.0, 369.0, 262.0, 18.0], ALZZufY8SI, 5742486]
[paragraph, [35.0, 387.0, 262.0, 18.0], ALZZufY8SI, 5742486]
[paragraph, [35.0, 405.0, 262.0, 18.0], ALZZufY8SI, 5742486]
[paragraph, [35.0, 423.0, 262.0, 18.0], ALZZufY8SI, 5742486]
[paragraph, [35.0, 441.0, 262.0, 18.0], ALZZufY8SI, 5742486]
[paragraph, [35.0, 459.0, 262.0, 18.0], ALZZufY8SI, 5742486]
[paragraph, [35.0, 477.0, 262.0, 18.0], ALZZufY8SI, 5742486]
[paragraph, [309.0, 245.0, 237.0, 18.0], spxHbGjtA3, 5742486]
[paragraph, [309.0, 263.0, 237.0, 18.0], spxHbGjtA3, 5742486]
[paragraph, [309.0, 281.0, 237.0, 18.0], spxHbGjtA3, 5742486]
[paragraph, [309.0, 299.0, 237.0, 18.0], spxHbGjtA3, 5742486]
[paragraph, [309.0, 317.0, 237.0, 18.0], spxHbGjtA3, 5742486]
[paragraph, [309.0, 335.0, 237.0, 18.0], spxHbGjtA3, 5742486]
[paragraph, [309.0, 353.0, 237.0, 18.0], spxHbGjtA3, 5742486]
[paragraph, [309.0, 371.0, 237.0, 18.0], spxHbGjtA3, 5742486]
[paragraph, [309.0, 389.0, 237.0, 18.0], spxHbGjtA3, 5742486]
[paragraph, [309.0, 407.0, 237.0, 18.0], spxHbGjtA3, 5742486]
[paragraph, [309.0, 425.0, 237.0, 18.0], spxHbGjtA3, 5742486]
[paragraph, [309.0, 443.0, 237.0, 18.0], spxHbGjtA3, 5742486]
[paragraph, [309.0, 461.0, 237.0, 18.0], spxHbGjtA3, 5742486]
[paragraph, [309.0, 479.0, 237.0, 18.0], spxHbGjtA3, 5742486]
[paragraph, [85.0, 520.0, 431.0, 18.0], u6CfSJ46ht, 5742486]
[paragraph, [85.0, 538.0, 431.0, 18.0], u6CfSJ46ht, 5742486]
[paragraph, [85.0, 556.0, 431.0, 18.0], u6CfSJ46ht, 5742486]
[paragraph, [85.0, 574.0, 431.0, 18.0], u6CfSJ46ht, 5742486]
[paragraph, [23.0, 609.0, 328.0, 18.0], shoonya_0sFO5WHM8NHA9C, 5742486]
[paragraph, [23.0, 627.0, 328.0, 18.0], shoonya_0sFO5WHM8NHA9C, 5742486]
[contact-info, [24.0, 653.0, 340.0, 18.0], shoonya_1sT40Z7LAV2AC6, 5742486]
[contact-info, [24.0, 671.0, 340.0, 18.0], shoonya_1sT40Z7LAV2AC6, 5742486]
[contact-info, [24.0, 689.0, 340.0, 18.0], shoonya_1sT40Z7LAV2AC6, 5742486]
[contact-info, [24.0, 707.0, 340.0, 18.0], shoonya_1sT40Z7LAV2AC6, 5742486]
[contact-info, [24.0, 725.0, 340.0, 18.0], shoonya_1sT40Z7LAV2AC6, 5742486]
[contact-info, [24.0, 743.0, 340.0, 18.0], shoonya_1sT40Z7LAV2AC6, 5742486]
[contact-info, [24.0, 761.0, 340.0, 18.0], shoonya_1sT40Z7LAV2AC6, 5742486]
[contact-info, [371.0, 655.0, 224.0, 18.0], CO4VYgXjrr, 5742486]
[contact-info, [371.0, 673.0, 224.0, 18.0], CO4VYgXjrr, 5742486]
[contact-info, [371.0, 691.0, 224.0, 18.0], CO4VYgXjrr, 5742486]
[contact-info, [371.0, 709.0, 224.0, 18.0], CO4VYgXjrr, 5742486]
[contact-info, [371.0, 727.0, 224.0, 18.0], CO4VYgXjrr, 5742486]
[contact-info, [371.0, 745.0, 224.0, 18.0], CO4VYgXjrr, 5742486]
[footnote, [162.0, 782.0, 279.0, 18.0], 21dQ8N1853, 5742486]
