[2484, 1767]
[section-title, [301.0, 536.0, 671.0, 52.5], shoonya_2sHA82O4P2MCO5, 5754211]
[paragraph, [302.0, 606.0, 1281.0, 36.0], shoonya_0sY6U6PU75GQRB, 5754211]
[paragraph, [302.0, 642.0, 1281.0, 36.0], shoonya_0sY6U6PU75GQRB, 5754211]
[paragraph, [302.0, 678.0, 1281.0, 36.0], shoonya_0sY6U6PU75GQRB, 5754211]
[paragraph, [302.0, 714.0, 1281.0, 36.0], shoonya_0sY6U6PU75GQRB, 5754211]
[paragraph, [302.0, 750.0, 1281.0, 36.0], shoonya_0sY6U6PU75GQRB, 5754211]
[paragraph, [302.0, 786.0, 1281.0, 36.0], shoonya_0sY6U6PU75GQRB, 5754211]
[paragraph, [302.0, 822.0, 1281.0, 36.0], shoonya_0sY6U6PU75GQRB, 5754211]
[paragraph, [302.0, 858.0, 1281.0, 36.0], shoonya_0sY6U6PU75GQRB, 5754211]
[paragraph, [302.0, 894.0, 1281.0, 36.0], shoonya_0sY6U6PU75GQRB, 5754211]
[paragraph, [302.0, 930.0, 1281.0, 36.0], shoonya_0sY6U6PU75GQRB, 5754211]
[paragraph, [302.0, 966.0, 1281.0, 36.0], shoonya_0sY6U6PU75GQRB, 5754211]
[paragraph, [302.0, 1002.0, 1281.0, 36.0], shoonya_0sY6U6PU75GQRB, 5754211]
[paragraph, [302.0, 1038.0, 1281.0, 36.0], shoonya_0sY6U6PU75GQRB, 5754211]
[paragraph, [302.0, 1074.0, 1281.0, 36.0], shoonya_0sY6U6PU75GQRB, 5754211]
[paragraph, [302.0, 1110.0, 1281.0, 36.0], shoonya_0sY6U6PU75GQRB, 5754211]
[paragraph, [302.0, 1146.0, 1281.0, 36.0], shoonya_0sY6U6PU75GQRB, 5754211]
[paragraph, [302.0, 1182.0, 1281.0, 36.0], shoonya_0sY6U6PU75GQRB, 5754211]
[paragraph, [302.0, 1218.0, 1281.0, 36.0], shoonya_0sY6U6PU75GQRB, 5754211]
[paragraph, [302.0, 1254.0, 1281.0, 36.0], shoonya_0sY6U6PU75GQRB, 5754211]
[paragraph, [302.0, 1290.0, 1281.0, 36.0], shoonya_0sY6U6PU75GQRB, 5754211]
[paragraph, [302.0, 1326.0, 1281.0, 36.0], shoonya_0sY6U6PU75GQRB, 5754211]
[paragraph, [302.0, 1362.0, 1281.0, 36.0], shoonya_0sY6U6PU75GQRB, 5754211]
[paragraph, [302.0, 1398.0, 1281.0, 36.0], shoonya_0sY6U6PU75GQRB, 5754211]
[paragraph, [302.0, 1434.0, 1281.0, 36.0], shoonya_0sY6U6PU75GQRB, 5754211]
[paragraph, [302.0, 1470.0, 1281.0, 36.0], shoonya_0sY6U6PU75GQRB, 5754211]
[paragraph, [302.0, 1506.0, 1281.0, 36.0], shoonya_0sY6U6PU75GQRB, 5754211]
[paragraph, [302.0, 1542.0, 1281.0, 36.0], shoonya_0sY6U6PU75GQRB, 5754211]
[paragraph, [302.0, 1578.0, 1281.0, 36.0], shoonya_0sY6U6PU75GQRB, 5754211]
[paragraph, [302.0, 1614.0, 1281.0, 36.0], shoonya_0sY6U6PU75GQRB, 5754211]
[paragraph, [302.0, 1650.0, 1281.0, 36.0], shoonya_0sY6U6PU75GQRB, 5754211]
[paragraph, [298.0, 1703.0, 1254.0, 36.0], shoonya_1sH18X4CETBLNW, 5754211]
[paragraph, [298.0, 1739.0, 1254.0, 36.0], shoonya_1sH18X4CETBLNW, 5754211]
[paragraph, [298.0, 1775.0, 1254.0, 36.0], shoonya_1sH18X4CETBLNW, 5754211]
[paragraph, [298.0, 1811.0, 1254.0, 36.0], shoonya_1sH18X4CETBLNW, 5754211]
[paragraph, [298.0, 1847.0, 1254.0, 36.0], shoonya_1sH18X4CETBLNW, 5754211]
[paragraph, [298.0, 1883.0, 1254.0, 36.0], shoonya_1sH18X4CETBLNW, 5754211]
[paragraph, [298.0, 1919.0, 1254.0, 36.0], shoonya_1sH18X4CETBLNW, 5754211]
[paragraph, [298.0, 1955.0, 1254.0, 36.0], shoonya_1sH18X4CETBLNW, 5754211]
[paragraph, [298.0, 1991.0, 1254.0, 36.0], shoonya_1sH18X4CETBLNW, 5754211]
[paragraph, [298.0, 2027.0, 1254.0, 36.0], shoonya_1sH18X4CETBLNW, 5754211]
[paragraph, [298.0, 2063.0, 1254.0, 36.0], shoonya_1sH18X4CETBLNW, 5754211]
[paragraph, [298.0, 2099.0, 1254.0, 36.0], shoonya_1sH18X4CETBLNW, 5754211]
[paragraph, [298.0, 2135.0, 1254.0, 36.0], shoonya_1sH18X4CETBLNW, 5754211]
