[1468, 909]
[headline, [336.0, 69.0, 263.0, 25.5], gpp92rg6m_, 5769843]
[paragraph, [462.0, 132.0, 373.0, 18.0], kV6L1c_cqC, 5769843]
[paragraph, [462.0, 150.0, 373.0, 18.0], kV6L1c_cqC, 5769843]
[paragraph, [462.0, 168.0, 373.0, 18.0], kV6L1c_cqC, 5769843]
[paragraph, [462.0, 186.0, 373.0, 18.0], kV6L1c_cqC, 5769843]
[paragraph, [462.0, 204.0, 373.0, 18.0], kV6L1c_cqC, 5769843]
[paragraph, [462.0, 222.0, 373.0, 18.0], kV6L1c_cqC, 5769843]
[paragraph, [462.0, 240.0, 373.0, 18.0], kV6L1c_cqC, 5769843]
[paragraph, [462.0, 258.0, 373.0, 18.0], kV6L1c_cqC, 5769843]
[paragraph, [462.0, 276.0, 373.0, 18.0], kV6L1c_cqC, 5769843]
[paragraph, [462.0, 294.0, 373.0, 18.0], kV6L1c_cqC, 5769843]
[paragraph, [462.0, 312.0, 373.0, 18.0], kV6L1c_cqC, 5769843]
[paragraph, [462.0, 330.0, 373.0, 18.0], kV6L1c_cqC, 5769843]
[paragraph, [462.0, 348.0, 373.0, 18.0], kV6L1c_cqC, 5769843]
[paragraph, [462.0, 366.0, 373.0, 18.0], kV6L1c_cqC, 5769843]
[paragraph, [462.0, 384.0, 373.0, 18.0], kV6L1c_cqC, 5769843]
[paragraph, [462.0, 402.0, 373.0, 18.0], kV6L1c_cqC, 5769843]
[paragraph, [462.0, 420.0, 373.0, 18.0], kV6L1c_cqC, 5769843]
[paragraph, [462.0, 438.0, 373.0, 18.0], kV6L1c_cqC, 5769843]
[paragraph, [462.0, 456.0, 373.0, 18.0], kV6L1c_cqC, 5769843]
[paragraph, [462.0, 474.0, 373.0, 18.0], kV6L1c_cqC, 5769843]
[paragraph, [462.0, 492.0, 373.0, 18.0], kV6L1c_cqC, 5769843]
[paragraph, [462.0, 510.0, 373.0, 18.0], kV6L1c_cqC, 5769843]
[paragraph, [462.0, 528.0, 373.0, 18.0], kV6L1c_cqC, 5769843]
[paragraph, [462.0, 546.0, 373.0, 18.0], kV6L1c_cqC, 5769843]
[paragraph, [462.0, 564.0, 373.0, 18.0], kV6L1c_cqC, 5769843]
[paragraph, [462.0, 582.0, 373.0, 18.0], kV6L1c_cqC, 5769843]
[paragraph, [462.0, 600.0, 373.0, 18.0], kV6L1c_cqC, 5769843]
[paragraph, [462.0, 618.0, 373.0, 18.0], kV6L1c_cqC, 5769843]
[paragraph, [462.0, 636.0, 373.0, 18.0], kV6L1c_cqC, 5769843]
[paragraph, [462.0, 654.0, 373.0, 18.0], kV6L1c_cqC, 5769843]
[paragraph, [74.0, 141.0, 381.0, 18.0], GXWbTT_5BD, 5769843]
[paragraph, [74.0, 159.0, 381.0, 18.0], GXWbTT_5BD, 5769843]
[paragraph, [74.0, 177.0, 381.0, 18.0], GXWbTT_5BD, 5769843]
[paragraph, [74.0, 195.0, 381.0, 18.0], GXWbTT_5BD, 5769843]
[paragraph, [74.0, 213.0, 381.0, 18.0], GXWbTT_5BD, 5769843]
[paragraph, [74.0, 231.0, 381.0, 18.0], GXWbTT_5BD, 5769843]
[paragraph, [74.0, 249.0, 381.0, 18.0], GXWbTT_5BD, 5769843]
[paragraph, [72.0, 283.0, 377.0, 18.0], hOOoW7WrwU, 5769843]
[paragraph, [72.0, 301.0, 377.0, 18.0], hOOoW7WrwU, 5769843]
[paragraph, [72.0, 319.0, 377.0, 18.0], hOOoW7WrwU, 5769843]
[paragraph, [72.0, 337.0, 377.0, 18.0], hOOoW7WrwU, 5769843]
[paragraph, [72.0, 355.0, 377.0, 18.0], hOOoW7WrwU, 5769843]
[paragraph, [72.0, 373.0, 377.0, 18.0], hOOoW7WrwU, 5769843]
[paragraph, [72.0, 391.0, 377.0, 18.0], hOOoW7WrwU, 5769843]
[paragraph, [72.0, 409.0, 377.0, 18.0], hOOoW7WrwU, 5769843]
[paragraph, [72.0, 427.0, 377.0, 18.0], hOOoW7WrwU, 5769843]
[paragraph, [72.0, 445.0, 377.0, 18.0], hOOoW7WrwU, 5769843]
[paragraph, [72.0, 463.0, 377.0, 18.0], hOOoW7WrwU, 5769843]
[section-title, [179.0, 489.0, 174.0, 30.0], N3RqYh38BK, 5769843]
[paragraph, [79.0, 518.0, 369.0, 18.0], go_Tqinnus, 5769843]
[paragraph, [79.0, 536.0, 369.0, 18.0], go_Tqinnus, 5769843]
[paragraph, [79.0, 554.0, 369.0, 18.0], go_Tqinnus, 5769843]
[paragraph, [79.0, 572.0, 369.0, 18.0], go_Tqinnus, 5769843]
[paragraph, [79.0, 590.0, 369.0, 18.0], go_Tqinnus, 5769843]
[paragraph, [79.0, 608.0, 369.0, 18.0], go_Tqinnus, 5769843]
[paragraph, [79.0, 626.0, 369.0, 18.0], go_Tqinnus, 5769843]
[paragraph, [79.0, 644.0, 369.0, 18.0], go_Tqinnus, 5769843]
[paragraph, [79.0, 662.0, 369.0, 18.0], go_Tqinnus, 5769843]
[paragraph, [79.0, 680.0, 369.0, 18.0], go_Tqinnus, 5769843]
[paragraph, [79.0, 698.0, 369.0, 18.0], go_Tqinnus, 5769843]
[paragraph, [79.0, 716.0, 369.0, 18.0], go_Tqinnus, 5769843]
[paragraph, [79.0, 734.0, 369.0, 18.0], go_Tqinnus, 5769843]
[paragraph, [79.0, 752.0, 369.0, 18.0], go_Tqinnus, 5769843]
[paragraph, [79.0, 770.0, 369.0, 18.0], go_Tqinnus, 5769843]
[paragraph, [79.0, 788.0, 369.0, 18.0], go_Tqinnus, 5769843]
[paragraph, [79.0, 806.0, 369.0, 18.0], go_Tqinnus, 5769843]
[paragraph, [79.0, 824.0, 369.0, 18.0], go_Tqinnus, 5769843]
[paragraph, [455.0, 684.0, 377.0, 18.0], mJ6JbBM4UL, 5769843]
[paragraph, [455.0, 702.0, 377.0, 18.0], mJ6JbBM4UL, 5769843]
[paragraph, [455.0, 720.0, 377.0, 18.0], mJ6JbBM4UL, 5769843]
[paragraph, [455.0, 738.0, 377.0, 18.0], mJ6JbBM4UL, 5769843]
[paragraph, [455.0, 756.0, 377.0, 18.0], mJ6JbBM4UL, 5769843]
[paragraph, [455.0, 774.0, 377.0, 18.0], mJ6JbBM4UL, 5769843]
[paragraph, [455.0, 792.0, 377.0, 18.0], mJ6JbBM4UL, 5769843]
[paragraph, [455.0, 810.0, 377.0, 18.0], mJ6JbBM4UL, 5769843]
[paragraph, [455.0, 828.0, 377.0, 18.0], mJ6JbBM4UL, 5769843]
[paragraph, [455.0, 846.0, 377.0, 18.0], mJ6JbBM4UL, 5769843]
[paragraph, [455.0, 864.0, 377.0, 18.0], mJ6JbBM4UL, 5769843]
[paragraph, [455.0, 882.0, 377.0, 18.0], mJ6JbBM4UL, 5769843]
[paragraph, [455.0, 900.0, 377.0, 18.0], mJ6JbBM4UL, 5769843]
[paragraph, [455.0, 918.0, 377.0, 18.0], mJ6JbBM4UL, 5769843]
[paragraph, [455.0, 936.0, 377.0, 18.0], mJ6JbBM4UL, 5769843]
[paragraph, [455.0, 954.0, 377.0, 18.0], mJ6JbBM4UL, 5769843]
[paragraph, [455.0, 972.0, 377.0, 18.0], mJ6JbBM4UL, 5769843]
[paragraph, [455.0, 990.0, 377.0, 18.0], mJ6JbBM4UL, 5769843]
[paragraph, [455.0, 1008.0, 377.0, 18.0], mJ6JbBM4UL, 5769843]
[paragraph, [455.0, 1026.0, 377.0, 18.0], mJ6JbBM4UL, 5769843]
[paragraph, [455.0, 1044.0, 377.0, 18.0], mJ6JbBM4UL, 5769843]
[paragraph, [455.0, 1062.0, 377.0, 18.0], mJ6JbBM4UL, 5769843]
[paragraph, [455.0, 1080.0, 377.0, 18.0], mJ6JbBM4UL, 5769843]
[paragraph, [455.0, 1098.0, 377.0, 18.0], mJ6JbBM4UL, 5769843]
[paragraph, [455.0, 1116.0, 377.0, 18.0], mJ6JbBM4UL, 5769843]
[paragraph, [455.0, 1134.0, 377.0, 18.0], mJ6JbBM4UL, 5769843]
[paragraph, [455.0, 1152.0, 377.0, 18.0], mJ6JbBM4UL, 5769843]
[paragraph, [455.0, 1170.0, 377.0, 18.0], mJ6JbBM4UL, 5769843]
[paragraph, [455.0, 1188.0, 377.0, 18.0], mJ6JbBM4UL, 5769843]
[paragraph, [455.0, 1206.0, 377.0, 18.0], mJ6JbBM4UL, 5769843]
[paragraph, [455.0, 1224.0, 377.0, 18.0], mJ6JbBM4UL, 5769843]
[paragraph, [455.0, 1242.0, 377.0, 18.0], mJ6JbBM4UL, 5769843]
[paragraph, [70.0, 839.0, 385.0, 18.0], ZI78CIw941, 5769843]
[paragraph, [70.0, 857.0, 385.0, 18.0], ZI78CIw941, 5769843]
[paragraph, [70.0, 875.0, 385.0, 18.0], ZI78CIw941, 5769843]
[paragraph, [70.0, 893.0, 385.0, 18.0], ZI78CIw941, 5769843]
[paragraph, [70.0, 911.0, 385.0, 18.0], ZI78CIw941, 5769843]
[paragraph, [70.0, 929.0, 385.0, 18.0], ZI78CIw941, 5769843]
[paragraph, [70.0, 947.0, 385.0, 18.0], ZI78CIw941, 5769843]
[paragraph, [70.0, 965.0, 385.0, 18.0], ZI78CIw941, 5769843]
[paragraph, [70.0, 983.0, 385.0, 18.0], ZI78CIw941, 5769843]
[paragraph, [70.0, 1001.0, 385.0, 18.0], ZI78CIw941, 5769843]
[paragraph, [70.0, 1019.0, 385.0, 18.0], ZI78CIw941, 5769843]
[paragraph, [70.0, 1037.0, 385.0, 18.0], ZI78CIw941, 5769843]
[paragraph, [70.0, 1055.0, 385.0, 18.0], ZI78CIw941, 5769843]
[paragraph, [70.0, 1073.0, 385.0, 18.0], ZI78CIw941, 5769843]
[paragraph, [70.0, 1091.0, 385.0, 18.0], ZI78CIw941, 5769843]
[paragraph, [70.0, 1109.0, 385.0, 18.0], ZI78CIw941, 5769843]
[paragraph, [70.0, 1127.0, 385.0, 18.0], ZI78CIw941, 5769843]
[paragraph, [70.0, 1145.0, 385.0, 18.0], ZI78CIw941, 5769843]
[paragraph, [70.0, 1163.0, 385.0, 18.0], ZI78CIw941, 5769843]
[paragraph, [70.0, 1181.0, 385.0, 18.0], ZI78CIw941, 5769843]
[paragraph, [70.0, 1199.0, 385.0, 18.0], ZI78CIw941, 5769843]
[paragraph, [70.0, 1217.0, 385.0, 18.0], ZI78CIw941, 5769843]
[paragraph, [70.0, 1235.0, 385.0, 18.0], ZI78CIw941, 5769843]
[paragraph, [70.0, 1253.0, 385.0, 18.0], ZI78CIw941, 5769843]
[paragraph, [70.0, 1271.0, 385.0, 18.0], ZI78CIw941, 5769843]
[paragraph, [70.0, 1289.0, 385.0, 18.0], ZI78CIw941, 5769843]
[paragraph, [70.0, 1307.0, 385.0, 18.0], ZI78CIw941, 5769843]
