[2000, 1414]
[headline, [129.0, 266.0, 1201.0, 67.5], 5LIvqV0onp, 6491304]
[headline, [129.0, 333.5, 1201.0, 67.5], 5LIvqV0onp, 6491304]
[headline, [129.0, 401.0, 1201.0, 67.5], 5LIvqV0onp, 6491304]
[headline, [129.0, 468.5, 1201.0, 67.5], 5LIvqV0onp, 6491304]
[author, [623.0, 839.0, 173.0, 36.0], baIVxURe0b, 6491304]
[paragraph, [13.0, 974.0, 689.0, 36.0], shoonya_0sJHJVWD41L8SE, 6491304]
[paragraph, [13.0, 1010.0, 689.0, 36.0], shoonya_0sJHJVWD41L8SE, 6491304]
[paragraph, [13.0, 1046.0, 689.0, 36.0], shoonya_0sJHJVWD41L8SE, 6491304]
[paragraph, [13.0, 1082.0, 689.0, 36.0], shoonya_0sJHJVWD41L8SE, 6491304]
[paragraph, [13.0, 1118.0, 689.0, 36.0], shoonya_0sJHJVWD41L8SE, 6491304]
[paragraph, [13.0, 1154.0, 689.0, 36.0], shoonya_0sJHJVWD41L8SE, 6491304]
[paragraph, [13.0, 1190.0, 689.0, 36.0], shoonya_0sJHJVWD41L8SE, 6491304]
[paragraph, [13.0, 1226.0, 689.0, 36.0], shoonya_0sJHJVWD41L8SE, 6491304]
[paragraph, [13.0, 1262.0, 689.0, 36.0], shoonya_0sJHJVWD41L8SE, 6491304]
[paragraph, [13.0, 1298.0, 689.0, 36.0], shoonya_0sJHJVWD41L8SE, 6491304]
[paragraph, [13.0, 1334.0, 689.0, 36.0], shoonya_0sJHJVWD41L8SE, 6491304]
[paragraph, [13.0, 1370.0, 689.0, 36.0], shoonya_0sJHJVWD41L8SE, 6491304]
[paragraph, [13.0, 1406.0, 689.0, 36.0], shoonya_0sJHJVWD41L8SE, 6491304]
[paragraph, [13.0, 1442.0, 689.0, 36.0], shoonya_0sJHJVWD41L8SE, 6491304]
[paragraph, [13.0, 1478.0, 689.0, 36.0], shoonya_0sJHJVWD41L8SE, 6491304]
[paragraph, [13.0, 1514.0, 689.0, 36.0], shoonya_0sJHJVWD41L8SE, 6491304]
[paragraph, [712.0, 977.0, 673.0, 36.0], 6tQJj3S_FK, 6491304]
[paragraph, [712.0, 1013.0, 673.0, 36.0], 6tQJj3S_FK, 6491304]
[paragraph, [712.0, 1049.0, 673.0, 36.0], 6tQJj3S_FK, 6491304]
[paragraph, [712.0, 1085.0, 673.0, 36.0], 6tQJj3S_FK, 6491304]
[paragraph, [712.0, 1121.0, 673.0, 36.0], 6tQJj3S_FK, 6491304]
[paragraph, [712.0, 1157.0, 673.0, 36.0], 6tQJj3S_FK, 6491304]
[paragraph, [712.0, 1193.0, 673.0, 36.0], 6tQJj3S_FK, 6491304]
[paragraph, [712.0, 1229.0, 673.0, 36.0], 6tQJj3S_FK, 6491304]
