[690, 512]
[folio, [194.0, 35.0, 111.0, 18.0], cnnf1V7d1r, 6491179]
[chapter-title, [28.0, 56.0, 100.0, 30.0], shoonya_5sGWPITT9MOR1G, 6491179]
[section-title, [110.0, 69.0, 277.0, 30.0], shoonya_3s2A0VJ3VDSLHS, 6491179]
[section-title, [110.0, 99.0, 277.0, 30.0], shoonya_3s2A0VJ3VDSLHS, 6491179]
[author, [351.0, 128.0, 106.0, 18.0], shoonya_4s5T8RI7AKIXGO, 6491179]
[paragraph, [25.0, 160.0, 222.0, 18.0], shoonya_0sKWYGH8LGISBX, 6491179]
[paragraph, [25.0, 178.0, 222.0, 18.0], shoonya_0sKWYGH8LGISBX, 6491179]
[paragraph, [25.0, 196.0, 222.0, 18.0], shoonya_0sKWYGH8LGISBX, 6491179]
[paragraph, [25.0, 214.0, 222.0, 18.0], shoonya_0sKWYGH8LGISBX, 6491179]
[paragraph, [25.0, 232.0, 222.0, 18.0], shoonya_0sKWYGH8LGISBX, 6491179]
[paragraph, [25.0, 250.0, 222.0, 18.0], shoonya_0sKWYGH8LGISBX, 6491179]
[paragraph, [25.0, 268.0, 222.0, 18.0], shoonya_0sKWYGH8LGISBX, 6491179]
[paragraph, [25.0, 286.0, 222.0, 18.0], shoonya_0sKWYGH8LGISBX, 6491179]
[paragraph, [25.0, 304.0, 222.0, 18.0], shoonya_0sKWYGH8LGISBX, 6491179]
[paragraph, [25.0, 322.0, 222.0, 18.0], shoonya_0sKWYGH8LGISBX, 6491179]
[paragraph, [25.0, 340.0, 222.0, 18.0], shoonya_0sKWYGH8LGISBX, 6491179]
[paragraph, [25.0, 358.0, 222.0, 18.0], shoonya_0sKWYGH8LGISBX, 6491179]
[paragraph, [25.0, 376.0, 222.0, 18.0], shoonya_0sKWYGH8LGISBX, 6491179]
[paragraph, [25.0, 394.0, 222.0, 18.0], shoonya_0sKWYGH8LGISBX, 6491179]
[paragraph, [251.0, 164.0, 237.0, 18.0], shoonya_2sR1XVMU7TGK3Q, 6491179]
[paragraph, [251.0, 182.0, 237.0, 18.0], shoonya_2sR1XVMU7TGK3Q, 6491179]
[paragraph, [251.0, 200.0, 237.0, 18.0], shoonya_2sR1XVMU7TGK3Q, 6491179]
[paragraph, [251.0, 218.0, 237.0, 18.0], shoonya_2sR1XVMU7TGK3Q, 6491179]
[paragraph, [251.0, 236.0, 237.0, 18.0], shoonya_2sR1XVMU7TGK3Q, 6491179]
[paragraph, [251.0, 254.0, 237.0, 18.0], shoonya_2sR1XVMU7TGK3Q, 6491179]
[paragraph, [251.0, 272.0, 237.0, 18.0], shoonya_2sR1XVMU7TGK3Q, 6491179]
[paragraph, [251.0, 290.0, 237.0, 18.0], shoonya_2sR1XVMU7TGK3Q, 6491179]
[paragraph, [251.0, 308.0, 237.0, 18.0], shoonya_2sR1XVMU7TGK3Q, 6491179]
[paragraph, [251.0, 326.0, 237.0, 18.0], shoonya_2sR1XVMU7TGK3Q, 6491179]
[paragraph, [251.0, 344.0, 237.0, 18.0], shoonya_2sR1XVMU7TGK3Q, 6491179]
[paragraph, [251.0, 362.0, 237.0, 18.0], shoonya_2sR1XVMU7TGK3Q, 6491179]
[paragraph, [251.0, 380.0, 237.0, 18.0], shoonya_2sR1XVMU7TGK3Q, 6491179]
[paragraph, [251.0, 398.0, 237.0, 18.0], shoonya_2sR1XVMU7TGK3Q, 6491179]
[paragraph, [251.0, 416.0, 237.0, 18.0], shoonya_2sR1XVMU7TGK3Q, 6491179]
[paragraph, [251.0, 434.0, 237.0, 18.0], shoonya_2sR1XVMU7TGK3Q, 6491179]
[paragraph, [251.0, 452.0, 237.0, 18.0], shoonya_2sR1XVMU7TGK3Q, 6491179]
[paragraph, [251.0, 470.0, 237.0, 18.0], shoonya_2sR1XVMU7TGK3Q, 6491179]
[paragraph, [251.0, 488.0, 237.0, 18.0], shoonya_2sR1XVMU7TGK3Q, 6491179]
[paragraph, [251.0, 506.0, 237.0, 18.0], shoonya_2sR1XVMU7TGK3Q, 6491179]
[paragraph, [251.0, 524.0, 237.0, 18.0], shoonya_2sR1XVMU7TGK3Q, 6491179]
[paragraph, [251.0, 542.0, 237.0, 18.0], shoonya_2sR1XVMU7TGK3Q, 6491179]
[paragraph, [24.0, 430.0, 221.0, 18.0], shoonya_1sLCYXDSHVTZKH, 6491179]
[paragraph, [24.0, 448.0, 221.0, 18.0], shoonya_1sLCYXDSHVTZKH, 6491179]
[paragraph, [24.0, 466.0, 221.0, 18.0], shoonya_1sLCYXDSHVTZKH, 6491179]
[paragraph, [24.0, 484.0, 221.0, 18.0], shoonya_1sLCYXDSHVTZKH, 6491179]
[paragraph, [24.0, 502.0, 221.0, 18.0], shoonya_1sLCYXDSHVTZKH, 6491179]
[paragraph, [24.0, 520.0, 221.0, 18.0], shoonya_1sLCYXDSHVTZKH, 6491179]
[paragraph, [24.0, 538.0, 221.0, 18.0], shoonya_1sLCYXDSHVTZKH, 6491179]
[paragraph, [24.0, 556.0, 221.0, 18.0], shoonya_1sLCYXDSHVTZKH, 6491179]
[paragraph, [24.0, 574.0, 221.0, 18.0], shoonya_1sLCYXDSHVTZKH, 6491179]
[paragraph, [24.0, 592.0, 221.0, 18.0], shoonya_1sLCYXDSHVTZKH, 6491179]
[paragraph, [24.0, 610.0, 221.0, 18.0], shoonya_1sLCYXDSHVTZKH, 6491179]
[paragraph, [247.0, 579.0, 221.0, 18.0], flMLV_P48n, 6491179]
[paragraph, [247.0, 597.0, 221.0, 18.0], flMLV_P48n, 6491179]
[paragraph, [247.0, 615.0, 221.0, 18.0], flMLV_P48n, 6491179]
