[2481, 1654]
[folio, [349.0, 101.0, 119.0, 36.0], cL-8hpSilc, 5720909]
[paragraph, [204.0, 213.0, 1304.0, 36.0], 6NALRHAWfs, 5720909]
[paragraph, [204.0, 249.0, 1304.0, 36.0], 6NALRHAWfs, 5720909]
[paragraph, [204.0, 285.0, 1304.0, 36.0], 6NALRHAWfs, 5720909]
[paragraph, [204.0, 321.0, 1304.0, 36.0], 6NALRHAWfs, 5720909]
[paragraph, [204.0, 357.0, 1304.0, 36.0], 6NALRHAWfs, 5720909]
[paragraph, [264.0, 430.0, 1019.0, 36.0], 18zWl0wUiI, 5720909]
[paragraph, [260.0, 477.0, 1215.0, 36.0], PzenrFQpeH, 5720909]
[paragraph, [217.0, 533.0, 1279.0, 36.0], u0t5Lt_qSw, 5720909]
[paragraph, [217.0, 569.0, 1279.0, 36.0], u0t5Lt_qSw, 5720909]
[paragraph, [217.0, 605.0, 1279.0, 36.0], u0t5Lt_qSw, 5720909]
[paragraph, [217.0, 641.0, 1279.0, 36.0], u0t5Lt_qSw, 5720909]
[paragraph, [206.0, 689.0, 1294.0, 36.0], Z9cLETzexc, 5720909]
[paragraph, [206.0, 725.0, 1294.0, 36.0], Z9cLETzexc, 5720909]
[paragraph, [206.0, 761.0, 1294.0, 36.0], Z9cLETzexc, 5720909]
[paragraph, [206.0, 797.0, 1294.0, 36.0], Z9cLETzexc, 5720909]
[paragraph, [206.0, 833.0, 1294.0, 36.0], Z9cLETzexc, 5720909]
[paragraph, [206.0, 869.0, 1294.0, 36.0], Z9cLETzexc, 5720909]
[paragraph, [206.0, 905.0, 1294.0, 36.0], Z9cLETzexc, 5720909]
[paragraph, [206.0, 941.0, 1294.0, 36.0], Z9cLETzexc, 5720909]
[paragraph, [206.0, 977.0, 1294.0, 36.0], Z9cLETzexc, 5720909]
[paragraph, [206.0, 1013.0, 1294.0, 36.0], Z9cLETzexc, 5720909]
[paragraph, [206.0, 1049.0, 1294.0, 36.0], Z9cLETzexc, 5720909]
[paragraph, [206.0, 1085.0, 1294.0, 36.0], Z9cLETzexc, 5720909]
[paragraph, [206.0, 1121.0, 1294.0, 36.0], Z9cLETzexc, 5720909]
[paragraph, [206.0, 1157.0, 1294.0, 36.0], Z9cLETzexc, 5720909]
[paragraph, [206.0, 1193.0, 1294.0, 36.0], Z9cLETzexc, 5720909]
[paragraph, [206.0, 1229.0, 1294.0, 36.0], Z9cLETzexc, 5720909]
[paragraph, [206.0, 1265.0, 1294.0, 36.0], Z9cLETzexc, 5720909]
[paragraph, [206.0, 1301.0, 1294.0, 36.0], Z9cLETzexc, 5720909]
[paragraph, [204.0, 1367.0, 1300.0, 36.0], i0oVN4Ose5, 5720909]
[paragraph, [204.0, 1403.0, 1300.0, 36.0], i0oVN4Ose5, 5720909]
[paragraph, [268.0, 1473.0, 558.0, 36.0], OnZI3sYNyc, 5720909]
[paragraph, [270.0, 1522.0, 1070.0, 36.0], f09iJI5OJE, 5720909]
[paragraph, [274.0, 1574.0, 229.0, 36.0], BpeIC1ltsA, 5720909]
[paragraph, [277.0, 1626.0, 527.0, 36.0], OpnqlJODAq, 5720909]
[paragraph, [277.0, 1680.0, 1221.0, 36.0], T78OaFBSli, 5720909]
[paragraph, [277.0, 1716.0, 1221.0, 36.0], T78OaFBSli, 5720909]
[paragraph, [221.0, 1783.0, 1277.0, 36.0], JbIMISmOAs, 5720909]
[paragraph, [221.0, 1819.0, 1277.0, 36.0], JbIMISmOAs, 5720909]
[paragraph, [221.0, 1855.0, 1277.0, 36.0], JbIMISmOAs, 5720909]
[paragraph, [221.0, 1891.0, 1277.0, 36.0], JbIMISmOAs, 5720909]
[paragraph, [221.0, 1927.0, 1277.0, 36.0], JbIMISmOAs, 5720909]
[paragraph, [275.0, 1989.0, 1099.0, 36.0], LtahY3thM4, 5720909]
[paragraph, [273.0, 2044.0, 1138.0, 36.0], EPaq1B2Cr8, 5720909]
[paragraph, [270.0, 2100.0, 417.0, 36.0], dK8BnG1R1t, 5720909]
[paragraph, [273.0, 2146.0, 1043.0, 36.0], N0vG7rzjbx, 5720909]
