[2339, 1653]
[folio, [206.0, 365.0, 146.0, 36.0], RT9oEnlk-T, 5736196]
[paragraph, [203.0, 419.0, 614.0, 36.0], shoonya_1sNJV49P3MOY4Y, 5736196]
[paragraph, [203.0, 455.0, 614.0, 36.0], shoonya_1sNJV49P3MOY4Y, 5736196]
[paragraph, [203.0, 491.0, 614.0, 36.0], shoonya_1sNJV49P3MOY4Y, 5736196]
[paragraph, [203.0, 527.0, 614.0, 36.0], shoonya_1sNJV49P3MOY4Y, 5736196]
[paragraph, [203.0, 563.0, 614.0, 36.0], shoonya_1sNJV49P3MOY4Y, 5736196]
[paragraph, [203.0, 599.0, 614.0, 36.0], shoonya_1sNJV49P3MOY4Y, 5736196]
[paragraph, [203.0, 635.0, 614.0, 36.0], shoonya_1sNJV49P3MOY4Y, 5736196]
[paragraph, [203.0, 671.0, 614.0, 36.0], shoonya_1sNJV49P3MOY4Y, 5736196]
[paragraph, [203.0, 707.0, 614.0, 36.0], shoonya_1sNJV49P3MOY4Y, 5736196]
[paragraph, [203.0, 743.0, 614.0, 36.0], shoonya_1sNJV49P3MOY4Y, 5736196]
[paragraph, [835.0, 420.0, 608.0, 36.0], shoonya_10sUGOLGVC58IG, 5736196]
[paragraph, [835.0, 456.0, 608.0, 36.0], shoonya_10sUGOLGVC58IG, 5736196]
[sidebar, [1457.0, 424.0, 153.0, 36.0], shoonya_9sY1V6VA6F6KLK, 5736196]
[paragraph, [838.0, 518.0, 611.0, 36.0], shoonya_3s85OWRCC5QJZ8, 5736196]
[paragraph, [838.0, 554.0, 611.0, 36.0], shoonya_3s85OWRCC5QJZ8, 5736196]
[paragraph, [838.0, 590.0, 611.0, 36.0], shoonya_3s85OWRCC5QJZ8, 5736196]
[paragraph, [838.0, 626.0, 611.0, 36.0], shoonya_3s85OWRCC5QJZ8, 5736196]
[paragraph, [838.0, 662.0, 611.0, 36.0], shoonya_3s85OWRCC5QJZ8, 5736196]
[paragraph, [838.0, 698.0, 611.0, 36.0], shoonya_3s85OWRCC5QJZ8, 5736196]
[paragraph, [838.0, 734.0, 611.0, 36.0], shoonya_3s85OWRCC5QJZ8, 5736196]
[paragraph, [203.0, 798.0, 615.0, 36.0], shoonya_4sERBSM4LH87DX, 5736196]
[paragraph, [203.0, 834.0, 615.0, 36.0], shoonya_4sERBSM4LH87DX, 5736196]
[paragraph, [203.0, 870.0, 615.0, 36.0], shoonya_4sERBSM4LH87DX, 5736196]
[paragraph, [203.0, 906.0, 615.0, 36.0], shoonya_4sERBSM4LH87DX, 5736196]
[paragraph, [203.0, 942.0, 615.0, 36.0], shoonya_4sERBSM4LH87DX, 5736196]
[paragraph, [203.0, 978.0, 615.0, 36.0], shoonya_4sERBSM4LH87DX, 5736196]
[paragraph, [203.0, 1014.0, 615.0, 36.0], shoonya_4sERBSM4LH87DX, 5736196]
[paragraph, [203.0, 1050.0, 615.0, 36.0], shoonya_4sERBSM4LH87DX, 5736196]
[paragraph, [203.0, 1086.0, 615.0, 36.0], shoonya_4sERBSM4LH87DX, 5736196]
[paragraph, [203.0, 1122.0, 615.0, 36.0], shoonya_4sERBSM4LH87DX, 5736196]
[paragraph, [203.0, 1158.0, 615.0, 36.0], shoonya_4sERBSM4LH87DX, 5736196]
[paragraph, [836.0, 802.0, 612.0, 36.0], shoonya_2sI0NILLKRTBP7, 5736196]
[paragraph, [836.0, 838.0, 612.0, 36.0], shoonya_2sI0NILLKRTBP7, 5736196]
[paragraph, [836.0, 874.0, 612.0, 36.0], shoonya_2sI0NILLKRTBP7, 5736196]
[paragraph, [836.0, 910.0, 612.0, 36.0], shoonya_2sI0NILLKRTBP7, 5736196]
[paragraph, [836.0, 946.0, 612.0, 36.0], shoonya_2sI0NILLKRTBP7, 5736196]
[paragraph, [836.0, 982.0, 612.0, 36.0], shoonya_2sI0NILLKRTBP7, 5736196]
[paragraph, [836.0, 1018.0, 612.0, 36.0], shoonya_2sI0NILLKRTBP7, 5736196]
[paragraph, [836.0, 1054.0, 612.0, 36.0], shoonya_2sI0NILLKRTBP7, 5736196]
[paragraph, [836.0, 1090.0, 612.0, 36.0], shoonya_2sI0NILLKRTBP7, 5736196]
[paragraph, [836.0, 1126.0, 612.0, 36.0], shoonya_2sI0NILLKRTBP7, 5736196]
[paragraph, [836.0, 1162.0, 612.0, 36.0], shoonya_2sI0NILLKRTBP7, 5736196]
[paragraph, [836.0, 1198.0, 612.0, 36.0], shoonya_2sI0NILLKRTBP7, 5736196]
[paragraph, [836.0, 1234.0, 612.0, 36.0], shoonya_2sI0NILLKRTBP7, 5736196]
[paragraph, [836.0, 1270.0, 612.0, 36.0], shoonya_2sI0NILLKRTBP7, 5736196]
[paragraph, [204.0, 1219.0, 611.0, 36.0], shoonya_6sAEDDJKRWRZEN, 5736196]
[paragraph, [204.0, 1255.0, 611.0, 36.0], shoonya_6sAEDDJKRWRZEN, 5736196]
[paragraph, [204.0, 1291.0, 611.0, 36.0], shoonya_6sAEDDJKRWRZEN, 5736196]
[paragraph, [204.0, 1327.0, 611.0, 36.0], shoonya_6sAEDDJKRWRZEN, 5736196]
[paragraph, [204.0, 1363.0, 611.0, 36.0], shoonya_6sAEDDJKRWRZEN, 5736196]
[paragraph, [204.0, 1399.0, 611.0, 36.0], shoonya_6sAEDDJKRWRZEN, 5736196]
[paragraph, [836.0, 1315.0, 613.0, 36.0], shoonya_0s17DDPWMXYQBE, 5736196]
[paragraph, [836.0, 1351.0, 613.0, 36.0], shoonya_0s17DDPWMXYQBE, 5736196]
[paragraph, [836.0, 1387.0, 613.0, 36.0], shoonya_0s17DDPWMXYQBE, 5736196]
[paragraph, [836.0, 1423.0, 613.0, 36.0], shoonya_0s17DDPWMXYQBE, 5736196]
[paragraph, [836.0, 1459.0, 613.0, 36.0], shoonya_0s17DDPWMXYQBE, 5736196]
[paragraph, [836.0, 1495.0, 613.0, 36.0], shoonya_0s17DDPWMXYQBE, 5736196]
[paragraph, [836.0, 1531.0, 613.0, 36.0], shoonya_0s17DDPWMXYQBE, 5736196]
[paragraph, [836.0, 1567.0, 613.0, 36.0], shoonya_0s17DDPWMXYQBE, 5736196]
[paragraph, [836.0, 1603.0, 613.0, 36.0], shoonya_0s17DDPWMXYQBE, 5736196]
[paragraph, [836.0, 1639.0, 613.0, 36.0], shoonya_0s17DDPWMXYQBE, 5736196]
[paragraph, [836.0, 1675.0, 613.0, 36.0], shoonya_0s17DDPWMXYQBE, 5736196]
[paragraph, [836.0, 1711.0, 613.0, 36.0], shoonya_0s17DDPWMXYQBE, 5736196]
[paragraph, [836.0, 1747.0, 613.0, 36.0], shoonya_0s17DDPWMXYQBE, 5736196]
[paragraph, [836.0, 1783.0, 613.0, 36.0], shoonya_0s17DDPWMXYQBE, 5736196]
[paragraph, [836.0, 1819.0, 613.0, 36.0], shoonya_0s17DDPWMXYQBE, 5736196]
[paragraph, [202.0, 1455.0, 612.0, 36.0], shoonya_7sYFD0S9QG2RKD, 5736196]
[paragraph, [202.0, 1491.0, 612.0, 36.0], shoonya_7sYFD0S9QG2RKD, 5736196]
[paragraph, [202.0, 1527.0, 612.0, 36.0], shoonya_7sYFD0S9QG2RKD, 5736196]
[paragraph, [201.0, 1601.0, 617.0, 36.0], shoonya_12sYLJIAVXOCGN, 5736196]
[paragraph, [201.0, 1637.0, 617.0, 36.0], shoonya_12sYLJIAVXOCGN, 5736196]
[paragraph, [201.0, 1673.0, 617.0, 36.0], shoonya_12sYLJIAVXOCGN, 5736196]
[paragraph, [201.0, 1709.0, 617.0, 36.0], shoonya_12sYLJIAVXOCGN, 5736196]
[paragraph, [201.0, 1745.0, 617.0, 36.0], shoonya_12sYLJIAVXOCGN, 5736196]
[paragraph, [201.0, 1781.0, 617.0, 36.0], shoonya_12sYLJIAVXOCGN, 5736196]
[paragraph, [201.0, 1817.0, 617.0, 36.0], shoonya_12sYLJIAVXOCGN, 5736196]
[paragraph, [201.0, 1853.0, 617.0, 36.0], shoonya_12sYLJIAVXOCGN, 5736196]
[paragraph, [201.0, 1889.0, 617.0, 36.0], shoonya_12sYLJIAVXOCGN, 5736196]
[paragraph, [201.0, 1925.0, 617.0, 36.0], shoonya_12sYLJIAVXOCGN, 5736196]
[paragraph, [201.0, 1961.0, 617.0, 36.0], shoonya_12sYLJIAVXOCGN, 5736196]
[paragraph, [201.0, 1997.0, 617.0, 36.0], shoonya_12sYLJIAVXOCGN, 5736196]
[paragraph, [832.0, 1875.0, 615.0, 36.0], shoonya_5sGCN8YTUDT4IG, 5736196]
[paragraph, [832.0, 1911.0, 615.0, 36.0], shoonya_5sGCN8YTUDT4IG, 5736196]
[paragraph, [832.0, 1947.0, 615.0, 36.0], shoonya_5sGCN8YTUDT4IG, 5736196]
[paragraph, [832.0, 1983.0, 615.0, 36.0], shoonya_5sGCN8YTUDT4IG, 5736196]
[paragraph, [832.0, 2019.0, 615.0, 36.0], shoonya_5sGCN8YTUDT4IG, 5736196]
[folio, [204.0, 2079.0, 244.0, 36.0], shoonya_11sG4JXFW109V6, 5736196]
