[1725, 1313]
[paragraph, [145.0, 138.0, 474.0, 36.0], Fefs9honsf, 5771502]
[paragraph, [145.0, 174.0, 474.0, 36.0], Fefs9honsf, 5771502]
[paragraph, [145.0, 210.0, 474.0, 36.0], Fefs9honsf, 5771502]
[paragraph, [145.0, 246.0, 474.0, 36.0], Fefs9honsf, 5771502]
[paragraph, [145.0, 282.0, 474.0, 36.0], Fefs9honsf, 5771502]
[paragraph, [145.0, 318.0, 474.0, 36.0], Fefs9honsf, 5771502]
[paragraph, [145.0, 354.0, 474.0, 36.0], Fefs9honsf, 5771502]
[paragraph, [145.0, 390.0, 474.0, 36.0], Fefs9honsf, 5771502]
[paragraph, [654.0, 140.0, 285.0, 36.0], shoonya_7sAQWT7ZGUXF07, 5771502]
[paragraph, [654.0, 176.0, 285.0, 36.0], shoonya_7sAQWT7ZGUXF07, 5771502]
[paragraph, [654.0, 212.0, 285.0, 36.0], shoonya_7sAQWT7ZGUXF07, 5771502]
[paragraph, [654.0, 248.0, 285.0, 36.0], shoonya_7sAQWT7ZGUXF07, 5771502]
[paragraph, [654.0, 284.0, 285.0, 36.0], shoonya_7sAQWT7ZGUXF07, 5771502]
[paragraph, [654.0, 320.0, 285.0, 36.0], shoonya_7sAQWT7ZGUXF07, 5771502]
[paragraph, [656.0, 388.0, 520.0, 36.0], 4baRqHTWwa, 5771502]
[paragraph, [656.0, 451.0, 521.0, 36.0], Sp4dIdEIy2, 5771502]
[paragraph, [128.0, 456.0, 518.0, 36.0], pa6fISfBo-, 5771502]
[paragraph, [128.0, 492.0, 518.0, 36.0], pa6fISfBo-, 5771502]
[paragraph, [684.0, 512.0, 352.0, 36.0], MF2PmjnDpP, 5771502]
[paragraph, [684.0, 548.0, 352.0, 36.0], MF2PmjnDpP, 5771502]
[paragraph, [684.0, 584.0, 352.0, 36.0], MF2PmjnDpP, 5771502]
[paragraph, [684.0, 620.0, 352.0, 36.0], MF2PmjnDpP, 5771502]
[paragraph, [684.0, 656.0, 352.0, 36.0], MF2PmjnDpP, 5771502]
[paragraph, [684.0, 692.0, 352.0, 36.0], MF2PmjnDpP, 5771502]
[paragraph, [443.0, 570.0, 182.0, 36.0], ikbp2UU95L, 5771502]
[paragraph, [443.0, 606.0, 182.0, 36.0], ikbp2UU95L, 5771502]
[paragraph, [443.0, 642.0, 182.0, 36.0], ikbp2UU95L, 5771502]
[paragraph, [443.0, 678.0, 182.0, 36.0], ikbp2UU95L, 5771502]
[paragraph, [443.0, 714.0, 182.0, 36.0], ikbp2UU95L, 5771502]
[paragraph, [443.0, 750.0, 182.0, 36.0], ikbp2UU95L, 5771502]
[paragraph, [443.0, 786.0, 182.0, 36.0], ikbp2UU95L, 5771502]
[paragraph, [443.0, 822.0, 182.0, 36.0], ikbp2UU95L, 5771502]
[paragraph, [443.0, 858.0, 182.0, 36.0], ikbp2UU95L, 5771502]
[paragraph, [443.0, 894.0, 182.0, 36.0], ikbp2UU95L, 5771502]
[paragraph, [443.0, 930.0, 182.0, 36.0], ikbp2UU95L, 5771502]
[paragraph, [681.0, 775.0, 494.0, 36.0], T0x6MP42Qh, 5771502]
[paragraph, [681.0, 811.0, 494.0, 36.0], T0x6MP42Qh, 5771502]
[paragraph, [681.0, 865.0, 256.0, 36.0], Gm3CDtJGWc, 5771502]
[paragraph, [681.0, 901.0, 256.0, 36.0], Gm3CDtJGWc, 5771502]
[paragraph, [681.0, 937.0, 256.0, 36.0], Gm3CDtJGWc, 5771502]
[paragraph, [681.0, 973.0, 256.0, 36.0], Gm3CDtJGWc, 5771502]
[paragraph, [681.0, 1009.0, 256.0, 36.0], Gm3CDtJGWc, 5771502]
[paragraph, [681.0, 1045.0, 256.0, 36.0], Gm3CDtJGWc, 5771502]
[paragraph, [681.0, 1081.0, 256.0, 36.0], Gm3CDtJGWc, 5771502]
[paragraph, [159.0, 1019.0, 333.0, 36.0], Ea7Nl7qsmk, 5771502]
[paragraph, [159.0, 1055.0, 333.0, 36.0], Ea7Nl7qsmk, 5771502]
[paragraph, [159.0, 1091.0, 333.0, 36.0], Ea7Nl7qsmk, 5771502]
[paragraph, [159.0, 1127.0, 333.0, 36.0], Ea7Nl7qsmk, 5771502]
[paragraph, [159.0, 1163.0, 333.0, 36.0], Ea7Nl7qsmk, 5771502]
[paragraph, [159.0, 1199.0, 333.0, 36.0], Ea7Nl7qsmk, 5771502]
[paragraph, [159.0, 1235.0, 333.0, 36.0], Ea7Nl7qsmk, 5771502]
[paragraph, [159.0, 1271.0, 333.0, 36.0], Ea7Nl7qsmk, 5771502]
[paragraph, [159.0, 1307.0, 333.0, 36.0], Ea7Nl7qsmk, 5771502]
[paragraph, [159.0, 1343.0, 333.0, 36.0], Ea7Nl7qsmk, 5771502]
[paragraph, [654.0, 1150.0, 524.0, 36.0], shoonya_3s8PKVNGW0ZZ8U, 5771502]
[paragraph, [648.0, 1220.0, 528.0, 36.0], shoonya_1sI8593UHZL4K8, 5771502]
[paragraph, [648.0, 1256.0, 528.0, 36.0], shoonya_1sI8593UHZL4K8, 5771502]
[paragraph, [648.0, 1292.0, 528.0, 36.0], shoonya_1sI8593UHZL4K8, 5771502]
[paragraph, [652.0, 1348.0, 527.0, 36.0], shoonya_0s4JSW7U7DLKKS, 5771502]
[paragraph, [652.0, 1384.0, 527.0, 36.0], shoonya_0s4JSW7U7DLKKS, 5771502]
[paragraph, [652.0, 1420.0, 527.0, 36.0], shoonya_0s4JSW7U7DLKKS, 5771502]
[paragraph, [652.0, 1456.0, 527.0, 36.0], shoonya_0s4JSW7U7DLKKS, 5771502]
[paragraph, [652.0, 1492.0, 527.0, 36.0], shoonya_0s4JSW7U7DLKKS, 5771502]
[paragraph, [150.0, 1452.0, 242.0, 36.0], Okuk6DqC-2, 5771502]
[paragraph, [150.0, 1488.0, 242.0, 36.0], Okuk6DqC-2, 5771502]
[paragraph, [150.0, 1524.0, 242.0, 36.0], Okuk6DqC-2, 5771502]
[folio, [571.0, 1578.0, 159.0, 36.0], yjwMLwGlA2, 5771502]
[folio, [72.0, 1672.0, 303.0, 36.0], Xm6i5a8tlb, 5771502]
