[2200, 1700]
[paragraph, [312.0, 79.0, 1090.0, 36.0], shoonya_0sABP15DCSZA0V, 5731661]
[paragraph, [312.0, 115.0, 1090.0, 36.0], shoonya_0sABP15DCSZA0V, 5731661]
[paragraph, [312.0, 151.0, 1090.0, 36.0], shoonya_0sABP15DCSZA0V, 5731661]
[paragraph, [312.0, 187.0, 1090.0, 36.0], shoonya_0sABP15DCSZA0V, 5731661]
[paragraph, [312.0, 223.0, 1090.0, 36.0], shoonya_0sABP15DCSZA0V, 5731661]
[paragraph, [312.0, 259.0, 1090.0, 36.0], shoonya_0sABP15DCSZA0V, 5731661]
[paragraph, [312.0, 295.0, 1090.0, 36.0], shoonya_0sABP15DCSZA0V, 5731661]
[paragraph, [312.0, 331.0, 1090.0, 36.0], shoonya_0sABP15DCSZA0V, 5731661]
[paragraph, [312.0, 367.0, 1090.0, 36.0], shoonya_0sABP15DCSZA0V, 5731661]
[paragraph, [312.0, 403.0, 1090.0, 36.0], shoonya_0sABP15DCSZA0V, 5731661]
[paragraph, [312.0, 439.0, 1090.0, 36.0], shoonya_0sABP15DCSZA0V, 5731661]
[paragraph, [312.0, 475.0, 1090.0, 36.0], shoonya_0sABP15DCSZA0V, 5731661]
[paragraph, [312.0, 511.0, 1090.0, 36.0], shoonya_0sABP15DCSZA0V, 5731661]
[paragraph, [312.0, 547.0, 1090.0, 36.0], shoonya_0sABP15DCSZA0V, 5731661]
[paragraph, [311.0, 597.0, 1082.0, 36.0], shoonya_4sSZLELV9EVS3X, 5731661]
[paragraph, [311.0, 633.0, 1082.0, 36.0], shoonya_4sSZLELV9EVS3X, 5731661]
[paragraph, [311.0, 669.0, 1082.0, 36.0], shoonya_4sSZLELV9EVS3X, 5731661]
[paragraph, [311.0, 705.0, 1082.0, 36.0], shoonya_4sSZLELV9EVS3X, 5731661]
[paragraph, [310.0, 769.0, 1091.0, 36.0], shoonya_3sROTXR41SXQ7G, 5731661]
[paragraph, [310.0, 805.0, 1091.0, 36.0], shoonya_3sROTXR41SXQ7G, 5731661]
[paragraph, [310.0, 841.0, 1091.0, 36.0], shoonya_3sROTXR41SXQ7G, 5731661]
[paragraph, [310.0, 877.0, 1091.0, 36.0], shoonya_3sROTXR41SXQ7G, 5731661]
[paragraph, [310.0, 913.0, 1091.0, 36.0], shoonya_3sROTXR41SXQ7G, 5731661]
[paragraph, [310.0, 949.0, 1091.0, 36.0], shoonya_3sROTXR41SXQ7G, 5731661]
[paragraph, [310.0, 985.0, 1091.0, 36.0], shoonya_3sROTXR41SXQ7G, 5731661]
[paragraph, [310.0, 1021.0, 1091.0, 36.0], shoonya_3sROTXR41SXQ7G, 5731661]
[paragraph, [310.0, 1057.0, 1091.0, 36.0], shoonya_3sROTXR41SXQ7G, 5731661]
[paragraph, [310.0, 1093.0, 1091.0, 36.0], shoonya_3sROTXR41SXQ7G, 5731661]
[paragraph, [306.0, 1168.0, 1088.0, 36.0], shoonya_2sV9ZPQJURUG12, 5731661]
[paragraph, [306.0, 1204.0, 1088.0, 36.0], shoonya_2sV9ZPQJURUG12, 5731661]
[paragraph, [306.0, 1240.0, 1088.0, 36.0], shoonya_2sV9ZPQJURUG12, 5731661]
[paragraph, [306.0, 1276.0, 1088.0, 36.0], shoonya_2sV9ZPQJURUG12, 5731661]
[paragraph, [306.0, 1312.0, 1088.0, 36.0], shoonya_2sV9ZPQJURUG12, 5731661]
[paragraph, [306.0, 1348.0, 1088.0, 36.0], shoonya_2sV9ZPQJURUG12, 5731661]
[paragraph, [306.0, 1384.0, 1088.0, 36.0], shoonya_2sV9ZPQJURUG12, 5731661]
[paragraph, [306.0, 1420.0, 1088.0, 36.0], shoonya_2sV9ZPQJURUG12, 5731661]
[paragraph, [306.0, 1456.0, 1088.0, 36.0], shoonya_2sV9ZPQJURUG12, 5731661]
[paragraph, [306.0, 1492.0, 1088.0, 36.0], shoonya_2sV9ZPQJURUG12, 5731661]
[paragraph, [306.0, 1528.0, 1088.0, 36.0], shoonya_2sV9ZPQJURUG12, 5731661]
[paragraph, [306.0, 1564.0, 1088.0, 36.0], shoonya_2sV9ZPQJURUG12, 5731661]
[paragraph, [306.0, 1608.0, 1090.0, 36.0], shoonya_1sTLVDOSM6CB6D, 5731661]
[paragraph, [306.0, 1644.0, 1090.0, 36.0], shoonya_1sTLVDOSM6CB6D, 5731661]
[paragraph, [306.0, 1680.0, 1090.0, 36.0], shoonya_1sTLVDOSM6CB6D, 5731661]
[paragraph, [306.0, 1716.0, 1090.0, 36.0], shoonya_1sTLVDOSM6CB6D, 5731661]
[paragraph, [306.0, 1752.0, 1090.0, 36.0], shoonya_1sTLVDOSM6CB6D, 5731661]
[paragraph, [306.0, 1788.0, 1090.0, 36.0], shoonya_1sTLVDOSM6CB6D, 5731661]
[paragraph, [306.0, 1824.0, 1090.0, 36.0], shoonya_1sTLVDOSM6CB6D, 5731661]
[paragraph, [306.0, 1860.0, 1090.0, 36.0], shoonya_1sTLVDOSM6CB6D, 5731661]
[paragraph, [306.0, 1896.0, 1090.0, 36.0], shoonya_1sTLVDOSM6CB6D, 5731661]
[folio, [384.0, 2023.0, 367.0, 36.0], UVxC79p746, 5731661]
