[2339, 1653]
[folio, [722.0, 237.0, 208.0, 36.0], shoonya_2sI1SKS5EMRUKY, 5686027]
[section-title, [237.0, 322.0, 1173.0, 52.5], Z4_sSggqTX, 5686027]
[paragraph, [220.0, 464.0, 1211.0, 36.0], shoonya_1sY3F881ND7P9C, 5686027]
[paragraph, [220.0, 500.0, 1211.0, 36.0], shoonya_1sY3F881ND7P9C, 5686027]
[paragraph, [220.0, 536.0, 1211.0, 36.0], shoonya_1sY3F881ND7P9C, 5686027]
[paragraph, [220.0, 572.0, 1211.0, 36.0], shoonya_1sY3F881ND7P9C, 5686027]
[paragraph, [220.0, 608.0, 1211.0, 36.0], shoonya_1sY3F881ND7P9C, 5686027]
[paragraph, [220.0, 644.0, 1211.0, 36.0], shoonya_1sY3F881ND7P9C, 5686027]
[paragraph, [220.0, 680.0, 1211.0, 36.0], shoonya_1sY3F881ND7P9C, 5686027]
[paragraph, [220.0, 716.0, 1211.0, 36.0], shoonya_1sY3F881ND7P9C, 5686027]
[paragraph, [220.0, 752.0, 1211.0, 36.0], shoonya_1sY3F881ND7P9C, 5686027]
[paragraph, [220.0, 788.0, 1211.0, 36.0], shoonya_1sY3F881ND7P9C, 5686027]
[paragraph, [220.0, 824.0, 1211.0, 36.0], shoonya_1sY3F881ND7P9C, 5686027]
[paragraph, [220.0, 860.0, 1211.0, 36.0], shoonya_1sY3F881ND7P9C, 5686027]
[paragraph, [220.0, 896.0, 1211.0, 36.0], shoonya_1sY3F881ND7P9C, 5686027]
[paragraph, [220.0, 932.0, 1211.0, 36.0], shoonya_1sY3F881ND7P9C, 5686027]
[paragraph, [220.0, 968.0, 1211.0, 36.0], shoonya_1sY3F881ND7P9C, 5686027]
[paragraph, [220.0, 1004.0, 1211.0, 36.0], shoonya_1sY3F881ND7P9C, 5686027]
[paragraph, [220.0, 1097.0, 1211.0, 36.0], shoonya_0s8YGI4C0WZ0R3, 5686027]
[paragraph, [220.0, 1133.0, 1211.0, 36.0], shoonya_0s8YGI4C0WZ0R3, 5686027]
[paragraph, [220.0, 1169.0, 1211.0, 36.0], shoonya_0s8YGI4C0WZ0R3, 5686027]
[paragraph, [220.0, 1205.0, 1211.0, 36.0], shoonya_0s8YGI4C0WZ0R3, 5686027]
[paragraph, [220.0, 1241.0, 1211.0, 36.0], shoonya_0s8YGI4C0WZ0R3, 5686027]
[paragraph, [220.0, 1277.0, 1211.0, 36.0], shoonya_0s8YGI4C0WZ0R3, 5686027]
[paragraph, [220.0, 1313.0, 1211.0, 36.0], shoonya_0s8YGI4C0WZ0R3, 5686027]
[paragraph, [220.0, 1349.0, 1211.0, 36.0], shoonya_0s8YGI4C0WZ0R3, 5686027]
[paragraph, [220.0, 1385.0, 1211.0, 36.0], shoonya_0s8YGI4C0WZ0R3, 5686027]
[paragraph, [220.0, 1421.0, 1211.0, 36.0], shoonya_0s8YGI4C0WZ0R3, 5686027]
[paragraph, [220.0, 1457.0, 1211.0, 36.0], shoonya_0s8YGI4C0WZ0R3, 5686027]
[paragraph, [220.0, 1493.0, 1211.0, 36.0], shoonya_0s8YGI4C0WZ0R3, 5686027]
[paragraph, [220.0, 1529.0, 1211.0, 36.0], shoonya_0s8YGI4C0WZ0R3, 5686027]
[paragraph, [220.0, 1565.0, 1211.0, 36.0], shoonya_0s8YGI4C0WZ0R3, 5686027]
[paragraph, [220.0, 1601.0, 1211.0, 36.0], shoonya_0s8YGI4C0WZ0R3, 5686027]
[paragraph, [220.0, 1637.0, 1211.0, 36.0], shoonya_0s8YGI4C0WZ0R3, 5686027]
[paragraph, [220.0, 1673.0, 1211.0, 36.0], shoonya_0s8YGI4C0WZ0R3, 5686027]
[paragraph, [220.0, 1709.0, 1211.0, 36.0], shoonya_0s8YGI4C0WZ0R3, 5686027]
[paragraph, [220.0, 1745.0, 1211.0, 36.0], shoonya_0s8YGI4C0WZ0R3, 5686027]
[paragraph, [220.0, 1781.0, 1211.0, 36.0], shoonya_0s8YGI4C0WZ0R3, 5686027]
[paragraph, [220.0, 1817.0, 1211.0, 36.0], shoonya_0s8YGI4C0WZ0R3, 5686027]
[paragraph, [220.0, 1853.0, 1211.0, 36.0], shoonya_0s8YGI4C0WZ0R3, 5686027]
[paragraph, [220.0, 1889.0, 1211.0, 36.0], shoonya_0s8YGI4C0WZ0R3, 5686027]
[paragraph, [220.0, 1925.0, 1211.0, 36.0], shoonya_0s8YGI4C0WZ0R3, 5686027]
[paragraph, [220.0, 1961.0, 1211.0, 36.0], shoonya_0s8YGI4C0WZ0R3, 5686027]
[paragraph, [220.0, 1997.0, 1211.0, 36.0], shoonya_0s8YGI4C0WZ0R3, 5686027]
[paragraph, [220.0, 2033.0, 1211.0, 36.0], shoonya_0s8YGI4C0WZ0R3, 5686027]
[paragraph, [220.0, 2069.0, 1211.0, 36.0], shoonya_0s8YGI4C0WZ0R3, 5686027]
