[1951, 1219]
[chapter-title, [473.0, 457.0, 306.0, 58.5], iM4BAvxAxo, 5681979]
[paragraph, [201.0, 618.0, 451.0, 36.0], 45BMj36bDO, 5681979]
[paragraph, [125.0, 683.0, 961.0, 36.0], shoonya_0s2HZKBESALHYG, 5681979]
[paragraph, [125.0, 719.0, 961.0, 36.0], shoonya_0s2HZKBESALHYG, 5681979]
[paragraph, [126.0, 794.0, 958.0, 36.0], Z49TndXGw6, 5681979]
[paragraph, [126.0, 830.0, 958.0, 36.0], Z49TndXGw6, 5681979]
[paragraph, [126.0, 866.0, 958.0, 36.0], Z49TndXGw6, 5681979]
[paragraph, [207.0, 909.0, 250.0, 36.0], PAZQ6x56P_, 5681979]
[paragraph, [127.0, 968.0, 964.0, 36.0], ZyF9iZ0-XE, 5681979]
[paragraph, [127.0, 1004.0, 964.0, 36.0], ZyF9iZ0-XE, 5681979]
[paragraph, [127.0, 1040.0, 964.0, 36.0], ZyF9iZ0-XE, 5681979]
[paragraph, [127.0, 1076.0, 964.0, 36.0], ZyF9iZ0-XE, 5681979]
[paragraph, [124.0, 1144.0, 966.0, 36.0], ztswQeLqJj, 5681979]
[paragraph, [124.0, 1180.0, 966.0, 36.0], ztswQeLqJj, 5681979]
[paragraph, [124.0, 1216.0, 966.0, 36.0], ztswQeLqJj, 5681979]
[paragraph, [124.0, 1252.0, 966.0, 36.0], ztswQeLqJj, 5681979]
[paragraph, [124.0, 1288.0, 966.0, 36.0], ztswQeLqJj, 5681979]
[paragraph, [124.0, 1324.0, 966.0, 36.0], ztswQeLqJj, 5681979]
[paragraph, [126.0, 1368.0, 966.0, 36.0], OsIkH-Y42s, 5681979]
[paragraph, [126.0, 1404.0, 966.0, 36.0], OsIkH-Y42s, 5681979]
[paragraph, [126.0, 1440.0, 966.0, 36.0], OsIkH-Y42s, 5681979]
[paragraph, [126.0, 1476.0, 966.0, 36.0], OsIkH-Y42s, 5681979]
[paragraph, [126.0, 1512.0, 966.0, 36.0], OsIkH-Y42s, 5681979]
[paragraph, [126.0, 1548.0, 966.0, 36.0], OsIkH-Y42s, 5681979]
[paragraph, [128.0, 1598.0, 963.0, 36.0], hE9sfIEaRj, 5681979]
[paragraph, [128.0, 1634.0, 963.0, 36.0], hE9sfIEaRj, 5681979]
[paragraph, [128.0, 1670.0, 963.0, 36.0], hE9sfIEaRj, 5681979]
[paragraph, [128.0, 1706.0, 963.0, 36.0], hE9sfIEaRj, 5681979]
[paragraph, [128.0, 1742.0, 963.0, 36.0], hE9sfIEaRj, 5681979]
[paragraph, [128.0, 1778.0, 963.0, 36.0], hE9sfIEaRj, 5681979]
