[1468, 909]
[headline, [297.0, 76.0, 303.0, 25.5], shoonya_1s0DRBH1I0DYA2, 5769979]
[paragraph, [89.0, 138.0, 329.0, 18.0], kqyccOOlWq, 5769979]
[paragraph, [89.0, 156.0, 329.0, 18.0], kqyccOOlWq, 5769979]
[paragraph, [89.0, 174.0, 329.0, 18.0], kqyccOOlWq, 5769979]
[paragraph, [89.0, 192.0, 329.0, 18.0], kqyccOOlWq, 5769979]
[paragraph, [89.0, 210.0, 329.0, 18.0], kqyccOOlWq, 5769979]
[paragraph, [89.0, 228.0, 329.0, 18.0], kqyccOOlWq, 5769979]
[paragraph, [89.0, 246.0, 329.0, 18.0], kqyccOOlWq, 5769979]
[paragraph, [89.0, 264.0, 329.0, 18.0], kqyccOOlWq, 5769979]
[section-title, [486.0, 142.0, 312.0, 30.0], O0pqzT3_Xe, 5769979]
[paragraph, [453.0, 179.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 197.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 215.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 233.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 251.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 269.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 287.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 305.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 323.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 341.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 359.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 377.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 395.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 413.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 431.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 449.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 467.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 485.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 503.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 521.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 539.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 557.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 575.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 593.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 611.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 629.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 647.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 665.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 683.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 701.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 719.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 737.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 755.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 773.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 791.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 809.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 827.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 845.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 863.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 881.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 899.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 917.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 935.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 953.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 971.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 989.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 1007.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 1025.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 1043.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 1061.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
