[1275, 1650]
[folio, [183.0, 150.0, 596.0, 18.0], S3KXPh6uxv, 5764713]
[folio, [183.0, 168.0, 596.0, 18.0], S3KXPh6uxv, 5764713]
[folio, [183.0, 186.0, 596.0, 18.0], S3KXPh6uxv, 5764713]
[folio, [183.0, 204.0, 596.0, 18.0], S3KXPh6uxv, 5764713]
[folio, [183.0, 222.0, 596.0, 18.0], S3KXPh6uxv, 5764713]
[folio, [183.0, 240.0, 596.0, 18.0], S3KXPh6uxv, 5764713]
[folio, [183.0, 258.0, 596.0, 18.0], S3KXPh6uxv, 5764713]
[folio, [183.0, 276.0, 596.0, 18.0], S3KXPh6uxv, 5764713]
[folio, [183.0, 294.0, 596.0, 18.0], S3KXPh6uxv, 5764713]
[folio, [183.0, 312.0, 596.0, 18.0], S3KXPh6uxv, 5764713]
[folio, [183.0, 330.0, 596.0, 18.0], S3KXPh6uxv, 5764713]
[sidebar, [507.0, 354.0, 266.0, 18.0], Gxj0FW3Qt4, 5764713]
[sidebar, [507.0, 372.0, 266.0, 18.0], Gxj0FW3Qt4, 5764713]
[sidebar, [138.0, 356.0, 146.0, 18.0], IezfM3bD5K, 5764713]
[sidebar, [618.0, 396.0, 165.0, 18.0], Uu7i3dmSIy, 5764713]
[sidebar, [618.0, 414.0, 165.0, 18.0], Uu7i3dmSIy, 5764713]
[second-level-question, [129.0, 435.0, 664.0, 18.0], LssgAtIuZ9, 5764713]
[second-level-question, [129.0, 453.0, 664.0, 18.0], LssgAtIuZ9, 5764713]
[second-level-question, [129.0, 471.0, 664.0, 18.0], LssgAtIuZ9, 5764713]
[second-level-question, [129.0, 489.0, 664.0, 18.0], LssgAtIuZ9, 5764713]
[second-level-question, [129.0, 507.0, 664.0, 18.0], LssgAtIuZ9, 5764713]
[second-level-question, [129.0, 525.0, 664.0, 18.0], LssgAtIuZ9, 5764713]
[second-level-question, [129.0, 543.0, 664.0, 18.0], LssgAtIuZ9, 5764713]
[second-level-question, [129.0, 561.0, 664.0, 18.0], LssgAtIuZ9, 5764713]
[second-level-question, [129.0, 579.0, 664.0, 18.0], LssgAtIuZ9, 5764713]
[second-level-question, [129.0, 597.0, 664.0, 18.0], LssgAtIuZ9, 5764713]
[second-level-question, [129.0, 615.0, 664.0, 18.0], LssgAtIuZ9, 5764713]
[second-level-question, [129.0, 633.0, 664.0, 18.0], LssgAtIuZ9, 5764713]
[second-level-question, [129.0, 651.0, 664.0, 18.0], LssgAtIuZ9, 5764713]
[second-level-question, [129.0, 669.0, 664.0, 18.0], LssgAtIuZ9, 5764713]
[second-level-question, [129.0, 687.0, 664.0, 18.0], LssgAtIuZ9, 5764713]
[second-level-question, [129.0, 705.0, 664.0, 18.0], LssgAtIuZ9, 5764713]
[second-level-question, [129.0, 723.0, 664.0, 18.0], LssgAtIuZ9, 5764713]
[second-level-question, [129.0, 741.0, 664.0, 18.0], LssgAtIuZ9, 5764713]
[second-level-question, [129.0, 759.0, 664.0, 18.0], LssgAtIuZ9, 5764713]
[second-level-question, [129.0, 777.0, 664.0, 18.0], LssgAtIuZ9, 5764713]
[second-level-question, [129.0, 795.0, 664.0, 18.0], LssgAtIuZ9, 5764713]
[second-level-question, [129.0, 813.0, 664.0, 18.0], LssgAtIuZ9, 5764713]
[second-level-question, [129.0, 831.0, 664.0, 18.0], LssgAtIuZ9, 5764713]
[second-level-question, [129.0, 849.0, 664.0, 18.0], LssgAtIuZ9, 5764713]
[second-level-question, [129.0, 867.0, 664.0, 18.0], LssgAtIuZ9, 5764713]
[second-level-question, [129.0, 885.0, 664.0, 18.0], LssgAtIuZ9, 5764713]
[second-level-question, [129.0, 903.0, 664.0, 18.0], LssgAtIuZ9, 5764713]
[second-level-question, [129.0, 921.0, 664.0, 18.0], LssgAtIuZ9, 5764713]
[second-level-question, [129.0, 939.0, 664.0, 18.0], LssgAtIuZ9, 5764713]
[second-level-question, [129.0, 957.0, 664.0, 18.0], LssgAtIuZ9, 5764713]
[second-level-question, [129.0, 975.0, 664.0, 18.0], LssgAtIuZ9, 5764713]
[second-level-question, [129.0, 993.0, 664.0, 18.0], LssgAtIuZ9, 5764713]
[second-level-question, [129.0, 1011.0, 664.0, 18.0], LssgAtIuZ9, 5764713]
[folio, [377.0, 1081.0, 254.0, 18.0], shoonya_0sPU8PWX125HXP, 5764713]
[folio, [377.0, 1099.0, 254.0, 18.0], shoonya_0sPU8PWX125HXP, 5764713]
