[2200, 1700]
[folio, [721.0, 231.0, 259.0, 36.0], shoonya_3s7PRAT5C43HNJ, 5687159]
[folio, [721.0, 267.0, 259.0, 36.0], shoonya_3s7PRAT5C43HNJ, 5687159]
[section-title, [298.0, 354.0, 1097.0, 52.5], shoonya_6sAI3ET9MY96XC, 5687159]
[paragraph, [279.0, 588.0, 1144.0, 36.0], shoonya_1sRU264VT7TA7T, 5687159]
[paragraph, [279.0, 624.0, 1144.0, 36.0], shoonya_1sRU264VT7TA7T, 5687159]
[paragraph, [279.0, 660.0, 1144.0, 36.0], shoonya_1sRU264VT7TA7T, 5687159]
[paragraph, [279.0, 696.0, 1144.0, 36.0], shoonya_1sRU264VT7TA7T, 5687159]
[paragraph, [279.0, 732.0, 1144.0, 36.0], shoonya_1sRU264VT7TA7T, 5687159]
[paragraph, [279.0, 768.0, 1144.0, 36.0], shoonya_1sRU264VT7TA7T, 5687159]
[paragraph, [279.0, 804.0, 1144.0, 36.0], shoonya_1sRU264VT7TA7T, 5687159]
[paragraph, [279.0, 840.0, 1144.0, 36.0], shoonya_1sRU264VT7TA7T, 5687159]
[paragraph, [279.0, 876.0, 1144.0, 36.0], shoonya_1sRU264VT7TA7T, 5687159]
[paragraph, [279.0, 912.0, 1144.0, 36.0], shoonya_1sRU264VT7TA7T, 5687159]
[paragraph, [279.0, 948.0, 1144.0, 36.0], shoonya_1sRU264VT7TA7T, 5687159]
[paragraph, [279.0, 984.0, 1144.0, 36.0], shoonya_1sRU264VT7TA7T, 5687159]
[paragraph, [279.0, 1020.0, 1144.0, 36.0], shoonya_1sRU264VT7TA7T, 5687159]
[paragraph, [279.0, 1056.0, 1144.0, 36.0], shoonya_1sRU264VT7TA7T, 5687159]
[paragraph, [279.0, 1092.0, 1144.0, 36.0], shoonya_1sRU264VT7TA7T, 5687159]
[paragraph, [279.0, 1128.0, 1144.0, 36.0], shoonya_1sRU264VT7TA7T, 5687159]
[paragraph, [280.0, 1229.0, 1147.0, 36.0], shoonya_0sN2S3PUGNXCFM, 5687159]
[paragraph, [280.0, 1265.0, 1147.0, 36.0], shoonya_0sN2S3PUGNXCFM, 5687159]
[paragraph, [280.0, 1301.0, 1147.0, 36.0], shoonya_0sN2S3PUGNXCFM, 5687159]
[paragraph, [280.0, 1337.0, 1147.0, 36.0], shoonya_0sN2S3PUGNXCFM, 5687159]
[paragraph, [280.0, 1373.0, 1147.0, 36.0], shoonya_0sN2S3PUGNXCFM, 5687159]
[paragraph, [280.0, 1409.0, 1147.0, 36.0], shoonya_0sN2S3PUGNXCFM, 5687159]
[paragraph, [280.0, 1445.0, 1147.0, 36.0], shoonya_0sN2S3PUGNXCFM, 5687159]
[paragraph, [280.0, 1481.0, 1147.0, 36.0], shoonya_0sN2S3PUGNXCFM, 5687159]
[paragraph, [280.0, 1517.0, 1147.0, 36.0], shoonya_0sN2S3PUGNXCFM, 5687159]
[paragraph, [280.0, 1553.0, 1147.0, 36.0], shoonya_0sN2S3PUGNXCFM, 5687159]
[paragraph, [280.0, 1589.0, 1147.0, 36.0], shoonya_0sN2S3PUGNXCFM, 5687159]
[paragraph, [280.0, 1625.0, 1147.0, 36.0], shoonya_0sN2S3PUGNXCFM, 5687159]
[paragraph, [280.0, 1661.0, 1147.0, 36.0], shoonya_0sN2S3PUGNXCFM, 5687159]
[paragraph, [280.0, 1697.0, 1147.0, 36.0], shoonya_0sN2S3PUGNXCFM, 5687159]
[paragraph, [280.0, 1733.0, 1147.0, 36.0], shoonya_0sN2S3PUGNXCFM, 5687159]
[paragraph, [280.0, 1769.0, 1147.0, 36.0], shoonya_0sN2S3PUGNXCFM, 5687159]
[paragraph, [280.0, 1805.0, 1147.0, 36.0], shoonya_0sN2S3PUGNXCFM, 5687159]
[paragraph, [280.0, 1841.0, 1147.0, 36.0], shoonya_0sN2S3PUGNXCFM, 5687159]
[paragraph, [280.0, 1877.0, 1147.0, 36.0], shoonya_0sN2S3PUGNXCFM, 5687159]
