[842, 596]
[section-title, [165.0, 50.0, 269.0, 30.0], NB6kznM_Wy, 6490652]
[paragraph, [50.0, 99.0, 490.0, 18.0], rvyXz1_uSQ, 6490652]
[paragraph, [50.0, 117.0, 490.0, 18.0], rvyXz1_uSQ, 6490652]
[paragraph, [50.0, 135.0, 490.0, 18.0], rvyXz1_uSQ, 6490652]
[paragraph, [50.0, 153.0, 490.0, 18.0], rvyXz1_uSQ, 6490652]
[paragraph, [50.0, 171.0, 490.0, 18.0], rvyXz1_uSQ, 6490652]
[paragraph, [50.0, 189.0, 490.0, 18.0], rvyXz1_uSQ, 6490652]
[paragraph, [50.0, 207.0, 490.0, 18.0], rvyXz1_uSQ, 6490652]
[paragraph, [50.0, 225.0, 490.0, 18.0], rvyXz1_uSQ, 6490652]
[paragraph, [44.0, 256.0, 499.0, 18.0], 0ZpnavUnmS, 6490652]
[paragraph, [44.0, 274.0, 499.0, 18.0], 0ZpnavUnmS, 6490652]
[paragraph, [44.0, 292.0, 499.0, 18.0], 0ZpnavUnmS, 6490652]
[paragraph, [44.0, 310.0, 499.0, 18.0], 0ZpnavUnmS, 6490652]
[paragraph, [44.0, 328.0, 499.0, 18.0], 0ZpnavUnmS, 6490652]
