[1387, 987]
[paragraph, [70.0, 89.0, 824.0, 18.0], XBaPl4yZcK, 5652484]
[paragraph, [70.0, 107.0, 824.0, 18.0], XBaPl4yZcK, 5652484]
[paragraph, [70.0, 125.0, 824.0, 18.0], XBaPl4yZcK, 5652484]
[paragraph, [70.0, 143.0, 824.0, 18.0], XBaPl4yZcK, 5652484]
[paragraph, [70.0, 161.0, 824.0, 18.0], XBaPl4yZcK, 5652484]
[paragraph, [70.0, 179.0, 824.0, 18.0], XBaPl4yZcK, 5652484]
[paragraph, [70.0, 197.0, 824.0, 18.0], XBaPl4yZcK, 5652484]
[paragraph, [70.0, 215.0, 824.0, 18.0], XBaPl4yZcK, 5652484]
[paragraph, [70.0, 233.0, 824.0, 18.0], XBaPl4yZcK, 5652484]
[paragraph, [70.0, 251.0, 824.0, 18.0], XBaPl4yZcK, 5652484]
[paragraph, [70.0, 269.0, 824.0, 18.0], XBaPl4yZcK, 5652484]
[paragraph, [70.0, 287.0, 824.0, 18.0], XBaPl4yZcK, 5652484]
[paragraph, [70.0, 305.0, 824.0, 18.0], XBaPl4yZcK, 5652484]
[paragraph, [70.0, 323.0, 824.0, 18.0], XBaPl4yZcK, 5652484]
[paragraph, [70.0, 341.0, 824.0, 18.0], XBaPl4yZcK, 5652484]
[paragraph, [70.0, 359.0, 824.0, 18.0], XBaPl4yZcK, 5652484]
[paragraph, [70.0, 377.0, 824.0, 18.0], XBaPl4yZcK, 5652484]
[paragraph, [82.0, 396.0, 808.0, 18.0], shoonya_1sJF9SMKH74Y7I, 5652484]
[paragraph, [82.0, 414.0, 808.0, 18.0], shoonya_1sJF9SMKH74Y7I, 5652484]
[paragraph, [82.0, 432.0, 808.0, 18.0], shoonya_1sJF9SMKH74Y7I, 5652484]
[paragraph, [82.0, 450.0, 808.0, 18.0], shoonya_1sJF9SMKH74Y7I, 5652484]
[paragraph, [82.0, 468.0, 808.0, 18.0], shoonya_1sJF9SMKH74Y7I, 5652484]
[paragraph, [82.0, 486.0, 808.0, 18.0], shoonya_1sJF9SMKH74Y7I, 5652484]
[paragraph, [82.0, 504.0, 808.0, 18.0], shoonya_1sJF9SMKH74Y7I, 5652484]
[paragraph, [82.0, 522.0, 808.0, 18.0], shoonya_1sJF9SMKH74Y7I, 5652484]
[paragraph, [82.0, 540.0, 808.0, 18.0], shoonya_1sJF9SMKH74Y7I, 5652484]
[paragraph, [82.0, 558.0, 808.0, 18.0], shoonya_1sJF9SMKH74Y7I, 5652484]
[paragraph, [82.0, 576.0, 808.0, 18.0], shoonya_1sJF9SMKH74Y7I, 5652484]
[paragraph, [82.0, 594.0, 808.0, 18.0], shoonya_1sJF9SMKH74Y7I, 5652484]
[paragraph, [82.0, 612.0, 808.0, 18.0], shoonya_1sJF9SMKH74Y7I, 5652484]
[paragraph, [81.0, 640.0, 804.0, 18.0], shoonya_2sKHQMMZZBOJS8, 5652484]
[paragraph, [81.0, 658.0, 804.0, 18.0], shoonya_2sKHQMMZZBOJS8, 5652484]
[paragraph, [81.0, 676.0, 804.0, 18.0], shoonya_2sKHQMMZZBOJS8, 5652484]
[paragraph, [81.0, 694.0, 804.0, 18.0], shoonya_2sKHQMMZZBOJS8, 5652484]
[paragraph, [81.0, 712.0, 804.0, 18.0], shoonya_2sKHQMMZZBOJS8, 5652484]
[paragraph, [81.0, 730.0, 804.0, 18.0], shoonya_2sKHQMMZZBOJS8, 5652484]
[paragraph, [81.0, 748.0, 804.0, 18.0], shoonya_2sKHQMMZZBOJS8, 5652484]
[paragraph, [81.0, 766.0, 804.0, 18.0], shoonya_2sKHQMMZZBOJS8, 5652484]
[paragraph, [81.0, 784.0, 804.0, 18.0], shoonya_2sKHQMMZZBOJS8, 5652484]
[paragraph, [81.0, 802.0, 804.0, 18.0], shoonya_2sKHQMMZZBOJS8, 5652484]
[paragraph, [81.0, 820.0, 804.0, 18.0], shoonya_2sKHQMMZZBOJS8, 5652484]
[paragraph, [81.0, 838.0, 804.0, 18.0], shoonya_2sKHQMMZZBOJS8, 5652484]
[paragraph, [81.0, 856.0, 804.0, 18.0], shoonya_2sKHQMMZZBOJS8, 5652484]
[paragraph, [82.0, 888.0, 802.0, 18.0], d_2aLolBWh, 5652484]
[paragraph, [82.0, 906.0, 802.0, 18.0], d_2aLolBWh, 5652484]
[paragraph, [82.0, 924.0, 802.0, 18.0], d_2aLolBWh, 5652484]
[paragraph, [82.0, 942.0, 802.0, 18.0], d_2aLolBWh, 5652484]
[paragraph, [82.0, 960.0, 802.0, 18.0], d_2aLolBWh, 5652484]
[paragraph, [82.0, 978.0, 802.0, 18.0], d_2aLolBWh, 5652484]
[paragraph, [86.0, 1007.0, 264.0, 18.0], shoonya_3sBGA45XEMFT5R, 5652484]
[paragraph, [86.0, 1025.0, 264.0, 18.0], shoonya_3sBGA45XEMFT5R, 5652484]
[paragraph, [86.0, 1043.0, 264.0, 18.0], shoonya_3sBGA45XEMFT5R, 5652484]
[paragraph, [83.0, 1076.0, 798.0, 18.0], shoonya_0s553CF2Z31SDS, 5652484]
[paragraph, [83.0, 1094.0, 798.0, 18.0], shoonya_0s553CF2Z31SDS, 5652484]
[paragraph, [83.0, 1112.0, 798.0, 18.0], shoonya_0s553CF2Z31SDS, 5652484]
[paragraph, [83.0, 1130.0, 798.0, 18.0], shoonya_0s553CF2Z31SDS, 5652484]
[paragraph, [83.0, 1148.0, 798.0, 18.0], shoonya_0s553CF2Z31SDS, 5652484]
