[2338, 1654]
[paragraph, [267.0, 239.0, 1201.0, 36.0], shoonya_3sGT83IS66UQTE, 5753453]
[paragraph, [267.0, 275.0, 1201.0, 36.0], shoonya_3sGT83IS66UQTE, 5753453]
[paragraph, [267.0, 311.0, 1201.0, 36.0], shoonya_3sGT83IS66UQTE, 5753453]
[paragraph, [267.0, 347.0, 1201.0, 36.0], shoonya_3sGT83IS66UQTE, 5753453]
[paragraph, [267.0, 383.0, 1201.0, 36.0], shoonya_3sGT83IS66UQTE, 5753453]
[paragraph, [267.0, 419.0, 1201.0, 36.0], shoonya_3sGT83IS66UQTE, 5753453]
[paragraph, [269.0, 503.0, 1195.0, 36.0], shoonya_0sQTTC5N1Z0XLH, 5753453]
[paragraph, [269.0, 539.0, 1195.0, 36.0], shoonya_0sQTTC5N1Z0XLH, 5753453]
[paragraph, [269.0, 575.0, 1195.0, 36.0], shoonya_0sQTTC5N1Z0XLH, 5753453]
[paragraph, [269.0, 611.0, 1195.0, 36.0], shoonya_0sQTTC5N1Z0XLH, 5753453]
[paragraph, [269.0, 647.0, 1195.0, 36.0], shoonya_0sQTTC5N1Z0XLH, 5753453]
[paragraph, [269.0, 683.0, 1195.0, 36.0], shoonya_0sQTTC5N1Z0XLH, 5753453]
[paragraph, [269.0, 719.0, 1195.0, 36.0], shoonya_0sQTTC5N1Z0XLH, 5753453]
[paragraph, [269.0, 755.0, 1195.0, 36.0], shoonya_0sQTTC5N1Z0XLH, 5753453]
[paragraph, [269.0, 791.0, 1195.0, 36.0], shoonya_0sQTTC5N1Z0XLH, 5753453]
[paragraph, [269.0, 827.0, 1195.0, 36.0], shoonya_0sQTTC5N1Z0XLH, 5753453]
[paragraph, [269.0, 863.0, 1195.0, 36.0], shoonya_0sQTTC5N1Z0XLH, 5753453]
[paragraph, [269.0, 899.0, 1195.0, 36.0], shoonya_0sQTTC5N1Z0XLH, 5753453]
[paragraph, [269.0, 935.0, 1195.0, 36.0], shoonya_0sQTTC5N1Z0XLH, 5753453]
[paragraph, [269.0, 971.0, 1195.0, 36.0], shoonya_0sQTTC5N1Z0XLH, 5753453]
[paragraph, [269.0, 1007.0, 1195.0, 36.0], shoonya_0sQTTC5N1Z0XLH, 5753453]
[paragraph, [269.0, 1043.0, 1195.0, 36.0], shoonya_0sQTTC5N1Z0XLH, 5753453]
[paragraph, [269.0, 1079.0, 1195.0, 36.0], shoonya_0sQTTC5N1Z0XLH, 5753453]
[paragraph, [269.0, 1115.0, 1195.0, 36.0], shoonya_0sQTTC5N1Z0XLH, 5753453]
[paragraph, [269.0, 1151.0, 1195.0, 36.0], shoonya_0sQTTC5N1Z0XLH, 5753453]
[paragraph, [269.0, 1187.0, 1195.0, 36.0], shoonya_0sQTTC5N1Z0XLH, 5753453]
[paragraph, [269.0, 1223.0, 1195.0, 36.0], shoonya_0sQTTC5N1Z0XLH, 5753453]
[paragraph, [268.0, 1288.0, 1195.0, 36.0], shoonya_2sPH0CZAIIHDY5, 5753453]
[paragraph, [268.0, 1324.0, 1195.0, 36.0], shoonya_2sPH0CZAIIHDY5, 5753453]
[paragraph, [268.0, 1360.0, 1195.0, 36.0], shoonya_2sPH0CZAIIHDY5, 5753453]
[paragraph, [268.0, 1396.0, 1195.0, 36.0], shoonya_2sPH0CZAIIHDY5, 5753453]
[paragraph, [268.0, 1432.0, 1195.0, 36.0], shoonya_2sPH0CZAIIHDY5, 5753453]
[paragraph, [268.0, 1468.0, 1195.0, 36.0], shoonya_2sPH0CZAIIHDY5, 5753453]
[paragraph, [267.0, 1544.0, 1202.0, 36.0], shoonya_1sMXFEVO40BHX1, 5753453]
[paragraph, [267.0, 1580.0, 1202.0, 36.0], shoonya_1sMXFEVO40BHX1, 5753453]
[paragraph, [267.0, 1616.0, 1202.0, 36.0], shoonya_1sMXFEVO40BHX1, 5753453]
[paragraph, [267.0, 1652.0, 1202.0, 36.0], shoonya_1sMXFEVO40BHX1, 5753453]
[paragraph, [267.0, 1688.0, 1202.0, 36.0], shoonya_1sMXFEVO40BHX1, 5753453]
[paragraph, [267.0, 1724.0, 1202.0, 36.0], shoonya_1sMXFEVO40BHX1, 5753453]
[paragraph, [267.0, 1760.0, 1202.0, 36.0], shoonya_1sMXFEVO40BHX1, 5753453]
[paragraph, [267.0, 1796.0, 1202.0, 36.0], shoonya_1sMXFEVO40BHX1, 5753453]
[reference, [264.0, 1930.0, 690.0, 36.0], I6qBvPOeTN, 5753453]
[reference, [264.0, 1966.0, 690.0, 36.0], I6qBvPOeTN, 5753453]
[reference, [264.0, 2002.0, 690.0, 36.0], I6qBvPOeTN, 5753453]
[reference, [264.0, 2038.0, 690.0, 36.0], I6qBvPOeTN, 5753453]
