[2200, 1700]
[paragraph, [367.0, 113.0, 1139.0, 36.0], shoonya_2s8JGEGJ2Q78MX, 5733746]
[paragraph, [367.0, 149.0, 1139.0, 36.0], shoonya_2s8JGEGJ2Q78MX, 5733746]
[paragraph, [367.0, 185.0, 1139.0, 36.0], shoonya_2s8JGEGJ2Q78MX, 5733746]
[paragraph, [367.0, 221.0, 1139.0, 36.0], shoonya_2s8JGEGJ2Q78MX, 5733746]
[paragraph, [367.0, 257.0, 1139.0, 36.0], shoonya_2s8JGEGJ2Q78MX, 5733746]
[paragraph, [367.0, 293.0, 1139.0, 36.0], shoonya_2s8JGEGJ2Q78MX, 5733746]
[paragraph, [367.0, 329.0, 1139.0, 36.0], shoonya_2s8JGEGJ2Q78MX, 5733746]
[paragraph, [367.0, 365.0, 1139.0, 36.0], shoonya_2s8JGEGJ2Q78MX, 5733746]
[paragraph, [367.0, 401.0, 1139.0, 36.0], shoonya_2s8JGEGJ2Q78MX, 5733746]
[paragraph, [367.0, 437.0, 1139.0, 36.0], shoonya_2s8JGEGJ2Q78MX, 5733746]
[paragraph, [367.0, 473.0, 1139.0, 36.0], shoonya_2s8JGEGJ2Q78MX, 5733746]
[paragraph, [367.0, 509.0, 1139.0, 36.0], shoonya_2s8JGEGJ2Q78MX, 5733746]
[paragraph, [371.0, 578.0, 1136.0, 36.0], shoonya_1sO16V5VJE8KTL, 5733746]
[paragraph, [371.0, 614.0, 1136.0, 36.0], shoonya_1sO16V5VJE8KTL, 5733746]
[paragraph, [371.0, 650.0, 1136.0, 36.0], shoonya_1sO16V5VJE8KTL, 5733746]
[paragraph, [371.0, 686.0, 1136.0, 36.0], shoonya_1sO16V5VJE8KTL, 5733746]
[paragraph, [371.0, 722.0, 1136.0, 36.0], shoonya_1sO16V5VJE8KTL, 5733746]
[paragraph, [371.0, 758.0, 1136.0, 36.0], shoonya_1sO16V5VJE8KTL, 5733746]
[paragraph, [371.0, 794.0, 1136.0, 36.0], shoonya_1sO16V5VJE8KTL, 5733746]
[paragraph, [371.0, 830.0, 1136.0, 36.0], shoonya_1sO16V5VJE8KTL, 5733746]
[paragraph, [371.0, 866.0, 1136.0, 36.0], shoonya_1sO16V5VJE8KTL, 5733746]
[paragraph, [371.0, 902.0, 1136.0, 36.0], shoonya_1sO16V5VJE8KTL, 5733746]
[paragraph, [371.0, 938.0, 1136.0, 36.0], shoonya_1sO16V5VJE8KTL, 5733746]
[paragraph, [371.0, 974.0, 1136.0, 36.0], shoonya_1sO16V5VJE8KTL, 5733746]
[paragraph, [371.0, 1010.0, 1136.0, 36.0], shoonya_1sO16V5VJE8KTL, 5733746]
[paragraph, [371.0, 1046.0, 1136.0, 36.0], shoonya_1sO16V5VJE8KTL, 5733746]
[paragraph, [371.0, 1082.0, 1136.0, 36.0], shoonya_1sO16V5VJE8KTL, 5733746]
[paragraph, [371.0, 1118.0, 1136.0, 36.0], shoonya_1sO16V5VJE8KTL, 5733746]
[paragraph, [371.0, 1154.0, 1136.0, 36.0], shoonya_1sO16V5VJE8KTL, 5733746]
[paragraph, [371.0, 1190.0, 1136.0, 36.0], shoonya_1sO16V5VJE8KTL, 5733746]
[paragraph, [371.0, 1226.0, 1136.0, 36.0], shoonya_1sO16V5VJE8KTL, 5733746]
[paragraph, [371.0, 1262.0, 1136.0, 36.0], shoonya_1sO16V5VJE8KTL, 5733746]
[paragraph, [371.0, 1298.0, 1136.0, 36.0], shoonya_1sO16V5VJE8KTL, 5733746]
[paragraph, [371.0, 1334.0, 1136.0, 36.0], shoonya_1sO16V5VJE8KTL, 5733746]
[paragraph, [371.0, 1370.0, 1136.0, 36.0], shoonya_1sO16V5VJE8KTL, 5733746]
[paragraph, [372.0, 1439.0, 1134.0, 36.0], shoonya_0s14SQV1KN6XYN, 5733746]
[paragraph, [372.0, 1475.0, 1134.0, 36.0], shoonya_0s14SQV1KN6XYN, 5733746]
[paragraph, [372.0, 1511.0, 1134.0, 36.0], shoonya_0s14SQV1KN6XYN, 5733746]
[paragraph, [372.0, 1547.0, 1134.0, 36.0], shoonya_0s14SQV1KN6XYN, 5733746]
[paragraph, [372.0, 1583.0, 1134.0, 36.0], shoonya_0s14SQV1KN6XYN, 5733746]
[paragraph, [372.0, 1619.0, 1134.0, 36.0], shoonya_0s14SQV1KN6XYN, 5733746]
[paragraph, [372.0, 1655.0, 1134.0, 36.0], shoonya_0s14SQV1KN6XYN, 5733746]
[paragraph, [372.0, 1691.0, 1134.0, 36.0], shoonya_0s14SQV1KN6XYN, 5733746]
[paragraph, [372.0, 1727.0, 1134.0, 36.0], shoonya_0s14SQV1KN6XYN, 5733746]
[paragraph, [372.0, 1763.0, 1134.0, 36.0], shoonya_0s14SQV1KN6XYN, 5733746]
[paragraph, [372.0, 1799.0, 1134.0, 36.0], shoonya_0s14SQV1KN6XYN, 5733746]
[paragraph, [372.0, 1835.0, 1134.0, 36.0], shoonya_0s14SQV1KN6XYN, 5733746]
[paragraph, [372.0, 1871.0, 1134.0, 36.0], shoonya_0s14SQV1KN6XYN, 5733746]
[paragraph, [372.0, 1907.0, 1134.0, 36.0], shoonya_0s14SQV1KN6XYN, 5733746]
[paragraph, [372.0, 1943.0, 1134.0, 36.0], shoonya_0s14SQV1KN6XYN, 5733746]
