[567, 454]
[paragraph, [25.0, 31.0, 187.0, 18.0], 6Np73XeWL6, 6460653]
[paragraph, [25.0, 49.0, 187.0, 18.0], 6Np73XeWL6, 6460653]
[paragraph, [25.0, 67.0, 187.0, 18.0], 6Np73XeWL6, 6460653]
[paragraph, [214.0, 32.0, 190.0, 18.0], 26Y7aphh00, 6460653]
[paragraph, [214.0, 50.0, 190.0, 18.0], 26Y7aphh00, 6460653]
[paragraph, [214.0, 68.0, 190.0, 18.0], 26Y7aphh00, 6460653]
[paragraph, [214.0, 86.0, 190.0, 18.0], 26Y7aphh00, 6460653]
[paragraph, [214.0, 104.0, 190.0, 18.0], 26Y7aphh00, 6460653]
[paragraph, [214.0, 122.0, 190.0, 18.0], 26Y7aphh00, 6460653]
[paragraph, [214.0, 140.0, 190.0, 18.0], 26Y7aphh00, 6460653]
[paragraph, [214.0, 158.0, 190.0, 18.0], 26Y7aphh00, 6460653]
[paragraph, [214.0, 176.0, 190.0, 18.0], 26Y7aphh00, 6460653]
[paragraph, [214.0, 194.0, 190.0, 18.0], 26Y7aphh00, 6460653]
[paragraph, [24.0, 86.0, 188.0, 18.0], zAwOxcifAS, 6460653]
[paragraph, [24.0, 104.0, 188.0, 18.0], zAwOxcifAS, 6460653]
[paragraph, [24.0, 122.0, 188.0, 18.0], zAwOxcifAS, 6460653]
[paragraph, [30.0, 142.0, 181.0, 18.0], z_Q6qK6MZa, 6460653]
[paragraph, [30.0, 160.0, 181.0, 18.0], z_Q6qK6MZa, 6460653]
[paragraph, [30.0, 178.0, 181.0, 18.0], z_Q6qK6MZa, 6460653]
[paragraph, [30.0, 196.0, 181.0, 18.0], z_Q6qK6MZa, 6460653]
[paragraph, [30.0, 214.0, 181.0, 18.0], z_Q6qK6MZa, 6460653]
[paragraph, [30.0, 232.0, 181.0, 18.0], z_Q6qK6MZa, 6460653]
[paragraph, [30.0, 250.0, 181.0, 18.0], z_Q6qK6MZa, 6460653]
[paragraph, [30.0, 268.0, 181.0, 18.0], z_Q6qK6MZa, 6460653]
[paragraph, [213.0, 217.0, 193.0, 18.0], YbkdotIjLQ, 6460653]
[paragraph, [213.0, 235.0, 193.0, 18.0], YbkdotIjLQ, 6460653]
[paragraph, [209.0, 252.0, 205.0, 18.0], YcEeq16T9k, 6460653]
[paragraph, [209.0, 270.0, 205.0, 18.0], YcEeq16T9k, 6460653]
[paragraph, [209.0, 288.0, 205.0, 18.0], YcEeq16T9k, 6460653]
[paragraph, [209.0, 306.0, 205.0, 18.0], YcEeq16T9k, 6460653]
[paragraph, [209.0, 324.0, 205.0, 18.0], YcEeq16T9k, 6460653]
[paragraph, [209.0, 342.0, 205.0, 18.0], YcEeq16T9k, 6460653]
[paragraph, [209.0, 360.0, 205.0, 18.0], YcEeq16T9k, 6460653]
[paragraph, [23.0, 289.0, 193.0, 18.0], jSzLCwlSTn, 6460653]
[paragraph, [23.0, 307.0, 193.0, 18.0], jSzLCwlSTn, 6460653]
[paragraph, [23.0, 325.0, 193.0, 18.0], jSzLCwlSTn, 6460653]
[paragraph, [23.0, 343.0, 193.0, 18.0], jSzLCwlSTn, 6460653]
[paragraph, [23.0, 361.0, 193.0, 18.0], jSzLCwlSTn, 6460653]
