[2200, 1700]
[paragraph, [374.0, 114.0, 1132.0, 36.0], shoonya_3s7O8EV19QZO28, 5734472]
[paragraph, [374.0, 150.0, 1132.0, 36.0], shoonya_3s7O8EV19QZO28, 5734472]
[paragraph, [374.0, 186.0, 1132.0, 36.0], shoonya_3s7O8EV19QZO28, 5734472]
[paragraph, [373.0, 246.0, 1133.0, 36.0], shoonya_0sSII665U47PGW, 5734472]
[paragraph, [373.0, 282.0, 1133.0, 36.0], shoonya_0sSII665U47PGW, 5734472]
[paragraph, [373.0, 318.0, 1133.0, 36.0], shoonya_0sSII665U47PGW, 5734472]
[paragraph, [373.0, 354.0, 1133.0, 36.0], shoonya_0sSII665U47PGW, 5734472]
[paragraph, [373.0, 390.0, 1133.0, 36.0], shoonya_0sSII665U47PGW, 5734472]
[paragraph, [373.0, 426.0, 1133.0, 36.0], shoonya_0sSII665U47PGW, 5734472]
[paragraph, [373.0, 462.0, 1133.0, 36.0], shoonya_0sSII665U47PGW, 5734472]
[paragraph, [373.0, 498.0, 1133.0, 36.0], shoonya_0sSII665U47PGW, 5734472]
[paragraph, [373.0, 534.0, 1133.0, 36.0], shoonya_0sSII665U47PGW, 5734472]
[paragraph, [373.0, 570.0, 1133.0, 36.0], shoonya_0sSII665U47PGW, 5734472]
[paragraph, [373.0, 606.0, 1133.0, 36.0], shoonya_0sSII665U47PGW, 5734472]
[paragraph, [373.0, 642.0, 1133.0, 36.0], shoonya_0sSII665U47PGW, 5734472]
[paragraph, [373.0, 678.0, 1133.0, 36.0], shoonya_0sSII665U47PGW, 5734472]
[paragraph, [373.0, 714.0, 1133.0, 36.0], shoonya_0sSII665U47PGW, 5734472]
[paragraph, [373.0, 750.0, 1133.0, 36.0], shoonya_0sSII665U47PGW, 5734472]
[paragraph, [373.0, 786.0, 1133.0, 36.0], shoonya_0sSII665U47PGW, 5734472]
[paragraph, [373.0, 822.0, 1133.0, 36.0], shoonya_0sSII665U47PGW, 5734472]
[paragraph, [373.0, 858.0, 1133.0, 36.0], shoonya_0sSII665U47PGW, 5734472]
[paragraph, [373.0, 894.0, 1133.0, 36.0], shoonya_0sSII665U47PGW, 5734472]
[paragraph, [373.0, 930.0, 1133.0, 36.0], shoonya_0sSII665U47PGW, 5734472]
[paragraph, [373.0, 966.0, 1133.0, 36.0], shoonya_0sSII665U47PGW, 5734472]
[paragraph, [368.0, 1045.0, 1138.0, 36.0], shoonya_2s5VAPE62OCFLF, 5734472]
[paragraph, [368.0, 1081.0, 1138.0, 36.0], shoonya_2s5VAPE62OCFLF, 5734472]
[paragraph, [368.0, 1117.0, 1138.0, 36.0], shoonya_2s5VAPE62OCFLF, 5734472]
[paragraph, [368.0, 1153.0, 1138.0, 36.0], shoonya_2s5VAPE62OCFLF, 5734472]
[paragraph, [368.0, 1189.0, 1138.0, 36.0], shoonya_2s5VAPE62OCFLF, 5734472]
[paragraph, [368.0, 1225.0, 1138.0, 36.0], shoonya_2s5VAPE62OCFLF, 5734472]
[paragraph, [368.0, 1261.0, 1138.0, 36.0], shoonya_2s5VAPE62OCFLF, 5734472]
[paragraph, [368.0, 1297.0, 1138.0, 36.0], shoonya_2s5VAPE62OCFLF, 5734472]
[paragraph, [368.0, 1333.0, 1138.0, 36.0], shoonya_2s5VAPE62OCFLF, 5734472]
[paragraph, [368.0, 1369.0, 1138.0, 36.0], shoonya_2s5VAPE62OCFLF, 5734472]
[paragraph, [368.0, 1405.0, 1138.0, 36.0], shoonya_2s5VAPE62OCFLF, 5734472]
[paragraph, [368.0, 1441.0, 1138.0, 36.0], shoonya_2s5VAPE62OCFLF, 5734472]
[paragraph, [368.0, 1477.0, 1138.0, 36.0], shoonya_2s5VAPE62OCFLF, 5734472]
[paragraph, [368.0, 1513.0, 1138.0, 36.0], shoonya_2s5VAPE62OCFLF, 5734472]
[paragraph, [368.0, 1549.0, 1138.0, 36.0], shoonya_2s5VAPE62OCFLF, 5734472]
[paragraph, [368.0, 1585.0, 1138.0, 36.0], shoonya_2s5VAPE62OCFLF, 5734472]
[paragraph, [368.0, 1621.0, 1138.0, 36.0], shoonya_2s5VAPE62OCFLF, 5734472]
[paragraph, [377.0, 1687.0, 1138.0, 36.0], shoonya_1sZJU8I333ZDIT, 5734472]
[paragraph, [377.0, 1723.0, 1138.0, 36.0], shoonya_1sZJU8I333ZDIT, 5734472]
[paragraph, [377.0, 1759.0, 1138.0, 36.0], shoonya_1sZJU8I333ZDIT, 5734472]
[paragraph, [377.0, 1795.0, 1138.0, 36.0], shoonya_1sZJU8I333ZDIT, 5734472]
[paragraph, [377.0, 1831.0, 1138.0, 36.0], shoonya_1sZJU8I333ZDIT, 5734472]
[paragraph, [377.0, 1867.0, 1138.0, 36.0], shoonya_1sZJU8I333ZDIT, 5734472]
[paragraph, [377.0, 1903.0, 1138.0, 36.0], shoonya_1sZJU8I333ZDIT, 5734472]
[paragraph, [377.0, 1939.0, 1138.0, 36.0], shoonya_1sZJU8I333ZDIT, 5734472]
[paragraph, [377.0, 1975.0, 1138.0, 36.0], shoonya_1sZJU8I333ZDIT, 5734472]
[paragraph, [377.0, 2011.0, 1138.0, 36.0], shoonya_1sZJU8I333ZDIT, 5734472]
