[1372, 849]
[section-title, [352.0, 69.0, 142.0, 30.0], shoonya_2sDFE4ZIPNVFVM, 5709956]
[paragraph, [58.0, 121.0, 736.0, 18.0], shoonya_0sP217FZLRW12W, 5709956]
[paragraph, [58.0, 139.0, 736.0, 18.0], shoonya_0sP217FZLRW12W, 5709956]
[paragraph, [58.0, 157.0, 736.0, 18.0], shoonya_0sP217FZLRW12W, 5709956]
[paragraph, [58.0, 175.0, 736.0, 18.0], shoonya_0sP217FZLRW12W, 5709956]
[paragraph, [58.0, 193.0, 736.0, 18.0], shoonya_0sP217FZLRW12W, 5709956]
[paragraph, [58.0, 211.0, 736.0, 18.0], shoonya_0sP217FZLRW12W, 5709956]
[paragraph, [58.0, 229.0, 736.0, 18.0], shoonya_0sP217FZLRW12W, 5709956]
[paragraph, [58.0, 247.0, 736.0, 18.0], shoonya_0sP217FZLRW12W, 5709956]
[paragraph, [58.0, 265.0, 736.0, 18.0], shoonya_0sP217FZLRW12W, 5709956]
[paragraph, [58.0, 283.0, 736.0, 18.0], shoonya_0sP217FZLRW12W, 5709956]
[paragraph, [58.0, 301.0, 736.0, 18.0], shoonya_0sP217FZLRW12W, 5709956]
[paragraph, [58.0, 319.0, 736.0, 18.0], shoonya_0sP217FZLRW12W, 5709956]
[paragraph, [58.0, 337.0, 736.0, 18.0], shoonya_0sP217FZLRW12W, 5709956]
[paragraph, [58.0, 355.0, 736.0, 18.0], shoonya_0sP217FZLRW12W, 5709956]
[paragraph, [58.0, 373.0, 736.0, 18.0], shoonya_0sP217FZLRW12W, 5709956]
[paragraph, [58.0, 391.0, 736.0, 18.0], shoonya_0sP217FZLRW12W, 5709956]
[paragraph, [58.0, 409.0, 736.0, 18.0], shoonya_0sP217FZLRW12W, 5709956]
[paragraph, [58.0, 427.0, 736.0, 18.0], shoonya_0sP217FZLRW12W, 5709956]
[paragraph, [58.0, 445.0, 736.0, 18.0], shoonya_0sP217FZLRW12W, 5709956]
[paragraph, [58.0, 463.0, 736.0, 18.0], shoonya_0sP217FZLRW12W, 5709956]
[paragraph, [58.0, 481.0, 736.0, 18.0], shoonya_0sP217FZLRW12W, 5709956]
[paragraph, [58.0, 499.0, 736.0, 18.0], shoonya_0sP217FZLRW12W, 5709956]
[paragraph, [58.0, 517.0, 736.0, 18.0], shoonya_0sP217FZLRW12W, 5709956]
[paragraph, [58.0, 535.0, 736.0, 18.0], shoonya_0sP217FZLRW12W, 5709956]
[paragraph, [58.0, 553.0, 736.0, 18.0], shoonya_0sP217FZLRW12W, 5709956]
[paragraph, [58.0, 571.0, 736.0, 18.0], shoonya_0sP217FZLRW12W, 5709956]
[paragraph, [58.0, 589.0, 736.0, 18.0], shoonya_0sP217FZLRW12W, 5709956]
[paragraph, [58.0, 607.0, 736.0, 18.0], shoonya_0sP217FZLRW12W, 5709956]
[paragraph, [58.0, 625.0, 736.0, 18.0], shoonya_0sP217FZLRW12W, 5709956]
[paragraph, [58.0, 643.0, 736.0, 18.0], shoonya_0sP217FZLRW12W, 5709956]
[paragraph, [58.0, 661.0, 736.0, 18.0], shoonya_0sP217FZLRW12W, 5709956]
[paragraph, [58.0, 679.0, 736.0, 18.0], shoonya_0sP217FZLRW12W, 5709956]
[paragraph, [58.0, 697.0, 736.0, 18.0], shoonya_0sP217FZLRW12W, 5709956]
[paragraph, [57.0, 719.0, 739.0, 18.0], 8vKN0hdL-O, 5709956]
[paragraph, [57.0, 737.0, 739.0, 18.0], 8vKN0hdL-O, 5709956]
[paragraph, [57.0, 755.0, 739.0, 18.0], 8vKN0hdL-O, 5709956]
[paragraph, [57.0, 773.0, 739.0, 18.0], 8vKN0hdL-O, 5709956]
[paragraph, [57.0, 791.0, 739.0, 18.0], 8vKN0hdL-O, 5709956]
[paragraph, [57.0, 809.0, 739.0, 18.0], 8vKN0hdL-O, 5709956]
[paragraph, [57.0, 827.0, 739.0, 18.0], 8vKN0hdL-O, 5709956]
[paragraph, [57.0, 845.0, 739.0, 18.0], 8vKN0hdL-O, 5709956]
[paragraph, [57.0, 863.0, 739.0, 18.0], 8vKN0hdL-O, 5709956]
[paragraph, [57.0, 881.0, 739.0, 18.0], 8vKN0hdL-O, 5709956]
[paragraph, [57.0, 899.0, 739.0, 18.0], 8vKN0hdL-O, 5709956]
[paragraph, [57.0, 917.0, 739.0, 18.0], 8vKN0hdL-O, 5709956]
[paragraph, [57.0, 935.0, 739.0, 18.0], 8vKN0hdL-O, 5709956]
[paragraph, [57.0, 953.0, 739.0, 18.0], 8vKN0hdL-O, 5709956]
[paragraph, [57.0, 971.0, 739.0, 18.0], 8vKN0hdL-O, 5709956]
[paragraph, [57.0, 989.0, 739.0, 18.0], 8vKN0hdL-O, 5709956]
[paragraph, [57.0, 1007.0, 739.0, 18.0], 8vKN0hdL-O, 5709956]
[paragraph, [57.0, 1025.0, 739.0, 18.0], 8vKN0hdL-O, 5709956]
[paragraph, [57.0, 1047.0, 738.0, 18.0], shoonya_1sXCY8H6KTZ78F, 5709956]
[paragraph, [57.0, 1065.0, 738.0, 18.0], shoonya_1sXCY8H6KTZ78F, 5709956]
[paragraph, [57.0, 1083.0, 738.0, 18.0], shoonya_1sXCY8H6KTZ78F, 5709956]
[paragraph, [57.0, 1101.0, 738.0, 18.0], shoonya_1sXCY8H6KTZ78F, 5709956]
[paragraph, [57.0, 1119.0, 738.0, 18.0], shoonya_1sXCY8H6KTZ78F, 5709956]
[paragraph, [57.0, 1137.0, 738.0, 18.0], shoonya_1sXCY8H6KTZ78F, 5709956]
[paragraph, [57.0, 1155.0, 738.0, 18.0], shoonya_1sXCY8H6KTZ78F, 5709956]
[paragraph, [57.0, 1173.0, 738.0, 18.0], shoonya_1sXCY8H6KTZ78F, 5709956]
[paragraph, [57.0, 1191.0, 738.0, 18.0], shoonya_1sXCY8H6KTZ78F, 5709956]
[paragraph, [57.0, 1209.0, 738.0, 18.0], shoonya_1sXCY8H6KTZ78F, 5709956]
[paragraph, [57.0, 1227.0, 738.0, 18.0], shoonya_1sXCY8H6KTZ78F, 5709956]
[paragraph, [57.0, 1245.0, 738.0, 18.0], shoonya_1sXCY8H6KTZ78F, 5709956]
[paragraph, [57.0, 1263.0, 738.0, 18.0], shoonya_1sXCY8H6KTZ78F, 5709956]
[paragraph, [57.0, 1281.0, 738.0, 18.0], shoonya_1sXCY8H6KTZ78F, 5709956]
