[2200, 1700]
[paragraph, [328.0, 64.0, 1099.0, 36.0], shoonya_0sV79XRNW69UIS, 5731739]
[paragraph, [328.0, 100.0, 1099.0, 36.0], shoonya_0sV79XRNW69UIS, 5731739]
[paragraph, [328.0, 136.0, 1099.0, 36.0], shoonya_0sV79XRNW69UIS, 5731739]
[paragraph, [328.0, 172.0, 1099.0, 36.0], shoonya_0sV79XRNW69UIS, 5731739]
[paragraph, [328.0, 208.0, 1099.0, 36.0], shoonya_0sV79XRNW69UIS, 5731739]
[paragraph, [328.0, 244.0, 1099.0, 36.0], shoonya_0sV79XRNW69UIS, 5731739]
[paragraph, [328.0, 280.0, 1099.0, 36.0], shoonya_0sV79XRNW69UIS, 5731739]
[paragraph, [328.0, 316.0, 1099.0, 36.0], shoonya_0sV79XRNW69UIS, 5731739]
[paragraph, [328.0, 352.0, 1099.0, 36.0], shoonya_0sV79XRNW69UIS, 5731739]
[paragraph, [328.0, 388.0, 1099.0, 36.0], shoonya_0sV79XRNW69UIS, 5731739]
[paragraph, [328.0, 424.0, 1099.0, 36.0], shoonya_0sV79XRNW69UIS, 5731739]
[paragraph, [328.0, 460.0, 1099.0, 36.0], shoonya_0sV79XRNW69UIS, 5731739]
[paragraph, [328.0, 496.0, 1099.0, 36.0], shoonya_0sV79XRNW69UIS, 5731739]
[paragraph, [328.0, 532.0, 1099.0, 36.0], shoonya_0sV79XRNW69UIS, 5731739]
[paragraph, [322.0, 587.0, 1104.0, 36.0], shoonya_1sLZUQHF2NN5S1, 5731739]
[paragraph, [322.0, 623.0, 1104.0, 36.0], shoonya_1sLZUQHF2NN5S1, 5731739]
[paragraph, [322.0, 659.0, 1104.0, 36.0], shoonya_1sLZUQHF2NN5S1, 5731739]
[paragraph, [322.0, 695.0, 1104.0, 36.0], shoonya_1sLZUQHF2NN5S1, 5731739]
[paragraph, [322.0, 731.0, 1104.0, 36.0], shoonya_1sLZUQHF2NN5S1, 5731739]
[paragraph, [322.0, 767.0, 1104.0, 36.0], shoonya_1sLZUQHF2NN5S1, 5731739]
[paragraph, [322.0, 803.0, 1104.0, 36.0], shoonya_1sLZUQHF2NN5S1, 5731739]
[paragraph, [322.0, 839.0, 1104.0, 36.0], shoonya_1sLZUQHF2NN5S1, 5731739]
[paragraph, [322.0, 875.0, 1104.0, 36.0], shoonya_1sLZUQHF2NN5S1, 5731739]
[paragraph, [322.0, 911.0, 1104.0, 36.0], shoonya_1sLZUQHF2NN5S1, 5731739]
[paragraph, [322.0, 947.0, 1104.0, 36.0], shoonya_1sLZUQHF2NN5S1, 5731739]
[paragraph, [322.0, 983.0, 1104.0, 36.0], shoonya_1sLZUQHF2NN5S1, 5731739]
[paragraph, [322.0, 1019.0, 1104.0, 36.0], shoonya_1sLZUQHF2NN5S1, 5731739]
[paragraph, [322.0, 1055.0, 1104.0, 36.0], shoonya_1sLZUQHF2NN5S1, 5731739]
[paragraph, [322.0, 1091.0, 1104.0, 36.0], shoonya_1sLZUQHF2NN5S1, 5731739]
[paragraph, [322.0, 1127.0, 1104.0, 36.0], shoonya_1sLZUQHF2NN5S1, 5731739]
[paragraph, [322.0, 1163.0, 1104.0, 36.0], shoonya_1sLZUQHF2NN5S1, 5731739]
[paragraph, [322.0, 1199.0, 1104.0, 36.0], shoonya_1sLZUQHF2NN5S1, 5731739]
[paragraph, [322.0, 1235.0, 1104.0, 36.0], shoonya_1sLZUQHF2NN5S1, 5731739]
[paragraph, [322.0, 1271.0, 1104.0, 36.0], shoonya_1sLZUQHF2NN5S1, 5731739]
[paragraph, [322.0, 1307.0, 1104.0, 36.0], shoonya_1sLZUQHF2NN5S1, 5731739]
[paragraph, [322.0, 1343.0, 1104.0, 36.0], shoonya_1sLZUQHF2NN5S1, 5731739]
[paragraph, [322.0, 1379.0, 1104.0, 36.0], shoonya_1sLZUQHF2NN5S1, 5731739]
[paragraph, [322.0, 1415.0, 1104.0, 36.0], shoonya_1sLZUQHF2NN5S1, 5731739]
[paragraph, [322.0, 1451.0, 1104.0, 36.0], shoonya_1sLZUQHF2NN5S1, 5731739]
[paragraph, [322.0, 1487.0, 1104.0, 36.0], shoonya_1sLZUQHF2NN5S1, 5731739]
[paragraph, [322.0, 1523.0, 1104.0, 36.0], shoonya_1sLZUQHF2NN5S1, 5731739]
[paragraph, [322.0, 1559.0, 1104.0, 36.0], shoonya_1sLZUQHF2NN5S1, 5731739]
[paragraph, [322.0, 1595.0, 1104.0, 36.0], shoonya_1sLZUQHF2NN5S1, 5731739]
[paragraph, [322.0, 1631.0, 1104.0, 36.0], shoonya_1sLZUQHF2NN5S1, 5731739]
[paragraph, [322.0, 1667.0, 1104.0, 36.0], shoonya_1sLZUQHF2NN5S1, 5731739]
[paragraph, [322.0, 1703.0, 1104.0, 36.0], shoonya_1sLZUQHF2NN5S1, 5731739]
[paragraph, [322.0, 1739.0, 1104.0, 36.0], shoonya_1sLZUQHF2NN5S1, 5731739]
[paragraph, [322.0, 1775.0, 1104.0, 36.0], shoonya_1sLZUQHF2NN5S1, 5731739]
[paragraph, [322.0, 1811.0, 1104.0, 36.0], shoonya_1sLZUQHF2NN5S1, 5731739]
[paragraph, [462.0, 1879.0, 950.0, 36.0], shoonya_2sS2TSEJ0RD125, 5731739]
[folio, [333.0, 2017.0, 338.0, 36.0], bKY2VAcHRW, 5731739]
