[1366, 835]
[folio, [97.0, 34.0, 113.0, 18.0], JoCjzI8nIq, 5781991]
[folio, [97.0, 52.0, 113.0, 18.0], JoCjzI8nIq, 5781991]
[folio, [281.0, 89.0, 266.0, 18.0], rWg4oVirBw, 5781991]
[figure-caption, [418.0, 636.0, 281.0, 18.0], zZAvZM8zBT, 5781991]
[figure-caption, [418.0, 654.0, 281.0, 18.0], zZAvZM8zBT, 5781991]
[figure-caption, [418.0, 672.0, 281.0, 18.0], zZAvZM8zBT, 5781991]
[figure-caption, [418.0, 690.0, 281.0, 18.0], zZAvZM8zBT, 5781991]
[figure-caption, [418.0, 708.0, 281.0, 18.0], zZAvZM8zBT, 5781991]
[figure-caption, [418.0, 726.0, 281.0, 18.0], zZAvZM8zBT, 5781991]
[figure-caption, [106.0, 638.0, 163.0, 18.0], shoonya_3s4TVEYXW34Z3H, 5781991]
[figure-caption, [106.0, 656.0, 163.0, 18.0], shoonya_3s4TVEYXW34Z3H, 5781991]
[figure-caption, [106.0, 674.0, 163.0, 18.0], shoonya_3s4TVEYXW34Z3H, 5781991]
[figure-caption, [106.0, 692.0, 163.0, 18.0], shoonya_3s4TVEYXW34Z3H, 5781991]
[figure-caption, [106.0, 710.0, 163.0, 18.0], shoonya_3s4TVEYXW34Z3H, 5781991]
[figure-caption, [106.0, 728.0, 163.0, 18.0], shoonya_3s4TVEYXW34Z3H, 5781991]
[figure-caption, [121.0, 783.0, 617.0, 18.0], eKwaeTMQHf, 5781991]
[paragraph, [103.0, 823.0, 641.0, 18.0], shoonya_6sXAYRN6N70QAV, 5781991]
[paragraph, [103.0, 841.0, 641.0, 18.0], shoonya_6sXAYRN6N70QAV, 5781991]
[ordered-list, [94.0, 870.0, 651.0, 18.0], shoonya_5s4WZ21M5Q1HOF, 5781991]
[ordered-list, [94.0, 888.0, 651.0, 18.0], shoonya_5s4WZ21M5Q1HOF, 5781991]
[ordered-list, [94.0, 906.0, 651.0, 18.0], shoonya_5s4WZ21M5Q1HOF, 5781991]
[ordered-list, [94.0, 924.0, 651.0, 18.0], shoonya_5s4WZ21M5Q1HOF, 5781991]
[ordered-list, [94.0, 942.0, 651.0, 18.0], shoonya_5s4WZ21M5Q1HOF, 5781991]
[ordered-list, [94.0, 960.0, 651.0, 18.0], shoonya_5s4WZ21M5Q1HOF, 5781991]
[ordered-list, [94.0, 978.0, 651.0, 18.0], shoonya_5s4WZ21M5Q1HOF, 5781991]
[ordered-list, [94.0, 996.0, 651.0, 18.0], shoonya_5s4WZ21M5Q1HOF, 5781991]
[ordered-list, [94.0, 1014.0, 651.0, 18.0], shoonya_5s4WZ21M5Q1HOF, 5781991]
[ordered-list, [94.0, 1032.0, 651.0, 18.0], shoonya_5s4WZ21M5Q1HOF, 5781991]
[ordered-list, [94.0, 1050.0, 651.0, 18.0], shoonya_5s4WZ21M5Q1HOF, 5781991]
[ordered-list, [94.0, 1068.0, 651.0, 18.0], shoonya_5s4WZ21M5Q1HOF, 5781991]
[ordered-list, [94.0, 1086.0, 651.0, 18.0], shoonya_5s4WZ21M5Q1HOF, 5781991]
[ordered-list, [94.0, 1104.0, 651.0, 18.0], shoonya_5s4WZ21M5Q1HOF, 5781991]
[ordered-list, [94.0, 1122.0, 651.0, 18.0], shoonya_5s4WZ21M5Q1HOF, 5781991]
[ordered-list, [94.0, 1140.0, 651.0, 18.0], shoonya_5s4WZ21M5Q1HOF, 5781991]
[ordered-list, [94.0, 1158.0, 651.0, 18.0], shoonya_5s4WZ21M5Q1HOF, 5781991]
[ordered-list, [94.0, 1176.0, 651.0, 18.0], shoonya_5s4WZ21M5Q1HOF, 5781991]
[ordered-list, [94.0, 1194.0, 651.0, 18.0], shoonya_5s4WZ21M5Q1HOF, 5781991]
[sub-ordered-list, [99.0, 956.0, 639.0, 18.0], shoonya_1sO4ICP5YDI6JI, 5781991]
[sub-ordered-list, [99.0, 974.0, 639.0, 18.0], shoonya_1sO4ICP5YDI6JI, 5781991]
[sub-ordered-list, [99.0, 992.0, 639.0, 18.0], shoonya_1sO4ICP5YDI6JI, 5781991]
[sub-ordered-list, [99.0, 1010.0, 639.0, 18.0], shoonya_1sO4ICP5YDI6JI, 5781991]
[sub-ordered-list, [99.0, 1028.0, 639.0, 18.0], shoonya_1sO4ICP5YDI6JI, 5781991]
[sub-ordered-list, [99.0, 1046.0, 639.0, 18.0], shoonya_1sO4ICP5YDI6JI, 5781991]
[sub-ordered-list, [99.0, 1064.0, 639.0, 18.0], shoonya_1sO4ICP5YDI6JI, 5781991]
[sub-ordered-list, [99.0, 1082.0, 639.0, 18.0], shoonya_1sO4ICP5YDI6JI, 5781991]
[sub-ordered-list, [99.0, 1100.0, 639.0, 18.0], shoonya_1sO4ICP5YDI6JI, 5781991]
[sub-ordered-list, [99.0, 1118.0, 639.0, 18.0], shoonya_1sO4ICP5YDI6JI, 5781991]
[sub-ordered-list, [99.0, 1136.0, 639.0, 18.0], shoonya_1sO4ICP5YDI6JI, 5781991]
[sub-ordered-list, [99.0, 1154.0, 639.0, 18.0], shoonya_1sO4ICP5YDI6JI, 5781991]
[sub-ordered-list, [99.0, 1172.0, 639.0, 18.0], shoonya_1sO4ICP5YDI6JI, 5781991]
[sub-ordered-list, [99.0, 1190.0, 639.0, 18.0], shoonya_1sO4ICP5YDI6JI, 5781991]
