[2339, 1653]
[paragraph, [120.0, 159.0, 770.0, 36.0], xGxUDYml_X, 5751476]
[paragraph, [120.0, 195.0, 770.0, 36.0], xGxUDYml_X, 5751476]
[paragraph, [105.0, 267.0, 1433.0, 36.0], JE6bb1jRM7, 5751476]
[paragraph, [105.0, 303.0, 1433.0, 36.0], JE6bb1jRM7, 5751476]
[paragraph, [105.0, 339.0, 1433.0, 36.0], JE6bb1jRM7, 5751476]
[paragraph, [105.0, 375.0, 1433.0, 36.0], JE6bb1jRM7, 5751476]
[paragraph, [105.0, 411.0, 1433.0, 36.0], JE6bb1jRM7, 5751476]
[paragraph, [113.0, 471.0, 215.0, 36.0], y-Z5kDRmyc, 5751476]
[paragraph, [113.0, 507.0, 215.0, 36.0], y-Z5kDRmyc, 5751476]
[paragraph, [91.0, 556.0, 1458.0, 36.0], 4KZjsizRvl, 5751476]
[paragraph, [91.0, 592.0, 1458.0, 36.0], 4KZjsizRvl, 5751476]
[paragraph, [91.0, 628.0, 1458.0, 36.0], 4KZjsizRvl, 5751476]
[paragraph, [91.0, 664.0, 1458.0, 36.0], 4KZjsizRvl, 5751476]
[paragraph, [91.0, 700.0, 1458.0, 36.0], 4KZjsizRvl, 5751476]
[paragraph, [91.0, 736.0, 1458.0, 36.0], 4KZjsizRvl, 5751476]
[paragraph, [126.0, 781.0, 778.0, 36.0], shoonya_1s92FWB2TXIOCZ, 5751476]
[paragraph, [126.0, 817.0, 778.0, 36.0], shoonya_1s92FWB2TXIOCZ, 5751476]
[paragraph, [113.0, 871.0, 1427.0, 36.0], peMiy6zqSa, 5751476]
[paragraph, [113.0, 907.0, 1427.0, 36.0], peMiy6zqSa, 5751476]
[paragraph, [113.0, 943.0, 1427.0, 36.0], peMiy6zqSa, 5751476]
[paragraph, [113.0, 979.0, 1427.0, 36.0], peMiy6zqSa, 5751476]
[paragraph, [113.0, 1015.0, 1427.0, 36.0], peMiy6zqSa, 5751476]
[paragraph, [113.0, 1051.0, 1427.0, 36.0], peMiy6zqSa, 5751476]
[paragraph, [113.0, 1087.0, 1427.0, 36.0], peMiy6zqSa, 5751476]
[paragraph, [113.0, 1123.0, 1427.0, 36.0], peMiy6zqSa, 5751476]
[paragraph, [101.0, 1171.0, 1445.0, 36.0], -xKjFPePBn, 5751476]
[paragraph, [101.0, 1207.0, 1445.0, 36.0], -xKjFPePBn, 5751476]
[paragraph, [101.0, 1243.0, 1445.0, 36.0], -xKjFPePBn, 5751476]
[paragraph, [101.0, 1279.0, 1445.0, 36.0], -xKjFPePBn, 5751476]
[paragraph, [101.0, 1315.0, 1445.0, 36.0], -xKjFPePBn, 5751476]
[paragraph, [101.0, 1351.0, 1445.0, 36.0], -xKjFPePBn, 5751476]
[paragraph, [101.0, 1387.0, 1445.0, 36.0], -xKjFPePBn, 5751476]
[paragraph, [101.0, 1423.0, 1445.0, 36.0], -xKjFPePBn, 5751476]
[paragraph, [101.0, 1459.0, 1445.0, 36.0], -xKjFPePBn, 5751476]
[paragraph, [101.0, 1495.0, 1445.0, 36.0], -xKjFPePBn, 5751476]
[paragraph, [101.0, 1531.0, 1445.0, 36.0], -xKjFPePBn, 5751476]
[paragraph, [87.0, 1620.0, 1447.0, 36.0], SLqKAVvlgV, 5751476]
[paragraph, [87.0, 1656.0, 1447.0, 36.0], SLqKAVvlgV, 5751476]
[paragraph, [87.0, 1692.0, 1447.0, 36.0], SLqKAVvlgV, 5751476]
[paragraph, [87.0, 1728.0, 1447.0, 36.0], SLqKAVvlgV, 5751476]
[paragraph, [87.0, 1764.0, 1447.0, 36.0], SLqKAVvlgV, 5751476]
[paragraph, [91.0, 1811.0, 1458.0, 36.0], FdbP7P0fKf, 5751476]
[paragraph, [91.0, 1847.0, 1458.0, 36.0], FdbP7P0fKf, 5751476]
[paragraph, [91.0, 1883.0, 1458.0, 36.0], FdbP7P0fKf, 5751476]
[paragraph, [91.0, 1919.0, 1458.0, 36.0], FdbP7P0fKf, 5751476]
[paragraph, [91.0, 1955.0, 1458.0, 36.0], FdbP7P0fKf, 5751476]
[paragraph, [91.0, 1991.0, 1458.0, 36.0], FdbP7P0fKf, 5751476]
[paragraph, [91.0, 2027.0, 1458.0, 36.0], FdbP7P0fKf, 5751476]
[paragraph, [91.0, 2063.0, 1458.0, 36.0], FdbP7P0fKf, 5751476]
