[1483, 1063]
[section-title, [246.0, 67.0, 568.0, 30.0], Ph_QvtGPsV, 5763066]
[section-title, [246.0, 97.0, 568.0, 30.0], Ph_QvtGPsV, 5763066]
[section-title, [246.0, 127.0, 568.0, 30.0], Ph_QvtGPsV, 5763066]
[section-title, [246.0, 157.0, 568.0, 30.0], Ph_QvtGPsV, 5763066]
[section-title, [246.0, 187.0, 568.0, 30.0], Ph_QvtGPsV, 5763066]
[folio, [691.0, 243.0, 122.0, 18.0], 0faityUo3f, 5763066]
[folio, [691.0, 261.0, 122.0, 18.0], 0faityUo3f, 5763066]
[folio, [691.0, 279.0, 122.0, 18.0], 0faityUo3f, 5763066]
[folio, [691.0, 297.0, 122.0, 18.0], 0faityUo3f, 5763066]
[folio, [691.0, 315.0, 122.0, 18.0], 0faityUo3f, 5763066]
[sub-section-title, [284.0, 245.0, 394.0, 25.5], DOC8hPmEyJ, 5763066]
[sub-section-title, [284.0, 270.5, 394.0, 25.5], DOC8hPmEyJ, 5763066]
[folio, [5.0, 318.0, 337.0, 18.0], RSY5QsckZE, 5763066]
[folio, [5.0, 336.0, 337.0, 18.0], RSY5QsckZE, 5763066]
[paragraph, [1.0, 361.0, 1029.0, 18.0], js-yGZuoRQ, 5763066]
[figure-caption, [238.0, 1055.0, 548.0, 18.0], shoonya_2sEODHQXWJP720, 5763066]
[figure-caption, [238.0, 1073.0, 548.0, 18.0], shoonya_2sEODHQXWJP720, 5763066]
[figure-caption, [238.0, 1091.0, 548.0, 18.0], shoonya_2sEODHQXWJP720, 5763066]
[figure-caption, [238.0, 1109.0, 548.0, 18.0], shoonya_2sEODHQXWJP720, 5763066]
[figure-caption, [238.0, 1127.0, 548.0, 18.0], shoonya_2sEODHQXWJP720, 5763066]
[figure-caption, [238.0, 1145.0, 548.0, 18.0], shoonya_2sEODHQXWJP720, 5763066]
[figure-caption, [238.0, 1163.0, 548.0, 18.0], shoonya_2sEODHQXWJP720, 5763066]
[figure-caption, [238.0, 1181.0, 548.0, 18.0], shoonya_2sEODHQXWJP720, 5763066]
[figure-caption, [238.0, 1199.0, 548.0, 18.0], shoonya_2sEODHQXWJP720, 5763066]
[figure-caption, [238.0, 1217.0, 548.0, 18.0], shoonya_2sEODHQXWJP720, 5763066]
[figure-caption, [238.0, 1235.0, 548.0, 18.0], shoonya_2sEODHQXWJP720, 5763066]
[figure-caption, [238.0, 1253.0, 548.0, 18.0], shoonya_2sEODHQXWJP720, 5763066]
[figure-caption, [238.0, 1271.0, 548.0, 18.0], shoonya_2sEODHQXWJP720, 5763066]
[website-link, [280.0, 1381.0, 215.0, 18.0], W1fAOBKQuv, 5763066]
[website-link, [280.0, 1399.0, 215.0, 18.0], W1fAOBKQuv, 5763066]
[folio, [516.0, 1381.0, 487.0, 18.0], iiTSmUoHko, 5763066]
[website-link, [11.0, 1383.0, 246.0, 18.0], LN7rv9MVrd, 5763066]
