[1419, 1005]
[paragraph, [0.0, 0.0, 497.0, 18.0], 1TO-jGAvzz, 5747701]
[paragraph, [0.0, 18.0, 497.0, 18.0], 1TO-jGAvzz, 5747701]
[paragraph, [0.0, 36.0, 497.0, 18.0], 1TO-jGAvzz, 5747701]
[paragraph, [0.0, 54.0, 497.0, 18.0], 1TO-jGAvzz, 5747701]
[paragraph, [0.0, 72.0, 497.0, 18.0], 1TO-jGAvzz, 5747701]
[paragraph, [0.0, 90.0, 497.0, 18.0], 1TO-jGAvzz, 5747701]
[paragraph, [0.0, 108.0, 497.0, 18.0], 1TO-jGAvzz, 5747701]
[paragraph, [0.0, 149.0, 492.0, 18.0], shoonya_0sW79FQD8MXI7Q, 5747701]
[paragraph, [0.0, 167.0, 492.0, 18.0], shoonya_0sW79FQD8MXI7Q, 5747701]
[paragraph, [0.0, 185.0, 492.0, 18.0], shoonya_0sW79FQD8MXI7Q, 5747701]
[paragraph, [0.0, 203.0, 492.0, 18.0], shoonya_0sW79FQD8MXI7Q, 5747701]
[paragraph, [0.0, 221.0, 492.0, 18.0], shoonya_0sW79FQD8MXI7Q, 5747701]
[paragraph, [0.0, 239.0, 492.0, 18.0], shoonya_0sW79FQD8MXI7Q, 5747701]
[paragraph, [0.0, 257.0, 492.0, 18.0], shoonya_0sW79FQD8MXI7Q, 5747701]
[paragraph, [0.0, 275.0, 492.0, 18.0], shoonya_0sW79FQD8MXI7Q, 5747701]
[paragraph, [0.0, 293.0, 492.0, 18.0], shoonya_0sW79FQD8MXI7Q, 5747701]
[paragraph, [0.0, 311.0, 492.0, 18.0], shoonya_0sW79FQD8MXI7Q, 5747701]
[paragraph, [0.0, 329.0, 492.0, 18.0], shoonya_0sW79FQD8MXI7Q, 5747701]
[paragraph, [0.0, 347.0, 492.0, 18.0], shoonya_0sW79FQD8MXI7Q, 5747701]
[paragraph, [0.0, 365.0, 492.0, 18.0], shoonya_0sW79FQD8MXI7Q, 5747701]
[paragraph, [0.0, 383.0, 492.0, 18.0], shoonya_0sW79FQD8MXI7Q, 5747701]
[paragraph, [0.0, 401.0, 492.0, 18.0], shoonya_0sW79FQD8MXI7Q, 5747701]
[paragraph, [0.0, 419.0, 492.0, 18.0], shoonya_0sW79FQD8MXI7Q, 5747701]
[paragraph, [0.0, 437.0, 492.0, 18.0], shoonya_0sW79FQD8MXI7Q, 5747701]
[paragraph, [0.0, 455.0, 492.0, 18.0], shoonya_0sW79FQD8MXI7Q, 5747701]
[paragraph, [0.0, 473.0, 492.0, 18.0], shoonya_0sW79FQD8MXI7Q, 5747701]
[paragraph, [0.0, 491.0, 492.0, 18.0], shoonya_0sW79FQD8MXI7Q, 5747701]
[paragraph, [0.0, 509.0, 492.0, 18.0], shoonya_0sW79FQD8MXI7Q, 5747701]
[paragraph, [0.0, 527.0, 492.0, 18.0], shoonya_0sW79FQD8MXI7Q, 5747701]
[paragraph, [0.0, 545.0, 492.0, 18.0], shoonya_0sW79FQD8MXI7Q, 5747701]
[paragraph, [0.0, 563.0, 492.0, 18.0], shoonya_0sW79FQD8MXI7Q, 5747701]
[paragraph, [0.0, 581.0, 492.0, 18.0], shoonya_0sW79FQD8MXI7Q, 5747701]
[paragraph, [0.0, 599.0, 492.0, 18.0], shoonya_0sW79FQD8MXI7Q, 5747701]
[paragraph, [0.0, 617.0, 492.0, 18.0], shoonya_0sW79FQD8MXI7Q, 5747701]
[paragraph, [0.0, 635.0, 492.0, 18.0], shoonya_0sW79FQD8MXI7Q, 5747701]
[paragraph, [0.0, 653.0, 492.0, 18.0], shoonya_0sW79FQD8MXI7Q, 5747701]
[paragraph, [0.0, 671.0, 492.0, 18.0], shoonya_0sW79FQD8MXI7Q, 5747701]
[options, [589.0, 164.0, 126.0, 18.0], shoonya_6sRZFK40WGL5GN, 5747701]
[options, [589.0, 182.0, 126.0, 18.0], shoonya_6sRZFK40WGL5GN, 5747701]
[options, [589.0, 200.0, 126.0, 18.0], shoonya_6sRZFK40WGL5GN, 5747701]
[options, [589.0, 218.0, 126.0, 18.0], shoonya_6sRZFK40WGL5GN, 5747701]
[options, [589.0, 236.0, 126.0, 18.0], shoonya_6sRZFK40WGL5GN, 5747701]
[options, [589.0, 254.0, 126.0, 18.0], shoonya_6sRZFK40WGL5GN, 5747701]
[options, [589.0, 272.0, 126.0, 18.0], shoonya_6sRZFK40WGL5GN, 5747701]
[options, [589.0, 290.0, 126.0, 18.0], shoonya_6sRZFK40WGL5GN, 5747701]
[options, [589.0, 308.0, 126.0, 18.0], shoonya_6sRZFK40WGL5GN, 5747701]
[options, [589.0, 326.0, 126.0, 18.0], shoonya_6sRZFK40WGL5GN, 5747701]
[options, [589.0, 344.0, 126.0, 18.0], shoonya_6sRZFK40WGL5GN, 5747701]
[options, [589.0, 362.0, 126.0, 18.0], shoonya_6sRZFK40WGL5GN, 5747701]
[options, [589.0, 380.0, 126.0, 18.0], shoonya_6sRZFK40WGL5GN, 5747701]
[options, [589.0, 398.0, 126.0, 18.0], shoonya_6sRZFK40WGL5GN, 5747701]
[options, [589.0, 416.0, 126.0, 18.0], shoonya_6sRZFK40WGL5GN, 5747701]
[options, [589.0, 434.0, 126.0, 18.0], shoonya_6sRZFK40WGL5GN, 5747701]
[options, [589.0, 452.0, 126.0, 18.0], shoonya_6sRZFK40WGL5GN, 5747701]
[options, [589.0, 470.0, 126.0, 18.0], shoonya_6sRZFK40WGL5GN, 5747701]
[options, [589.0, 488.0, 126.0, 18.0], shoonya_6sRZFK40WGL5GN, 5747701]
[options, [589.0, 506.0, 126.0, 18.0], shoonya_6sRZFK40WGL5GN, 5747701]
[options, [589.0, 524.0, 126.0, 18.0], shoonya_6sRZFK40WGL5GN, 5747701]
[options, [589.0, 542.0, 126.0, 18.0], shoonya_6sRZFK40WGL5GN, 5747701]
[options, [589.0, 560.0, 126.0, 18.0], shoonya_6sRZFK40WGL5GN, 5747701]
[options, [589.0, 578.0, 126.0, 18.0], shoonya_6sRZFK40WGL5GN, 5747701]
[options, [589.0, 596.0, 126.0, 18.0], shoonya_6sRZFK40WGL5GN, 5747701]
[paragraph, [0.0, 728.0, 491.0, 18.0], shoonya_1sZYE70I62VE7Y, 5747701]
[paragraph, [0.0, 746.0, 491.0, 18.0], shoonya_1sZYE70I62VE7Y, 5747701]
[paragraph, [0.0, 764.0, 491.0, 18.0], shoonya_1sZYE70I62VE7Y, 5747701]
[paragraph, [0.0, 782.0, 491.0, 18.0], shoonya_1sZYE70I62VE7Y, 5747701]
[paragraph, [0.0, 800.0, 491.0, 18.0], shoonya_1sZYE70I62VE7Y, 5747701]
[paragraph, [0.0, 818.0, 491.0, 18.0], shoonya_1sZYE70I62VE7Y, 5747701]
[paragraph, [0.0, 836.0, 491.0, 18.0], shoonya_1sZYE70I62VE7Y, 5747701]
[paragraph, [0.0, 854.0, 491.0, 18.0], shoonya_1sZYE70I62VE7Y, 5747701]
[paragraph, [0.0, 872.0, 491.0, 18.0], shoonya_1sZYE70I62VE7Y, 5747701]
[paragraph, [0.0, 890.0, 491.0, 18.0], shoonya_1sZYE70I62VE7Y, 5747701]
[paragraph, [0.0, 908.0, 491.0, 18.0], shoonya_1sZYE70I62VE7Y, 5747701]
[paragraph, [0.0, 926.0, 491.0, 18.0], shoonya_1sZYE70I62VE7Y, 5747701]
[options, [587.0, 912.0, 257.0, 18.0], shoonya_4sOIXLG5IG6R2R, 5747701]
[options, [587.0, 930.0, 257.0, 18.0], shoonya_4sOIXLG5IG6R2R, 5747701]
[options, [587.0, 948.0, 257.0, 18.0], shoonya_4sOIXLG5IG6R2R, 5747701]
