[1360, 825]
[folio, [599.0, 62.0, 114.0, 18.0], dhq7OTCimm, 5782001]
[folio, [599.0, 80.0, 114.0, 18.0], dhq7OTCimm, 5782001]
[folio, [348.0, 128.0, 107.0, 18.0], shoonya_2sUI15TY4SF5RX, 5782001]
[section-title, [314.0, 169.0, 167.0, 30.0], shoonya_5s9X2SKCZYKCI9, 5782001]
[ordered-list, [58.0, 219.0, 674.0, 18.0], shoonya_7sQQIQ80W8ZN3Z, 5782001]
[ordered-list, [58.0, 237.0, 674.0, 18.0], shoonya_7sQQIQ80W8ZN3Z, 5782001]
[ordered-list, [58.0, 255.0, 674.0, 18.0], shoonya_7sQQIQ80W8ZN3Z, 5782001]
[ordered-list, [58.0, 273.0, 674.0, 18.0], shoonya_7sQQIQ80W8ZN3Z, 5782001]
[ordered-list, [58.0, 291.0, 674.0, 18.0], shoonya_7sQQIQ80W8ZN3Z, 5782001]
[ordered-list, [58.0, 309.0, 674.0, 18.0], shoonya_7sQQIQ80W8ZN3Z, 5782001]
[ordered-list, [58.0, 327.0, 674.0, 18.0], shoonya_7sQQIQ80W8ZN3Z, 5782001]
[ordered-list, [58.0, 345.0, 674.0, 18.0], shoonya_7sQQIQ80W8ZN3Z, 5782001]
[ordered-list, [58.0, 363.0, 674.0, 18.0], shoonya_7sQQIQ80W8ZN3Z, 5782001]
[ordered-list, [58.0, 381.0, 674.0, 18.0], shoonya_7sQQIQ80W8ZN3Z, 5782001]
[ordered-list, [58.0, 399.0, 674.0, 18.0], shoonya_7sQQIQ80W8ZN3Z, 5782001]
[ordered-list, [58.0, 417.0, 674.0, 18.0], shoonya_7sQQIQ80W8ZN3Z, 5782001]
[ordered-list, [58.0, 435.0, 674.0, 18.0], shoonya_7sQQIQ80W8ZN3Z, 5782001]
[ordered-list, [58.0, 453.0, 674.0, 18.0], shoonya_7sQQIQ80W8ZN3Z, 5782001]
[ordered-list, [58.0, 471.0, 674.0, 18.0], shoonya_7sQQIQ80W8ZN3Z, 5782001]
[ordered-list, [58.0, 489.0, 674.0, 18.0], shoonya_7sQQIQ80W8ZN3Z, 5782001]
[ordered-list, [58.0, 507.0, 674.0, 18.0], shoonya_7sQQIQ80W8ZN3Z, 5782001]
[ordered-list, [58.0, 525.0, 674.0, 18.0], shoonya_7sQQIQ80W8ZN3Z, 5782001]
[ordered-list, [58.0, 543.0, 674.0, 18.0], shoonya_7sQQIQ80W8ZN3Z, 5782001]
[ordered-list, [58.0, 561.0, 674.0, 18.0], shoonya_7sQQIQ80W8ZN3Z, 5782001]
[ordered-list, [58.0, 579.0, 674.0, 18.0], shoonya_7sQQIQ80W8ZN3Z, 5782001]
[ordered-list, [58.0, 597.0, 674.0, 18.0], shoonya_7sQQIQ80W8ZN3Z, 5782001]
[ordered-list, [58.0, 615.0, 674.0, 18.0], shoonya_7sQQIQ80W8ZN3Z, 5782001]
[ordered-list, [58.0, 633.0, 674.0, 18.0], shoonya_7sQQIQ80W8ZN3Z, 5782001]
[ordered-list, [58.0, 651.0, 674.0, 18.0], shoonya_7sQQIQ80W8ZN3Z, 5782001]
[ordered-list, [58.0, 669.0, 674.0, 18.0], shoonya_7sQQIQ80W8ZN3Z, 5782001]
[ordered-list, [58.0, 687.0, 674.0, 18.0], shoonya_7sQQIQ80W8ZN3Z, 5782001]
[ordered-list, [58.0, 705.0, 674.0, 18.0], shoonya_7sQQIQ80W8ZN3Z, 5782001]
[ordered-list, [58.0, 723.0, 674.0, 18.0], shoonya_7sQQIQ80W8ZN3Z, 5782001]
[ordered-list, [58.0, 741.0, 674.0, 18.0], shoonya_7sQQIQ80W8ZN3Z, 5782001]
[ordered-list, [58.0, 759.0, 674.0, 18.0], shoonya_7sQQIQ80W8ZN3Z, 5782001]
[ordered-list, [58.0, 777.0, 674.0, 18.0], shoonya_7sQQIQ80W8ZN3Z, 5782001]
[ordered-list, [58.0, 795.0, 674.0, 18.0], shoonya_7sQQIQ80W8ZN3Z, 5782001]
[ordered-list, [58.0, 813.0, 674.0, 18.0], shoonya_7sQQIQ80W8ZN3Z, 5782001]
[ordered-list, [58.0, 831.0, 674.0, 18.0], shoonya_7sQQIQ80W8ZN3Z, 5782001]
[ordered-list, [58.0, 849.0, 674.0, 18.0], shoonya_7sQQIQ80W8ZN3Z, 5782001]
[ordered-list, [58.0, 867.0, 674.0, 18.0], shoonya_7sQQIQ80W8ZN3Z, 5782001]
[ordered-list, [58.0, 885.0, 674.0, 18.0], shoonya_7sQQIQ80W8ZN3Z, 5782001]
[ordered-list, [58.0, 903.0, 674.0, 18.0], shoonya_7sQQIQ80W8ZN3Z, 5782001]
[ordered-list, [58.0, 921.0, 674.0, 18.0], shoonya_7sQQIQ80W8ZN3Z, 5782001]
[ordered-list, [58.0, 939.0, 674.0, 18.0], shoonya_7sQQIQ80W8ZN3Z, 5782001]
[ordered-list, [58.0, 957.0, 674.0, 18.0], shoonya_7sQQIQ80W8ZN3Z, 5782001]
[ordered-list, [58.0, 975.0, 674.0, 18.0], shoonya_7sQQIQ80W8ZN3Z, 5782001]
[ordered-list, [58.0, 993.0, 674.0, 18.0], shoonya_7sQQIQ80W8ZN3Z, 5782001]
[ordered-list, [58.0, 1011.0, 674.0, 18.0], shoonya_7sQQIQ80W8ZN3Z, 5782001]
[ordered-list, [58.0, 1029.0, 674.0, 18.0], shoonya_7sQQIQ80W8ZN3Z, 5782001]
[ordered-list, [58.0, 1047.0, 674.0, 18.0], shoonya_7sQQIQ80W8ZN3Z, 5782001]
[ordered-list, [58.0, 1065.0, 674.0, 18.0], shoonya_7sQQIQ80W8ZN3Z, 5782001]
[ordered-list, [58.0, 1083.0, 674.0, 18.0], shoonya_7sQQIQ80W8ZN3Z, 5782001]
[ordered-list, [58.0, 1101.0, 674.0, 18.0], shoonya_7sQQIQ80W8ZN3Z, 5782001]
[ordered-list, [58.0, 1119.0, 674.0, 18.0], shoonya_7sQQIQ80W8ZN3Z, 5782001]
[ordered-list, [58.0, 1137.0, 674.0, 18.0], shoonya_7sQQIQ80W8ZN3Z, 5782001]
[ordered-list, [58.0, 1155.0, 674.0, 18.0], shoonya_7sQQIQ80W8ZN3Z, 5782001]
[ordered-list, [58.0, 1173.0, 674.0, 18.0], shoonya_7sQQIQ80W8ZN3Z, 5782001]
[ordered-list, [58.0, 1191.0, 674.0, 18.0], shoonya_7sQQIQ80W8ZN3Z, 5782001]
[ordered-list, [58.0, 1209.0, 674.0, 18.0], shoonya_7sQQIQ80W8ZN3Z, 5782001]
[sub-ordered-list, [75.0, 256.0, 648.0, 18.0], shoonya_6sJG47R51BBF1E, 5782001]
[sub-ordered-list, [75.0, 274.0, 648.0, 18.0], shoonya_6sJG47R51BBF1E, 5782001]
[sub-ordered-list, [75.0, 292.0, 648.0, 18.0], shoonya_6sJG47R51BBF1E, 5782001]
[sub-ordered-list, [75.0, 310.0, 648.0, 18.0], shoonya_6sJG47R51BBF1E, 5782001]
[sub-ordered-list, [75.0, 328.0, 648.0, 18.0], shoonya_6sJG47R51BBF1E, 5782001]
[sub-ordered-list, [75.0, 346.0, 648.0, 18.0], shoonya_6sJG47R51BBF1E, 5782001]
[sub-ordered-list, [75.0, 364.0, 648.0, 18.0], shoonya_6sJG47R51BBF1E, 5782001]
[sub-ordered-list, [75.0, 382.0, 648.0, 18.0], shoonya_6sJG47R51BBF1E, 5782001]
[sub-ordered-list, [75.0, 400.0, 648.0, 18.0], shoonya_6sJG47R51BBF1E, 5782001]
[sub-ordered-list, [75.0, 418.0, 648.0, 18.0], shoonya_6sJG47R51BBF1E, 5782001]
[sub-ordered-list, [75.0, 436.0, 648.0, 18.0], shoonya_6sJG47R51BBF1E, 5782001]
[sub-ordered-list, [75.0, 454.0, 648.0, 18.0], shoonya_6sJG47R51BBF1E, 5782001]
[sub-ordered-list, [75.0, 472.0, 648.0, 18.0], shoonya_6sJG47R51BBF1E, 5782001]
[sub-ordered-list, [75.0, 490.0, 648.0, 18.0], shoonya_6sJG47R51BBF1E, 5782001]
[sub-ordered-list, [75.0, 508.0, 648.0, 18.0], shoonya_6sJG47R51BBF1E, 5782001]
[sub-ordered-list, [75.0, 526.0, 648.0, 18.0], shoonya_6sJG47R51BBF1E, 5782001]
[sub-ordered-list, [75.0, 544.0, 648.0, 18.0], shoonya_6sJG47R51BBF1E, 5782001]
[sub-ordered-list, [75.0, 562.0, 648.0, 18.0], shoonya_6sJG47R51BBF1E, 5782001]
[sub-ordered-list, [75.0, 580.0, 648.0, 18.0], shoonya_6sJG47R51BBF1E, 5782001]
[sub-ordered-list, [75.0, 598.0, 648.0, 18.0], shoonya_6sJG47R51BBF1E, 5782001]
[sub-ordered-list, [75.0, 616.0, 648.0, 18.0], shoonya_6sJG47R51BBF1E, 5782001]
[sub-ordered-list, [75.0, 634.0, 648.0, 18.0], shoonya_6sJG47R51BBF1E, 5782001]
[sub-ordered-list, [75.0, 652.0, 648.0, 18.0], shoonya_6sJG47R51BBF1E, 5782001]
[sub-ordered-list, [75.0, 670.0, 648.0, 18.0], shoonya_6sJG47R51BBF1E, 5782001]
[sub-ordered-list, [75.0, 688.0, 648.0, 18.0], shoonya_6sJG47R51BBF1E, 5782001]
[sub-ordered-list, [75.0, 706.0, 648.0, 18.0], shoonya_6sJG47R51BBF1E, 5782001]
[sub-ordered-list, [75.0, 724.0, 648.0, 18.0], shoonya_6sJG47R51BBF1E, 5782001]
[sub-ordered-list, [75.0, 742.0, 648.0, 18.0], shoonya_6sJG47R51BBF1E, 5782001]
[sub-ordered-list, [75.0, 760.0, 648.0, 18.0], shoonya_6sJG47R51BBF1E, 5782001]
[subsub-ordered-list, [82.0, 351.0, 636.0, 18.0], shoonya_0sI15IFJ9N5HO9, 5782001]
[subsub-ordered-list, [82.0, 369.0, 636.0, 18.0], shoonya_0sI15IFJ9N5HO9, 5782001]
[subsub-ordered-list, [82.0, 387.0, 636.0, 18.0], shoonya_0sI15IFJ9N5HO9, 5782001]
[subsub-ordered-list, [82.0, 405.0, 636.0, 18.0], shoonya_0sI15IFJ9N5HO9, 5782001]
[subsub-ordered-list, [82.0, 423.0, 636.0, 18.0], shoonya_0sI15IFJ9N5HO9, 5782001]
[subsub-ordered-list, [82.0, 441.0, 636.0, 18.0], shoonya_0sI15IFJ9N5HO9, 5782001]
[subsub-ordered-list, [82.0, 459.0, 636.0, 18.0], shoonya_0sI15IFJ9N5HO9, 5782001]
[subsub-ordered-list, [82.0, 477.0, 636.0, 18.0], shoonya_0sI15IFJ9N5HO9, 5782001]
[subsub-ordered-list, [82.0, 495.0, 636.0, 18.0], shoonya_0sI15IFJ9N5HO9, 5782001]
[subsub-ordered-list, [83.0, 544.0, 634.0, 18.0], 0oicBCPizG, 5782001]
[subsub-ordered-list, [83.0, 562.0, 634.0, 18.0], 0oicBCPizG, 5782001]
[subsub-ordered-list, [83.0, 580.0, 634.0, 18.0], 0oicBCPizG, 5782001]
[subsub-ordered-list, [83.0, 598.0, 634.0, 18.0], 0oicBCPizG, 5782001]
[subsub-ordered-list, [83.0, 616.0, 634.0, 18.0], 0oicBCPizG, 5782001]
[subsub-ordered-list, [83.0, 634.0, 634.0, 18.0], 0oicBCPizG, 5782001]
[subsub-ordered-list, [83.0, 652.0, 634.0, 18.0], 0oicBCPizG, 5782001]
[subsub-ordered-list, [83.0, 670.0, 634.0, 18.0], 0oicBCPizG, 5782001]
[subsub-ordered-list, [83.0, 688.0, 634.0, 18.0], 0oicBCPizG, 5782001]
[subsub-ordered-list, [83.0, 706.0, 634.0, 18.0], 0oicBCPizG, 5782001]
[subsub-ordered-list, [83.0, 724.0, 634.0, 18.0], 0oicBCPizG, 5782001]
[subsub-ordered-list, [83.0, 742.0, 634.0, 18.0], 0oicBCPizG, 5782001]
[subsub-ordered-list, [83.0, 760.0, 634.0, 18.0], 0oicBCPizG, 5782001]
[sub-ordered-list, [72.0, 838.0, 652.0, 18.0], kRRGX1j0Y2, 5782001]
[sub-ordered-list, [72.0, 856.0, 652.0, 18.0], kRRGX1j0Y2, 5782001]
[sub-ordered-list, [72.0, 874.0, 652.0, 18.0], kRRGX1j0Y2, 5782001]
[sub-ordered-list, [72.0, 892.0, 652.0, 18.0], kRRGX1j0Y2, 5782001]
[sub-ordered-list, [72.0, 910.0, 652.0, 18.0], kRRGX1j0Y2, 5782001]
[sub-ordered-list, [72.0, 928.0, 652.0, 18.0], kRRGX1j0Y2, 5782001]
[sub-ordered-list, [72.0, 946.0, 652.0, 18.0], kRRGX1j0Y2, 5782001]
[sub-ordered-list, [72.0, 964.0, 652.0, 18.0], kRRGX1j0Y2, 5782001]
[sub-ordered-list, [72.0, 982.0, 652.0, 18.0], kRRGX1j0Y2, 5782001]
[sub-ordered-list, [72.0, 1000.0, 652.0, 18.0], kRRGX1j0Y2, 5782001]
[sub-ordered-list, [72.0, 1018.0, 652.0, 18.0], kRRGX1j0Y2, 5782001]
[sub-ordered-list, [72.0, 1036.0, 652.0, 18.0], kRRGX1j0Y2, 5782001]
[sub-ordered-list, [72.0, 1054.0, 652.0, 18.0], kRRGX1j0Y2, 5782001]
[sub-ordered-list, [72.0, 1072.0, 652.0, 18.0], kRRGX1j0Y2, 5782001]
