[612, 792]
[section-title, [267.0, 29.0, 253.0, 30.0], shoonya_17s3SGRCFN4TW6, 5657026]
[answer, [3.0, 49.0, 255.0, 18.0], shoonya_16s2GFNWBFEK9V, 5657026]
[answer, [3.0, 67.0, 255.0, 18.0], shoonya_16s2GFNWBFEK9V, 5657026]
[answer, [3.0, 85.0, 255.0, 18.0], shoonya_16s2GFNWBFEK9V, 5657026]
[answer, [3.0, 103.0, 255.0, 18.0], shoonya_16s2GFNWBFEK9V, 5657026]
[answer, [3.0, 121.0, 255.0, 18.0], shoonya_16s2GFNWBFEK9V, 5657026]
[answer, [3.0, 139.0, 255.0, 18.0], shoonya_16s2GFNWBFEK9V, 5657026]
[answer, [3.0, 157.0, 255.0, 18.0], shoonya_16s2GFNWBFEK9V, 5657026]
[unordered-list, [267.0, 67.0, 255.0, 18.0], shoonya_6sEDFCWWQOCY6S, 5657026]
[unordered-list, [267.0, 85.0, 255.0, 18.0], shoonya_6sEDFCWWQOCY6S, 5657026]
[unordered-list, [267.0, 103.0, 255.0, 18.0], shoonya_6sEDFCWWQOCY6S, 5657026]
[unordered-list, [267.0, 121.0, 255.0, 18.0], shoonya_6sEDFCWWQOCY6S, 5657026]
[unordered-list, [267.0, 139.0, 255.0, 18.0], shoonya_6sEDFCWWQOCY6S, 5657026]
[unordered-list, [267.0, 157.0, 255.0, 18.0], shoonya_6sEDFCWWQOCY6S, 5657026]
[unordered-list, [267.0, 175.0, 255.0, 18.0], shoonya_6sEDFCWWQOCY6S, 5657026]
[unordered-list, [528.0, 78.0, 262.0, 18.0], shoonya_2s9TELL3RVKF4P, 5657026]
[unordered-list, [528.0, 96.0, 262.0, 18.0], shoonya_2s9TELL3RVKF4P, 5657026]
[unordered-list, [528.0, 114.0, 262.0, 18.0], shoonya_2s9TELL3RVKF4P, 5657026]
[unordered-list, [528.0, 132.0, 262.0, 18.0], shoonya_2s9TELL3RVKF4P, 5657026]
[unordered-list, [528.0, 150.0, 262.0, 18.0], shoonya_2s9TELL3RVKF4P, 5657026]
[unordered-list, [528.0, 168.0, 262.0, 18.0], shoonya_2s9TELL3RVKF4P, 5657026]
[unordered-list, [528.0, 186.0, 262.0, 18.0], shoonya_2s9TELL3RVKF4P, 5657026]
[unordered-list, [528.0, 204.0, 262.0, 18.0], shoonya_2s9TELL3RVKF4P, 5657026]
[unordered-list, [528.0, 222.0, 262.0, 18.0], shoonya_2s9TELL3RVKF4P, 5657026]
[unordered-list, [528.0, 240.0, 262.0, 18.0], shoonya_2s9TELL3RVKF4P, 5657026]
[section-title, [261.0, 204.0, 265.0, 30.0], shoonya_11s0UINVKNO6TL, 5657026]
[unordered-list, [262.0, 242.0, 216.0, 18.0], shoonya_5s1FNTK942Z3RN, 5657026]
[unordered-list, [262.0, 260.0, 216.0, 18.0], shoonya_5s1FNTK942Z3RN, 5657026]
[unordered-list, [262.0, 278.0, 216.0, 18.0], shoonya_5s1FNTK942Z3RN, 5657026]
[unordered-list, [262.0, 296.0, 216.0, 18.0], shoonya_5s1FNTK942Z3RN, 5657026]
[unordered-list, [262.0, 314.0, 216.0, 18.0], shoonya_5s1FNTK942Z3RN, 5657026]
[paragraph, [531.0, 289.0, 260.0, 18.0], shoonya_0sDV4VBFLCHNJQ, 5657026]
[paragraph, [531.0, 307.0, 260.0, 18.0], shoonya_0sDV4VBFLCHNJQ, 5657026]
[paragraph, [531.0, 325.0, 260.0, 18.0], shoonya_0sDV4VBFLCHNJQ, 5657026]
[paragraph, [531.0, 343.0, 260.0, 18.0], shoonya_0sDV4VBFLCHNJQ, 5657026]
[paragraph, [531.0, 361.0, 260.0, 18.0], shoonya_0sDV4VBFLCHNJQ, 5657026]
[paragraph, [531.0, 379.0, 260.0, 18.0], shoonya_0sDV4VBFLCHNJQ, 5657026]
[paragraph, [531.0, 397.0, 260.0, 18.0], shoonya_0sDV4VBFLCHNJQ, 5657026]
[paragraph, [531.0, 415.0, 260.0, 18.0], shoonya_0sDV4VBFLCHNJQ, 5657026]
[paragraph, [531.0, 433.0, 260.0, 18.0], shoonya_0sDV4VBFLCHNJQ, 5657026]
