[720, 504]
[paragraph, [45.0, 104.0, 202.0, 18.0], LZdEz3Uuqt, 5652554]
[paragraph, [45.0, 122.0, 202.0, 18.0], LZdEz3Uuqt, 5652554]
[paragraph, [45.0, 140.0, 202.0, 18.0], LZdEz3Uuqt, 5652554]
[paragraph, [258.0, 105.0, 199.0, 18.0], shoonya_5s8IOKJ0TDGSN3, 5652554]
[paragraph, [257.0, 137.0, 198.0, 18.0], shoonya_1s17RR18MM3FJW, 5652554]
[paragraph, [257.0, 155.0, 198.0, 18.0], shoonya_1s17RR18MM3FJW, 5652554]
[paragraph, [257.0, 173.0, 198.0, 18.0], shoonya_1s17RR18MM3FJW, 5652554]
[paragraph, [257.0, 191.0, 198.0, 18.0], shoonya_1s17RR18MM3FJW, 5652554]
[paragraph, [257.0, 209.0, 198.0, 18.0], shoonya_1s17RR18MM3FJW, 5652554]
[paragraph, [257.0, 227.0, 198.0, 18.0], shoonya_1s17RR18MM3FJW, 5652554]
[paragraph, [257.0, 245.0, 198.0, 18.0], shoonya_1s17RR18MM3FJW, 5652554]
[paragraph, [257.0, 263.0, 198.0, 18.0], shoonya_1s17RR18MM3FJW, 5652554]
[paragraph, [257.0, 281.0, 198.0, 18.0], shoonya_1s17RR18MM3FJW, 5652554]
[paragraph, [257.0, 299.0, 198.0, 18.0], shoonya_1s17RR18MM3FJW, 5652554]
[paragraph, [257.0, 317.0, 198.0, 18.0], shoonya_1s17RR18MM3FJW, 5652554]
[paragraph, [257.0, 335.0, 198.0, 18.0], shoonya_1s17RR18MM3FJW, 5652554]
[paragraph, [257.0, 353.0, 198.0, 18.0], shoonya_1s17RR18MM3FJW, 5652554]
[paragraph, [257.0, 371.0, 198.0, 18.0], shoonya_1s17RR18MM3FJW, 5652554]
[paragraph, [257.0, 389.0, 198.0, 18.0], shoonya_1s17RR18MM3FJW, 5652554]
[paragraph, [257.0, 407.0, 198.0, 18.0], shoonya_1s17RR18MM3FJW, 5652554]
[paragraph, [257.0, 425.0, 198.0, 18.0], shoonya_1s17RR18MM3FJW, 5652554]
[paragraph, [257.0, 443.0, 198.0, 18.0], shoonya_1s17RR18MM3FJW, 5652554]
[paragraph, [48.0, 155.0, 197.0, 18.0], shoonya_4sL8E2YXDBE9Z8, 5652554]
[paragraph, [48.0, 173.0, 197.0, 18.0], shoonya_4sL8E2YXDBE9Z8, 5652554]
[paragraph, [48.0, 191.0, 197.0, 18.0], shoonya_4sL8E2YXDBE9Z8, 5652554]
[paragraph, [48.0, 209.0, 197.0, 18.0], shoonya_4sL8E2YXDBE9Z8, 5652554]
[paragraph, [48.0, 227.0, 197.0, 18.0], shoonya_4sL8E2YXDBE9Z8, 5652554]
[paragraph, [48.0, 245.0, 197.0, 18.0], shoonya_4sL8E2YXDBE9Z8, 5652554]
[paragraph, [47.0, 272.0, 199.0, 18.0], shoonya_0s7RUQDMZ29PV1, 5652554]
[paragraph, [47.0, 290.0, 199.0, 18.0], shoonya_0s7RUQDMZ29PV1, 5652554]
[paragraph, [47.0, 308.0, 199.0, 18.0], shoonya_0s7RUQDMZ29PV1, 5652554]
[paragraph, [47.0, 326.0, 199.0, 18.0], shoonya_0s7RUQDMZ29PV1, 5652554]
[paragraph, [47.0, 344.0, 199.0, 18.0], shoonya_0s7RUQDMZ29PV1, 5652554]
[paragraph, [47.0, 362.0, 199.0, 18.0], shoonya_0s7RUQDMZ29PV1, 5652554]
[paragraph, [47.0, 380.0, 199.0, 18.0], shoonya_0s7RUQDMZ29PV1, 5652554]
[paragraph, [47.0, 398.0, 199.0, 18.0], shoonya_0s7RUQDMZ29PV1, 5652554]
[paragraph, [47.0, 416.0, 199.0, 18.0], shoonya_0s7RUQDMZ29PV1, 5652554]
[paragraph, [47.0, 434.0, 199.0, 18.0], shoonya_0s7RUQDMZ29PV1, 5652554]
[paragraph, [47.0, 452.0, 199.0, 18.0], shoonya_0s7RUQDMZ29PV1, 5652554]
[paragraph, [258.0, 472.0, 197.0, 18.0], shoonya_3sYETRUQ3SLH4S, 5652554]
[paragraph, [258.0, 490.0, 197.0, 18.0], shoonya_3sYETRUQ3SLH4S, 5652554]
[paragraph, [258.0, 508.0, 197.0, 18.0], shoonya_3sYETRUQ3SLH4S, 5652554]
[paragraph, [258.0, 526.0, 197.0, 18.0], shoonya_3sYETRUQ3SLH4S, 5652554]
[paragraph, [258.0, 544.0, 197.0, 18.0], shoonya_3sYETRUQ3SLH4S, 5652554]
[paragraph, [258.0, 562.0, 197.0, 18.0], shoonya_3sYETRUQ3SLH4S, 5652554]
[paragraph, [258.0, 580.0, 197.0, 18.0], shoonya_3sYETRUQ3SLH4S, 5652554]
[paragraph, [258.0, 598.0, 197.0, 18.0], shoonya_3sYETRUQ3SLH4S, 5652554]
[paragraph, [48.0, 473.0, 197.0, 18.0], shoonya_2sQ65COGWEC2YL, 5652554]
[paragraph, [48.0, 491.0, 197.0, 18.0], shoonya_2sQ65COGWEC2YL, 5652554]
[paragraph, [48.0, 509.0, 197.0, 18.0], shoonya_2sQ65COGWEC2YL, 5652554]
[paragraph, [48.0, 527.0, 197.0, 18.0], shoonya_2sQ65COGWEC2YL, 5652554]
[paragraph, [48.0, 545.0, 197.0, 18.0], shoonya_2sQ65COGWEC2YL, 5652554]
[paragraph, [48.0, 563.0, 197.0, 18.0], shoonya_2sQ65COGWEC2YL, 5652554]
[paragraph, [48.0, 581.0, 197.0, 18.0], shoonya_2sQ65COGWEC2YL, 5652554]
[paragraph, [48.0, 599.0, 197.0, 18.0], shoonya_2sQ65COGWEC2YL, 5652554]
[footnote, [201.0, 671.0, 100.0, 18.0], AocIZKFzHI, 5652554]
