[1500, 1050]
[section-title, [434.0, 278.0, 200.0, 49.5], hgi2xSpctX, 5760064]
[paragraph, [178.0, 384.0, 711.0, 36.0], 9UgOuKD8-v, 5760064]
[paragraph, [178.0, 420.0, 711.0, 36.0], 9UgOuKD8-v, 5760064]
[paragraph, [178.0, 456.0, 711.0, 36.0], 9UgOuKD8-v, 5760064]
[paragraph, [181.0, 507.0, 711.0, 36.0], shoonya_2sG8IL2UKSYOEY, 5760064]
[paragraph, [181.0, 543.0, 711.0, 36.0], shoonya_2sG8IL2UKSYOEY, 5760064]
[paragraph, [181.0, 579.0, 711.0, 36.0], shoonya_2sG8IL2UKSYOEY, 5760064]
[paragraph, [181.0, 615.0, 711.0, 36.0], shoonya_2sG8IL2UKSYOEY, 5760064]
[paragraph, [174.0, 666.0, 715.0, 36.0], shoonya_0sREEXF6YGUKLB, 5760064]
[paragraph, [174.0, 702.0, 715.0, 36.0], shoonya_0sREEXF6YGUKLB, 5760064]
[paragraph, [174.0, 738.0, 715.0, 36.0], shoonya_0sREEXF6YGUKLB, 5760064]
[paragraph, [174.0, 774.0, 715.0, 36.0], shoonya_0sREEXF6YGUKLB, 5760064]
[paragraph, [174.0, 810.0, 715.0, 36.0], shoonya_0sREEXF6YGUKLB, 5760064]
[paragraph, [174.0, 846.0, 715.0, 36.0], shoonya_0sREEXF6YGUKLB, 5760064]
[paragraph, [174.0, 882.0, 715.0, 36.0], shoonya_0sREEXF6YGUKLB, 5760064]
[paragraph, [176.0, 927.0, 716.0, 36.0], shoonya_1s4O8FC3MRWKXR, 5760064]
[paragraph, [176.0, 963.0, 716.0, 36.0], shoonya_1s4O8FC3MRWKXR, 5760064]
[paragraph, [176.0, 999.0, 716.0, 36.0], shoonya_1s4O8FC3MRWKXR, 5760064]
[paragraph, [176.0, 1035.0, 716.0, 36.0], shoonya_1s4O8FC3MRWKXR, 5760064]
[paragraph, [176.0, 1071.0, 716.0, 36.0], shoonya_1s4O8FC3MRWKXR, 5760064]
[paragraph, [176.0, 1107.0, 716.0, 36.0], shoonya_1s4O8FC3MRWKXR, 5760064]
[paragraph, [177.0, 1154.0, 716.0, 36.0], shoonya_4s62AGUEVG4GIK, 5760064]
[paragraph, [177.0, 1190.0, 716.0, 36.0], shoonya_4s62AGUEVG4GIK, 5760064]
[paragraph, [177.0, 1226.0, 716.0, 36.0], shoonya_4s62AGUEVG4GIK, 5760064]
[paragraph, [179.0, 1274.0, 707.0, 36.0], shoonya_3sUD5IOCVCFYR7, 5760064]
[paragraph, [179.0, 1310.0, 707.0, 36.0], shoonya_3sUD5IOCVCFYR7, 5760064]
[paragraph, [179.0, 1346.0, 707.0, 36.0], shoonya_3sUD5IOCVCFYR7, 5760064]
